Id,Label,modularity_class
1325531487@grupogodo1.fyre.co,1325531487@grupogodo1.fyre.co,0
1324638938@grupogodo1.fyre.co,1324638938@grupogodo1.fyre.co,0
1325226755@grupogodo1.fyre.co,1325226755@grupogodo1.fyre.co,0
74b5049959504ff883e1df3d51125ada@grupogodo1.fyre.co,74b5049959504ff883e1df3d51125ada@grupogodo1.fyre.co,0
1325239361@grupogodo1.fyre.co,1325239361@grupogodo1.fyre.co,0
d0acb70a13a345a3ba5f28a5a1e1bdc8@grupogodo1.fyre.co,d0acb70a13a345a3ba5f28a5a1e1bdc8@grupogodo1.fyre.co,0
bde73ce752394e118efbc22da443589d@grupogodo1.fyre.co,bde73ce752394e118efbc22da443589d@grupogodo1.fyre.co,0
_guid_EzD7iIpw73hgJPS2-X-aTCQzDaiF_Xk2QU_OMWUxxrw=@grupogodo1.fyre.co,_guid_EzD7iIpw73hgJPS2-X-aTCQzDaiF_Xk2QU_OMWUxxrw=@grupogodo1.fyre.co,0
811d910e9ca643698fc0e384f3755b32@grupogodo1.fyre.co,811d910e9ca643698fc0e384f3755b32@grupogodo1.fyre.co,0
_guid_rQjmNXQJX2vEqTc35X9qz2mZ19gcWI-p77tXGQKpccc=@grupogodo1.fyre.co,_guid_rQjmNXQJX2vEqTc35X9qz2mZ19gcWI-p77tXGQKpccc=@grupogodo1.fyre.co,0
_guid_7IPM3NORitilGkWeldMtIZ773YVdv-0nqYYus-_Y1U8=@grupogodo1.fyre.co,_guid_7IPM3NORitilGkWeldMtIZ773YVdv-0nqYYus-_Y1U8=@grupogodo1.fyre.co,0
_guid_jmZtlPFRESzfUoRTJF-PgsAwHUC6X5IlkhBfD_3pOqg=@grupogodo1.fyre.co,_guid_jmZtlPFRESzfUoRTJF-PgsAwHUC6X5IlkhBfD_3pOqg=@grupogodo1.fyre.co,0
bf518582debc430db0ed5ad3b60b8eaa@grupogodo1.fyre.co,bf518582debc430db0ed5ad3b60b8eaa@grupogodo1.fyre.co,0
3e02aac64f5f4e89812d0c6e5fb4abf9@grupogodo1.fyre.co,3e02aac64f5f4e89812d0c6e5fb4abf9@grupogodo1.fyre.co,0
30cfeee77dd940b1a41c395af9be552d@grupogodo1.fyre.co,30cfeee77dd940b1a41c395af9be552d@grupogodo1.fyre.co,0
22c2438252e7408abde306472dbd67ed@grupogodo1.fyre.co,22c2438252e7408abde306472dbd67ed@grupogodo1.fyre.co,0
0b2659a2be684ea1b08e62b6a097992a@grupogodo1.fyre.co,0b2659a2be684ea1b08e62b6a097992a@grupogodo1.fyre.co,0
487c4124bbf84ab9b0ebd0d14764ab9c@grupogodo1.fyre.co,487c4124bbf84ab9b0ebd0d14764ab9c@grupogodo1.fyre.co,0
1325569867@grupogodo1.fyre.co,1325569867@grupogodo1.fyre.co,0
4734a4e363f84f61befc429c16a31497@grupogodo1.fyre.co,4734a4e363f84f61befc429c16a31497@grupogodo1.fyre.co,0
316147ba8d38438683fc1641748f3163@grupogodo1.fyre.co,316147ba8d38438683fc1641748f3163@grupogodo1.fyre.co,0
4398f31f0cb947e091fc60880f24a704@grupogodo1.fyre.co,4398f31f0cb947e091fc60880f24a704@grupogodo1.fyre.co,0
f0d9819915d6409395395a68c103c531@grupogodo1.fyre.co,f0d9819915d6409395395a68c103c531@grupogodo1.fyre.co,0
124d25827e844db89e38ccd6073a140d@grupogodo1.fyre.co,124d25827e844db89e38ccd6073a140d@grupogodo1.fyre.co,0
637dd2b876e04a7c8d27f4836d23877d@grupogodo1.fyre.co,637dd2b876e04a7c8d27f4836d23877d@grupogodo1.fyre.co,0
1325473392@grupogodo1.fyre.co,1325473392@grupogodo1.fyre.co,0
8393251f3dc24d40a8c28d1677211241@grupogodo1.fyre.co,8393251f3dc24d40a8c28d1677211241@grupogodo1.fyre.co,0
cb94b3ff58e941d3b719fcc00c74798b@grupogodo1.fyre.co,cb94b3ff58e941d3b719fcc00c74798b@grupogodo1.fyre.co,0
1325437208@grupogodo1.fyre.co,1325437208@grupogodo1.fyre.co,0
1325265342@grupogodo1.fyre.co,1325265342@grupogodo1.fyre.co,0
ca5c363f046348419e75388290d9d0f8@grupogodo1.fyre.co,ca5c363f046348419e75388290d9d0f8@grupogodo1.fyre.co,0
16ea9b0f53274742ab02207e48e3bc47@grupogodo1.fyre.co,16ea9b0f53274742ab02207e48e3bc47@grupogodo1.fyre.co,1
29c8cf9ffcd94f6c87981b9c4231f885@grupogodo1.fyre.co,29c8cf9ffcd94f6c87981b9c4231f885@grupogodo1.fyre.co,1
7cd84e54761448ac9cdd929237434a2f@grupogodo1.fyre.co,7cd84e54761448ac9cdd929237434a2f@grupogodo1.fyre.co,0
1324651379@grupogodo1.fyre.co,1324651379@grupogodo1.fyre.co,0
2152829c20be4f15ab05054653bd990f@grupogodo1.fyre.co,2152829c20be4f15ab05054653bd990f@grupogodo1.fyre.co,0
7fdb8469d5384b6aa6a672d2744c8fa9@grupogodo1.fyre.co,7fdb8469d5384b6aa6a672d2744c8fa9@grupogodo1.fyre.co,0
7d2b0b7e5c474e6aa0b591d93cd7fc24@grupogodo1.fyre.co,7d2b0b7e5c474e6aa0b591d93cd7fc24@grupogodo1.fyre.co,0
d81c1dd26dcd46dab8576bb6d0130382@grupogodo1.fyre.co,d81c1dd26dcd46dab8576bb6d0130382@grupogodo1.fyre.co,1
1325067148@grupogodo1.fyre.co,1325067148@grupogodo1.fyre.co,0
1325425355@grupogodo1.fyre.co,1325425355@grupogodo1.fyre.co,0
_guid_fLg-RonNnodC79pHuDv1pooOKaNQIkjek28PbbPYHdA=@grupogodo1.fyre.co,_guid_fLg-RonNnodC79pHuDv1pooOKaNQIkjek28PbbPYHdA=@grupogodo1.fyre.co,0
664d6421651c44a5b704eecd34f10d3f@grupogodo1.fyre.co,664d6421651c44a5b704eecd34f10d3f@grupogodo1.fyre.co,0
90159b2c83be445c8403ffeff0407cb9@grupogodo1.fyre.co,90159b2c83be445c8403ffeff0407cb9@grupogodo1.fyre.co,0
3c1e948394ce4203b704ccb16ece43aa@grupogodo1.fyre.co,3c1e948394ce4203b704ccb16ece43aa@grupogodo1.fyre.co,0
3d8470dc1b5148b599b75c9ddbbbb3e0@grupogodo1.fyre.co,3d8470dc1b5148b599b75c9ddbbbb3e0@grupogodo1.fyre.co,0
1b19f401a18b4b829172737b97029f02@grupogodo1.fyre.co,1b19f401a18b4b829172737b97029f02@grupogodo1.fyre.co,0
cec90a51b1224910b073b9fa4f11b0e3@grupogodo1.fyre.co,cec90a51b1224910b073b9fa4f11b0e3@grupogodo1.fyre.co,0
b76165e232b74e938ea47415d4e3a949@grupogodo1.fyre.co,b76165e232b74e938ea47415d4e3a949@grupogodo1.fyre.co,0
1325559452@grupogodo1.fyre.co,1325559452@grupogodo1.fyre.co,1
1325221343@grupogodo1.fyre.co,1325221343@grupogodo1.fyre.co,1
1324906992@grupogodo1.fyre.co,1324906992@grupogodo1.fyre.co,1
a754b6ad3af8485290bc412cb40bbd82@grupogodo1.fyre.co,a754b6ad3af8485290bc412cb40bbd82@grupogodo1.fyre.co,1
1325453538@grupogodo1.fyre.co,1325453538@grupogodo1.fyre.co,0
e5ec7caee5184a51a949a8a8d7478e88@grupogodo1.fyre.co,e5ec7caee5184a51a949a8a8d7478e88@grupogodo1.fyre.co,0
a72bf4c046f94c338a1906e434fe6c97@grupogodo1.fyre.co,a72bf4c046f94c338a1906e434fe6c97@grupogodo1.fyre.co,0
7581872130c44149b4a941d98b86942b@grupogodo1.fyre.co,7581872130c44149b4a941d98b86942b@grupogodo1.fyre.co,0
7d87bca9b9864e488051a884446d47b3@grupogodo1.fyre.co,7d87bca9b9864e488051a884446d47b3@grupogodo1.fyre.co,0
47d5711afa024d86afdfc24bdc3cfda9@grupogodo1.fyre.co,47d5711afa024d86afdfc24bdc3cfda9@grupogodo1.fyre.co,0
7316534388ca443d9faf8daa154c207c@grupogodo1.fyre.co,7316534388ca443d9faf8daa154c207c@grupogodo1.fyre.co,0
a972daabdc7943e79c7ac5c4687fcd52@grupogodo1.fyre.co,a972daabdc7943e79c7ac5c4687fcd52@grupogodo1.fyre.co,0
cfebb699856f456794a26b35f8323991@grupogodo1.fyre.co,cfebb699856f456794a26b35f8323991@grupogodo1.fyre.co,0
215ff91e00544686bab56c6586183232@grupogodo1.fyre.co,215ff91e00544686bab56c6586183232@grupogodo1.fyre.co,0
50e7f54363ee4297b7499a26224054f0@grupogodo1.fyre.co,50e7f54363ee4297b7499a26224054f0@grupogodo1.fyre.co,0
b124228ce6524899adcf0daba93200fd@grupogodo1.fyre.co,b124228ce6524899adcf0daba93200fd@grupogodo1.fyre.co,1
cdfa40c1e6544d978d9b6d153ecdafd3@grupogodo1.fyre.co,cdfa40c1e6544d978d9b6d153ecdafd3@grupogodo1.fyre.co,1
1325246351@grupogodo1.fyre.co,1325246351@grupogodo1.fyre.co,1
351222992@grupogodo1.fyre.co,351222992@grupogodo1.fyre.co,1
1a96e4dea62b42b4afd80ac5f35676f9@grupogodo1.fyre.co,1a96e4dea62b42b4afd80ac5f35676f9@grupogodo1.fyre.co,0
99d12530e5bf48f580e84b93c264d830@grupogodo1.fyre.co,99d12530e5bf48f580e84b93c264d830@grupogodo1.fyre.co,1
1325520415@grupogodo1.fyre.co,1325520415@grupogodo1.fyre.co,0
37a07f7480534c01a4410b279a66372c@grupogodo1.fyre.co,37a07f7480534c01a4410b279a66372c@grupogodo1.fyre.co,0
fd33f335e5814c2ab49b817996fb7a8d@grupogodo1.fyre.co,fd33f335e5814c2ab49b817996fb7a8d@grupogodo1.fyre.co,0
c584149cc66f47a49c1318909b1a00a5@grupogodo1.fyre.co,c584149cc66f47a49c1318909b1a00a5@grupogodo1.fyre.co,0
1325233739@grupogodo1.fyre.co,1325233739@grupogodo1.fyre.co,0
04710eae6f194e49accc6299c5916663@grupogodo1.fyre.co,04710eae6f194e49accc6299c5916663@grupogodo1.fyre.co,0
1325323145@grupogodo1.fyre.co,1325323145@grupogodo1.fyre.co,0
1324647454@grupogodo1.fyre.co,1324647454@grupogodo1.fyre.co,0
d7539be874f44ba4a368aeb89003ed4f@grupogodo1.fyre.co,d7539be874f44ba4a368aeb89003ed4f@grupogodo1.fyre.co,0
1325522299@grupogodo1.fyre.co,1325522299@grupogodo1.fyre.co,1
89f19d69649947608c9733070b0d3fe4@grupogodo1.fyre.co,89f19d69649947608c9733070b0d3fe4@grupogodo1.fyre.co,1
afe2add834a14041ae9a2d2c2dc41449@grupogodo1.fyre.co,afe2add834a14041ae9a2d2c2dc41449@grupogodo1.fyre.co,0
538ef951a3ac434f8094037e6ab05565@grupogodo1.fyre.co,538ef951a3ac434f8094037e6ab05565@grupogodo1.fyre.co,0
1325572238@grupogodo1.fyre.co,1325572238@grupogodo1.fyre.co,0
12f5cdcd555f42009bded4b2843ed04d@grupogodo1.fyre.co,12f5cdcd555f42009bded4b2843ed04d@grupogodo1.fyre.co,0
_guid_FF87Uwl724AiOpblmXDs8_Wr-gU8M8jFNMpv5Leqapk=@grupogodo1.fyre.co,_guid_FF87Uwl724AiOpblmXDs8_Wr-gU8M8jFNMpv5Leqapk=@grupogodo1.fyre.co,0
5fc090f5fcef4a578af687309f323813@grupogodo1.fyre.co,5fc090f5fcef4a578af687309f323813@grupogodo1.fyre.co,1
1325488022@grupogodo1.fyre.co,1325488022@grupogodo1.fyre.co,0
1325495102@grupogodo1.fyre.co,1325495102@grupogodo1.fyre.co,0
1325221474@grupogodo1.fyre.co,1325221474@grupogodo1.fyre.co,1
633b15686139441ca6c966d35eec0ff4@grupogodo1.fyre.co,633b15686139441ca6c966d35eec0ff4@grupogodo1.fyre.co,0
c41bc368eb5a4da69d98444cd1b296bf@grupogodo1.fyre.co,c41bc368eb5a4da69d98444cd1b296bf@grupogodo1.fyre.co,0
efcf3e7c36ec49fe88fc512dab7f45bb@grupogodo1.fyre.co,efcf3e7c36ec49fe88fc512dab7f45bb@grupogodo1.fyre.co,0
beebc00bfec043678f69adfcb94d006a@grupogodo1.fyre.co,beebc00bfec043678f69adfcb94d006a@grupogodo1.fyre.co,0
13faa07a602c484ca9ab7d46c8206074@grupogodo1.fyre.co,13faa07a602c484ca9ab7d46c8206074@grupogodo1.fyre.co,0
3ab73d8daa824068b344413473838780@grupogodo1.fyre.co,3ab73d8daa824068b344413473838780@grupogodo1.fyre.co,0
_guid_mZpKlD1lEo8WZOwjHUkZuBhSqppJMKoj4mnI0GSoedw=@grupogodo1.fyre.co,_guid_mZpKlD1lEo8WZOwjHUkZuBhSqppJMKoj4mnI0GSoedw=@grupogodo1.fyre.co,0
3a35c3ed49304636a56569b0c1928e50@grupogodo1.fyre.co,3a35c3ed49304636a56569b0c1928e50@grupogodo1.fyre.co,0
a5efd2a043844c04a4aa5487b4d5de9b@grupogodo1.fyre.co,a5efd2a043844c04a4aa5487b4d5de9b@grupogodo1.fyre.co,0
1325490099@grupogodo1.fyre.co,1325490099@grupogodo1.fyre.co,1
_guid_PiQX3cWkDN0J00VOKj-fo2MALXDB7ntch6k0HFuypVI=@grupogodo1.fyre.co,_guid_PiQX3cWkDN0J00VOKj-fo2MALXDB7ntch6k0HFuypVI=@grupogodo1.fyre.co,0
850c01a788c14e4dbf4ec77a2c220a5b@grupogodo1.fyre.co,850c01a788c14e4dbf4ec77a2c220a5b@grupogodo1.fyre.co,0
1325548220@grupogodo1.fyre.co,1325548220@grupogodo1.fyre.co,0
b3e60d18044541b890b763595c4f404d@grupogodo1.fyre.co,b3e60d18044541b890b763595c4f404d@grupogodo1.fyre.co,0
ec18af9cc21744ebb0fd10a40b3557c3@grupogodo1.fyre.co,ec18af9cc21744ebb0fd10a40b3557c3@grupogodo1.fyre.co,0
edaf5a9180cd476e9077e9b29144fb6d@grupogodo1.fyre.co,edaf5a9180cd476e9077e9b29144fb6d@grupogodo1.fyre.co,0
ef839fbb4cd042c09d754485486dc908@grupogodo1.fyre.co,ef839fbb4cd042c09d754485486dc908@grupogodo1.fyre.co,0
feae74e922bb4f5aac338f7afa01fd22@grupogodo1.fyre.co,feae74e922bb4f5aac338f7afa01fd22@grupogodo1.fyre.co,0
1325311046@grupogodo1.fyre.co,1325311046@grupogodo1.fyre.co,0
1325223539@grupogodo1.fyre.co,1325223539@grupogodo1.fyre.co,0
728e535c7c1a4d5cb2afc523a8cb3516@grupogodo1.fyre.co,728e535c7c1a4d5cb2afc523a8cb3516@grupogodo1.fyre.co,0
d5d7900fe82043c5a0b3e776de63cb24@grupogodo1.fyre.co,d5d7900fe82043c5a0b3e776de63cb24@grupogodo1.fyre.co,0
cdf0dce586604b239c09fb29e89a386c@grupogodo1.fyre.co,cdf0dce586604b239c09fb29e89a386c@grupogodo1.fyre.co,0
1325254960@grupogodo1.fyre.co,1325254960@grupogodo1.fyre.co,0
1324907379@grupogodo1.fyre.co,1324907379@grupogodo1.fyre.co,0
635461442@grupogodo1.fyre.co,635461442@grupogodo1.fyre.co,0
0745c206f8264ad987ccc8f1cf83e4ac@grupogodo1.fyre.co,0745c206f8264ad987ccc8f1cf83e4ac@grupogodo1.fyre.co,0
5189a1a83abc49529c4cb247cc7182ed@grupogodo1.fyre.co,5189a1a83abc49529c4cb247cc7182ed@grupogodo1.fyre.co,0
1324595807@grupogodo1.fyre.co,1324595807@grupogodo1.fyre.co,0
1325469425@grupogodo1.fyre.co,1325469425@grupogodo1.fyre.co,0
16701484@grupogodo1.fyre.co,16701484@grupogodo1.fyre.co,1
10707a1ec41248b9b8167cf2f66a4df6@grupogodo1.fyre.co,10707a1ec41248b9b8167cf2f66a4df6@grupogodo1.fyre.co,0
f660cf27e0984f6197575194e870614b@grupogodo1.fyre.co,f660cf27e0984f6197575194e870614b@grupogodo1.fyre.co,0
1325375809@grupogodo1.fyre.co,1325375809@grupogodo1.fyre.co,1
1325469220@grupogodo1.fyre.co,1325469220@grupogodo1.fyre.co,0
b676a0889bba44579751c49e0813a162@grupogodo1.fyre.co,b676a0889bba44579751c49e0813a162@grupogodo1.fyre.co,1
227d432391ff4c9996db9e6a5e3b8efd@grupogodo1.fyre.co,227d432391ff4c9996db9e6a5e3b8efd@grupogodo1.fyre.co,0
4da71a7a6a9d41b39b9bea235b7a25bb@grupogodo1.fyre.co,4da71a7a6a9d41b39b9bea235b7a25bb@grupogodo1.fyre.co,0
1325543808@grupogodo1.fyre.co,1325543808@grupogodo1.fyre.co,0
f58e19be785c4830bf62f8d43f7f129b@grupogodo1.fyre.co,f58e19be785c4830bf62f8d43f7f129b@grupogodo1.fyre.co,0
93d54fa8aa7b4b15b9bad0d462860c96@grupogodo1.fyre.co,93d54fa8aa7b4b15b9bad0d462860c96@grupogodo1.fyre.co,0
69c4f757b404486badf0c18b96a7fffa@grupogodo1.fyre.co,69c4f757b404486badf0c18b96a7fffa@grupogodo1.fyre.co,0
1325225732@grupogodo1.fyre.co,1325225732@grupogodo1.fyre.co,0
02e1e0d3f3944ffbb32de887094766db@grupogodo1.fyre.co,02e1e0d3f3944ffbb32de887094766db@grupogodo1.fyre.co,0
3f8ff13057424624878c7a4becd24181@grupogodo1.fyre.co,3f8ff13057424624878c7a4becd24181@grupogodo1.fyre.co,0
_guid_Q-VL5ndDuU5Bv3CXm-kNuT_3IJ-bHCSdslfxTl60Ltw=@grupogodo1.fyre.co,_guid_Q-VL5ndDuU5Bv3CXm-kNuT_3IJ-bHCSdslfxTl60Ltw=@grupogodo1.fyre.co,0
_guid_Gm-l8R73tV0VFDoN-vm4p3hKa8Ys4J4L-8DkwVOGn1Y=@grupogodo1.fyre.co,_guid_Gm-l8R73tV0VFDoN-vm4p3hKa8Ys4J4L-8DkwVOGn1Y=@grupogodo1.fyre.co,0
_guid_bZm51aac477jm7z--pJpTCC4SkQmZR2R3B2auMDLhGc=@grupogodo1.fyre.co,_guid_bZm51aac477jm7z--pJpTCC4SkQmZR2R3B2auMDLhGc=@grupogodo1.fyre.co,0
1e2c7869ddc64419aafe36c28e87faca@grupogodo1.fyre.co,1e2c7869ddc64419aafe36c28e87faca@grupogodo1.fyre.co,0
1325476408@grupogodo1.fyre.co,1325476408@grupogodo1.fyre.co,0
ceefa1c8c1e24906bcc5cde236013d4c@grupogodo1.fyre.co,ceefa1c8c1e24906bcc5cde236013d4c@grupogodo1.fyre.co,0
686b04e94c2b410aba73568c9d51fde8@grupogodo1.fyre.co,686b04e94c2b410aba73568c9d51fde8@grupogodo1.fyre.co,0
49626ae3fc2d4378a7d6b706df6376d0@grupogodo1.fyre.co,49626ae3fc2d4378a7d6b706df6376d0@grupogodo1.fyre.co,0
aeca2529df8140f0a3a4fe299b18ea60@grupogodo1.fyre.co,aeca2529df8140f0a3a4fe299b18ea60@grupogodo1.fyre.co,0
772f8f32a17c474497132c8805ab3af8@grupogodo1.fyre.co,772f8f32a17c474497132c8805ab3af8@grupogodo1.fyre.co,0
ec1f0e98fbdd4aea82a62e15d06c969f@grupogodo1.fyre.co,ec1f0e98fbdd4aea82a62e15d06c969f@grupogodo1.fyre.co,0
6f6ff6032f01449fa44103d7bde85ad8@grupogodo1.fyre.co,6f6ff6032f01449fa44103d7bde85ad8@grupogodo1.fyre.co,0
1325115981@grupogodo1.fyre.co,1325115981@grupogodo1.fyre.co,0
03c8fa478d6f4b108b352cd2934859ce@grupogodo1.fyre.co,03c8fa478d6f4b108b352cd2934859ce@grupogodo1.fyre.co,0
7beb5153886744d7bd904c1c801ea06a@grupogodo1.fyre.co,7beb5153886744d7bd904c1c801ea06a@grupogodo1.fyre.co,1
b7bd326ddac44ecab21f6523b4ca07e4@grupogodo1.fyre.co,b7bd326ddac44ecab21f6523b4ca07e4@grupogodo1.fyre.co,0
7eacebd31c6e430dacf5357485e27647@grupogodo1.fyre.co,7eacebd31c6e430dacf5357485e27647@grupogodo1.fyre.co,0
c99ea1170d0a497aaae4649b0a6b7eab@grupogodo1.fyre.co,c99ea1170d0a497aaae4649b0a6b7eab@grupogodo1.fyre.co,0
1325222498@grupogodo1.fyre.co,1325222498@grupogodo1.fyre.co,0
5218aca33a5248d0a4c0d8ab6443f0e4@grupogodo1.fyre.co,5218aca33a5248d0a4c0d8ab6443f0e4@grupogodo1.fyre.co,0
70521fb26acd41d9933b2301932bec70@grupogodo1.fyre.co,70521fb26acd41d9933b2301932bec70@grupogodo1.fyre.co,0
122c88c2f33e40528559eace17bc0caa@grupogodo1.fyre.co,122c88c2f33e40528559eace17bc0caa@grupogodo1.fyre.co,0
_guid_Ptzw4bYLQXqrhSpLgm8Ydw==@grupogodo1.fyre.co,_guid_Ptzw4bYLQXqrhSpLgm8Ydw==@grupogodo1.fyre.co,0
326677916@grupogodo1.fyre.co,326677916@grupogodo1.fyre.co,1
_guid_7P3RAzzUiY8il8dxlBe0pMKd9zlQg4bGoy6MZq_MpCs=@grupogodo1.fyre.co,_guid_7P3RAzzUiY8il8dxlBe0pMKd9zlQg4bGoy6MZq_MpCs=@grupogodo1.fyre.co,0
1325252432@grupogodo1.fyre.co,1325252432@grupogodo1.fyre.co,0
181e52c275ac4a709d3b067768efad29@grupogodo1.fyre.co,181e52c275ac4a709d3b067768efad29@grupogodo1.fyre.co,0
437ecb851e3f481db7b76d548853a59f@grupogodo1.fyre.co,437ecb851e3f481db7b76d548853a59f@grupogodo1.fyre.co,0
_guid_TsUqA2quQuSe9xz93r6hYNLgD11AFJ2qmKcCoIDEPUE=@grupogodo1.fyre.co,_guid_TsUqA2quQuSe9xz93r6hYNLgD11AFJ2qmKcCoIDEPUE=@grupogodo1.fyre.co,0
_guid_m6_OAuAscUS4yFeQ_5m_6uw62E4wZKxrPnqR55PXu1M=@grupogodo1.fyre.co,_guid_m6_OAuAscUS4yFeQ_5m_6uw62E4wZKxrPnqR55PXu1M=@grupogodo1.fyre.co,0
e54b39788e564fc7bcd34ec9a7653e6b@grupogodo1.fyre.co,e54b39788e564fc7bcd34ec9a7653e6b@grupogodo1.fyre.co,0
75373e8c2e2d4f789aeee00300cf6851@grupogodo1.fyre.co,75373e8c2e2d4f789aeee00300cf6851@grupogodo1.fyre.co,0
ebd93fd4700044cfbd114d3270514d4c@grupogodo1.fyre.co,ebd93fd4700044cfbd114d3270514d4c@grupogodo1.fyre.co,1
1325497145@grupogodo1.fyre.co,1325497145@grupogodo1.fyre.co,0
1324552462@grupogodo1.fyre.co,1324552462@grupogodo1.fyre.co,1
1325225176@grupogodo1.fyre.co,1325225176@grupogodo1.fyre.co,0
2ee8acc2075c40a3b587e20edd53c284@grupogodo1.fyre.co,2ee8acc2075c40a3b587e20edd53c284@grupogodo1.fyre.co,0
50dbe77a029f42468b920d21af547c03@grupogodo1.fyre.co,50dbe77a029f42468b920d21af547c03@grupogodo1.fyre.co,0
a35869e156ea4be5ac10f9db5fec3972@grupogodo1.fyre.co,a35869e156ea4be5ac10f9db5fec3972@grupogodo1.fyre.co,0
eb3882ca07e649b09695fea37d4dc2eb@grupogodo1.fyre.co,eb3882ca07e649b09695fea37d4dc2eb@grupogodo1.fyre.co,0
1325495997@grupogodo1.fyre.co,1325495997@grupogodo1.fyre.co,0
f16e795a3c80426b92c91e8f481477c6@grupogodo1.fyre.co,f16e795a3c80426b92c91e8f481477c6@grupogodo1.fyre.co,0
_guid_VQ5eiYylFrSOBCDfSqXFcA==@grupogodo1.fyre.co,_guid_VQ5eiYylFrSOBCDfSqXFcA==@grupogodo1.fyre.co,0
ad6f3d96f40847158b61c2c6d833759b@grupogodo1.fyre.co,ad6f3d96f40847158b61c2c6d833759b@grupogodo1.fyre.co,0
1325620001@grupogodo1.fyre.co,1325620001@grupogodo1.fyre.co,0
f6c0c7061294421f8a1fd44cdbab97c2@grupogodo1.fyre.co,f6c0c7061294421f8a1fd44cdbab97c2@grupogodo1.fyre.co,0
97c9cbcf1694453ebd6187fee7c3b9fd@grupogodo1.fyre.co,97c9cbcf1694453ebd6187fee7c3b9fd@grupogodo1.fyre.co,0
ab6f7b9607084f0a8adcd3748431af43@grupogodo1.fyre.co,ab6f7b9607084f0a8adcd3748431af43@grupogodo1.fyre.co,0
7971d0ae821a4d3d89040cad5fa7ead7@grupogodo1.fyre.co,7971d0ae821a4d3d89040cad5fa7ead7@grupogodo1.fyre.co,0
ca5c388af9cc41b89289e1d84c8f28c7@grupogodo1.fyre.co,ca5c388af9cc41b89289e1d84c8f28c7@grupogodo1.fyre.co,0
4c0ab25e2ff24872bcf9564903fa33f7@grupogodo1.fyre.co,4c0ab25e2ff24872bcf9564903fa33f7@grupogodo1.fyre.co,0
fd54f99ce9e54ebe8a1a73be45bc12d6@grupogodo1.fyre.co,fd54f99ce9e54ebe8a1a73be45bc12d6@grupogodo1.fyre.co,0
fc268c9deb934c5196644315d67cfc2f@grupogodo1.fyre.co,fc268c9deb934c5196644315d67cfc2f@grupogodo1.fyre.co,0
a2f344c4a91e41ab9bcb80485e3cc905@grupogodo1.fyre.co,a2f344c4a91e41ab9bcb80485e3cc905@grupogodo1.fyre.co,0
3c47815694e245af9dee91422287560e@grupogodo1.fyre.co,3c47815694e245af9dee91422287560e@grupogodo1.fyre.co,0
8ac0ae69a5374d9d89093495a08dff09@grupogodo1.fyre.co,8ac0ae69a5374d9d89093495a08dff09@grupogodo1.fyre.co,0
28f5f49ca1344807b61cbcca09f62600@grupogodo1.fyre.co,28f5f49ca1344807b61cbcca09f62600@grupogodo1.fyre.co,0
ccaeb0dbd8df41a4929e3ed92ab98fac@grupogodo1.fyre.co,ccaeb0dbd8df41a4929e3ed92ab98fac@grupogodo1.fyre.co,0
20ca7b4896ac43a0b0a63b3df50c8f8a@grupogodo1.fyre.co,20ca7b4896ac43a0b0a63b3df50c8f8a@grupogodo1.fyre.co,0
1325298204@grupogodo1.fyre.co,1325298204@grupogodo1.fyre.co,0
b7f28458dcf844c899b9900df003e64c@grupogodo1.fyre.co,b7f28458dcf844c899b9900df003e64c@grupogodo1.fyre.co,1
a497ab42759140949c7817b57e3cc235@grupogodo1.fyre.co,a497ab42759140949c7817b57e3cc235@grupogodo1.fyre.co,0
1325353195@grupogodo1.fyre.co,1325353195@grupogodo1.fyre.co,0
1325241045@grupogodo1.fyre.co,1325241045@grupogodo1.fyre.co,0
07e6154348e44f9f9ce57c25b2545cd4@grupogodo1.fyre.co,07e6154348e44f9f9ce57c25b2545cd4@grupogodo1.fyre.co,0
1324676813@grupogodo1.fyre.co,1324676813@grupogodo1.fyre.co,0
53d54eba09654ef189c9a7cbf33fce47@grupogodo1.fyre.co,53d54eba09654ef189c9a7cbf33fce47@grupogodo1.fyre.co,0
1325378397@grupogodo1.fyre.co,1325378397@grupogodo1.fyre.co,0
1324622611@grupogodo1.fyre.co,1324622611@grupogodo1.fyre.co,0
1325449051@grupogodo1.fyre.co,1325449051@grupogodo1.fyre.co,0
3f47ca3e46a24ec08037955896876109@grupogodo1.fyre.co,3f47ca3e46a24ec08037955896876109@grupogodo1.fyre.co,0
8987ff8b069b4219bd60218ecfd0efba@grupogodo1.fyre.co,8987ff8b069b4219bd60218ecfd0efba@grupogodo1.fyre.co,0
1325559116@grupogodo1.fyre.co,1325559116@grupogodo1.fyre.co,0
efdb337efab54dc4b589e4f927cc759c@grupogodo1.fyre.co,efdb337efab54dc4b589e4f927cc759c@grupogodo1.fyre.co,0
1324711988@grupogodo1.fyre.co,1324711988@grupogodo1.fyre.co,0
95318dbb9b5545178e1c3024f360778c@grupogodo1.fyre.co,95318dbb9b5545178e1c3024f360778c@grupogodo1.fyre.co,0
8884f60b9f554cee8b4f8251b4ef650a@grupogodo1.fyre.co,8884f60b9f554cee8b4f8251b4ef650a@grupogodo1.fyre.co,1
64713641870542da894dc27e92290751@grupogodo1.fyre.co,64713641870542da894dc27e92290751@grupogodo1.fyre.co,1
1324908185@grupogodo1.fyre.co,1324908185@grupogodo1.fyre.co,1
