Año,Editorial,Genero,Nombre,Plataforma,Región,Unidades Vendidas
2011,Quinrose,Adventure,Clover no Kuni no Alice: Wonderful Wonder World,PSP,Norteamérica,0
2011,Quinrose,Adventure,Clover no Kuni no Alice: Wonderful Wonder World,PSP,Otros,0
1984,Nintendo,Puzzle,Clu Clu Land,NES,Europa,0.1
1984,Nintendo,Puzzle,Clu Clu Land,NES,Japón,0.28
1984,Nintendo,Puzzle,Clu Clu Land,NES,Norteamérica,0.42
1984,Nintendo,Puzzle,Clu Clu Land,NES,Otros,0.02
2008,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force,DS,Europa,0.98
2008,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force,DS,Japón,0
2008,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force,DS,Norteamérica,1.88
2008,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force,DS,Otros,0.3
2010,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Europa,0.22
2010,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Japón,0
2010,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Norteamérica,0.4
2010,Disney Interactive Studios,Adventure,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,Otros,0.06
2010,Disney Interactive Studios,Sports,Club Penguin: Game Day!,Wii,Europa,0.33
2010,Disney Interactive Studios,Sports,Club Penguin: Game Day!,Wii,Japón,0
2010,Disney Interactive Studios,Sports,Club Penguin: Game Day!,Wii,Norteamérica,0.56
2010,Disney Interactive Studios,Sports,Club Penguin: Game Day!,Wii,Otros,0.08
2006,Nintendo,Misc,Clubhouse Games,DS,Europa,1.83
2006,Nintendo,Misc,Clubhouse Games,DS,Japón,0.73
2006,Nintendo,Misc,Clubhouse Games,DS,Norteamérica,0.59
2006,Nintendo,Misc,Clubhouse Games,DS,Otros,0.35
2006,Unknown,Misc,Clue / Mouse Trap / Perfection / Aggravation,DS,Europa,0
2006,Unknown,Misc,Clue / Mouse Trap / Perfection / Aggravation,DS,Japón,0
2006,Unknown,Misc,Clue / Mouse Trap / Perfection / Aggravation,DS,Norteamérica,0.02
2006,Unknown,Misc,Clue / Mouse Trap / Perfection / Aggravation,DS,Otros,0
2006,Konami Digital Entertainment,Misc,CMT Presents: Karaoke Revolution Country,PS2,Europa,0.02
2006,Konami Digital Entertainment,Misc,CMT Presents: Karaoke Revolution Country,PS2,Japón,0
2006,Konami Digital Entertainment,Misc,CMT Presents: Karaoke Revolution Country,PS2,Norteamérica,0.03
2006,Konami Digital Entertainment,Misc,CMT Presents: Karaoke Revolution Country,PS2,Otros,0.01
2004,Big Ben Interactive,Racing,Cocoto Kart Racer,DS,Europa,0
2004,Big Ben Interactive,Racing,Cocoto Kart Racer,DS,Japón,0
2004,Big Ben Interactive,Racing,Cocoto Kart Racer,DS,Norteamérica,0.04
2004,Big Ben Interactive,Racing,Cocoto Kart Racer,DS,Otros,0
2008,Conspiracy Entertainment,Racing,Cocoto Kart Racer,Wii,Europa,0
2008,Conspiracy Entertainment,Racing,Cocoto Kart Racer,Wii,Japón,0
2008,Conspiracy Entertainment,Racing,Cocoto Kart Racer,Wii,Norteamérica,0.06
2008,Conspiracy Entertainment,Racing,Cocoto Kart Racer,Wii,Otros,0
2008,Neko Entertainment,Shooter,Cocoto Magic Circus,Wii,Europa,0
2008,Neko Entertainment,Shooter,Cocoto Magic Circus,Wii,Japón,0
2008,Neko Entertainment,Shooter,Cocoto Magic Circus,Wii,Norteamérica,0.02
2008,Neko Entertainment,Shooter,Cocoto Magic Circus,Wii,Otros,0
2007,Namco Bandai Games,Action,Code Geass: Hangyaku no Lelouch,DS,Europa,0
2007,Namco Bandai Games,Action,Code Geass: Hangyaku no Lelouch,DS,Japón,0.03
2007,Namco Bandai Games,Action,Code Geass: Hangyaku no Lelouch,DS,Norteamérica,0
2007,Namco Bandai Games,Action,Code Geass: Hangyaku no Lelouch,DS,Otros,0
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,Europa,0
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,Japón,0.06
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,Norteamérica,0
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,Otros,0
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,Europa,0
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,Japón,0.07
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,Norteamérica,0
2008,Namco Bandai Games,Adventure,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,Otros,0
2008,Namco Bandai Games,Misc,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Europa,0
2008,Namco Bandai Games,Misc,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Japón,0.04
2008,Namco Bandai Games,Misc,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Norteamérica,0
2008,Namco Bandai Games,Misc,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Otros,0
2007,Game Factory,Action,Code Lyoko,DS,Europa,0.01
2007,Game Factory,Action,Code Lyoko,DS,Japón,0
2007,Game Factory,Action,Code Lyoko,DS,Norteamérica,0.03
2007,Game Factory,Action,Code Lyoko,DS,Otros,0
2008,Game Factory,Adventure,Code Lyoko: Fall of X.A.N.A.,DS,Europa,0
2008,Game Factory,Adventure,Code Lyoko: Fall of X.A.N.A.,DS,Japón,0
2008,Game Factory,Adventure,Code Lyoko: Fall of X.A.N.A.,DS,Norteamérica,0.07
2008,Game Factory,Adventure,Code Lyoko: Fall of X.A.N.A.,DS,Otros,0.01
2007,Game Factory,Action,Code Lyoko: Quest for Infinity,Wii,Europa,0.02
2007,Game Factory,Action,Code Lyoko: Quest for Infinity,Wii,Japón,0
2007,Game Factory,Action,Code Lyoko: Quest for Infinity,Wii,Norteamérica,0.07
2007,Game Factory,Action,Code Lyoko: Quest for Infinity,Wii,Otros,0.01
2008,Game Factory,Action,Code Lyoko: Quest for Infinity,PSP,Europa,0
2008,Game Factory,Action,Code Lyoko: Quest for Infinity,PSP,Japón,0
2008,Game Factory,Action,Code Lyoko: Quest for Infinity,PSP,Norteamérica,0.03
2008,Game Factory,Action,Code Lyoko: Quest for Infinity,PSP,Otros,0
2015,Nintendo,Strategy,Code Name: S.T.E.A.M.,3DS,Europa,0.05
2015,Nintendo,Strategy,Code Name: S.T.E.A.M.,3DS,Japón,0.01
2015,Nintendo,Strategy,Code Name: S.T.E.A.M.,3DS,Norteamérica,0.14
2015,Nintendo,Strategy,Code Name: S.T.E.A.M.,3DS,Otros,0.02
2012,Agatsuma Entertainment,Action,Code of Princess,3DS,Europa,0
2012,Agatsuma Entertainment,Action,Code of Princess,3DS,Japón,0.03
2012,Agatsuma Entertainment,Action,Code of Princess,3DS,Norteamérica,0.16
2012,Agatsuma Entertainment,Action,Code of Princess,3DS,Otros,0.01
1998,Quintet,Adventure,Code R,SAT,Europa,0
1998,Quintet,Adventure,Code R,SAT,Japón,0.02
1998,Quintet,Adventure,Code R,SAT,Norteamérica,0
1998,Quintet,Adventure,Code R,SAT,Otros,0
2014,Idea Factory,Adventure,Code:Realize - Sousei no Himegimi,PSV,Europa,0
2014,Idea Factory,Adventure,Code:Realize - Sousei no Himegimi,PSV,Japón,0.03
2014,Idea Factory,Adventure,Code:Realize - Sousei no Himegimi,PSV,Norteamérica,0.09
2014,Idea Factory,Adventure,Code:Realize - Sousei no Himegimi,PSV,Otros,0.03
2005,Konami Digital Entertainment,Shooter,Coded Arms,PSP,Europa,0.29
2005,Konami Digital Entertainment,Shooter,Coded Arms,PSP,Japón,0
2005,Konami Digital Entertainment,Shooter,Coded Arms,PSP,Norteamérica,0.28
2005,Konami Digital Entertainment,Shooter,Coded Arms,PSP,Otros,0.18
2007,Konami Digital Entertainment,Shooter,Coded Arms: Contagion,PSP,Europa,0
2007,Konami Digital Entertainment,Shooter,Coded Arms: Contagion,PSP,Japón,0
2007,Konami Digital Entertainment,Shooter,Coded Arms: Contagion,PSP,Norteamérica,0.05
2007,Konami Digital Entertainment,Shooter,Coded Arms: Contagion,PSP,Otros,0.01
2008,Sony Computer Entertainment,Role-Playing,Coded Soul: Uke Keigareshi Idea,PSP,Europa,0
2008,Sony Computer Entertainment,Role-Playing,Coded Soul: Uke Keigareshi Idea,PSP,Japón,0.02
2008,Sony Computer Entertainment,Role-Playing,Coded Soul: Uke Keigareshi Idea,PSP,Norteamérica,0
2008,Sony Computer Entertainment,Role-Playing,Coded Soul: Uke Keigareshi Idea,PSP,Otros,0
1997,Psygnosis,Shooter,Codename Tenka,PS,Europa,0.03
1997,Psygnosis,Shooter,Codename Tenka,PS,Japón,0
1997,Psygnosis,Shooter,Codename Tenka,PS,Norteamérica,0.05
1997,Psygnosis,Shooter,Codename Tenka,PS,Otros,0.01
2004,N/A,Misc,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,Europa,0.05
2004,N/A,Misc,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,Japón,0
2004,N/A,Misc,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,Norteamérica,0.12
2004,N/A,Misc,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,Otros,0
2004,Global Star,Platform,Codename: Kids Next Door: Operation S.O.D.A.,GBA,Europa,0.02
2004,Global Star,Platform,Codename: Kids Next Door: Operation S.O.D.A.,GBA,Japón,0
2004,Global Star,Platform,Codename: Kids Next Door: Operation S.O.D.A.,GBA,Norteamérica,0.05
2004,Global Star,Platform,Codename: Kids Next Door: Operation S.O.D.A.,GBA,Otros,0
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Europa,0.01
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Japón,0
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Norteamérica,0.04
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Otros,0
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Europa,0.04
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Japón,0
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Norteamérica,0.05
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Otros,0.01
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Europa,0
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Japón,0
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Norteamérica,0.01
2005,Global Star,Platform,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Otros,0
2009,Atari,Strategy,Codename: Panzers Cold War,PC,Europa,0.02
2009,Atari,Strategy,Codename: Panzers Cold War,PC,Japón,0
2009,Atari,Strategy,Codename: Panzers Cold War,PC,Norteamérica,0
2009,Atari,Strategy,Codename: Panzers Cold War,PC,Otros,0.01
2016,Nordic Games,Strategy,Codename: Panzers Complete Collection,PC,Europa,0.01
2016,Nordic Games,Strategy,Codename: Panzers Complete Collection,PC,Japón,0
2016,Nordic Games,Strategy,Codename: Panzers Complete Collection,PC,Norteamérica,0
2016,Nordic Games,Strategy,Codename: Panzers Complete Collection,PC,Otros,0
2005,CDV Software Entertainment,Strategy,Codename: Panzers Phase Two,PC,Europa,0.01
2005,CDV Software Entertainment,Strategy,Codename: Panzers Phase Two,PC,Japón,0
2005,CDV Software Entertainment,Strategy,Codename: Panzers Phase Two,PC,Norteamérica,0
2005,CDV Software Entertainment,Strategy,Codename: Panzers Phase Two,PC,Otros,0
2005,Ubisoft,Action,Cold Fear,PS2,Europa,0.04
2005,Ubisoft,Action,Cold Fear,PS2,Japón,0
2005,Ubisoft,Action,Cold Fear,PS2,Norteamérica,0.06
2005,Ubisoft,Action,Cold Fear,PS2,Otros,0.01
2005,Ubisoft,Action,Cold Fear,XB,Europa,0.01
2005,Ubisoft,Action,Cold Fear,XB,Japón,0
2005,Ubisoft,Action,Cold Fear,XB,Norteamérica,0.05
2005,Ubisoft,Action,Cold Fear,XB,Otros,0
2009,Zoo Games,Misc,Cold Stone Creamery: Scoop It Up,Wii,Europa,0
2009,Zoo Games,Misc,Cold Stone Creamery: Scoop It Up,Wii,Japón,0
2009,Zoo Games,Misc,Cold Stone Creamery: Scoop It Up,Wii,Norteamérica,0.06
2009,Zoo Games,Misc,Cold Stone Creamery: Scoop It Up,Wii,Otros,0
2005,DreamCatcher Interactive,Shooter,Cold War,XB,Europa,0.01
2005,DreamCatcher Interactive,Shooter,Cold War,XB,Japón,0
2005,DreamCatcher Interactive,Shooter,Cold War,XB,Norteamérica,0.02
2005,DreamCatcher Interactive,Shooter,Cold War,XB,Otros,0
2005,Vivendi Games,Shooter,Cold Winter,PS2,Europa,0.04
2005,Vivendi Games,Shooter,Cold Winter,PS2,Japón,0
2005,Vivendi Games,Shooter,Cold Winter,PS2,Norteamérica,0.06
2005,Vivendi Games,Shooter,Cold Winter,PS2,Otros,0.01
1998,Codemasters,Racing,Colin McRae Rally,PS,Europa,2.43
1998,Codemasters,Racing,Colin McRae Rally,PS,Japón,0.12
1998,Codemasters,Racing,Colin McRae Rally,PS,Norteamérica,0.09
1998,Codemasters,Racing,Colin McRae Rally,PS,Otros,0.22
2003,Codemasters,Racing,Colin McRae Rally 04,PS2,Europa,0.71
2003,Codemasters,Racing,Colin McRae Rally 04,PS2,Japón,0.01
2003,Codemasters,Racing,Colin McRae Rally 04,PS2,Norteamérica,0.01
2003,Codemasters,Racing,Colin McRae Rally 04,PS2,Otros,0.21
2004,Codemasters,Racing,Colin McRae Rally 04,PC,Europa,0.01
2004,Codemasters,Racing,Colin McRae Rally 04,PC,Japón,0
2004,Codemasters,Racing,Colin McRae Rally 04,PC,Norteamérica,0
2004,Codemasters,Racing,Colin McRae Rally 04,PC,Otros,0
2004,Codemasters,Racing,Colin McRae Rally 04,XB,Europa,0.02
2004,Codemasters,Racing,Colin McRae Rally 04,XB,Japón,0
2004,Codemasters,Racing,Colin McRae Rally 04,XB,Norteamérica,0.08
2004,Codemasters,Racing,Colin McRae Rally 04,XB,Otros,0
2000,Codemasters,Racing,Colin McRae Rally 2.0,PS,Europa,0.8
2000,Codemasters,Racing,Colin McRae Rally 2.0,PS,Japón,0.02
2000,Codemasters,Racing,Colin McRae Rally 2.0,PS,Norteamérica,0.02
2000,Codemasters,Racing,Colin McRae Rally 2.0,PS,Otros,0.07
2002,Codemasters,Racing,Colin McRae Rally 2.0,GBA,Europa,0.01
2002,Codemasters,Racing,Colin McRae Rally 2.0,GBA,Japón,0
2002,Codemasters,Racing,Colin McRae Rally 2.0,GBA,Norteamérica,0.02
2002,Codemasters,Racing,Colin McRae Rally 2.0,GBA,Otros,0
2004,Codemasters,Racing,Colin McRae Rally 2005,PC,Europa,0.01
2004,Codemasters,Racing,Colin McRae Rally 2005,PC,Japón,0
2004,Codemasters,Racing,Colin McRae Rally 2005,PC,Norteamérica,0
2004,Codemasters,Racing,Colin McRae Rally 2005,PC,Otros,0
2004,Codemasters,Racing,Colin McRae Rally 2005,XB,Europa,0.01
2004,Codemasters,Racing,Colin McRae Rally 2005,XB,Japón,0
2004,Codemasters,Racing,Colin McRae Rally 2005,XB,Norteamérica,0.04
2004,Codemasters,Racing,Colin McRae Rally 2005,XB,Otros,0
2005,Codemasters,Racing,Colin McRae Rally 2005 plus,PSP,Europa,0
2005,Codemasters,Racing,Colin McRae Rally 2005 plus,PSP,Japón,0.01
2005,Codemasters,Racing,Colin McRae Rally 2005 plus,PSP,Norteamérica,0
2005,Codemasters,Racing,Colin McRae Rally 2005 plus,PSP,Otros,0
2002,Codemasters,Racing,Colin McRae Rally 3,PS2,Europa,1.05
2002,Codemasters,Racing,Colin McRae Rally 3,PS2,Japón,0.02
2002,Codemasters,Racing,Colin McRae Rally 3,PS2,Norteamérica,0.03
2002,Codemasters,Racing,Colin McRae Rally 3,PS2,Otros,0.3
2002,Codemasters,Racing,Colin McRae Rally 3,XB,Europa,0.01
2002,Codemasters,Racing,Colin McRae Rally 3,XB,Japón,0
2002,Codemasters,Racing,Colin McRae Rally 3,XB,Norteamérica,0.03
2002,Codemasters,Racing,Colin McRae Rally 3,XB,Otros,0
2016,Idea Factory,Action,Collar x Malice,PSV,Europa,0
2016,Idea Factory,Action,Collar x Malice,PSV,Japón,0.01
2016,Idea Factory,Action,Collar x Malice,PSV,Norteamérica,0
2016,Idea Factory,Action,Collar x Malice,PSV,Otros,0
2005,Take-Two Interactive,Sports,College Hoops 2K6,XB,Europa,0.02
2005,Take-Two Interactive,Sports,College Hoops 2K6,XB,Japón,0
2005,Take-Two Interactive,Sports,College Hoops 2K6,XB,Norteamérica,0.07
2005,Take-Two Interactive,Sports,College Hoops 2K6,XB,Otros,0
2006,Take-Two Interactive,Sports,College Hoops 2K6,X360,Europa,0
2006,Take-Two Interactive,Sports,College Hoops 2K6,X360,Japón,0
2006,Take-Two Interactive,Sports,College Hoops 2K6,X360,Norteamérica,0.11
2006,Take-Two Interactive,Sports,College Hoops 2K6,X360,Otros,0.01
2006,Take-Two Interactive,Sports,College Hoops 2K7,X360,Europa,0
2006,Take-Two Interactive,Sports,College Hoops 2K7,X360,Japón,0
2006,Take-Two Interactive,Sports,College Hoops 2K7,X360,Norteamérica,0.2
2006,Take-Two Interactive,Sports,College Hoops 2K7,X360,Otros,0.02
2007,Take-Two Interactive,Sports,College Hoops 2K7,PS3,Europa,0
2007,Take-Two Interactive,Sports,College Hoops 2K7,PS3,Japón,0
2007,Take-Two Interactive,Sports,College Hoops 2K7,PS3,Norteamérica,0.16
2007,Take-Two Interactive,Sports,College Hoops 2K7,PS3,Otros,0.01
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS2,Europa,0.13
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS2,Japón,0
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS2,Norteamérica,0.17
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS2,Otros,0.04
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS3,Europa,0
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS3,Japón,0
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS3,Norteamérica,0.13
2007,Take-Two Interactive,Sports,College Hoops 2K8,PS3,Otros,0.01
2007,Take-Two Interactive,Sports,College Hoops 2K8,X360,Europa,0
2007,Take-Two Interactive,Sports,College Hoops 2K8,X360,Japón,0
2007,Take-Two Interactive,Sports,College Hoops 2K8,X360,Norteamérica,0.16
2007,Take-Two Interactive,Sports,College Hoops 2K8,X360,Otros,0.01
1995,Acclaim Entertainment,Sports,College Slam,PS,Europa,0.07
1995,Acclaim Entertainment,Sports,College Slam,PS,Japón,0
1995,Acclaim Entertainment,Sports,College Slam,PS,Norteamérica,0.1
1995,Acclaim Entertainment,Sports,College Slam,PS,Otros,0.01
1997,Psygnosis,Simulation,Colony Wars,PS,Europa,0.16
1997,Psygnosis,Simulation,Colony Wars,PS,Japón,0
1997,Psygnosis,Simulation,Colony Wars,PS,Norteamérica,0.24
1997,Psygnosis,Simulation,Colony Wars,PS,Otros,0.03
2000,Psygnosis,Simulation,Colony Wars III: Red Sun,PS,Europa,0.05
2000,Psygnosis,Simulation,Colony Wars III: Red Sun,PS,Japón,0
2000,Psygnosis,Simulation,Colony Wars III: Red Sun,PS,Norteamérica,0.07
2000,Psygnosis,Simulation,Colony Wars III: Red Sun,PS,Otros,0.01
1998,Psygnosis,Simulation,Colony Wars: Vengeance,PS,Europa,0.09
1998,Psygnosis,Simulation,Colony Wars: Vengeance,PS,Japón,0
1998,Psygnosis,Simulation,Colony Wars: Vengeance,PS,Norteamérica,0.13
1998,Psygnosis,Simulation,Colony Wars: Vengeance,PS,Otros,0.02
2008,Rising Star Games,Misc,Color Cross,DS,Europa,0
2008,Rising Star Games,Misc,Color Cross,DS,Japón,0
2008,Rising Star Games,Misc,Color Cross,DS,Norteamérica,0.04
2008,Rising Star Games,Misc,Color Cross,DS,Otros,0
2005,Tecmo Koei,Role-Playing,Colosseum: Road to Freedom,PS2,Europa,0.03
2005,Tecmo Koei,Role-Playing,Colosseum: Road to Freedom,PS2,Japón,0
2005,Tecmo Koei,Role-Playing,Colosseum: Road to Freedom,PS2,Norteamérica,0.03
2005,Tecmo Koei,Role-Playing,Colosseum: Road to Freedom,PS2,Otros,0.01
2002,Microsoft Game Studios,Simulation,Combat Flight Simulator 3: Battle for Europe,PC,Europa,0.01
2002,Microsoft Game Studios,Simulation,Combat Flight Simulator 3: Battle for Europe,PC,Japón,0
2002,Microsoft Game Studios,Simulation,Combat Flight Simulator 3: Battle for Europe,PC,Norteamérica,0.01
2002,Microsoft Game Studios,Simulation,Combat Flight Simulator 3: Battle for Europe,PC,Otros,0
2007,Paradox Interactive,Strategy,Combat Mission: Shock Force,PC,Europa,0.03
2007,Paradox Interactive,Strategy,Combat Mission: Shock Force,PC,Japón,0
2007,Paradox Interactive,Strategy,Combat Mission: Shock Force,PC,Norteamérica,0
2007,Paradox Interactive,Strategy,Combat Mission: Shock Force,PC,Otros,0.01
2011,Ubisoft,Strategy,Combat of Giants: Dinosaurs 3D,3DS,Europa,0.06
2011,Ubisoft,Strategy,Combat of Giants: Dinosaurs 3D,3DS,Japón,0.05
2011,Ubisoft,Strategy,Combat of Giants: Dinosaurs 3D,3DS,Norteamérica,0.25
2011,Ubisoft,Strategy,Combat of Giants: Dinosaurs 3D,3DS,Otros,0.03
2005,Zoo Digital Publishing,Shooter,Combat: Task Force 121,XB,Europa,0.02
2005,Zoo Digital Publishing,Shooter,Combat: Task Force 121,XB,Japón,0
2005,Zoo Digital Publishing,Shooter,Combat: Task Force 121,XB,Norteamérica,0.05
2005,Zoo Digital Publishing,Shooter,Combat: Task Force 121,XB,Otros,0
1998,Axela,Sports,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,Europa,0
1998,Axela,Sports,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,Japón,0.24
1998,Axela,Sports,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,Norteamérica,0
1998,Axela,Sports,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,Otros,0.02
1996,Virgin Interactive,Strategy,Command & Conquer,PS,Europa,0.15
1996,Virgin Interactive,Strategy,Command & Conquer,PS,Japón,0
1996,Virgin Interactive,Strategy,Command & Conquer,PS,Norteamérica,0.22
1996,Virgin Interactive,Strategy,Command & Conquer,PS,Otros,0.03
1999,Nintendo,Strategy,Command & Conquer,N64,Europa,0.05
1999,Nintendo,Strategy,Command & Conquer,N64,Japón,0
1999,Nintendo,Strategy,Command & Conquer,N64,Norteamérica,0.22
1999,Nintendo,Strategy,Command & Conquer,N64,Otros,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Deluxe Edition,PC,Europa,0.02
2008,Electronic Arts,Strategy,Command & Conquer 3: Deluxe Edition,PC,Japón,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Deluxe Edition,PC,Norteamérica,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Deluxe Edition,PC,Otros,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,PC,Europa,0.01
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,PC,Japón,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,PC,Norteamérica,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,PC,Otros,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,X360,Europa,0.06
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,X360,Japón,0
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,X360,Norteamérica,0.16
2008,Electronic Arts,Strategy,Command & Conquer 3: Kane's Wrath,X360,Otros,0.02
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,PC,Europa,0.06
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,PC,Japón,0
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,PC,Norteamérica,0
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,PC,Otros,0.01
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,X360,Europa,0.05
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,X360,Japón,0
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,X360,Norteamérica,0.35
2007,Electronic Arts,Strategy,Command & Conquer 3: Tiberium Wars,X360,Otros,0.03
2010,Electronic Arts,Strategy,Command & Conquer 4: Tiberian Twilight,PC,Europa,0.01
2010,Electronic Arts,Strategy,Command & Conquer 4: Tiberian Twilight,PC,Japón,0
2010,Electronic Arts,Strategy,Command & Conquer 4: Tiberian Twilight,PC,Norteamérica,0
2010,Electronic Arts,Strategy,Command & Conquer 4: Tiberian Twilight,PC,Otros,0
2003,Electronic Arts,Strategy,Command & Conquer Collection,PC,Europa,0
2003,Electronic Arts,Strategy,Command & Conquer Collection,PC,Japón,0
2003,Electronic Arts,Strategy,Command & Conquer Collection,PC,Norteamérica,0.01
2003,Electronic Arts,Strategy,Command & Conquer Collection,PC,Otros,0
2002,Electronic Arts,Shooter,Command & Conquer Renegade,PC,Europa,0.01
2002,Electronic Arts,Shooter,Command & Conquer Renegade,PC,Japón,0
2002,Electronic Arts,Shooter,Command & Conquer Renegade,PC,Norteamérica,0
2002,Electronic Arts,Shooter,Command & Conquer Renegade,PC,Otros,0
1996,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PC,Europa,1.34
1996,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PC,Japón,0
1996,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PC,Norteamérica,1.37
1996,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PC,Otros,0.14
1997,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PS,Europa,0.16
1997,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PS,Japón,0
1997,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PS,Norteamérica,0.23
1997,Virgin Interactive,Strategy,Command & Conquer: Red Alert,PS,Otros,0.03
2000,Electronic Arts,Strategy,Command & Conquer: Red Alert 2,PC,Europa,0.02
2000,Electronic Arts,Strategy,Command & Conquer: Red Alert 2,PC,Japón,0
2000,Electronic Arts,Strategy,Command & Conquer: Red Alert 2,PC,Norteamérica,1.32
2000,Electronic Arts,Strategy,Command & Conquer: Red Alert 2,PC,Otros,0
2008,Electronic Arts,Strategy,Command & Conquer: Red Alert 3,PC,Europa,0.64
2008,Electronic Arts,Strategy,Command & Conquer: Red Alert 3,PC,Japón,0
2008,Electronic Arts,Strategy,Command & Conquer: Red Alert 3,PC,Norteamérica,0.01
2008,Electronic Arts,Strategy,Command & Conquer: Red Alert 3,PC,Otros,0.02
