,FECHAH,TIPO,CO,NO,NO2,PM2.5,PM10,NOx,O3,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BAROMETRICA,PRECIPITACIONES,ES10,ES53,ESSUMA
6837,2019-10-15 07:00:00,laborable,0.2,33.0,54.0,2.0,4.0,104.0,21.97,0.66,265.0,8.8,65.0,949.0,0.0,689.0,642.0,1331.0
6838,2019-10-15 08:00:00,laborable,0.3,70.0,77.0,7.0,11.0,184.0,6.11,0.56,215.0,8.2,70.0,949.0,0.0,687.0,690.0,1377.0
6839,2019-10-15 09:00:00,laborable,0.2,24.0,53.0,7.0,11.0,90.0,27.06,0.99,215.0,9.9,63.0,950.0,0.0,670.0,707.0,1377.0
6840,2019-10-15 10:00:00,laborable,0.1,15.0,27.0,4.0,8.0,50.0,47.57,1.51,223.0,12.2,55.0,950.0,0.0,568.0,594.0,1162.0
6841,2019-10-15 11:00:00,laborable,0.1,12.0,18.0,3.0,6.0,38.0,56.74,1.64,228.0,14.5,48.0,951.0,0.0,582.0,728.0,1310.0
6842,2019-10-15 12:00:00,laborable,0.1,18.0,19.0,2.0,5.0,47.0,60.75,1.69,257.0,15.7,45.0,951.0,0.0,661.0,736.0,1397.0
6843,2019-10-15 13:00:00,laborable,0.1,16.0,19.0,4.0,7.0,44.0,62.18,1.61,223.0,16.4,44.0,951.0,0.0,588.0,734.0,1322.0
6844,2019-10-15 14:00:00,laborable,0.1,13.0,18.0,5.0,7.0,37.0,66.08,1.97,200.0,16.4,44.0,950.0,0.0,641.0,671.0,1312.0
6845,2019-10-15 15:00:00,laborable,0.1,15.0,20.0,3.0,6.0,43.0,67.89,1.82,211.0,17.0,41.0,950.0,0.0,629.0,611.0,1240.0
6846,2019-10-15 16:00:00,laborable,0.1,15.0,21.0,5.0,8.0,44.0,69.34,1.8,181.0,17.2,40.0,949.0,0.0,697.0,632.0,1329.0
6847,2019-10-15 17:00:00,laborable,0.1,16.0,26.0,5.0,8.0,50.0,65.98,1.38,230.0,16.5,40.0,949.0,0.0,731.0,737.0,1468.0
6848,2019-10-15 18:00:00,laborable,0.2,19.0,40.0,2.0,5.0,69.0,52.65,1.32,205.0,16.0,40.0,949.0,0.0,670.0,764.0,1434.0
6849,2019-10-15 19:00:00,laborable,0.3,36.0,64.0,5.0,9.0,119.0,31.2,1.15,209.0,14.9,43.0,949.0,0.0,655.0,844.0,1499.0
6850,2019-10-15 20:00:00,laborable,0.3,59.0,84.0,8.0,13.0,174.0,15.68,0.8,223.0,14.2,47.0,950.0,0.0,680.0,713.0,1393.0
6851,2019-10-15 21:00:00,laborable,0.3,54.0,85.0,10.0,15.0,168.0,9.29,0.57,171.0,13.5,48.0,950.0,0.0,525.0,616.0,1141.0
6852,2019-10-15 22:00:00,laborable,0.3,36.0,76.0,10.0,15.0,131.0,11.51,0.66,54.0,12.9,50.0,950.0,0.0,441.0,476.0,917.0
6853,2019-10-15 23:00:00,laborable,0.2,27.0,65.0,5.0,10.0,106.0,14.37,0.53,289.0,12.4,53.0,951.0,0.0,274.0,336.0,610.0
6854,2019-10-16 00:00:00,laborable,0.2,26.0,69.0,3.0,8.0,108.0,6.2,0.52,277.0,11.5,59.0,951.0,0.0,176.0,284.0,460.0
6855,2019-10-16 01:00:00,laborable,0.2,8.0,45.0,7.0,11.0,57.0,23.41,0.53,209.0,12.0,58.0,950.0,0.0,122.0,200.0,322.0
6856,2019-10-16 02:00:00,laborable,0.1,10.0,26.0,6.0,9.0,41.0,40.1,0.56,233.0,12.1,59.0,950.0,0.0,68.0,146.0,214.0
6857,2019-10-16 03:00:00,laborable,0.1,7.0,31.0,3.0,5.0,42.0,30.03,0.52,254.0,10.9,66.0,950.0,0.0,72.0,112.0,184.0
6858,2019-10-16 04:00:00,laborable,0.1,8.0,29.0,4.0,7.0,40.0,30.06,0.52,224.0,9.9,71.0,950.0,0.0,84.0,99.0,183.0
6859,2019-10-16 05:00:00,laborable,0.1,18.0,47.0,5.0,8.0,75.0,17.19,0.55,237.0,9.5,72.0,949.0,0.0,179.0,181.0,360.0
6860,2019-10-16 06:00:00,laborable,0.3,108.0,77.0,7.0,11.0,243.0,3.39,0.51,253.0,8.9,76.0,949.0,0.0,442.0,415.0,857.0
6861,2019-10-16 07:00:00,laborable,0.5,198.0,87.0,13.0,20.0,390.0,3.5,0.6,175.0,8.9,78.0,950.0,0.0,703.0,660.0,1363.0
6862,2019-10-16 08:00:00,laborable,0.4,139.0,81.0,18.0,27.0,293.0,4.07,0.72,125.0,8.8,75.0,950.0,0.0,679.0,714.0,1393.0
6863,2019-10-16 09:00:00,laborable,0.5,149.0,86.0,19.0,30.0,314.0,4.77,0.64,186.0,9.8,70.0,950.0,0.0,603.0,680.0,1283.0
6864,2019-10-16 10:00:00,laborable,0.4,104.0,76.0,20.0,34.0,236.0,11.03,0.95,90.0,12.6,61.0,951.0,0.0,565.0,650.0,1215.0
6865,2019-10-16 11:00:00,laborable,0.2,20.0,31.0,16.0,29.0,61.0,46.61,1.34,210.0,14.9,56.0,951.0,0.0,600.0,712.0,1312.0
6866,2019-10-16 12:00:00,laborable,0.1,15.0,23.0,8.0,14.0,46.0,57.54,1.58,214.0,16.3,52.0,950.0,0.0,499.0,623.0,1122.0
6867,2019-10-16 13:00:00,laborable,0.1,15.0,23.0,10.0,18.0,46.0,65.8,1.67,218.0,17.5,48.0,950.0,0.0,626.0,741.0,1367.0
6868,2019-10-16 14:00:00,laborable,0.1,13.0,19.0,9.0,15.0,38.0,74.98,2.05,197.0,17.9,44.0,949.0,0.0,692.0,676.0,1368.0
6869,2019-10-16 15:00:00,laborable,0.1,14.0,20.0,8.0,14.0,42.0,75.18,1.82,223.0,18.8,41.0,948.0,0.0,625.0,676.0,1301.0
6870,2019-10-16 16:00:00,laborable,0.1,16.0,24.0,7.0,14.0,47.0,75.5,1.79,192.0,19.4,37.0,948.0,0.0,659.0,781.0,1440.0
6871,2019-10-16 17:00:00,laborable,0.1,15.0,27.0,6.0,11.0,50.0,72.26,1.83,225.0,18.3,36.0,947.0,0.0,662.0,675.0,1337.0
6872,2019-10-16 18:00:00,laborable,0.2,34.0,46.0,3.0,8.0,99.0,56.96,1.52,212.0,17.9,32.0,947.0,0.0,713.0,777.0,1490.0
6873,2019-10-16 19:00:00,laborable,0.3,33.0,71.0,4.0,8.0,123.0,33.78,0.95,199.0,17.0,34.0,948.0,0.0,700.0,827.0,1527.0
6874,2019-10-16 20:00:00,laborable,0.6,113.0,112.0,10.0,16.0,285.0,7.08,0.53,236.0,15.4,43.0,948.0,0.0,727.0,751.0,1478.0
6875,2019-10-16 21:00:00,laborable,0.9,151.0,126.0,26.0,37.0,357.0,3.61,0.51,289.0,14.1,50.0,948.0,0.0,522.0,622.0,1144.0
6876,2019-10-16 22:00:00,laborable,0.3,46.0,88.0,21.0,30.0,159.0,8.45,0.51,273.0,13.8,52.0,948.0,0.0,438.0,481.0,919.0
6877,2019-10-16 23:00:00,laborable,0.3,34.0,83.0,7.0,13.0,135.0,10.6,0.57,171.0,13.4,54.0,948.0,0.0,282.0,342.0,624.0
6878,2019-10-17 00:00:00,laborable,0.3,44.0,90.0,8.0,15.0,157.0,3.48,0.51,284.0,12.4,60.0,948.0,0.0,185.0,248.0,433.0
6879,2019-10-17 01:00:00,laborable,0.3,26.0,79.0,12.0,20.0,119.0,4.35,0.52,253.0,11.4,65.0,948.0,0.0,126.0,190.0,316.0
6880,2019-10-17 02:00:00,laborable,0.2,14.0,62.0,12.0,20.0,84.0,9.95,0.5,263.0,10.7,70.0,948.0,0.0,81.0,138.0,219.0
6881,2019-10-17 03:00:00,laborable,0.2,17.0,57.0,10.0,16.0,83.0,7.9,0.51,274.0,10.4,72.0,948.0,0.0,94.0,120.0,214.0
6882,2019-10-17 04:00:00,laborable,0.2,19.0,53.0,8.0,12.0,82.0,4.24,0.58,62.0,10.1,71.0,947.0,0.0,74.0,99.0,173.0
6883,2019-10-17 05:00:00,laborable,0.2,26.0,48.0,9.0,12.0,88.0,5.5,0.59,88.0,9.8,71.0,947.0,0.0,167.0,186.0,353.0
6884,2019-10-17 06:00:00,laborable,0.3,55.0,61.0,9.0,14.0,145.0,3.88,0.55,253.0,10.8,70.0,947.0,0.0,457.0,455.0,912.0
6885,2019-10-17 07:00:00,laborable,0.4,121.0,92.0,11.0,18.0,277.0,4.12,0.57,245.0,11.1,75.0,948.0,0.0,698.0,649.0,1347.0
6886,2019-10-17 08:00:00,laborable,0.4,136.0,94.0,17.0,25.0,302.0,4.06,0.71,96.0,10.9,78.0,948.0,0.0,717.0,716.0,1433.0
6887,2019-10-17 09:00:00,laborable,0.5,152.0,94.0,22.0,29.0,328.0,4.61,0.7,78.0,10.9,81.0,949.0,1.2,595.0,712.0,1307.0
6888,2019-10-17 10:00:00,laborable,0.3,119.0,82.0,19.0,27.0,265.0,6.09,0.65,237.0,10.8,87.0,949.0,0.8,553.0,649.0,1202.0
6889,2019-10-17 11:00:00,laborable,0.3,86.0,77.0,21.0,27.0,209.0,9.36,0.65,198.0,12.3,85.0,950.0,0.0,636.0,718.0,1354.0
6890,2019-10-17 12:00:00,laborable,0.2,30.0,45.0,15.0,20.0,90.0,32.85,0.82,186.0,14.3,78.0,950.0,0.0,615.0,684.0,1299.0
6891,2019-10-17 13:00:00,laborable,0.2,17.0,35.0,14.0,18.0,62.0,40.64,1.09,205.0,14.0,81.0,949.0,0.0,674.0,736.0,1410.0
6892,2019-10-17 14:00:00,laborable,0.2,34.0,47.0,14.0,18.0,99.0,39.43,1.28,199.0,14.4,82.0,949.0,0.0,675.0,707.0,1382.0
6893,2019-10-17 15:00:00,laborable,0.2,24.0,40.0,12.0,16.0,77.0,41.03,1.02,194.0,15.3,78.0,948.0,0.0,639.0,668.0,1307.0
6894,2019-10-17 16:00:00,laborable,0.2,21.0,43.0,11.0,15.0,75.0,41.67,1.17,201.0,16.0,77.0,948.0,0.0,698.0,724.0,1422.0
6895,2019-10-17 17:00:00,laborable,0.2,47.0,58.0,9.0,12.0,130.0,31.91,1.14,237.0,16.7,75.0,948.0,0.0,665.0,743.0,1408.0
6896,2019-10-17 18:00:00,laborable,0.4,73.0,72.0,9.0,12.0,183.0,23.34,1.06,205.0,16.8,76.0,948.0,0.0,786.0,800.0,1586.0
6897,2019-10-17 19:00:00,laborable,0.3,77.0,63.0,11.0,14.0,181.0,32.9,0.97,245.0,16.5,79.0,948.0,0.0,661.0,838.0,1499.0
6898,2019-10-17 20:00:00,laborable,0.2,19.0,41.0,9.0,11.0,71.0,37.33,1.02,224.0,16.2,80.0,948.0,0.0,719.0,739.0,1458.0
6899,2019-10-17 21:00:00,laborable,0.2,21.0,40.0,8.0,10.0,72.0,37.46,0.89,223.0,16.0,82.0,948.0,0.0,578.0,652.0,1230.0
6900,2019-10-17 22:00:00,laborable,0.2,16.0,38.0,9.0,11.0,63.0,35.85,0.88,195.0,16.2,82.0,949.0,0.0,474.0,501.0,975.0
6901,2019-10-17 23:00:00,laborable,0.1,24.0,41.0,8.0,10.0,77.0,31.56,0.74,160.0,16.0,84.0,949.0,0.0,320.0,360.0,680.0
6902,2019-10-18 00:00:00,laborable,0.1,10.0,37.0,5.0,6.0,53.0,27.24,0.68,186.0,15.9,85.0,948.0,0.1,199.0,334.0,533.0
6903,2019-10-18 01:00:00,laborable,0.1,8.0,29.0,8.0,10.0,41.0,27.17,0.73,199.0,14.9,93.0,948.0,0.2,146.0,248.0,394.0
6904,2019-10-18 02:00:00,laborable,0.2,9.0,31.0,11.0,13.0,44.0,24.82,0.66,216.0,14.8,94.0,948.0,0.1,98.0,192.0,290.0
6905,2019-10-18 03:00:00,laborable,0.1,7.0,27.0,14.0,16.0,37.0,28.16,0.63,192.0,14.9,94.0,948.0,0.2,90.0,156.0,246.0
6906,2019-10-18 04:00:00,laborable,0.1,8.0,27.0,16.0,19.0,38.0,29.05,0.69,182.0,14.9,95.0,947.0,0.2,109.0,117.0,226.0
6907,2019-10-18 05:00:00,laborable,0.1,7.0,21.0,13.0,15.0,32.0,30.85,0.83,213.0,15.1,96.0,947.0,0.1,198.0,169.0,367.0
6908,2019-10-18 06:00:00,laborable,0.1,16.0,27.0,9.0,11.0,51.0,27.98,0.96,221.0,15.6,94.0,947.0,0.0,451.0,445.0,896.0
6909,2019-10-18 07:00:00,laborable,0.1,18.0,33.0,6.0,7.0,61.0,24.46,1.22,199.0,15.5,94.0,947.0,0.1,686.0,634.0,1320.0
6910,2019-10-18 08:00:00,laborable,0.2,35.0,45.0,5.0,6.0,100.0,13.56,0.97,200.0,15.5,95.0,947.0,0.0,650.0,713.0,1363.0
6911,2019-10-18 09:00:00,laborable,0.2,33.0,42.0,7.0,9.0,93.0,16.68,1.2,200.0,15.8,94.0,947.0,0.1,620.0,712.0,1332.0
6912,2019-10-18 10:00:00,laborable,0.1,21.0,29.0,8.0,9.0,61.0,24.48,1.33,205.0,16.2,92.0,947.0,0.0,584.0,633.0,1217.0
6913,2019-10-18 11:00:00,laborable,0.1,18.0,23.0,7.0,8.0,51.0,29.78,1.57,209.0,16.7,89.0,947.0,0.0,450.0,625.0,1075.0
6914,2019-10-18 12:00:00,laborable,0.1,19.0,23.0,3.0,5.0,52.0,31.92,1.64,200.0,17.0,89.0,947.0,0.0,597.0,693.0,1290.0
6915,2019-10-18 13:00:00,laborable,0.1,18.0,24.0,4.0,6.0,51.0,39.47,1.67,223.0,18.3,81.0,947.0,0.0,691.0,739.0,1430.0
6916,2019-10-18 14:00:00,laborable,0.1,19.0,24.0,3.0,6.0,54.0,46.08,1.89,206.0,20.0,71.0,946.0,0.0,708.0,685.0,1393.0
6917,2019-10-18 15:00:00,laborable,0.2,21.0,26.0,3.0,6.0,58.0,49.81,2.0,207.0,20.2,67.0,945.0,0.0,691.0,721.0,1412.0
6918,2019-10-18 16:00:00,laborable,0.1,20.0,25.0,3.0,5.0,57.0,48.43,1.97,207.0,20.0,69.0,945.0,0.0,751.0,749.0,1500.0
6919,2019-10-18 17:00:00,laborable,0.1,18.0,27.0,7.0,9.0,54.0,50.56,2.09,205.0,19.8,68.0,944.0,0.0,726.0,745.0,1471.0
6920,2019-10-18 18:00:00,laborable,0.1,27.0,37.0,5.0,7.0,79.0,44.01,1.61,219.0,19.6,67.0,944.0,0.0,761.0,838.0,1599.0
6921,2019-10-18 19:00:00,laborable,0.2,35.0,58.0,5.0,8.0,111.0,25.15,1.0,215.0,18.6,71.0,944.0,0.0,712.0,769.0,1481.0
6922,2019-10-18 20:00:00,laborable,0.6,92.0,84.0,12.0,16.0,225.0,8.54,0.57,200.0,17.6,76.0,944.0,0.0,737.0,802.0,1539.0
6923,2019-10-18 21:00:00,laborable,0.5,94.0,96.0,14.0,19.0,240.0,9.82,0.63,213.0,17.2,76.0,944.0,0.0,626.0,743.0,1369.0
6924,2019-10-18 22:00:00,laborable,0.2,46.0,60.0,13.0,17.0,130.0,17.15,0.64,186.0,16.1,79.0,944.0,0.0,513.0,575.0,1088.0
6925,2019-10-18 23:00:00,laborable,0.1,16.0,41.0,10.0,13.0,65.0,37.06,0.9,209.0,15.6,72.0,944.0,0.0,379.0,524.0,903.0
6926,2019-10-19 00:00:00,laborable,0.2,18.0,49.0,7.0,10.0,77.0,28.53,0.68,185.0,14.6,76.0,944.0,0.0,165.0,241.0,406.0
6927,2019-10-19 01:00:00,laborable,0.1,7.0,22.0,8.0,10.0,33.0,52.25,1.1,205.0,14.1,75.0,943.0,0.0,109.0,195.0,304.0
6928,2019-10-19 02:00:00,laborable,0.1,6.0,18.0,5.0,8.0,27.0,54.54,0.86,237.0,13.9,75.0,943.0,0.0,74.0,130.0,204.0
6929,2019-10-19 03:00:00,laborable,0.1,6.0,16.0,3.0,6.0,26.0,56.16,1.13,192.0,13.6,75.0,943.0,0.0,67.0,89.0,156.0
6930,2019-10-19 04:00:00,laborable,0.1,5.0,12.0,4.0,7.0,20.0,57.81,0.92,199.0,13.3,76.0,942.0,0.0,44.0,68.0,112.0
6931,2019-10-19 05:00:00,laborable,0.1,5.0,11.0,5.0,8.0,19.0,60.74,0.99,214.0,13.4,74.0,942.0,0.0,139.0,153.0,292.0
6932,2019-10-19 06:00:00,laborable,0.1,8.0,17.0,4.0,7.0,29.0,57.52,1.22,192.0,12.8,76.0,942.0,0.0,379.0,448.0,827.0
6933,2019-10-19 07:00:00,laborable,0.1,12.0,29.0,6.0,9.0,47.0,45.91,1.06,190.0,12.1,80.0,941.0,0.0,576.0,758.0,1334.0
6934,2019-10-19 08:00:00,laborable,0.1,14.0,37.0,7.0,10.0,59.0,35.72,0.87,203.0,11.6,83.0,941.0,0.0,549.0,759.0,1308.0
6935,2019-10-19 09:00:00,laborable,0.1,15.0,30.0,7.0,10.0,53.0,45.79,1.22,199.0,12.4,79.0,942.0,0.0,601.0,732.0,1333.0
6936,2019-10-19 10:00:00,laborable,0.1,13.0,23.0,6.0,9.0,42.0,52.02,1.53,254.0,13.1,76.0,942.0,0.0,269.0,351.0,620.0
6937,2019-10-19 11:00:00,laborable,0.1,17.0,27.0,8.0,11.0,53.0,51.13,1.42,207.0,13.5,76.0,942.0,0.0,533.0,694.0,1227.0
6938,2019-10-19 12:00:00,laborable,0.1,15.0,25.0,6.0,9.0,48.0,58.95,1.63,205.0,14.6,66.0,941.0,0.0,609.0,763.0,1372.0
6939,2019-10-19 13:00:00,laborable,0.1,14.0,21.0,8.0,11.0,42.0,68.4,1.65,200.0,16.2,58.0,940.0,0.0,465.0,612.0,1077.0
6940,2019-10-19 14:00:00,laborable,0.1,19.0,26.0,7.0,10.0,54.0,65.05,1.59,205.0,17.7,55.0,939.0,0.0,422.0,522.0,944.0
6941,2019-10-19 15:00:00,laborable,0.1,12.0,18.0,7.0,10.0,37.0,70.59,2.14,201.0,17.8,54.0,939.0,0.0,613.0,697.0,1310.0
6942,2019-10-19 16:00:00,laborable,0.1,12.0,19.0,5.0,8.0,37.0,66.24,1.92,186.0,17.1,58.0,938.0,0.0,614.0,820.0,1434.0
6943,2019-10-19 17:00:00,laborable,0.1,13.0,22.0,3.0,6.0,41.0,59.32,1.84,208.0,17.1,64.0,937.0,0.0,647.0,819.0,1466.0
6944,2019-10-19 18:00:00,laborable,0.1,13.0,22.0,5.0,7.0,42.0,55.94,1.62,194.0,17.3,66.0,937.0,0.0,679.0,819.0,1498.0
6945,2019-10-19 19:00:00,laborable,0.2,20.0,45.0,6.0,8.0,75.0,35.97,0.87,194.0,17.1,66.0,936.0,0.0,634.0,834.0,1468.0
6946,2019-10-19 20:00:00,laborable,0.2,29.0,56.0,5.0,9.0,100.0,24.15,1.07,90.0,17.1,68.0,935.0,0.0,661.0,781.0,1442.0
6947,2019-10-19 21:00:00,laborable,0.2,30.0,46.0,7.0,11.0,92.0,27.25,1.17,89.0,16.1,79.0,935.0,4.4,556.0,754.0,1310.0
6948,2019-10-19 22:00:00,laborable,0.1,18.0,37.0,7.0,9.0,65.0,44.86,1.09,186.0,13.2,94.0,935.0,8.0,436.0,483.0,919.0
6949,2019-10-19 23:00:00,laborable,0.1,17.0,47.0,5.0,7.0,74.0,37.87,0.96,90.0,12.9,95.0,935.0,0.5,276.0,381.0,657.0
6950,2019-10-20 00:00:00,laborable,0.2,17.0,52.0,4.0,4.0,78.0,31.09,0.78,147.0,13.1,94.0,935.0,0.1,194.0,288.0,482.0
6951,2019-10-20 01:00:00,laborable,0.1,6.0,20.0,8.0,9.0,29.0,52.98,1.51,205.0,12.6,95.0,935.0,0.1,117.0,189.0,306.0
6952,2019-10-20 02:00:00,laborable,0.1,6.0,10.0,3.0,4.0,19.0,57.49,1.29,205.0,12.5,94.0,935.0,0.1,84.0,156.0,240.0
6953,2019-10-20 03:00:00,laborable,0.1,5.0,7.0,2.0,3.0,16.0,60.77,1.36,205.0,11.0,93.0,935.0,0.0,66.0,141.0,207.0
6954,2019-10-20 04:00:00,laborable,0.1,5.0,7.0,2.0,4.0,15.0,64.5,1.75,203.0,10.3,92.0,936.0,0.0,62.0,116.0,178.0
6955,2019-10-20 05:00:00,laborable,0.1,5.0,5.0,3.0,4.0,12.0,66.68,1.76,209.0,10.0,91.0,936.0,0.0,140.0,171.0,311.0
6956,2019-10-20 06:00:00,laborable,0.1,5.0,8.0,2.0,3.0,16.0,63.1,1.17,222.0,10.0,89.0,937.0,0.0,376.0,397.0,773.0
6957,2019-10-20 07:00:00,laborable,0.1,6.0,13.0,2.0,3.0,22.0,61.5,1.2,210.0,9.8,86.0,937.0,0.0,585.0,696.0,1281.0
6958,2019-10-20 08:00:00,laborable,0.1,7.0,16.0,3.0,5.0,27.0,59.04,1.09,207.0,9.4,88.0,938.0,0.0,576.0,727.0,1303.0
6959,2019-10-20 09:00:00,laborable,0.1,8.0,19.0,3.0,5.0,32.0,60.17,1.3,209.0,9.7,87.0,938.0,0.0,597.0,750.0,1347.0
6960,2019-10-20 10:00:00,laborable,0.1,7.0,13.0,4.0,5.0,25.0,62.86,1.56,207.0,10.5,81.0,939.0,0.0,542.0,784.0,1326.0
6961,2019-10-20 11:00:00,laborable,0.1,10.0,16.0,5.0,7.0,31.0,63.06,1.55,212.0,11.4,74.0,939.0,0.0,601.0,761.0,1362.0
6962,2019-10-20 12:00:00,laborable,0.1,11.0,17.0,5.0,7.0,34.0,62.92,1.44,213.0,12.1,72.0,939.0,0.0,613.0,812.0,1425.0
6963,2019-10-20 13:00:00,laborable,0.1,12.0,20.0,5.0,8.0,39.0,57.24,1.73,227.0,12.1,74.0,940.0,0.0,62.0,669.0,731.0
6964,2019-10-20 14:00:00,laborable,0.1,11.0,16.0,4.0,6.0,32.0,60.84,1.92,220.0,13.5,67.0,940.0,0.0,650.0,790.0,1440.0
6965,2019-10-20 15:00:00,laborable,0.1,10.0,15.0,6.0,8.0,30.0,59.42,1.9,213.0,13.1,67.0,940.0,0.0,600.0,743.0,1343.0
6966,2019-10-20 16:00:00,laborable,0.1,9.0,14.0,4.0,5.0,29.0,61.53,2.03,225.0,12.9,68.0,940.0,0.0,618.0,742.0,1360.0
6967,2019-10-20 17:00:00,laborable,0.1,10.0,17.0,3.0,4.0,32.0,59.55,1.8,212.0,12.4,68.0,941.0,0.0,704.0,815.0,1519.0
6968,2019-10-20 18:00:00,laborable,0.1,9.0,21.0,3.0,5.0,34.0,58.16,1.64,224.0,12.3,66.0,941.0,0.0,778.0,847.0,1625.0
6969,2019-10-20 19:00:00,laborable,0.1,8.0,21.0,2.0,3.0,33.0,62.91,1.24,253.0,11.4,61.0,942.0,0.0,689.0,850.0,1539.0
6970,2019-10-20 20:00:00,laborable,0.2,11.0,35.0,4.0,5.0,52.0,46.95,0.85,223.0,10.6,66.0,943.0,0.0,629.0,894.0,1523.0
6971,2019-10-20 21:00:00,laborable,0.2,12.0,53.0,4.0,6.0,72.0,30.55,0.74,257.0,10.8,67.0,944.0,0.0,633.0,895.0,1528.0
6972,2019-10-20 22:00:00,laborable,0.3,22.0,60.0,5.0,7.0,94.0,22.02,0.58,175.0,10.4,69.0,945.0,0.0,520.0,640.0,1160.0
6973,2019-10-20 23:00:00,laborable,0.4,47.0,74.0,10.0,12.0,146.0,6.42,0.54,184.0,9.2,76.0,945.0,0.0,389.0,500.0,889.0
6974,2019-10-21 00:00:00,laborable,0.5,51.0,75.0,10.0,13.0,153.0,3.78,0.51,262.0,8.0,82.0,946.0,0.0,212.0,267.0,479.0
6975,2019-10-21 01:00:00,laborable,0.3,25.0,63.0,11.0,15.0,102.0,9.95,0.53,245.0,8.3,80.0,945.0,0.0,124.0,189.0,313.0
6976,2019-10-21 02:00:00,laborable,0.2,11.0,47.0,10.0,12.0,64.0,10.93,0.56,122.0,7.8,81.0,945.0,0.0,94.0,156.0,250.0
6977,2019-10-21 03:00:00,laborable,0.2,8.0,35.0,5.0,6.0,47.0,14.89,0.56,284.0,7.3,83.0,946.0,0.0,88.0,108.0,196.0
6978,2019-10-21 04:00:00,laborable,0.2,14.0,33.0,5.0,6.0,54.0,7.21,0.53,214.0,6.7,87.0,946.0,0.0,83.0,115.0,198.0
6979,2019-10-21 05:00:00,laborable,0.2,38.0,39.0,6.0,8.0,97.0,3.91,0.5,223.0,6.3,88.0,946.0,0.0,173.0,171.0,344.0
6980,2019-10-21 06:00:00,laborable,0.3,53.0,37.0,7.0,9.0,118.0,3.44,0.59,223.0,6.1,88.0,946.0,0.0,467.0,478.0,945.0
6981,2019-10-21 07:00:00,laborable,0.8,66.0,41.0,8.0,10.0,141.0,3.27,0.63,33.0,6.0,86.0,947.0,0.0,659.0,663.0,1322.0
6982,2019-10-21 08:00:00,laborable,0.4,94.0,50.0,9.0,12.0,194.0,3.43,0.65,319.0,5.5,87.0,947.0,0.0,760.0,723.0,1483.0
6983,2019-10-21 09:00:00,laborable,0.4,117.0,60.0,10.0,14.0,239.0,4.73,0.64,17.0,6.1,85.0,948.0,0.0,615.0,665.0,1280.0
6984,2019-10-21 10:00:00,laborable,0.5,121.0,66.0,12.0,19.0,252.0,7.88,0.73,306.0,10.1,69.0,948.0,0.0,567.0,667.0,1234.0
6985,2019-10-21 11:00:00,laborable,0.3,59.0,62.0,11.0,18.0,152.0,22.32,0.98,106.0,12.8,57.0,948.0,0.0,477.0,573.0,1050.0
6986,2019-10-21 12:00:00,laborable,0.2,37.0,48.0,10.0,16.0,104.0,41.66,1.45,116.0,13.9,51.0,948.0,0.0,614.0,691.0,1305.0
6987,2019-10-21 13:00:00,laborable,0.2,34.0,46.0,8.0,11.0,99.0,49.51,1.37,111.0,14.5,48.0,948.0,0.0,601.0,724.0,1325.0
6988,2019-10-21 14:00:00,laborable,0.2,24.0,39.0,4.0,8.0,76.0,54.46,1.13,111.0,15.6,44.0,947.0,0.0,657.0,692.0,1349.0
6989,2019-10-21 15:00:00,laborable,0.2,23.0,38.0,3.0,6.0,73.0,56.54,1.12,90.0,16.1,42.0,946.0,0.0,661.0,675.0,1336.0
6990,2019-10-21 16:00:00,laborable,0.1,22.0,37.0,7.0,10.0,71.0,58.71,1.32,97.0,15.9,41.0,946.0,0.0,681.0,736.0,1417.0
6991,2019-10-21 17:00:00,laborable,0.1,22.0,40.0,9.0,12.0,73.0,57.76,1.1,186.0,14.7,43.0,946.0,0.0,686.0,698.0,1384.0
6992,2019-10-21 18:00:00,laborable,0.2,41.0,60.0,5.0,9.0,124.0,40.49,0.86,186.0,14.4,45.0,946.0,0.0,763.0,773.0,1536.0
6993,2019-10-21 19:00:00,laborable,0.6,59.0,91.0,6.0,10.0,182.0,14.2,0.67,213.0,13.3,52.0,946.0,0.0,650.0,745.0,1395.0
6994,2019-10-21 20:00:00,laborable,0.6,145.0,119.0,11.0,19.0,341.0,3.62,0.5,247.0,11.9,60.0,947.0,0.0,641.0,695.0,1336.0
6995,2019-10-21 21:00:00,laborable,1.0,180.0,115.0,22.0,33.0,391.0,4.0,0.51,241.0,11.0,67.0,947.0,0.0,526.0,627.0,1153.0
6996,2019-10-21 22:00:00,laborable,0.4,43.0,83.0,20.0,29.0,148.0,4.26,0.63,292.0,10.6,65.0,947.0,0.0,361.0,408.0,769.0
6997,2019-10-21 23:00:00,laborable,0.3,26.0,72.0,11.0,16.0,112.0,5.34,0.63,14.0,9.9,67.0,947.0,0.0,250.0,298.0,548.0
6998,2019-10-22 00:00:00,laborable,0.3,31.0,68.0,8.0,12.0,116.0,3.41,0.6,59.0,8.9,72.0,947.0,0.0,165.0,222.0,387.0
6999,2019-10-22 01:00:00,laborable,0.3,25.0,59.0,9.0,13.0,97.0,4.02,0.56,62.0,8.3,75.0,946.0,0.0,100.0,195.0,295.0
