id,intensidad,ocupacion,vmed,error,periodo_integracion
4708,29,1.0,0.0,N,15
4708,26,1.0,0.0,N,14
4708,28,2.0,0.0,N,15
4708,52,3.0,0.0,N,15
4708,35,1.0,0.0,N,14
4708,34,1.0,0.0,N,14
4708,28,1.0,0.0,N,15
4708,34,4.0,0.0,N,14
4708,27,3.0,0.0,N,11
4708,30,1.0,0.0,N,8
4708,30,1.0,0.0,N,14
4708,27,1.0,0.0,N,11
4708,30,1.0,0.0,N,14
4708,24,0.0,0.0,N,10
4708,39,1.0,0.0,N,14
4708,29,1.0,0.0,N,12
4708,36,1.0,0.0,N,15
4708,63,2.0,0.0,N,15
4708,64,1.0,0.0,N,15
4708,67,2.0,0.0,N,15
4708,123,3.0,0.0,N,15
4708,144,4.0,0.0,N,15
4708,142,4.0,0.0,N,14
4708,189,6.0,0.0,N,15
4708,252,7.0,0.0,N,15
4708,360,10.0,0.0,N,15
4708,332,17.0,0.0,N,15
4708,368,18.0,0.0,N,15
4708,316,11.0,0.0,N,15
4708,320,36.0,0.0,N,15
4708,332,9.0,0.0,N,15
4708,364,28.0,0.0,N,15
4708,372,13.0,0.0,N,10
4708,344,34.0,0.0,N,11
4708,256,48.0,0.0,N,11
4708,260,10.0,0.0,N,9
4708,294,12.0,0.0,N,12
4708,403,27.0,0.0,N,7
4708,305,15.0,0.0,N,10
4708,300,12.0,0.0,N,6
4708,450,17.0,0.0,N,2
4708,332,14.0,0.0,N,13
4708,312,13.0,0.0,N,10
4708,245,9.0,0.0,N,12
4708,295,16.0,0.0,N,13
4708,324,14.0,0.0,N,10
4708,300,13.0,0.0,N,12
4708,360,12.0,0.0,N,9
4708,285,11.0,0.0,N,8
4708,350,12.0,0.0,N,6
4708,340,8.0,0.0,N,6
4708,316,9.0,0.0,N,11
4708,310,8.0,0.0,N,12
4708,295,8.0,0.0,N,12
4708,204,6.0,0.0,N,5
4708,180,6.0,0.0,N,2
4708,210,6.0,0.0,N,6
4708,240,8.0,0.0,N,6
4708,280,9.0,0.0,N,9
4708,270,8.0,0.0,N,8
4708,274,9.0,0.0,N,9
4708,315,7.0,0.0,N,8
4708,215,7.0,0.0,N,12
4708,256,9.0,0.0,N,11
4708,277,8.0,0.0,N,11
4708,320,9.0,0.0,N,12
4708,217,6.0,0.0,N,13
4708,267,9.0,0.0,N,11
4708,246,11.0,0.0,N,10
4708,240,7.0,0.0,N,13
4708,245,7.0,0.0,N,11
4708,333,15.0,0.0,N,11
4708,327,12.0,0.0,N,11
4708,300,10.0,0.0,N,11
4708,330,25.0,0.0,N,12
4708,310,8.0,0.0,N,6
4708,240,6.0,0.0,N,11
4708,208,5.0,0.0,N,11
4708,241,5.0,0.0,N,11
4708,272,8.0,0.0,N,13
4708,252,6.0,0.0,N,10
4708,272,6.0,0.0,N,13
4708,225,6.0,0.0,N,12
4708,270,7.0,0.0,N,14
4708,248,8.0,0.0,N,14
4708,306,7.0,0.0,N,14
4708,230,5.0,0.0,N,12
4708,175,5.0,0.0,N,13
4708,150,5.0,0.0,N,12
4708,199,5.0,0.0,N,13
4708,88,3.0,0.0,N,13
4708,77,2.0,0.0,N,15
4708,52,2.0,0.0,N,15
4708,65,2.0,0.0,N,12
4708,43,1.0,0.0,N,14
4708,57,3.0,0.0,N,14
4708,60,1.0,0.0,N,15
4708,39,1.0,0.0,N,14
4708,27,1.0,0.0,N,9
4708,51,2.0,0.0,N,14
4708,42,2.0,0.0,N,13
4708,46,3.0,0.0,N,13
4708,28,1.0,0.0,N,13
4708,37,1.0,0.0,N,13
4708,33,2.0,0.0,N,13
4708,15,1.0,0.0,N,4
4708,13,1.0,0.0,N,9
4708,60,1.0,0.0,N,6
4708,27,1.0,0.0,N,11
4708,28,1.0,0.0,N,13
4708,37,1.0,0.0,N,10
4708,33,1.0,0.0,N,15
4708,44,1.0,0.0,N,15
4708,55,2.0,0.0,N,14
4708,60,2.0,0.0,N,14
4708,73,3.0,0.0,N,14
4708,90,4.0,0.0,N,14
4708,96,4.0,0.0,N,15
4708,152,5.0,0.0,N,15
4708,210,6.0,0.0,N,14
4708,240,7.0,0.0,N,15
4708,292,7.0,0.0,N,15
4708,352,11.0,0.0,N,15
4708,305,20.0,0.0,N,11
4708,264,8.0,0.0,N,15
4708,321,11.0,0.0,N,15
4708,344,8.0,0.0,N,15
4708,196,7.0,0.0,N,15
4708,353,13.0,0.0,N,15
4708,288,11.0,0.0,N,15
4708,360,13.0,0.0,N,15
4708,316,11.0,0.0,N,14
4708,300,11.0,0.0,N,15
4708,280,9.0,0.0,N,14
4708,272,11.0,0.0,N,15
4708,288,13.0,0.0,N,15
4708,297,22.0,0.0,N,15
4708,321,37.0,0.0,N,14
4708,308,36.0,0.0,N,14
4708,270,21.0,0.0,N,14
4708,336,52.0,0.0,N,15
4708,335,14.0,0.0,N,14
4708,351,26.0,0.0,N,13
4708,304,22.0,0.0,N,14
4708,312,12.0,0.0,N,15
4708,330,12.0,0.0,N,12
4708,308,11.0,0.0,N,15
4708,268,11.0,0.0,N,13
4708,344,14.0,0.0,N,15
4708,287,9.0,0.0,N,14
4708,268,8.0,0.0,N,15
4708,273,8.0,0.0,N,15
4708,276,6.0,0.0,N,15
4708,212,6.0,0.0,N,15
4708,267,8.0,0.0,N,14
4708,312,9.0,0.0,N,15
4708,283,9.0,0.0,N,15
4708,324,9.0,0.0,N,15
4708,272,10.0,0.0,N,15
4708,313,13.0,0.0,N,14
4708,337,13.0,0.0,N,13
4708,304,12.0,0.0,N,14
4708,270,8.0,0.0,N,14
4708,317,9.0,0.0,N,14
4708,270,8.0,0.0,N,14
4708,240,7.0,0.0,N,13
4708,334,14.0,0.0,N,14
4708,308,13.0,0.0,N,15
4708,343,17.0,0.0,N,14
4708,378,13.0,0.0,N,13
4708,304,14.0,0.0,N,15
4708,304,9.0,0.0,N,15
4708,374,12.0,0.0,N,13
4708,359,12.0,0.0,N,15
4708,304,10.0,0.0,N,15
4708,256,6.0,0.0,N,15
4708,397,10.0,0.0,N,15
4708,317,13.0,0.0,N,15
4708,346,10.0,0.0,N,13
4708,300,8.0,0.0,N,14
4708,376,11.0,0.0,N,15
4708,264,5.0,0.0,N,15
4708,313,9.0,0.0,N,15
4708,360,9.0,0.0,N,15
4708,275,8.0,0.0,N,15
4708,253,7.0,0.0,N,15
4708,124,3.0,0.0,N,14
4708,144,4.0,0.0,N,15
4708,82,2.0,0.0,N,14
4708,84,3.0,0.0,N,15
4708,30,0.0,0.0,N,14
4708,82,3.0,0.0,N,14
4708,61,1.0,0.0,N,14
4708,60,2.0,0.0,N,15
4708,50,2.0,0.0,N,12
4708,45,2.0,0.0,N,12
4708,48,1.0,0.0,N,15
4708,23,1.0,0.0,N,13
4708,69,2.0,0.0,N,14
4708,26,1.0,0.0,N,12
4708,33,2.0,0.0,N,11
4708,40,1.0,0.0,N,15
4708,40,1.0,0.0,N,12
4708,47,1.0,0.0,N,14
4708,33,1.0,0.0,N,11
4708,26,1.0,0.0,N,14
4708,50,1.0,0.0,N,12
4708,86,2.0,0.0,N,14
4708,55,2.0,0.0,N,13
4708,79,2.0,0.0,N,13
4708,80,3.0,0.0,N,14
4708,65,2.0,0.0,N,12
4708,90,3.0,0.0,N,12
4708,45,1.0,0.0,N,4
4708,20,1.0,0.0,N,6
4708,100,5.0,0.0,N,6
4708,127,3.0,0.0,N,9
4708,180,3.0,0.0,N,1
4708,120,3.0,0.0,N,6
4708,100,3.0,0.0,N,9
4708,110,4.0,0.0,N,12
4708,147,4.0,0.0,N,11
4708,153,5.0,0.0,N,9
4708,134,3.0,0.0,N,12
4708,244,6.0,0.0,N,12
4708,146,4.0,0.0,N,9
4708,219,5.0,0.0,N,12
4708,192,6.0,0.0,N,14
4708,245,8.0,0.0,N,14
4708,157,4.0,0.0,N,11
4708,190,5.0,0.0,N,12
4708,210,16.0,0.0,N,10
4708,284,6.0,0.0,N,11
4708,218,7.0,0.0,N,11
4708,282,10.0,0.0,N,10
4708,305,10.0,0.0,N,11
4708,420,24.0,0.0,N,8
4708,264,8.0,0.0,N,5
4708,348,10.0,0.0,N,10
4708,333,11.0,0.0,N,14
4708,270,18.0,0.0,N,10
4708,374,13.0,0.0,N,13
4708,264,10.0,0.0,N,10
4708,315,8.0,0.0,N,12
4708,335,8.0,0.0,N,12
4708,220,6.0,0.0,N,9
4708,354,10.0,0.0,N,10
4708,289,9.0,0.0,N,11
4708,265,7.0,0.0,N,12
4708,227,6.0,0.0,N,14
4708,231,5.0,0.0,N,12
4708,277,7.0,0.0,N,13
4708,250,7.0,0.0,N,12
4708,226,7.0,0.0,N,13
4708,263,8.0,0.0,N,13
4708,240,10.0,0.0,N,14
4708,301,8.0,0.0,N,15
4708,330,19.0,0.0,N,14
4708,293,22.0,0.0,N,14
4708,328,9.0,0.0,N,13
4708,300,11.0,0.0,N,12
4708,315,9.0,0.0,N,12
4708,343,20.0,0.0,N,14
4708,392,22.0,0.0,N,13
4708,320,56.0,0.0,N,12
4708,282,15.0,0.0,N,13
4708,348,13.0,0.0,N,14
4708,275,10.0,0.0,N,12
4708,347,10.0,0.0,N,14
4708,323,13.0,0.0,N,15
4708,286,8.0,0.0,N,13
4708,305,11.0,0.0,N,14
4708,299,7.0,0.0,N,14
4708,272,20.0,0.0,N,13
4708,291,7.0,0.0,N,13
4708,210,6.0,0.0,N,14
4708,215,8.0,0.0,N,15
4708,236,6.0,0.0,N,15
4708,248,6.0,0.0,N,14
4708,248,5.0,0.0,N,14
4708,241,7.0,0.0,N,14
4708,300,7.0,0.0,N,14
4708,227,5.0,0.0,N,14
4708,117,3.0,0.0,N,15
4708,90,29.0,0.0,N,12
4708,20,35.0,0.0,N,3
4708,44,1.0,0.0,N,11
4708,35,1.0,0.0,N,12
4708,82,2.0,0.0,N,14
4708,65,2.0,0.0,N,13
4708,34,0.0,0.0,N,14
4708,39,1.0,0.0,N,14
4708,71,2.0,0.0,N,15
4708,43,2.0,0.0,N,14
4708,40,1.0,0.0,N,15
4708,60,44.0,0.0,N,8
4708,40,3.0,0.0,N,3
4708,18,3.0,0.0,N,10
4708,53,2.0,0.0,N,9
4708,18,1.0,0.0,N,13
4708,28,1.0,0.0,N,15
4708,39,1.0,0.0,N,14
4708,50,1.0,0.0,N,12
4708,38,1.0,0.0,N,11
4708,48,1.0,0.0,N,15
4708,43,2.0,0.0,N,14
4708,51,1.0,0.0,N,13
4708,60,2.0,0.0,N,15
4708,38,2.0,0.0,N,13
4708,116,2.0,0.0,N,14
4708,95,3.0,0.0,N,12
4708,138,4.0,0.0,N,13
4708,115,4.0,0.0,N,13
4708,72,2.0,0.0,N,10
4708,76,2.0,0.0,N,11
4708,111,5.0,0.0,N,14
4708,138,3.0,0.0,N,13
4708,159,5.0,0.0,N,14
4708,120,4.0,0.0,N,14
4708,116,5.0,0.0,N,14
4708,129,4.0,0.0,N,13
4708,189,5.0,0.0,N,14
4708,196,7.0,0.0,N,15
4708,184,16.0,0.0,N,14
4708,257,9.0,0.0,N,15
4708,244,6.0,0.0,N,14
4708,232,6.0,0.0,N,15
4708,268,9.0,0.0,N,15
4708,248,8.0,0.0,N,15
4708,309,10.0,0.0,N,14
4708,263,13.0,0.0,N,13
4708,285,7.0,0.0,N,15
4708,317,9.0,0.0,N,11
4708,262,9.0,0.0,N,14
4708,309,15.0,0.0,N,13
4708,330,10.0,0.0,N,10
4708,367,16.0,0.0,N,9
4708,340,10.0,0.0,N,12
4708,353,8.0,0.0,N,8
4708,300,8.0,0.0,N,9
4708,414,10.0,0.0,N,10
4708,290,6.0,0.0,N,6
4708,353,9.0,0.0,N,9
4708,270,7.0,0.0,N,10
4708,320,8.0,0.0,N,9
4708,210,4.0,0.0,N,14
4708,167,4.0,0.0,N,13
4708,189,5.0,0.0,N,13
4708,205,7.0,0.0,N,14
4708,190,5.0,0.0,N,12
4708,270,6.0,0.0,N,14
4708,260,7.0,0.0,N,15
4708,257,6.0,0.0,N,14
4708,286,8.0,0.0,N,13
4708,321,13.0,0.0,N,14
4708,219,7.0,0.0,N,15
4708,299,8.0,0.0,N,15
4708,290,7.0,0.0,N,14
4708,245,8.0,0.0,N,12
4708,196,6.0,0.0,N,15
4708,249,8.0,0.0,N,14
4708,275,7.0,0.0,N,12
4708,258,6.0,0.0,N,14
4708,232,6.0,0.0,N,14
4708,272,8.0,0.0,N,13
4708,244,6.0,0.0,N,14
4708,209,6.0,0.0,N,15
4708,261,7.0,0.0,N,14
4708,244,6.0,0.0,N,15
4708,224,7.0,0.0,N,15
4708,212,5.0,0.0,N,15
4708,244,5.0,0.0,N,15
4708,188,5.0,0.0,N,15
4708,197,4.0,0.0,N,15
4708,137,4.0,0.0,N,14
4708,192,4.0,0.0,N,14
4708,87,5.0,0.0,N,14
4708,73,2.0,0.0,N,14
4708,60,0.0,0.0,N,13
4708,47,3.0,0.0,N,14
4708,42,2.0,0.0,N,13
4708,18,1.0,0.0,N,10
4708,18,2.0,0.0,N,10
4708,48,1.0,0.0,N,14
4708,27,2.0,0.0,N,13
4708,60,2.0,0.0,N,14
4708,15,3.0,0.0,N,12
4708,26,1.0,0.0,N,14
4708,24,1.0,0.0,N,10
4708,33,1.0,0.0,N,11
4708,30,1.0,0.0,N,8
4708,23,1.0,0.0,N,13
4708,26,1.0,0.0,N,7
4708,26,1.0,0.0,N,12
4708,27,2.0,0.0,N,9
4708,33,1.0,0.0,N,9
4708,55,1.0,0.0,N,12
4708,48,1.0,0.0,N,15
4708,61,1.0,0.0,N,15
4708,32,0.0,0.0,N,15
4708,47,1.0,0.0,N,14
4708,81,2.0,0.0,N,15
4708,80,3.0,0.0,N,12
4708,104,4.0,0.0,N,15
4708,128,4.0,0.0,N,15
4708,132,3.0,0.0,N,15
4708,185,5.0,0.0,N,14
4708,216,6.0,0.0,N,15
4708,304,9.0,0.0,N,15
4708,263,7.0,0.0,N,15
4708,323,11.0,0.0,N,15
4708,345,13.0,0.0,N,15
4708,257,8.0,0.0,N,14
4708,300,14.0,0.0,N,15
4708,327,10.0,0.0,N,15
4708,301,9.0,0.0,N,13
4708,260,9.0,0.0,N,15
4708,261,10.0,0.0,N,15
4708,264,9.0,0.0,N,15
4708,295,9.0,0.0,N,15
4708,252,9.0,0.0,N,15
4708,267,9.0,0.0,N,15
4708,325,26.0,0.0,N,15
4708,257,8.0,0.0,N,15
4708,240,6.0,0.0,N,15
4708,284,11.0,0.0,N,15
4708,220,7.0,0.0,N,15
4708,277,9.0,0.0,N,15
4708,333,14.0,0.0,N,15
4708,276,8.0,0.0,N,15
4708,300,10.0,0.0,N,15
4708,316,12.0,0.0,N,15
4708,265,15.0,0.0,N,15
4708,287,9.0,0.0,N,14
4708,260,8.0,0.0,N,15
4708,257,9.0,0.0,N,14
4708,280,8.0,0.0,N,15
4708,284,9.0,0.0,N,15
4708,277,6.0,0.0,N,15
4708,189,5.0,0.0,N,15
4708,219,7.0,0.0,N,15
4708,284,9.0,0.0,N,15
4708,313,11.0,0.0,N,15
4708,348,10.0,0.0,N,15
4708,245,9.0,0.0,N,14
4708,276,7.0,0.0,N,15
4708,269,8.0,0.0,N,15
4708,255,7.0,0.0,N,15
4708,249,7.0,0.0,N,15
4708,249,8.0,0.0,N,15
4708,236,7.0,0.0,N,15
4708,256,7.0,0.0,N,15
4708,236,8.0,0.0,N,14
4708,268,8.0,0.0,N,15
4708,284,8.0,0.0,N,15
4708,272,10.0,0.0,N,15
4708,240,8.0,0.0,N,15
4708,219,6.0,0.0,N,15
4708,234,7.0,0.0,N,15
4708,244,7.0,0.0,N,15
4708,268,8.0,0.0,N,15
4708,240,7.0,0.0,N,14
4708,176,5.0,0.0,N,14
4708,251,8.0,0.0,N,15
4708,205,7.0,0.0,N,15
4708,196,5.0,0.0,N,15
4708,196,5.0,0.0,N,15
4708,136,4.0,0.0,N,15
4708,204,6.0,0.0,N,15
4708,184,6.0,0.0,N,15
4708,127,3.0,0.0,N,15
4708,118,5.0,0.0,N,15
4708,80,1.0,0.0,N,15
4708,47,1.0,0.0,N,14
4708,34,1.0,0.0,N,14
4708,30,1.0,0.0,N,14
4708,61,2.0,0.0,N,15
4708,35,1.0,0.0,N,12
4708,30,1.0,0.0,N,14
4708,27,1.0,0.0,N,11
4708,32,2.0,0.0,N,13
4708,38,1.0,0.0,N,8
4708,27,1.0,0.0,N,9
4708,27,1.0,0.0,N,9
4708,0,1.0,0.0,N,3
4708,60,2.0,0.0,N,5
4708,20,1.0,0.0,N,6
4708,20,1.0,0.0,N,3
4708,23,1.0,0.0,N,8
4708,24,1.0,0.0,N,5
4708,22,1.0,0.0,N,8
4708,20,0.0,0.0,N,3
4708,20,1.0,0.0,N,9
4708,34,1.0,0.0,N,7
4708,36,1.0,0.0,N,10
4708,32,1.0,0.0,N,13
4708,51,2.0,0.0,N,14
4708,48,1.0,0.0,N,5
4708,70,1.0,0.0,N,6
4708,120,4.0,0.0,N,3
4708,100,1.0,0.0,N,3
4708,135,3.0,0.0,N,4
4708,150,5.0,0.0,N,4
4708,300,9.0,0.0,N,6
4708,324,12.0,0.0,N,10
4708,233,6.0,0.0,N,9
4708,318,13.0,0.0,N,13
4708,320,33.0,0.0,N,9
4708,285,56.0,0.0,N,12
4708,390,26.0,0.0,N,12
4708,289,9.0,0.0,N,12
4708,240,8.0,0.0,N,10
4708,300,14.0,0.0,N,13
4708,326,13.0,0.0,N,9
4708,253,10.0,0.0,N,10
4708,267,10.0,0.0,N,11
4708,265,12.0,0.0,N,12
4708,394,15.0,0.0,N,9
4708,343,11.0,0.0,N,7
4708,375,13.0,0.0,N,4
4708,240,5.0,0.0,N,2
4708,300,9.0,0.0,N,5
4708,300,14.0,0.0,N,4
4708,140,5.0,0.0,N,3
4708,372,18.0,0.0,N,5
4708,260,6.0,0.0,N,9
4708,283,8.0,0.0,N,7
4708,340,12.0,0.0,N,9
4708,255,10.0,0.0,N,13
4708,270,12.0,0.0,N,8
4708,247,6.0,0.0,N,9
4708,260,11.0,0.0,N,9
4708,229,5.0,0.0,N,11
4708,225,7.0,0.0,N,12
4708,250,6.0,0.0,N,11
4708,330,9.0,0.0,N,10
4708,246,6.0,0.0,N,10
4708,197,5.0,0.0,N,7
4708,288,8.0,0.0,N,10
4708,268,9.0,0.0,N,13
4708,225,7.0,0.0,N,12
4708,254,9.0,0.0,N,13
4708,291,8.0,0.0,N,13
4708,265,8.0,0.0,N,12
4708,264,7.0,0.0,N,10
4708,253,8.0,0.0,N,10
4708,290,10.0,0.0,N,12
4708,266,8.0,0.0,N,14
4708,231,11.0,0.0,N,13
4708,295,10.0,0.0,N,12
4708,250,12.0,0.0,N,12
4708,254,7.0,0.0,N,13
4708,299,11.0,0.0,N,13
4708,248,8.0,0.0,N,14
4708,250,8.0,0.0,N,12
4708,226,6.0,0.0,N,13
4708,309,8.0,0.0,N,13
4708,315,9.0,0.0,N,11
4708,288,8.0,0.0,N,10
4708,169,7.0,0.0,N,11
4708,235,6.0,0.0,N,12
4708,198,6.0,0.0,N,13
4708,309,8.0,0.0,N,13
4708,235,6.0,0.0,N,13
4708,188,5.0,0.0,N,14
4708,231,8.0,0.0,N,14
4708,148,3.0,0.0,N,15
4708,115,3.0,0.0,N,14
4708,98,3.0,0.0,N,13
4708,86,2.0,0.0,N,14
4708,61,2.0,0.0,N,13
4708,55,2.0,0.0,N,14
4708,26,1.0,0.0,N,12
4708,43,1.0,0.0,N,11
4708,27,1.0,0.0,N,11
4708,53,1.0,0.0,N,8
4708,42,2.0,0.0,N,13
4708,43,2.0,0.0,N,14
4708,26,1.0,0.0,N,14
4708,54,2.0,0.0,N,10
4708,15,5.0,0.0,N,12
4708,27,2.0,0.0,N,9
4708,30,0.0,0.0,N,12
4708,23,1.0,0.0,N,13
4708,20,0.0,0.0,N,6
4708,24,1.0,0.0,N,10
4708,24,1.0,0.0,N,10
4708,38,1.0,0.0,N,11
4708,35,1.0,0.0,N,12
4708,35,1.0,0.0,N,12
4708,51,1.0,0.0,N,13
4708,51,2.0,0.0,N,13
4708,73,3.0,0.0,N,14
4708,51,2.0,0.0,N,13
4708,84,2.0,0.0,N,13
4708,99,3.0,0.0,N,14
4708,148,5.0,0.0,N,15
4708,165,5.0,0.0,N,12
4708,169,4.0,0.0,N,11
4708,240,6.0,0.0,N,13
4708,299,8.0,0.0,N,13
4708,300,12.0,0.0,N,13
4708,303,10.0,0.0,N,14
4708,270,7.0,0.0,N,14
4708,291,42.0,0.0,N,13
4708,283,12.0,0.0,N,14
4708,301,12.0,0.0,N,12
4708,256,10.0,0.0,N,15
4708,300,8.0,0.0,N,13
4708,272,33.0,0.0,N,15
4708,292,17.0,0.0,N,15
4708,300,10.0,0.0,N,15
4708,328,13.0,0.0,N,15
4708,321,17.0,0.0,N,14
4708,269,57.0,0.0,N,15
4708,260,65.0,0.0,N,15
4708,201,61.0,0.0,N,14
4708,244,53.0,0.0,N,15
4708,231,69.0,0.0,N,14
4708,325,41.0,0.0,N,14
4708,272,19.0,0.0,N,15
4708,299,10.0,0.0,N,15
4708,318,26.0,0.0,N,13
4708,296,9.0,0.0,N,14
4708,309,9.0,0.0,N,14
4708,340,9.0,0.0,N,15
4708,240,7.0,0.0,N,14
4708,311,8.0,0.0,N,15
4708,225,6.0,0.0,N,15
4708,252,8.0,0.0,N,15
4708,296,6.0,0.0,N,14
4708,288,8.0,0.0,N,15
4708,240,9.0,0.0,N,15
4708,275,8.0,0.0,N,15
4708,231,7.0,0.0,N,15
4708,252,7.0,0.0,N,15
4708,283,8.0,0.0,N,15
4708,257,7.0,0.0,N,14
4708,297,9.0,0.0,N,15
4708,263,13.0,0.0,N,15
4708,268,9.0,0.0,N,15
4708,292,10.0,0.0,N,15
4708,291,9.0,0.0,N,13
4708,257,9.0,0.0,N,14
4708,274,7.0,0.0,N,14
4708,257,10.0,0.0,N,14
4708,255,9.0,0.0,N,12
4708,270,10.0,0.0,N,14
4708,232,7.0,0.0,N,15
4708,276,7.0,0.0,N,15
4708,257,7.0,0.0,N,15
4708,304,8.0,0.0,N,15
4708,207,6.0,0.0,N,15
4708,249,7.0,0.0,N,15
4708,219,6.0,0.0,N,14
4708,236,6.0,0.0,N,14
4708,208,6.0,0.0,N,15
4708,224,6.0,0.0,N,15
4708,228,6.0,0.0,N,15
4708,201,7.0,0.0,N,15
4708,273,5.0,0.0,N,15
4708,231,6.0,0.0,N,13
4708,167,5.0,0.0,N,14
4708,169,5.0,0.0,N,15
4708,103,3.0,0.0,N,14
4708,103,3.0,0.0,N,14
4708,51,2.0,0.0,N,13
4708,47,1.0,0.0,N,14
4708,40,2.0,0.0,N,15
4708,46,2.0,0.0,N,12
4708,43,1.0,0.0,N,14
4708,48,2.0,0.0,N,15
4708,30,1.0,0.0,N,12
4708,51,2.0,0.0,N,13
4708,39,7.0,0.0,N,14
4708,20,1.0,0.0,N,9
4708,46,1.0,0.0,N,13
4708,30,1.0,0.0,N,12
4708,27,2.0,0.0,N,11
4708,34,2.0,0.0,N,9
4708,27,2.0,0.0,N,11
4708,24,1.0,0.0,N,10
4708,18,1.0,0.0,N,13
4708,23,1.0,0.0,N,13
4708,47,1.0,0.0,N,14
4708,38,1.0,0.0,N,11
4708,34,1.0,0.0,N,14
4708,23,1.0,0.0,N,8
4708,81,3.0,0.0,N,14
4708,56,3.0,0.0,N,15
4708,81,3.0,0.0,N,14
4708,150,4.0,0.0,N,14
4708,152,5.0,0.0,N,15
4708,120,4.0,0.0,N,15
4708,167,7.0,0.0,N,14
4708,248,7.0,0.0,N,15
4708,349,13.0,0.0,N,15
4708,279,8.0,0.0,N,14
4708,340,19.0,0.0,N,15
4708,340,10.0,0.0,N,15
4708,283,12.0,0.0,N,14
4708,336,10.0,0.0,N,15
4708,320,16.0,0.0,N,15
4708,319,38.0,0.0,N,15
4708,328,23.0,0.0,N,15
4708,322,33.0,0.0,N,14
4708,260,36.0,0.0,N,15
4708,235,9.0,0.0,N,15
4708,288,9.0,0.0,N,15
4708,276,9.0,0.0,N,15
4708,334,11.0,0.0,N,14
4708,319,10.0,0.0,N,15
4708,309,9.0,0.0,N,14
4708,263,10.0,0.0,N,15
4708,244,8.0,0.0,N,15
4708,296,11.0,0.0,N,15
4708,292,10.0,0.0,N,15
4708,264,9.0,0.0,N,15
4708,328,16.0,0.0,N,15
4708,316,9.0,0.0,N,15
4708,307,9.0,0.0,N,15
4708,324,11.0,0.0,N,15
4708,332,11.0,0.0,N,15
4708,284,7.0,0.0,N,15
4708,288,8.0,0.0,N,15
4708,276,9.0,0.0,N,15
4708,251,7.0,0.0,N,15
4708,274,7.0,0.0,N,14
4708,288,9.0,0.0,N,15
4708,240,7.0,0.0,N,15
4708,300,12.0,0.0,N,15
4708,276,7.0,0.0,N,15
4708,296,8.0,0.0,N,15
4708,220,6.0,0.0,N,15
4708,335,10.0,0.0,N,15
4708,308,9.0,0.0,N,15
4708,324,10.0,0.0,N,15
4708,228,7.0,0.0,N,15
4708,293,8.0,0.0,N,15
4708,330,9.0,0.0,N,14
4708,324,10.0,0.0,N,15
4708,276,11.0,0.0,N,15
4708,300,11.0,0.0,N,15
4708,308,9.0,0.0,N,15
4708,335,16.0,0.0,N,15
4708,311,9.0,0.0,N,15
4708,260,6.0,0.0,N,15
4708,236,8.0,0.0,N,15
4708,312,9.0,0.0,N,15
4708,316,10.0,0.0,N,15
4708,253,8.0,0.0,N,15
4708,316,7.0,0.0,N,15
4708,272,7.0,0.0,N,15
4708,268,6.0,0.0,N,15
4708,240,5.0,0.0,N,15
4708,284,6.0,0.0,N,15
4708,276,6.0,0.0,N,15
4708,256,4.0,0.0,N,15
4708,216,6.0,0.0,N,15
4708,140,5.0,0.0,N,15
4708,148,3.0,0.0,N,15
4708,83,2.0,0.0,N,13
4708,88,2.0,0.0,N,15
4708,65,2.0,0.0,N,14
4708,80,3.0,0.0,N,12
4708,65,2.0,0.0,N,12
4708,56,2.0,0.0,N,15
4708,32,1.0,0.0,N,15
4708,52,2.0,0.0,N,15
4708,27,1.0,0.0,N,11
4708,14,1.0,0.0,N,13
4708,51,3.0,0.0,N,14
4708,20,5.0,0.0,N,15
4708,25,2.0,0.0,N,12
4708,42,1.0,0.0,N,13
4708,24,1.0,0.0,N,10
4708,15,0.0,0.0,N,8
4708,54,2.0,0.0,N,10
4708,32,1.0,0.0,N,13
4708,24,1.0,0.0,N,12
4708,12,1.0,0.0,N,5
4708,30,0.0,0.0,N,2
4708,60,1.0,0.0,N,2
4708,34,1.0,0.0,N,9
4708,94,3.0,0.0,N,7
4708,80,2.0,0.0,N,6
4708,100,3.0,0.0,N,9
4708,99,3.0,0.0,N,11
4708,95,4.0,0.0,N,12
4708,168,5.0,0.0,N,15
4708,163,4.0,0.0,N,14
4708,283,8.0,0.0,N,11
4708,227,7.0,0.0,N,9
4708,300,18.0,0.0,N,14
4708,250,12.0,0.0,N,12
4708,283,30.0,0.0,N,14
4708,300,6.0,0.0,N,11
4708,328,12.0,0.0,N,15
4708,317,34.0,0.0,N,14
4708,190,76.0,0.0,N,6
4708,225,7.0,0.0,N,4
4708,320,25.0,0.0,N,15
4708,321,12.0,0.0,N,14
4708,279,9.0,0.0,N,15
4708,210,6.0,0.0,N,14
4708,304,16.0,0.0,N,14
4708,315,8.0,0.0,N,15
4708,272,7.0,0.0,N,15
4708,287,8.0,0.0,N,14
4708,278,7.0,0.0,N,14
4708,312,9.0,0.0,N,15
4708,261,7.0,0.0,N,14
4708,292,8.0,0.0,N,13
4708,289,7.0,0.0,N,15
4708,305,9.0,0.0,N,14
4708,325,9.0,0.0,N,14
4708,309,10.0,0.0,N,13
4708,268,8.0,0.0,N,13
4708,297,9.0,0.0,N,14
4708,272,12.0,0.0,N,13
4708,330,13.0,0.0,N,14
