screen_name,text,localidad,provincia,hora,verified,friends_count,followers,tweets,primera persona,segunda persona,tercera persona,sentimiento medio emojis,tiempo condicional,tiempo futuro,tiempo pasado,tiempo presente,mediana,sentiment
rafacanogomez,O Andrea Fabra? Esa hija de puta que dijo que se jodieran los parados,Brenes,Sevilla,12,0,1220,329,8888,0,0,2,0.0,0,0,2,0,12250.0,-0.7873
rafacanogomez,encauzar la lava con bombas? WTF? ese hombre cobra un sueldo público?,Brenes,Sevilla,20,0,1220,329,8888,0,0,1,0.0,0,0,0,1,12250.0,0.0
rafacanogomez,La pandemia de la absurdez,Brenes,Sevilla,13,0,1220,329,8888,0,0,0,0.0,0,0,0,0,12250.0,0.0
rafacanogomez,"Después de ver el documental de #martadelcastillo en @NetflixES , sólo quiero mandarles muchos ánimos a los padres y espero que sus asesinos den con sus huesos en la cárcel hasta el día de muerte",Brenes,Sevilla,22,0,1220,329,8888,2,0,1,0.0,0,0,0,3,12250.0,-0.858698
Alpaniagu,De tiempos pre-pandémicos https://t.co/SH0szg6EWg,Madrid,Madrid,21,0,1252,1818,20564,0,0,0,0.0,0,0,0,0,14350.0,0.0
Alpaniagu,"Que te den Lipton Tea en Ella, la capital de té de Sri Lanka es como si te dan Don Simón en Burdeos, no? https://t.co/PhuhfrOKAp",Madrid,Madrid,5,0,1252,1818,20564,0,0,3,0.0,0,0,0,3,14350.0,0.0
Alpaniagu,En Sri Lanka todo es barato excepto los productos importados o supuestamente importados. Fijaos en los precios del Burger King del aeropuerto https://t.co/oeP56PKtMP,Madrid,Madrid,2,0,1252,1818,20564,0,0,1,0.0,0,0,0,1,14350.0,-0.500851
Alpaniagu,Es impresionante,Madrid,Madrid,10,0,1252,1818,20564,0,0,1,0.0,0,0,0,1,14350.0,0.976914
Alpaniagu,"Pizza “La Barcellona”, con piña! Qué opináis? https://t.co/OOQ34r6kQi",Madrid,Madrid,13,0,1252,1818,20564,1,0,0,0.0,0,0,1,0,14350.0,0.0
Alpaniagu,Gran iniciativa!,Madrid,Madrid,14,0,1252,1818,20564,0,0,0,0.0,0,0,0,0,14350.0,0.8689309999999999
Alpaniagu,"El algoritmo de tiktok se vuelve loco al visitar otros países. 
Quiero vídeos según mis intereses! No según mi ubicación. https://t.co/Bsur3KaOeQ",Madrid,Madrid,4,0,1252,1818,20564,1,0,1,0.0,0,0,0,2,14350.0,-0.4487100000000001
Alpaniagu,Totalmente de acuerdo. Qué maravilla poder hacer tan fácilmente revisiones de esos clásicos,Madrid,Madrid,23,0,1252,1818,20564,0,0,0,0.0,0,0,0,0,14350.0,0.97939
Alpaniagu,Intel haciendo ARM!,Madrid,Madrid,8,0,1252,1818,20564,0,0,0,0.0,0,0,0,0,14350.0,0.0
Alpaniagu,Lamentable…,Madrid,Madrid,13,0,1252,1818,20564,0,0,0,0.0,0,0,0,0,14350.0,-0.963288
gavazper,Mi pequeño se hace mayor. Felicidades enano #miki https://t.co/FjsouCc2qF,Las Rozas de Madrid,Madrid,10,0,476,667,4426,0,0,1,0.0,0,0,0,1,16450.0,0.879482
gavazper,Buenos días. Vamos Rafa #AustralianOpen https://t.co/NDeNnWF4IJ,Las Rozas de Madrid,Madrid,8,0,476,667,4426,0,0,0,0.0,0,0,0,0,16450.0,0.901565
gavazper,Lo del @RMBaloncesto ….impresionante. #HalaMadridYNadaMas,Las Rozas de Madrid,Madrid,21,0,476,667,4426,0,0,0,0.0,0,0,0,0,16450.0,0.0
gavazper,"Como siempre, otro hilo interesante. Gracias",Las Rozas de Madrid,Madrid,23,0,476,667,4426,0,0,0,0.0,0,0,0,0,16450.0,0.979402
gavazper,Regalos que hacen ilusión. #centrodesalud #consulta #mfyc https://t.co/mJ12JVeHAu,Las Rozas de Madrid,Madrid,18,0,476,667,4426,0,0,1,0.0,0,0,0,1,16450.0,0.636
gavazper,"Así es como se debe empezar un año. Lo sé, soy gente de bien #felizaño https://t.co/ZRT8BBJ9Sc",Las Rozas de Madrid,Madrid,12,0,476,667,4426,2,0,2,0.0,0,0,0,4,16450.0,0.605491
gavazper,#VamosRafa da igual cuando leas. Que grande es #AustralianOpen #EurosportAustralianOpen,Las Rozas de Madrid,Madrid,8,0,476,667,4426,0,1,2,0.0,0,0,0,3,16450.0,0.589426
gavazper,#notbad #sundayqueparecesaturday @ La Fresquita https://t.co/9LVVY2OAUO,Las Rozas de Madrid,Madrid,14,0,476,667,4426,0,0,0,0.0,0,0,0,0,16450.0,0.937817
gavazper,Pedazo nivel de nuestra política actual. #señorllevamepronto,Las Rozas de Madrid,Madrid,12,0,476,667,4426,0,0,0,0.0,0,0,0,0,16450.0,0.0
gavazper,"Lo siento @SilviaM169 , así no hay manera de salir pronto los viernes 😉",Las Rozas de Madrid,Madrid,22,0,476,667,4426,1,0,1,1.0,0,0,0,2,16450.0,0.481003
nando_nf91,"Buenos días Comunidad Simmer, a raíz de las noticias de incluir contenido de packs al juego base,  ¿Qué os parece esta dinámica? #Sims4 #TheSims4",Madrid,Madrid,8,0,1156,452,3203,0,0,1,0.0,0,0,0,1,20650.0,0.0
nando_nf91,Hoy es mi aniversario en Twitter ☺️ #MiAniversarioDeTwitter https://t.co/v2iS8K3BA0,Madrid,Madrid,14,0,1156,452,3203,0,0,1,1.0,0,0,0,1,20650.0,0.8691709999999999
nando_nf91,"Os recomiendo ver esta speed build de una cocina con el juego base, queda muy chula 🙂",Madrid,Madrid,8,0,1156,452,3203,0,0,1,1.0,0,0,0,1,20650.0,0.99421
nando_nf91,Feliz domingo para tod@s https://t.co/tEY7qRvQFr,Madrid,Madrid,14,0,1156,452,3203,0,0,0,0.0,0,0,0,0,20650.0,0.970347
nando_nf91,¡Acabo de compartir mi solar Casita de las Margaritas en la galería de Los Sims 4! #TheSims4 #ShowUsYourBuilds https://t.co/U9Vy9A7W0W,Madrid,Madrid,22,0,1156,452,3203,1,0,0,0.0,0,0,0,1,20650.0,0.8378110000000001
nando_nf91,"Buenos días, vamos a por el jueves 💪💪",Madrid,Madrid,8,0,1156,452,3203,1,0,0,1.0,0,0,0,1,20650.0,0.99562
nando_nf91,"Buenos días, vamos a por el miércoles 🙂💪",Madrid,Madrid,8,0,1156,452,3203,1,0,0,1.0,0,0,0,1,20650.0,0.985741
nando_nf91,"Speed Build | Los Sims 4 | Parque Romántico 
Hola @SraSimmer este solar me gusta mucho y me gustaría descargarlo para mi partida privada aunque quisiera añadirle algunas cosas porque cuando lo construiste no habían tantos packs ni expansiones como ahora. https://t.co/8crc3ILxHm",Madrid,Madrid,10,0,1156,452,3203,0,1,4,0.0,1,0,3,1,20650.0,0.654975
nando_nf91,"Lo vi anoche y me reí mucho, eres única 😊",Madrid,Madrid,7,0,1156,452,3203,2,1,0,1.0,0,0,2,1,20650.0,0.97995
nando_nf91,Me encantan los Shiba-inu 😍,Madrid,Madrid,13,0,1156,452,3203,0,0,1,1.0,0,0,0,1,20650.0,0.983063
JJOSJIMNEZ,"Estamos en directo entrevistando a Fran Soler de Adamantia.
Podréis interactuar en streaming con él y preguntar lo que queráis
Pinchad abajo en el enlace y comenzamos!
https://t.co/34gfGFlExO",Sant Josep de sa Talaia,Baleares,18,0,582,308,8578,2,1,1,0.0,0,0,2,2,15750.0,0.861574
JJOSJIMNEZ,"Aquí tenéis mi review a lo nuevo de Leprous

https://t.co/wPpQaGbWzv",Sant Josep de sa Talaia,Baleares,17,0,582,308,8578,1,0,0,0.0,0,0,1,0,15750.0,0.602388
JJOSJIMNEZ,"Seguimos de fiesta pinchando temazos con gente de todo el mundo en el chat.
https://t.co/34gfGFDfpm",Sant Josep de sa Talaia,Baleares,22,0,582,308,8578,1,0,0,0.0,0,0,0,1,15750.0,0.569738
JJOSJIMNEZ,"Aquí tenéis mi review a lo nuevo de Cradle of Filth

https://t.co/Yejt33oTOl",Sant Josep de sa Talaia,Baleares,16,0,582,308,8578,1,0,0,0.0,0,0,1,0,15750.0,0.0
JJOSJIMNEZ,"¡Estamos en directo pinchando musicote!
¿Te apetece unirte?
Pincha en el enlace de abajo y ¡bienvenido!
https://t.co/34gfGFlExO",Sant Josep de sa Talaia,Baleares,18,0,582,308,8578,1,0,1,0.0,0,0,0,2,15750.0,0.971688
JJOSJIMNEZ,Grandioso!,Sant Josep de sa Talaia,Baleares,14,0,582,308,8578,0,0,0,0.0,0,0,0,0,15750.0,0.97878
JJOSJIMNEZ,"¡Estamos en directo!
https://t.co/34gfGFlExO",Sant Josep de sa Talaia,Baleares,19,0,582,308,8578,1,0,0,0.0,0,0,0,1,15750.0,0.8236020000000001
JJOSJIMNEZ,El próximo miércoles estaremos entrevistando a los grandes @easyridermetal en streamimg a través de mi canal de twitch Metal_DJ_Phoenix donde podréis interactuar con la banda. https://t.co/ucpxAhGHlo,Sant Josep de sa Talaia,Baleares,15,0,582,308,8578,1,0,1,0.0,0,0,1,1,15750.0,0.0
JJOSJIMNEZ,"Aquí tenéis mi crítica al nuevo disco de @amorphis 
https://t.co/ALD6SJrIO8",Sant Josep de sa Talaia,Baleares,17,0,582,308,8578,1,0,0,0.0,0,0,1,0,15750.0,0.0
JJOSJIMNEZ,"¡¡¡Feliz Halloween a todos!!!
Por si os apetece, esta noche haremos un stream especial en nuestro canal metal_dj_phoenix de twitch cuya preproducción está siendo la más currada de nuestra breve historiac como canal.
¡¡Os vemos a las 21:00!!
https://t.co/qAMn7oqhZf",Sant Josep de sa Talaia,Baleares,12,0,582,308,8578,2,0,3,0.0,0,1,0,4,15750.0,0.928213
CarmenLH_2010,#PEDRAZA 🤎 en Pedraza https://t.co/sTkzzTCLFs,Santoña,Cantabria,15,0,1270,1600,20968,0,0,0,1.0,0,0,0,0,15750.0,0.0
CarmenLH_2010,Mañana es el último día…#EXPOSICIONES  📷 #ALCALADEHENARES #CULTURA #MarilynMonroe  👇👇👇,Santoña,Cantabria,19,0,1270,1600,20968,0,0,1,0.25,0,0,0,1,15750.0,0.540929
CarmenLH_2010,"En #Agolada , en  Pontevedra, el día 12 de cada mes se celebra una feria en la que puedes degustar  el pulpo a “la feria” . Con  #Albariño  #LagardeCervera 
A los de  #Berredo nos encanta ¿ verdad?  
@jlrios04  @GastronomadeGa2 https://t.co/Z0RQ3zxVQF",Santoña,Cantabria,14,0,1270,1600,20968,0,1,2,0.0,0,0,0,3,15750.0,0.7591859999999999
CarmenLH_2010,"#Felizdomingo 🤎👜
#Medinaceli en Medinaceli, Castilla y León, Spain https://t.co/DEBUuIogEq",Santoña,Cantabria,9,0,1270,1600,20968,0,0,0,1.0,0,0,0,0,15750.0,0.0
CarmenLH_2010,"Sala Histórica 
de la Guardia Real 🇪🇸

Museo de coches históricos 

#Diasbonitos  #todounprivilegio #GuardiaReal @cristinaramal_  @pilarlopezhernandez1922 en Sala Histórica De La Guardia Real https://t.co/2xE7xFD5F6",Santoña,Cantabria,18,0,1270,1600,20968,0,0,0,1.0,0,0,0,0,15750.0,0.0
CarmenLH_2010,"Gracias, AMIGA, 
por una noche de confidencias 
y vinos 🍷🍷 #findesasisi #viernesdechicas 
#Pormuchasmas 🥂 @anaropero74 https://t.co/rGTC9rdwyM",Santoña,Cantabria,7,0,1270,1600,20968,0,0,0,1.0,0,0,0,0,15750.0,0.91124
CarmenLH_2010,"#Mexicraneos 
17 cráneos gigantes repartidos por todo el #ParqueEuropa en #TorrejonddArdoz  una bancatrina y dos cabezones colgantes, creados por artistas reconocidos y emergentes, inspirándose en una de las fiestas con más tradición de la cultura mexicana; el Día de los Muertos. https://t.co/F1wMhaKG4b",Santoña,Cantabria,18,0,1270,1600,20968,0,0,0,0.0,0,0,0,0,15750.0,0.277607
CarmenLH_2010,"La muestra “Marilyn Monroe: 50 sesiones por Milton H. Greene”presenta una selección de imágenes icónicas de la actriz americana pertenecientes  a 50 sesiones fotográficas realizadas por el legendario fotógrafo de moda y cine, el neoyorkino Milton H. Greene.
Hasta el 25 de nov. https://t.co/IlScCq7ldZ",Santoña,Cantabria,13,0,1270,1600,20968,0,0,1,0.0,0,0,0,1,15750.0,0.277607
CarmenLH_2010,"DEL 5 AL 25 DE NOVIEMBRE DE 2021
MARILYN MONROE. 50 SESIONES FOTOGRÁFICAS POR MILTON H. GREENE
En Sala de Exposiciones Hospital Santa María la Rica en #AlcaladeHenares https://t.co/XU9UvC813H",Santoña,Cantabria,22,0,1270,1600,20968,0,0,0,0.0,0,0,0,0,15750.0,0.0
CarmenLH_2010,"2022 va a sacar 
lo mejor de ti.
#Workday 👩🏽‍💻 https://t.co/t8vCfpqZuq",Santoña,Cantabria,15,0,1270,1600,20968,0,0,1,1.0,0,0,0,1,15750.0,0.0
israelpintor,"Aunque mi cabeza está en otro sitio ahora mismo, veo esto en las tendencias y pienso que algo bueno está pasando en el mundo. https://t.co/q7oho6T5Zw",Sevilla,Sevilla,11,0,1040,865,8390,2,0,2,0.0,0,0,0,4,17850.0,-0.253696
israelpintor,➕Más es más ✒️ Consigue una clase extra durante el Black Frida 2021 https://t.co/YSZg6QtArM,Sevilla,Sevilla,16,0,1040,865,8390,0,0,2,0.5,0,0,0,2,17850.0,0.655792
israelpintor,"La distancia me asfixia, pero no tanto como a ti el puto virus. Cierro los ojos y pienso en ti. Los abro y pienso en ti. Me ducho y pienso en ti. Rezo. Rezo. Rezo y espero un milagro.
https://t.co/Mm6hj2SIq6 https://t.co/2WAWJRVYNQ",Sevilla,Sevilla,1,0,1040,865,8390,8,0,1,0.0,0,0,0,9,17850.0,0.285126
israelpintor,La censura del siglo XXI: secuestro de la diversidad LGBTIQ+ https://t.co/N4Q7bRosI4,Sevilla,Sevilla,21,0,1040,865,8390,0,0,0,0.0,0,0,0,0,17850.0,0.0
israelpintor,¡Qué estupidez! https://t.co/Mm6hj2SIq6,Sevilla,Sevilla,16,0,1040,865,8390,0,0,0,0.0,0,0,0,0,17850.0,-0.99401
israelpintor,🧱 Cómo ACABAR con el BLOQUEO CREATIVO https://t.co/6hQNYfmf3q,Sevilla,Sevilla,18,0,1040,865,8390,0,0,0,0.0,0,0,0,0,17850.0,0.0
israelpintor,Una banana salió de casa con ganas de Rock&amp;Roll. https://t.co/JP6zRsDL8g,Sevilla,Sevilla,14,0,1040,865,8390,0,0,1,0.0,0,0,1,0,17850.0,0.7689
israelpintor,❌ Cómo NO ESCRIBIR ❌ https://t.co/ldGez0pA09,Sevilla,Sevilla,16,0,1040,865,8390,0,0,0,0.0,0,0,0,0,17850.0,0.0
israelpintor,"Si te apuntas a cualquier de mis cursos de 12 sesiones antes del 30 de noviembre 2021 conseguirás una clase extra, totalmente gratis.

https://t.co/YSZg6QtArM https://t.co/r1vTnvWVpE",Sevilla,Sevilla,17,0,1040,865,8390,0,1,0,0.0,0,0,0,1,17850.0,0.85595
israelpintor,"No es justo, es la realidad https://t.co/iY0Kuvm9Uw",Sevilla,Sevilla,13,0,1040,865,8390,0,0,2,0.0,0,0,0,2,17850.0,-0.752188
sucubosygatos,"Me saca de onda que digan ""putería"", cuando lo hacen gratis, y hasta pagan la mitad de la cuenta 🤔. Ya ni hablamos si hay enculamiento...",Vila de Cruces,Pontevedra,4,0,3376,709,10630,1,0,5,1.0,0,0,0,6,13650.0,-0.397594
sucubosygatos,"Ridículos, hace mil años que nadie se hace exámenes prematrimoniales, ya ni existe como requisito, debería retomarse... para el Tinder 😂",Vila de Cruces,Pontevedra,18,0,3376,709,10630,0,0,4,1.0,1,0,0,3,13650.0,-0.51839
sucubosygatos,"'Cristina dice que es normal'
Mi nueva frase
3021",Vila de Cruces,Pontevedra,5,0,3376,709,10630,0,0,2,0.0,0,0,0,2,13650.0,0.0
sucubosygatos,"""El verdadero dolor es indecible. Si puedes hablar de lo te acongoja estás de suerte: eso significa que no es tan importante. Porque cuando el dolor cae sobre ti sin paliativos, lo primero que te arranca es la #Palabra""
La ridícula idea de no volver a verte
Rosa Montero",Vila de Cruces,Pontevedra,2,0,3376,709,10630,0,2,7,0.0,0,0,0,9,13650.0,-0.734445
sucubosygatos,"Tenemos la vara re bajita, amikas jejeje",Vila de Cruces,Pontevedra,15,0,3376,709,10630,1,0,0,0.0,0,0,0,1,13650.0,0.8629600000000001
sucubosygatos,"No sé si sepan, pero como protocolo de salud, se le pide a todas las mujeres embarazadas hacerse la prueba de VIH, ya qué han aumentado los casos de bebés que nacen con VIH congénito. Si conocen a una mujer embarazada o en planes de embarazo, compartan la info 🌞😻🎇",Vila de Cruces,Pontevedra,19,0,3376,709,10630,1,0,6,1.0,0,0,0,7,13650.0,0.636651
sucubosygatos,Exactly!! El placer nunca es culposo,Vila de Cruces,Pontevedra,19,0,3376,709,10630,0,0,1,0.0,0,0,0,1,13650.0,0.251925
sucubosygatos,Zapallo cocido y pulque de mamey con nuez https://t.co/r9BZlRdt1R,Vila de Cruces,Pontevedra,1,0,3376,709,10630,0,0,0,0.0,0,0,0,0,13650.0,0.0
sucubosygatos,Burocracia del amor,Vila de Cruces,Pontevedra,16,0,3376,709,10630,0,0,0,0.0,0,0,0,0,13650.0,0.0
sucubosygatos,Me quedé pensando en las mujeres también que salen de la periferia a la cd para trabajar y salen a las 5/6 am y ahora les toca un poco menos oscuro,Vila de Cruces,Pontevedra,16,0,3376,709,10630,1,0,3,0.0,0,0,1,3,13650.0,0.0
korremillas,"Entrenamiento de runners (01/01/2022) #kmxela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/KUAe4B6pVW",Sant Llorenç d'Hortons,Barcelona,11,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de rodillo (13/12/2021) #bikexela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/ww9gwQFwnM",Sant Llorenç d'Hortons,Barcelona,17,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de rodillo (13/10/2021) #bikexela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/5IXrGPuaND",Sant Llorenç d'Hortons,Barcelona,19,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de rodillo (29/10/2021) #bikexela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/aFuPKWz0PN",Sant Llorenç d'Hortons,Barcelona,14,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de rodillo (14/10/2021) #bikexela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/qbxPYDbNtO",Sant Llorenç d'Hortons,Barcelona,19,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de rodillo (01/11/2021) @ San Lorenzo De Hortóns, Cataluna, Spain https://t.co/fbm9VYL3Cv",Sant Llorenç d'Hortons,Barcelona,9,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de runners (29/12/2021) #kmxela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/OvoPDQrKfh",Sant Llorenç d'Hortons,Barcelona,14,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de rodillo (11/12/2021) #bikexela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/WkE6qVJgBR",Sant Llorenç d'Hortons,Barcelona,12,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de runners (12/12/2021) #kmxela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/bUYaKYBkr4",Sant Llorenç d'Hortons,Barcelona,16,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
korremillas,"Entrenamiento de runners (07/11/2021) #kmxela en San Lorenzo De Hortóns, Cataluna, Spain https://t.co/K74Y0xCVbK",Sant Llorenç d'Hortons,Barcelona,22,0,56,48,505,0,0,0,0.0,0,0,0,0,20650.0,0.0
gjbarretosuarez,"A pesar de las circunstancias actuales. siempre surgirá la ilusión con motivación. , sin importar las adversidades. Apostando por la constancia y la perseverancia los resultados irán llegando, más vale seguir CAMINANDO a que el miedo te paralice. A por el nuevo año.@activityon https://t.co/biq7DBx3ru",Las Palmas de Gran Canaria,Las Palmas,18,0,600,525,12606,0,0,4,0.0,0,2,0,2,11550.0,0.537879
gjbarretosuarez,"Buenos días a modo de información e incidencia c/ Emilo Arrieta N44 en el parque @AyuntamientoLPA @LimpiezaLPGC  muy peligroso han dejado extintores embotellados puede pasar una desgracia, por favor hagan algo. https://t.co/Xoff0BNd16",Las Palmas de Gran Canaria,Las Palmas,10,0,600,525,12606,0,0,3,0.0,0,0,0,3,11550.0,-0.638185
gjbarretosuarez,Buenos días a modo de información e incidencia c/ Emilo Arrieta N44 en el parque @AyuntamientoLPA @LimpiezaLPGC  gracias. Siguen tirando y almacenando cada vez más. https://t.co/INy5tVNKDC,Las Palmas de Gran Canaria,Las Palmas,10,0,600,525,12606,0,0,1,0.0,0,0,0,1,11550.0,0.631123
gjbarretosuarez,Visión y estrategia  #OVB2021  en @infecar  @22grados  promete ser muy interesante @Ramon_SuarezO @AnfitrionesTur1 @TurismCanarias @iberiaexpress  @activityon @asociacionAO @redacci68624803 #Turismo #empresas https://t.co/Ot8iJ1tvvH,Las Palmas de Gran Canaria,Las Palmas,9,0,600,525,12606,0,0,1,0.0,0,0,0,1,11550.0,0.681869
gjbarretosuarez,Buenos días a modo de información e incidencia c/ Emilo Arrieta N44 en el parque @AyuntamientoLPA @LimpiezaLPGC  gracias. https://t.co/dOcA29Ev4D,Las Palmas de Gran Canaria,Las Palmas,11,0,600,525,12606,0,0,0,0.0,0,0,0,0,11550.0,0.0
gjbarretosuarez,"Hola ! os dejo mi última y duodécima entrega del 2021 de la sección  #EnconomyTur  en  Canarias Empresarial  @redacci68624803 @activityon    @asociacionAO  #GuillermoBarreto #Economia #Turismo  @Ramon_SuarezO
https://t.co/8fS6yqbuVU",Las Palmas de Gran Canaria,Las Palmas,0,0,600,525,12606,1,0,0,0.0,0,0,0,1,11550.0,0.915701
gjbarretosuarez,"Buenos días a modo de información e incidencia c/ Emilo Arrieta N44 en el parque @AyuntamientoLPA @LimpiezaLPGC  gracias. Muy poco civismo en el barrio,  no podemos pagar justo por pecadores. https://t.co/dhaO5AVXAi",Las Palmas de Gran Canaria,Las Palmas,10,0,600,525,12606,1,0,0,0.0,0,0,0,1,11550.0,-0.5370199999999999
gjbarretosuarez,"Regalito del stand de Chile, artesanal , pintado por un grafitero muy conocido del pais.  GRACIAS 
#FITUR2022 #fiturtalent #fiturtalent2022 #AbrazamosElMundo | #SomosTurismo #Canarias #IslasCanarias  #CanariasEmpresarial #EconomyTur #GuillermoBarreto #tourismconsultingservices https://t.co/OR6X47VKP6",Las Palmas de Gran Canaria,Las Palmas,21,0,600,525,12606,0,0,0,0.0,0,0,0,0,11550.0,0.644766
gjbarretosuarez,Feliz domingo de sorpresa ¡ mi hermana @arima.bs  y mi cuñado  @jorge.trh  vuelven a casa por #Navidad maravillosoa y grata sorpresa .😃😍😘 en Las Palmas de Gran Canaria https://t.co/YIpHs2Ryqh,Las Palmas de Gran Canaria,Las Palmas,18,0,600,525,12606,0,0,1,1.0,0,0,0,1,11550.0,0.976573
gjbarretosuarez,"Buenos días 🤗 El futuro es incierto, pero esta incertidumbre está en el corazón mismo de la creatividad humana. – Ilya Prigogine en Las Palmas de Gran Canaria https://t.co/18CqnTNCPV",Las Palmas de Gran Canaria,Las Palmas,10,0,600,525,12606,0,0,2,1.0,0,0,0,2,11550.0,0.606911
juventudjota,"Resultados!! 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas en Madrid, Spain https://t.co/16N8uxs2FD",Madrid,Madrid,12,0,510,800,1280,0,0,0,0.0,0,0,0,0,20650.0,0.353634
juventudjota,"Horarios!! Muy buena suerte a todos!!! 🍀
. 
#somosjota #juventudmadrid #futbol #madrid #futbolbase #football #soccer #deporte #vallecas #horarios #jornada #jornadadeliga #finde #findesemana #partidos #escuela https://t.co/YHzI7KxLsJ",Madrid,Madrid,19,0,510,800,1280,0,0,0,1.0,0,0,0,0,20650.0,0.8423930000000001
juventudjota,"Cree en ti mismo y serás imparable. 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas en Madrid, Spain https://t.co/aNKYMd5hWf",Madrid,Madrid,12,0,510,800,1280,0,0,2,0.0,0,1,0,1,20650.0,0.829092
juventudjota,"Aquí tenéis todos los partidos de la jornada!! Mucha suerte a todos!! 
#somosjota #juventudmadrid #futbol #madrid #jornada #futbolbase #football #soccer #deporte #horarios #vallecas #jornadadeliga #findesemana https://t.co/eJL8cZcNS5",Madrid,Madrid,18,0,510,800,1280,1,0,0,0.0,0,0,1,0,20650.0,0.763035
juventudjota,"Resultados!!! 💪🏻💪🏻
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas en Madrid, Spain https://t.co/QkaSvtu2BA",Madrid,Madrid,12,0,510,800,1280,0,0,0,1.0,0,0,0,0,20650.0,0.947325
juventudjota,"Conquista tus miedos. 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas en Madrid, Spain https://t.co/nPzdhJiyYX",Madrid,Madrid,19,0,510,800,1280,0,0,0,0.0,0,0,0,0,20650.0,0.326973
juventudjota,"Si nunca lo intentas, nunca lo conseguirás. 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas en Madrid, Spain https://t.co/VZTPGGpGBo",Madrid,Madrid,20,0,510,800,1280,0,1,1,0.0,0,0,0,2,20650.0,-0.5666979999999999
juventudjota,"Puedes si creés que puedes. 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas #niñosfutbolistas #niñosdeportistas #escuela #escueladefutbol https://t.co/JlRGbcNRBB",Madrid,Madrid,17,0,510,800,1280,0,2,1,0.0,0,0,0,3,20650.0,0.0
juventudjota,"No hay progreso sin esfuerzo. 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas #entrevias #jugador #escuela #escueladefutbol https://t.co/JxtuTcjlQT",Madrid,Madrid,18,0,510,800,1280,0,0,1,0.0,0,0,0,1,20650.0,-0.40738
juventudjota,"Una vez que algo es una pasión, hay motivación. 
#somosjota #juventudmadrid #futbol #madrid #sportphotografy #futbolbase #football #soccer #deporte #fotografiadeportiva #vallecas en Madrid, Spain https://t.co/FpmYpd422z",Madrid,Madrid,19,0,510,800,1280,0,0,2,0.0,0,0,0,2,20650.0,0.8368709999999999
diegoarce_,Su partido dejó sin luz a la Cañada Real en octubre de 2020.,Torremolinos,Málaga,14,0,832,900,13715,0,0,1,0.0,0,0,1,0,12250.0,0.0
diegoarce_,El cerebro no le da para más.,Torremolinos,Málaga,13,0,832,900,13715,0,0,1,0.0,0,0,0,1,12250.0,0.0
diegoarce_,Ole su coño 👏🏼,Torremolinos,Málaga,13,0,832,900,13715,0,0,0,1.0,0,0,0,0,12250.0,0.965002
diegoarce_,"En su caso, neuronas tampoco. https://t.co/GEG1C3KcxO",Torremolinos,Málaga,11,0,832,900,13715,0,0,0,0.0,0,0,0,0,12250.0,-0.527568
diegoarce_,Los derechos no se negocian. Ni un paso atrás! https://t.co/M503I9CIqO,Torremolinos,Málaga,19,0,832,900,13715,0,0,1,0.0,0,0,0,1,12250.0,0.0
diegoarce_,"Pegar a ancianos = ponderación necesaria. 

Iros a la mierda, PSOE.",Torremolinos,Málaga,7,0,832,900,13715,0,0,0,0.0,0,0,0,0,12250.0,-0.706892
