year,month,day,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,contaminante,fecha,day-of-week
2019,10,14,9.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,13.0,10.0,8.0,9.0,8.0,SO2,2019-10-14,Monday
2020,2,14,10.0,10.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,9.0,8.0,8.0,8.0,7.0,8.0,10.0,11.0,12.0,14.0,13.0,SO2,2020-02-14,Friday
2019,9,14,9.0,9.0,9.0,9.0,9.0,12.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,SO2,2019-09-14,Saturday
2021,2,14,11.0,9.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,7.0,8.0,8.0,8.0,9.0,9.0,11.0,13.0,11.0,10.0,SO2,2021-02-14,Sunday
2021,5,14,11.0,12.0,11.0,12.0,11.0,12.0,11.0,12.0,12.0,11.0,12.0,11.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0,6.0,7.0,9.0,10.0,10.0,SO2,2021-05-14,Friday
2018,8,14,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,SO2,2018-08-14,Tuesday
2019,8,14,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,12.0,10.0,8.0,6.0,6.0,,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,SO2,2019-08-14,Wednesday
2021,6,14,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,SO2,2021-06-14,Monday
2017,2,14,3.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,8.0,13.0,11.0,8.0,8.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,8.0,7.0,7.0,SO2,2017-02-14,Tuesday
2021,7,14,8.0,8.0,8.0,8.0,9.0,9.0,9.0,11.0,11.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,SO2,2021-07-14,Wednesday
2017,6,14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,SO2,2017-06-14,Wednesday
2017,7,14,6.0,7.0,7.0,5.0,5.0,5.0,7.0,8.0,5.0,5.0,6.0,5.0,,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SO2,2017-07-14,Friday
2017,10,14,6.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,12.0,7.0,7.0,SO2,2017-10-14,Saturday
2017,12,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,SO2,2017-12-14,Thursday
2018,1,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,SO2,2018-01-14,Sunday
2019,7,14,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,SO2,2019-07-14,Sunday
2018,5,14,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,SO2,2018-05-14,Monday
2019,6,14,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,SO2,2019-06-14,Friday
2018,2,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-02-14,Wednesday
2018,3,14,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,SO2,2018-03-14,Wednesday
2018,6,14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,SO2,2018-06-14,Thursday
2018,4,14,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-04-14,Saturday
2017,5,15,0.6,0.7,0.6,0.6,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.7,0.8,CO,2017-05-15,Monday
2017,8,15,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.4,CO,2017-08-15,Tuesday
2018,3,15,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,CO,2018-03-15,Thursday
2017,6,15,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.6,2.0,1.2,1.0,0.7,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.3,0.3,CO,2017-06-15,Thursday
2017,9,15,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,CO,2017-09-15,Friday
2017,10,15,1.0,0.8,0.7,0.7,0.6,0.5,0.5,0.5,0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.5,0.6,0.4,0.4,0.4,CO,2017-10-15,Sunday
2019,9,15,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,CO,2019-09-15,Sunday
2017,1,15,0.8,0.7,0.6,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.8,0.9,1.0,0.8,CO,2017-01-15,Sunday
2017,3,15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.4,0.3,0.3,0.3,CO,2017-03-15,Wednesday
2017,4,15,0.5,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.3,CO,2017-04-15,Saturday
2019,11,15,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,CO,2019-11-15,Friday
2019,12,15,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.7,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,CO,2019-12-15,Sunday
2019,3,15,0.5,0.5,0.4,0.4,0.4,0.4,0.6,0.9,1.0,1.0,0.9,0.7,0.6,0.5,0.5,0.4,0.3,0.3,0.4,0.6,1.6,2.0,1.3,0.8,CO,2019-03-15,Friday
2020,12,15,,,,,,,,,,,,,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.7,0.5,0.4,0.6,CO,2020-12-15,Tuesday
2021,2,15,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.3,0.3,CO,2021-02-15,Monday
2018,4,15,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,CO,2018-04-15,Sunday
2018,5,15,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,CO,2018-05-15,Tuesday
2019,10,15,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.3,CO,2019-10-15,Tuesday
2021,5,15,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,CO,2021-05-15,Saturday
2021,10,15,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.6,0.7,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,CO,2021-10-15,Friday
2018,9,15,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,CO,2018-09-15,Saturday
2018,10,15,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.3,CO,2018-10-15,Monday
2019,6,15,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,CO,2019-06-15,Saturday
2021,4,15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.3,0.6,0.6,1.1,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,CO,2021-04-15,Thursday
2017,7,15,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.3,CO,2017-07-15,Saturday
2020,11,15,0.5,0.5,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,CO,2020-11-15,Sunday
2018,8,15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,CO,2018-08-15,Wednesday
2019,8,15,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,CO,2019-08-15,Thursday
2020,10,15,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.7,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,CO,2020-10-15,Thursday
2021,9,15,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,CO,2021-09-15,Wednesday
2018,7,15,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,CO,2018-07-15,Sunday
2021,6,15,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,CO,2021-06-15,Tuesday
2021,7,15,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,CO,2021-07-15,Thursday
2019,5,15,0.5,0.6,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.6,0.5,CO,2019-05-15,Wednesday
2018,12,15,0.7,0.8,0.6,0.6,0.6,0.5,0.5,0.7,1.0,1.1,0.8,0.4,0.4,0.5,0.7,0.4,0.5,0.4,0.4,0.3,0.3,0.4,0.4,0.4,CO,2018-12-15,Saturday
2018,1,15,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.6,0.8,0.9,1.0,0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.4,0.4,CO,2018-01-15,Monday
2020,1,15,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.4,1.4,0.8,0.4,0.8,0.4,0.4,0.5,0.3,0.2,0.4,0.5,0.5,0.7,0.7,0.5,0.6,CO,2020-01-15,Wednesday
2021,3,15,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.6,1.2,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.2,CO,2021-03-15,Monday
2020,2,15,0.5,0.3,0.3,0.2,0.3,0.3,0.3,0.4,0.9,0.4,0.3,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.5,0.5,CO,2020-02-15,Saturday
2020,9,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,CO,2020-09-15,Tuesday
2020,6,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-06-15,Monday
2020,7,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-07-15,Wednesday
2020,8,15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-08-15,Saturday
2017,2,15,0.5,0.4,0.4,0.4,0.3,0.3,0.6,0.9,1.2,0.6,0.4,0.3,0.4,0.4,0.4,0.3,0.4,0.5,0.6,0.9,0.7,0.6,0.5,0.4,CO,2017-02-15,Wednesday
2017,11,15,0.8,0.7,0.5,0.5,0.4,0.4,0.5,0.7,1.0,1.1,1.1,0.9,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.9,1.4,1.6,1.1,0.9,CO,2017-11-15,Wednesday
2017,12,15,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.5,0.5,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.9,CO,2017-12-15,Friday
2018,2,15,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.8,0.8,0.8,0.6,CO,2018-02-15,Thursday
2018,11,15,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.5,0.4,0.5,0.8,1.0,1.0,0.6,0.5,0.5,CO,2018-11-15,Thursday
2019,1,15,1.1,1.0,1.0,0.7,0.5,0.4,0.5,0.8,1.8,1.8,,1.3,0.9,0.8,0.7,0.5,0.5,0.5,0.9,1.4,2.5,2.0,1.4,0.9,CO,2019-01-15,Tuesday
2019,2,15,0.7,0.6,0.5,0.4,0.4,0.5,0.5,0.8,0.9,1.1,1.6,0.9,0.6,0.5,0.6,0.6,0.5,0.6,0.9,1.1,1.9,1.6,1.1,0.9,CO,2019-02-15,Friday
2021,1,15,0.8,0.8,0.7,0.7,0.6,0.6,0.6,1.2,1.3,1.5,1.4,1.0,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,1.8,1.4,0.8,0.8,CO,2021-01-15,Friday
2021,1,15,99.0,84.0,75.0,72.0,67.0,63.0,59.0,62.0,66.0,76.0,85.0,76.0,74.0,87.0,98.0,115.0,129.0,127.0,120.0,109.0,116.0,110.0,105.0,90.0,NO2,2021-01-15,Friday
2021,2,15,12.0,16.0,20.0,21.0,21.0,18.0,24.0,52.0,75.0,58.0,39.0,39.0,31.0,29.0,19.0,31.0,43.0,55.0,69.0,68.0,55.0,49.0,41.0,19.0,NO2,2021-02-15,Monday
2021,3,15,10.0,8.0,12.0,19.0,16.0,15.0,20.0,,,,38.0,49.0,48.0,33.0,24.0,29.0,29.0,49.0,59.0,38.0,30.0,28.0,22.0,11.0,NO2,2021-03-15,Monday
2021,4,15,11.0,10.0,9.0,9.0,8.0,9.0,12.0,26.0,50.0,59.0,46.0,,,,20.0,42.0,42.0,44.0,37.0,20.0,22.0,23.0,18.0,15.0,NO2,2021-04-15,Thursday
2021,5,15,18.0,30.0,22.0,16.0,18.0,20.0,21.0,17.0,18.0,10.0,8.0,8.0,7.0,7.0,7.0,6.0,3.0,5.0,6.0,7.0,9.0,15.0,13.0,22.0,NO2,2021-05-15,Saturday
2021,6,15,9.0,7.0,6.0,6.0,6.0,12.0,,,,46.0,36.0,46.0,37.0,28.0,16.0,28.0,25.0,24.0,20.0,12.0,11.0,13.0,11.0,10.0,NO2,2021-06-15,Tuesday
2021,7,15,11.0,10.0,7.0,5.0,5.0,6.0,11.0,22.0,31.0,34.0,22.0,24.0,23.0,22.0,14.0,25.0,25.0,32.0,20.0,14.0,22.0,29.0,62.0,78.0,NO2,2021-07-15,Thursday
2021,9,15,,,18.0,10.0,10.0,,,,,,,32.0,33.0,31.0,18.0,27.0,22.0,21.0,19.0,18.0,24.0,26.0,21.0,25.0,NO2,2021-09-15,Wednesday
2019,7,15,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,CO,2019-07-15,Monday
2020,1,15,62.0,57.0,54.0,51.0,49.0,59.0,64.0,74.0,120.0,101.0,78.0,100.0,84.0,92.0,89.0,84.0,75.0,102.0,92.0,95.0,98.0,88.0,78.0,81.0,NO2,2020-01-15,Wednesday
2020,2,15,43.0,30.0,25.0,23.0,21.0,19.0,19.0,19.0,22.0,22.0,29.0,41.0,48.0,40.0,30.0,20.0,11.0,19.0,37.0,50.0,61.0,67.0,63.0,55.0,NO2,2020-02-15,Saturday
2020,6,15,8.0,9.0,7.0,6.0,12.0,6.0,15.0,45.0,27.0,28.0,27.0,24.0,18.0,18.0,8.0,19.0,11.0,,21.0,9.0,8.0,11.0,10.0,9.0,NO2,2020-06-15,Monday
2020,7,15,10.0,10.0,9.0,7.0,5.0,4.0,7.0,29.0,70.0,46.0,38.0,48.0,42.0,37.0,16.0,31.0,28.0,21.0,34.0,21.0,17.0,26.0,18.0,16.0,NO2,2020-07-15,Wednesday
2020,8,15,10.0,10.0,12.0,15.0,13.0,14.0,14.0,13.0,19.0,18.0,11.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,9.0,8.0,NO2,2020-08-15,Saturday
2020,9,15,15.0,15.0,16.0,15.0,11.0,16.0,20.0,43.0,50.0,56.0,43.0,38.0,42.0,34.0,24.0,29.0,27.0,18.0,22.0,18.0,25.0,45.0,74.0,76.0,NO2,2020-09-15,Tuesday
2020,10,15,22.0,9.0,29.0,25.0,35.0,34.0,33.0,50.0,69.0,83.0,89.0,78.0,59.0,38.0,14.0,24.0,24.0,37.0,47.0,24.0,24.0,21.0,19.0,17.0,NO2,2020-10-15,Thursday
2020,11,15,41.0,40.0,32.0,23.0,23.0,11.0,10.0,13.0,16.0,20.0,25.0,19.0,22.0,18.0,18.0,13.0,10.0,18.0,29.0,34.0,30.0,31.0,29.0,33.0,NO2,2020-11-15,Sunday
2020,12,15,,,,,,,,,,,,,27.0,33.0,21.0,27.0,32.0,63.0,52.0,64.0,72.0,63.0,58.0,63.0,NO2,2020-12-15,Tuesday
2019,1,15,83.0,78.0,66.0,51.0,42.0,40.0,49.0,80.0,125.0,122.0,,113.0,101.0,94.0,85.0,77.0,69.0,81.0,117.0,142.0,156.0,136.0,107.0,84.0,NO2,2019-01-15,Tuesday
2019,2,15,70.0,60.0,51.0,44.0,42.0,40.0,45.0,60.0,69.0,82.0,93.0,99.0,83.0,60.0,67.0,71.0,79.0,95.0,116.0,131.0,147.0,135.0,99.0,92.0,NO2,2019-02-15,Friday
2019,3,15,71.0,64.0,56.0,49.0,44.0,43.0,49.0,66.0,78.0,79.0,98.0,87.0,77.0,76.0,69.0,43.0,33.0,39.0,52.0,98.0,150.0,151.0,118.0,90.0,NO2,2019-03-15,Friday
2019,4,15,31.0,27.0,40.0,51.0,40.0,31.0,36.0,62.0,65.0,75.0,73.0,66.0,44.0,30.0,17.0,14.0,17.0,16.0,18.0,16.0,24.0,34.0,21.0,14.0,NO2,2019-04-15,Monday
2019,5,15,84.0,107.0,78.0,82.0,83.0,65.0,60.0,65.0,65.0,83.0,72.0,67.0,71.0,42.0,35.0,28.0,29.0,49.0,45.0,69.0,47.0,51.0,76.0,57.0,NO2,2019-05-15,Wednesday
2019,6,15,11.0,9.0,10.0,9.0,7.0,10.0,21.0,26.0,25.0,30.0,26.0,20.0,21.0,21.0,20.0,12.0,11.0,12.0,19.0,15.0,28.0,44.0,55.0,76.0,NO2,2019-06-15,Saturday
2019,7,15,22.0,25.0,16.0,11.0,10.0,9.0,13.0,26.0,38.0,56.0,54.0,55.0,40.0,38.0,33.0,26.0,34.0,42.0,45.0,47.0,49.0,50.0,38.0,22.0,NO2,2019-07-15,Monday
2019,8,15,94.0,88.0,61.0,54.0,48.0,39.0,49.0,52.0,55.0,63.0,38.0,28.0,22.0,15.0,15.0,11.0,13.0,11.0,17.0,21.0,51.0,92.0,60.0,52.0,NO2,2019-08-15,Thursday
2019,9,15,27.0,26.0,25.0,21.0,20.0,20.0,25.0,25.0,17.0,20.0,26.0,25.0,27.0,29.0,24.0,21.0,17.0,17.0,29.0,27.0,36.0,41.0,32.0,33.0,NO2,2019-09-15,Sunday
2019,10,15,10.0,7.0,7.0,6.0,6.0,6.0,13.0,34.0,53.0,52.0,32.0,22.0,20.0,17.0,13.0,14.0,14.0,19.0,20.0,39.0,51.0,44.0,32.0,30.0,NO2,2019-10-15,Tuesday
2019,11,15,10.0,8.0,6.0,5.0,4.0,6.0,11.0,29.0,39.0,30.0,26.0,22.0,25.0,26.0,23.0,21.0,25.0,29.0,40.0,51.0,31.0,25.0,24.0,15.0,NO2,2019-11-15,Friday
2019,12,15,30.0,33.0,45.0,21.0,21.0,26.0,26.0,33.0,35.0,35.0,24.0,24.0,25.0,21.0,26.0,21.0,26.0,36.0,52.0,62.0,57.0,58.0,56.0,40.0,NO2,2019-12-15,Sunday
2018,1,15,35.0,25.0,17.0,15.0,14.0,14.0,19.0,35.0,55.0,60.0,86.0,81.0,78.0,79.0,49.0,34.0,40.0,51.0,67.0,70.0,60.0,61.0,53.0,53.0,NO2,2018-01-15,Monday
2018,2,15,27.0,22.0,14.0,11.0,13.0,23.0,35.0,39.0,51.0,48.0,46.0,50.0,56.0,56.0,50.0,43.0,46.0,59.0,58.0,62.0,79.0,81.0,78.0,63.0,NO2,2018-02-15,Thursday
2018,3,15,10.0,7.0,3.0,3.0,1.0,2.0,13.0,35.0,45.0,48.0,44.0,38.0,34.0,21.0,20.0,18.0,20.0,22.0,21.0,35.0,40.0,34.0,19.0,15.0,NO2,2018-03-15,Thursday
2018,4,15,39.0,39.0,49.0,37.0,25.0,15.0,10.0,12.0,19.0,16.0,10.0,11.0,14.0,16.0,16.0,13.0,12.0,11.0,10.0,17.0,20.0,25.0,27.0,23.0,NO2,2018-04-15,Sunday
2018,5,15,25.0,24.0,14.0,13.0,11.0,10.0,13.0,19.0,35.0,37.0,24.0,24.0,24.0,26.0,24.0,17.0,15.0,17.0,20.0,34.0,37.0,39.0,34.0,21.0,NO2,2018-05-15,Tuesday
2018,6,15,82.0,86.0,40.0,61.0,53.0,48.0,45.0,49.0,60.0,85.0,70.0,49.0,43.0,37.0,42.0,39.0,34.0,45.0,41.0,46.0,60.0,57.0,36.0,23.0,NO2,2018-06-15,Friday
2018,7,15,41.0,35.0,30.0,26.0,27.0,47.0,18.0,23.0,30.0,19.0,13.0,12.0,12.0,15.0,11.0,12.0,11.0,13.0,11.0,14.0,18.0,16.0,19.0,20.0,NO2,2018-07-15,Sunday
2018,8,15,16.0,12.0,9.0,7.0,7.0,7.0,8.0,10.0,11.0,12.0,14.0,16.0,18.0,16.0,18.0,13.0,13.0,9.0,14.0,22.0,33.0,46.0,60.0,98.0,NO2,2018-08-15,Wednesday
2018,9,15,82.0,75.0,49.0,33.0,29.0,19.0,27.0,40.0,41.0,40.0,37.0,34.0,27.0,33.0,24.0,21.0,23.0,31.0,32.0,80.0,109.0,44.0,27.0,28.0,NO2,2018-09-15,Saturday
2018,10,15,16.0,13.0,13.0,11.0,10.0,13.0,28.0,68.0,64.0,65.0,52.0,33.0,31.0,24.0,23.0,33.0,29.0,37.0,48.0,61.0,65.0,69.0,61.0,47.0,NO2,2018-10-15,Monday
2018,11,15,25.0,29.0,22.0,16.0,19.0,22.0,30.0,55.0,67.0,69.0,56.0,50.0,52.0,43.0,42.0,45.0,53.0,70.0,88.0,93.0,93.0,78.0,52.0,51.0,NO2,2018-11-15,Thursday
2018,12,15,70.0,68.0,63.0,55.0,50.0,43.0,46.0,47.0,50.0,55.0,63.0,,,,57.0,49.0,60.0,41.0,41.0,36.0,39.0,49.0,40.0,34.0,NO2,2018-12-15,Saturday
2017,1,15,98.0,87.0,73.0,53.0,63.0,42.0,23.0,21.0,22.0,38.0,27.0,20.0,28.0,32.0,31.0,29.0,31.0,46.0,64.0,81.0,103.0,106.0,106.0,91.0,NO2,2017-01-15,Sunday
2017,2,15,60.0,44.0,42.0,32.0,26.0,26.0,42.0,73.0,97.0,75.0,60.0,52.0,57.0,52.0,44.0,42.0,47.0,65.0,87.0,95.0,92.0,81.0,75.0,65.0,NO2,2017-02-15,Wednesday
2017,3,15,21.0,16.0,13.0,13.0,16.0,37.0,32.0,40.0,56.0,46.0,38.0,40.0,41.0,41.0,41.0,38.0,31.0,57.0,74.0,85.0,73.0,49.0,39.0,33.0,NO2,2017-03-15,Wednesday
