PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,ANO,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24,source_file
28,79,56,10,28079056_10_47,2021,8,13,43.0,V,33.0,V,36.0,V,12.0,V,39.0,V,27.0,V,34.0,V,43.0,V,45.0,V,38.0,V,33.0,V,41.0,V,52.0,V,26.0,V,36.0,V,53.0,V,58.0,V,58.0,V,53.0,V,46.0,V,55.0,V,43.0,V,73.0,V,67.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,14,66.0,V,71.0,V,70.0,V,69.0,V,51.0,V,37.0,V,57.0,V,66.0,V,63.0,V,60.0,V,52.0,V,60.0,V,72.0,V,63.0,V,55.0,V,40.0,V,35.0,V,46.0,V,43.0,V,39.0,V,59.0,V,57.0,V,44.0,V,48.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,15,51.0,V,50.0,V,56.0,V,28.0,V,35.0,V,34.0,V,32.0,V,30.0,V,34.0,V,39.0,V,35.0,V,31.0,V,47.0,V,62.0,V,75.0,V,77.0,V,66.0,V,68.0,V,43.0,V,26.0,V,26.0,V,22.0,V,18.0,V,29.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,16,19.0,V,31.0,V,46.0,V,10.0,V,11.0,V,20.0,V,27.0,V,17.0,V,24.0,V,19.0,V,19.0,V,18.0,V,14.0,V,7.0,V,33.0,V,49.0,V,42.0,V,22.0,V,24.0,V,25.0,V,28.0,V,17.0,V,23.0,V,32.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,17,29.0,V,21.0,V,13.0,V,15.0,V,11.0,V,19.0,V,15.0,V,17.0,V,18.0,V,18.0,V,13.0,V,16.0,V,11.0,V,17.0,V,23.0,V,10.0,V,28.0,V,22.0,V,9.0,V,9.0,V,16.0,V,15.0,V,21.0,V,19.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,18,13.0,V,13.0,V,10.0,V,12.0,V,12.0,V,13.0,V,20.0,V,14.0,V,24.0,V,16.0,V,35.0,V,101.0,V,77.0,V,61.0,V,63.0,V,45.0,V,3.0,V,14.0,N,18.0,V,17.0,V,39.0,V,31.0,V,38.0,V,22.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,19,21.0,V,21.0,V,25.0,V,23.0,V,15.0,V,21.0,V,30.0,V,33.0,V,80.0,V,70.0,V,67.0,V,55.0,V,53.0,V,50.0,V,2.0,V,1.0,V,15.0,V,34.0,V,46.0,V,53.0,V,36.0,V,29.0,V,55.0,V,41.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,20,31.0,V,17.0,V,9.0,V,31.0,V,87.0,V,73.0,V,51.0,V,54.0,V,58.0,V,57.0,V,60.0,V,68.0,V,69.0,V,29.0,V,1.0,V,1.0,V,1.0,V,1.0,V,1.0,V,6.0,V,16.0,V,21.0,V,42.0,V,36.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,21,28.0,V,33.0,V,42.0,V,39.0,V,42.0,V,46.0,V,40.0,V,21.0,V,25.0,V,32.0,V,31.0,V,17.0,V,22.0,V,30.0,V,17.0,V,16.0,V,31.0,V,25.0,V,37.0,V,24.0,V,28.0,V,51.0,V,49.0,V,47.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,22,27.0,V,22.0,V,32.0,V,35.0,V,33.0,V,21.0,V,21.0,V,12.0,V,38.0,V,17.0,V,21.0,V,9.0,V,31.0,V,25.0,V,47.0,V,21.0,V,8.0,V,21.0,V,27.0,V,13.0,V,29.0,V,46.0,V,54.0,V,43.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,23,17.0,V,40.0,V,28.0,V,32.0,V,28.0,V,27.0,V,32.0,V,45.0,V,23.0,V,30.0,V,19.0,V,40.0,V,26.0,V,40.0,V,23.0,V,43.0,V,26.0,V,21.0,N,13.0,V,45.0,V,67.0,V,43.0,V,20.0,V,24.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,24,33.0,V,30.0,V,24.0,V,15.0,V,31.0,V,24.0,V,25.0,V,21.0,V,39.0,V,29.0,V,29.0,V,54.0,V,56.0,V,59.0,V,44.0,V,30.0,V,1.0,V,32.0,V,38.0,V,26.0,V,39.0,V,39.0,V,68.0,V,54.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,25,28.0,V,23.0,V,24.0,V,25.0,V,68.0,V,58.0,V,50.0,V,51.0,V,60.0,V,57.0,V,61.0,V,23.0,N,1.0,N,183.0,N,1126.0,N,894.0,N,1486.0,N,1.0,N,7.0,N,13.0,V,26.0,V,32.0,V,17.0,V,20.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,26,21.0,V,22.0,V,22.0,V,22.0,V,23.0,V,19.0,V,23.0,V,25.0,V,28.0,V,31.0,V,39.0,V,45.0,V,43.0,V,39.0,V,37.0,V,38.0,V,21.0,V,23.0,V,42.0,V,32.0,V,23.0,V,26.0,V,34.0,V,43.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,27,39.0,V,27.0,V,24.0,V,24.0,V,26.0,V,23.0,V,33.0,V,23.0,V,22.0,V,26.0,V,24.0,V,29.0,V,36.0,V,32.0,V,18.0,V,11.0,V,20.0,V,18.0,V,19.0,V,23.0,V,21.0,V,27.0,V,29.0,V,20.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,28,27.0,V,26.0,V,22.0,V,19.0,V,21.0,V,16.0,V,22.0,V,24.0,V,25.0,V,28.0,V,28.0,V,27.0,V,25.0,V,24.0,V,23.0,V,24.0,V,27.0,V,21.0,N,16.0,V,17.0,V,20.0,V,21.0,V,17.0,V,19.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,29,21.0,V,21.0,V,19.0,V,19.0,V,27.0,V,28.0,V,20.0,V,23.0,V,20.0,V,18.0,V,16.0,V,19.0,V,20.0,V,16.0,V,15.0,V,11.0,V,14.0,V,15.0,V,17.0,V,11.0,V,11.0,V,10.0,V,15.0,V,14.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,30,12.0,V,14.0,V,9.0,V,11.0,V,14.0,V,11.0,V,11.0,V,15.0,V,19.0,V,22.0,V,23.0,V,13.0,V,12.0,V,12.0,V,12.0,V,8.0,V,25.0,V,15.0,V,14.0,V,15.0,V,16.0,V,22.0,V,21.0,V,15.0,V,ago_mo21.csv
28,79,56,10,28079056_10_47,2021,8,31,16.0,V,18.0,V,16.0,V,10.0,V,21.0,V,28.0,V,14.0,V,17.0,V,23.0,V,25.0,V,28.0,V,26.0,V,30.0,V,27.0,V,16.0,V,12.0,V,11.0,V,19.0,V,17.0,V,17.0,V,18.0,V,31.0,V,44.0,V,33.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,1,28.0,V,22.0,V,22.0,V,19.0,V,15.0,V,12.0,V,13.0,V,15.0,V,21.0,V,21.0,V,26.0,V,24.0,V,21.0,V,19.0,V,17.0,V,17.0,V,15.0,V,20.0,V,23.0,V,22.0,V,26.0,V,33.0,V,39.0,V,52.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,2,37.0,V,26.0,V,19.0,V,22.0,V,13.0,V,13.0,V,39.0,V,59.0,V,77.0,V,58.0,V,49.0,V,47.0,V,38.0,V,35.0,V,33.0,V,25.0,V,32.0,V,27.0,V,39.0,V,44.0,V,71.0,V,184.0,N,206.0,N,195.0,N,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,3,187.0,N,81.0,V,62.0,V,19.0,V,20.0,V,25.0,V,46.0,V,65.0,V,93.0,V,68.0,V,62.0,V,44.0,V,42.0,N,42.0,V,25.0,V,39.0,V,26.0,V,34.0,N,46.0,V,41.0,V,36.0,V,25.0,V,25.0,V,23.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,4,16.0,V,8.0,V,7.0,V,6.0,V,8.0,V,8.0,V,14.0,V,20.0,V,24.0,V,22.0,V,21.0,V,19.0,V,23.0,V,23.0,V,18.0,V,25.0,V,17.0,V,19.0,V,30.0,V,32.0,V,44.0,V,32.0,V,36.0,V,36.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,5,29.0,N,13.0,V,17.0,V,29.0,V,10.0,V,23.0,V,61.0,V,109.0,V,104.0,V,108.0,V,148.0,V,45.0,V,31.0,V,31.0,V,58.0,V,39.0,V,30.0,V,56.0,V,75.0,V,34.0,V,36.0,V,32.0,V,35.0,V,21.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,6,20.0,V,17.0,V,39.0,V,39.0,V,44.0,V,48.0,V,76.0,V,143.0,V,298.0,N,44.0,V,35.0,V,30.0,V,25.0,V,23.0,V,27.0,V,25.0,V,23.0,V,34.0,V,33.0,V,30.0,V,27.0,V,28.0,V,22.0,V,15.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,7,16.0,V,25.0,V,19.0,V,18.0,V,21.0,V,16.0,V,28.0,V,28.0,V,20.0,V,19.0,V,28.0,V,19.0,V,18.0,V,19.0,V,16.0,V,14.0,V,15.0,V,15.0,V,13.0,V,18.0,V,19.0,V,23.0,V,26.0,V,23.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,8,24.0,V,21.0,V,17.0,V,13.0,V,25.0,V,36.0,V,25.0,V,23.0,V,28.0,V,32.0,V,31.0,V,26.0,V,17.0,V,15.0,V,17.0,V,14.0,V,18.0,V,25.0,N,19.0,V,22.0,V,45.0,V,58.0,V,148.0,V,189.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,9,71.0,V,18.0,V,13.0,V,17.0,V,15.0,V,16.0,V,26.0,V,44.0,V,51.0,V,44.0,V,39.0,V,37.0,V,27.0,V,29.0,V,23.0,V,29.0,V,18.0,V,33.0,V,39.0,V,30.0,V,49.0,V,243.0,V,217.0,V,62.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,10,46.0,V,28.0,V,22.0,V,19.0,V,20.0,V,22.0,V,37.0,V,87.0,N,63.0,V,65.0,V,49.0,V,51.0,V,43.0,V,35.0,V,38.0,V,30.0,V,37.0,V,41.0,V,47.0,V,66.0,V,81.0,V,159.0,V,342.0,N,222.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,11,185.0,V,95.0,V,94.0,V,30.0,V,32.0,V,39.0,V,99.0,V,221.0,N,164.0,N,130.0,V,76.0,V,75.0,V,58.0,V,52.0,V,36.0,V,37.0,V,36.0,V,43.0,V,68.0,V,48.0,V,52.0,V,50.0,V,48.0,V,29.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,12,29.0,V,46.0,V,33.0,V,23.0,V,23.0,V,18.0,V,46.0,V,93.0,V,86.0,V,72.0,V,48.0,V,37.0,V,37.0,V,40.0,V,40.0,V,37.0,V,52.0,V,76.0,V,73.0,V,51.0,V,52.0,V,210.0,N,187.0,V,150.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,13,126.0,V,88.0,V,76.0,V,73.0,V,37.0,V,36.0,V,47.0,V,97.0,V,111.0,V,119.0,V,80.0,V,86.0,V,88.0,V,74.0,V,49.0,V,50.0,V,42.0,V,35.0,V,45.0,V,49.0,V,88.0,V,247.0,V,194.0,V,118.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,14,190.0,V,169.0,V,175.0,V,112.0,V,51.0,V,70.0,V,72.0,V,159.0,V,84.0,V,107.0,V,81.0,V,54.0,V,59.0,V,40.0,V,49.0,V,39.0,V,31.0,V,28.0,V,51.0,V,37.0,V,92.0,V,97.0,V,126.0,V,166.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,15,120.0,V,143.0,V,92.0,V,48.0,V,36.0,V,36.0,V,51.0,V,51.0,V,51.0,V,52.0,V,43.0,V,38.0,V,40.0,V,26.0,V,22.0,V,17.0,V,15.0,V,13.0,V,20.0,V,28.0,V,47.0,V,55.0,V,129.0,V,137.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,16,155.0,V,179.0,V,165.0,V,40.0,V,32.0,V,54.0,V,74.0,V,73.0,V,79.0,V,96.0,V,57.0,V,50.0,V,51.0,V,45.0,V,41.0,V,40.0,V,46.0,V,60.0,V,65.0,V,73.0,V,87.0,V,62.0,V,44.0,V,26.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,17,17.0,V,16.0,V,11.0,V,13.0,V,13.0,V,20.0,V,24.0,V,46.0,V,57.0,V,49.0,V,47.0,V,53.0,V,39.0,V,39.0,V,40.0,V,33.0,V,30.0,V,30.0,V,47.0,V,55.0,V,69.0,V,46.0,V,54.0,V,33.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,18,22.0,V,19.0,V,15.0,V,15.0,V,17.0,V,16.0,V,37.0,V,62.0,V,64.0,V,64.0,V,58.0,V,47.0,V,40.0,V,29.0,V,32.0,V,24.0,V,26.0,V,19.0,N,39.0,V,44.0,V,234.0,N,356.0,N,55.0,N,34.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,19,53.0,V,24.0,V,18.0,V,23.0,V,20.0,V,25.0,V,46.0,V,91.0,V,72.0,V,62.0,V,49.0,V,70.0,V,50.0,V,37.0,V,39.0,V,27.0,V,32.0,V,102.0,V,129.0,V,47.0,V,71.0,V,148.0,V,112.0,V,127.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,20,75.0,V,50.0,V,24.0,V,25.0,V,23.0,V,21.0,V,31.0,V,56.0,V,63.0,V,54.0,V,43.0,V,47.0,V,37.0,V,33.0,V,27.0,V,28.0,V,28.0,V,30.0,V,37.0,V,42.0,V,60.0,V,127.0,V,88.0,V,96.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,21,133.0,V,109.0,V,126.0,V,92.0,V,88.0,V,90.0,V,42.0,V,68.0,V,88.0,V,103.0,V,62.0,V,40.0,V,45.0,V,44.0,V,24.0,V,25.0,V,21.0,V,20.0,V,29.0,V,30.0,V,90.0,V,285.0,V,271.0,V,168.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,22,206.0,V,117.0,V,154.0,V,74.0,V,43.0,V,38.0,V,31.0,V,49.0,V,49.0,V,49.0,V,46.0,V,41.0,V,33.0,V,26.0,V,30.0,V,16.0,V,20.0,V,18.0,V,30.0,V,32.0,V,91.0,V,223.0,V,241.0,V,203.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,23,91.0,V,87.0,V,32.0,V,17.0,V,16.0,V,20.0,V,47.0,V,75.0,V,83.0,V,87.0,V,69.0,V,61.0,V,48.0,V,43.0,V,41.0,V,40.0,V,56.0,V,41.0,N,58.0,V,79.0,V,83.0,V,87.0,V,59.0,V,51.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,24,34.0,V,29.0,V,24.0,V,18.0,V,15.0,V,21.0,V,40.0,V,78.0,V,74.0,V,62.0,V,53.0,V,44.0,V,44.0,V,41.0,V,50.0,V,40.0,V,32.0,V,32.0,V,25.0,V,49.0,V,45.0,V,151.0,N,39.0,N,29.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,25,29.0,V,21.0,V,14.0,V,16.0,V,13.0,V,22.0,V,33.0,V,59.0,V,60.0,V,60.0,V,55.0,V,46.0,N,34.0,V,33.0,V,35.0,V,31.0,V,36.0,V,36.0,V,38.0,V,42.0,V,78.0,V,50.0,V,46.0,V,54.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,26,67.0,V,57.0,V,48.0,V,36.0,V,37.0,V,52.0,V,55.0,V,105.0,V,115.0,V,88.0,V,76.0,V,67.0,V,45.0,V,40.0,V,46.0,V,31.0,V,28.0,V,83.0,V,70.0,V,68.0,V,53.0,V,81.0,V,225.0,V,238.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,27,75.0,V,45.0,V,43.0,V,51.0,V,46.0,V,50.0,V,52.0,V,71.0,V,76.0,V,96.0,V,77.0,V,74.0,V,75.0,V,40.0,V,47.0,V,54.0,V,27.0,V,36.0,V,73.0,V,65.0,V,166.0,V,151.0,V,44.0,V,55.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,28,67.0,V,39.0,V,20.0,V,31.0,V,33.0,V,31.0,V,89.0,V,106.0,V,63.0,V,72.0,V,63.0,V,42.0,V,22.0,V,27.0,V,29.0,V,27.0,V,20.0,V,21.0,N,21.0,V,33.0,V,36.0,V,36.0,V,46.0,V,27.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,29,29.0,V,22.0,V,17.0,V,36.0,V,44.0,V,42.0,V,43.0,V,36.0,V,42.0,V,39.0,V,27.0,V,30.0,V,30.0,V,28.0,V,19.0,V,14.0,V,14.0,V,16.0,V,27.0,V,36.0,V,32.0,V,33.0,V,26.0,V,21.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,30,18.0,V,12.0,V,11.0,V,16.0,V,20.0,V,36.0,V,45.0,V,84.0,V,137.0,V,66.0,V,37.0,V,23.0,V,40.0,V,28.0,V,35.0,V,22.0,V,37.0,V,40.0,V,65.0,V,154.0,V,118.0,V,105.0,N,38.0,V,23.0,V,ago_mo21.csv
28,79,56,12,28079056_12_8,2021,8,31,70.0,V,46.0,V,21.0,V,39.0,V,50.0,V,54.0,V,77.0,V,134.0,V,156.0,V,92.0,V,59.0,V,58.0,V,63.0,V,48.0,V,49.0,V,49.0,V,40.0,V,56.0,V,76.0,V,85.0,V,240.0,V,120.0,N,41.0,V,27.0,V,ago_mo21.csv
28,79,56,6,28079056_6_48,2019,12,1,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.7,V,0.6,V,0.4,V,0.4,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,2,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,3,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.5,V,0.6,V,0.6,V,0.6,V,0.6,V,0.5,V,0.4,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,4,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.5,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,0.5,V,0.4,V,0.4,V,0.5,V,0.6,V,0.8,V,0.6,V,0.5,V,0.5,V,0.6,V,0.4,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,5,0.4,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,N,0.4,V,0.4,V,0.5,V,0.5,V,0.4,V,0.5,V,1.0,V,0.6,V,0.5,V,0.4,V,0.4,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,6,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.4,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.9,V,0.8,V,1.0,V,1.1,V,0.6,V,0.5,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,7,0.6,V,0.6,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.6,V,0.6,V,0.7,V,0.7,V,0.6,V,0.6,V,0.5,V,0.5,V,0.5,V,0.4,V,0.5,V,0.8,V,0.9,V,1.1,V,1.4,V,1.4,V,1.4,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,8,0.8,V,0.6,V,0.9,V,0.7,V,0.5,V,0.6,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.6,V,0.6,V,0.6,V,0.5,V,0.5,V,0.5,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,9,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,0.4,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.7,V,0.5,V,0.7,V,0.8,V,0.7,V,0.4,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,10,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.4,V,0.4,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.5,V,0.6,V,0.8,V,0.8,V,1.0,V,1.2,V,1.1,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,11,0.8,V,0.6,V,0.6,V,0.5,V,0.4,V,0.4,V,0.4,V,0.5,V,0.6,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.6,V,0.3,V,0.3,V,0.5,V,0.4,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,12,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,V,0.3,V,0.4,V,0.4,V,0.3,V,0.4,V,0.6,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,13,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,14,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.2,V,0.3,V,0.5,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,15,0.5,V,0.5,V,0.4,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.5,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,16,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.4,N,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.5,V,0.3,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,17,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,18,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.6,V,0.5,V,0.4,V,0.3,V,0.4,V,0.6,V,0.4,V,0.3,V,0.4,V,0.4,V,0.5,V,0.6,V,0.6,V,0.4,V,0.3,V,0.4,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,19,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,20,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,21,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,22,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,23,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.4,V,0.4,V,0.4,V,0.3,V,0.5,V,0.6,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.4,V,0.6,V,0.6,V,0.8,V,1.0,V,0.8,V,1.0,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,24,0.7,V,0.8,V,0.7,V,0.4,V,0.4,V,0.4,V,0.7,V,0.5,V,0.6,V,0.6,V,0.7,V,0.5,V,0.4,V,0.5,V,0.4,V,0.5,V,0.5,V,0.7,V,1.4,V,1.8,V,1.7,V,0.9,V,0.8,V,0.7,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,25,0.7,V,0.8,V,0.6,V,0.6,V,0.5,V,0.5,V,0.5,V,0.4,V,0.4,V,0.5,V,0.5,V,0.5,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.5,V,1.0,V,1.1,V,1.9,V,1.3,V,1.2,V,0.7,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,26,0.6,V,0.5,V,0.6,V,0.4,V,0.4,V,0.5,V,0.6,V,0.7,V,0.8,V,0.9,V,0.6,V,0.8,V,0.9,V,0.7,V,0.5,V,0.4,V,0.4,V,0.8,V,1.4,V,1.1,V,0.9,V,0.9,V,0.8,V,0.6,V,dic_mo19.csv
28,79,56,6,28079056_6_48,2019,12,27,0.7,V,0.6,V,0.4,V,0.3,V,0.3,V,0.3,V,0.5,V,0.6,V,0.6,V,0.6,V,0.7,V,0.7,V,0.7,V,0.7,V,0.6,V,0.6,V,0.5,V,1.1,V,1.7,V,1.7,V,0.8,V,0.8,V,0.7,V,0.6,V,dic_mo19.csv
