Date,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,WST,InsB,Bloomberg,FT,Overperforming,Sentiment,Total,Increment
2017-01-20,1.4272205866720893,1.3037448316597755,1.295474242712495,1.8729860630621726,0.7496052112120016,1.3122718128306385,1.5121522225775503,1.9166772352568169,1.0,36,34,14,36,-2.437,0.0849783588044951,120,0.008884788456404084
2017-01-21,1.3394595501846258,1.0006453694740238,1.0547520462205102,1.9490441121773414,1.0599489795918366,1.7521069106669875,0.542518837459634,1.157989632634663,1.0,18,14,2,16,0.9586,0.0961664786392058,50,0.0
2017-01-22,0.6352398596712523,0.9346539747877541,0.8966515540503632,0.39211511636443724,1.1026061301425996,1.0497029492892,1.2010919017288444,2.398876404494382,1.0,31,12,17,3,0.0126984126984126,0.0917109874252731,63,-0.0038682725694444446
2017-01-23,1.3347948213420024,1.389383932627459,1.5784048882456987,0.9881692400240626,1.3891235480464625,1.423826781045002,1.0321957501609789,1.6442307692307692,1.0,39,33,21,48,-1.4212056737588652,0.0594956414204767,141,-0.014567861046810699
2017-01-24,1.3544448046197497,1.4150369844969095,1.2837247237696594,1.4326245518605512,1.243320945235257,1.0934466562290315,0.7739378978822917,1.702487870341695,1.0,53,41,19,44,-1.890063694267516,0.0855250047487308,157,-0.017185861347576315
2017-01-25,1.2450895511811266,1.4765734104755912,1.3758657691932494,1.0359012289485663,1.2241415048711395,1.2226336592469316,0.8427291886195996,0.7682676318106232,1.0,42,44,25,40,-2.5405298013245035,0.0611221542106282,151,-0.007684016426118254
2017-01-26,1.1162976438745176,1.3252705725440073,1.7901228794238346,0.8279613448295816,1.1828202715418739,1.6576671960472915,1.038488453463961,1.2787786259541984,1.0,43,48,25,43,-1.4555345911949686,0.0377982315443517,159,0.003110509602248844
2017-01-27,1.4218806338362273,0.9289319495000068,1.116073090355708,1.5104390873869997,1.3520912547528516,1.058353606417253,1.6606108478146393,1.338824629045449,1.0,33,43,30,35,-1.5313475177304965,0.0766901169934984,141,0.004292547505038316
2017-01-28,1.7037292833958375,0.9344997294442011,1.2703759604829856,2.2776489840447294,0.7802406586447118,0.8074383506266002,1.6132812499999998,1.7425619706511961,1.0,21,27,8,11,3.393432835820896,0.1389015489761758,67,0.0
2017-01-29,0.8399846465975764,1.1474529882264115,0.8720649489476207,0.82520561601728,1.1128654652365657,0.6963854613733905,2.837011373051141,1.3779893264099237,1.0,39,18,11,11,2.118607594936709,0.0544734974606131,79,0.012906490985804773
2017-01-30,1.4900716266806453,1.352391629297459,1.5918794508899734,1.6116855350320705,1.4711137880841239,1.3340346850293294,1.4150993029067473,1.703337332582454,1.0,55,35,27,52,0.1631360946745562,0.0650522141252452,169,0.010392243480972396
2017-01-31,0.873912237759538,0.9968741520594779,0.89927523645608,0.868435676576827,0.9832937920126532,0.9337830696054963,1.283479349186483,1.9256004333955334,1.0,49,38,29,47,-1.906564417177914,0.074392635454752,163,0.006701949155683689
2017-02-01,0.8659633078172206,0.8711983291077033,0.9986899130924907,0.821211916958749,1.2058919803600654,0.6045797536994086,0.5557151538589029,0.5988894866277282,1.0,54,34,21,45,-2.3298051948051945,0.0878634781597197,154,0.01070008682423282
2017-02-02,0.8293562780747062,0.8704981196502318,0.6448858686182262,0.9032186879354371,0.619118925707661,1.11483943582709,0.572206056687143,0.5270591417586027,1.0,52,33,30,41,-1.6215384615384616,0.0587339845725262,156,0.01093124793447632
2017-02-03,0.7632252551460345,0.8089250379641986,0.8048813083643774,0.7175476097940148,0.8769354514377639,0.7722029342591555,0.4616199342215285,0.8274667770959605,1.0,38,40,19,36,-2.135639097744361,0.0719539557962624,133,0.00943783340172343
2017-02-04,0.43899792028044426,0.42541341577113695,0.5775479121715954,0.35284461704768383,0.42718192752183237,0.4468264144895015,1.0003793626707131,0.2953768396016055,1.0,17,25,10,9,-1.387704918032787,0.0659476062669368,61,0.0
2017-02-05,0.985458919442681,0.8082487442444538,0.7734675121771897,1.3541476920835003,0.9573255194459243,1.0051799345692476,0.4612306153076538,0.6229014887551473,1.0,39,15,7,15,1.5709210526315789,0.0862773845915293,76,0.003414594448678862
2017-02-06,1.2573835184238202,0.9933825029880768,1.013662615746851,1.290625,0.992761725416348,1.5754750383571345,0.6236756486193377,0.6356881269571679,1.0,44,33,25,40,-1.0610563380281692,0.0704806312659873,142,0.006178841939786585
2017-02-07,0.9872689333496992,0.8343149238804312,0.9506087148129786,1.0048211508553655,0.8781904703046783,0.6701904558099723,1.27990675990676,1.6769445501839868,1.0,44,44,20,51,-3.3373584905660376,0.0865648080622249,159,0.000729237116893357
2017-02-08,0.9819022818643638,1.4949188533292885,1.0879587290420918,0.8788534130229632,1.4142136517463764,2.177958776595745,0.9872375843891612,1.157458222852562,1.0,44,49,28,46,-3.04,0.0589978739182118,167,-0.0025856102415968405
2017-02-09,0.7820690679618346,1.3462405904923698,0.855712916622298,0.9751946113822451,0.9542871416973709,1.2130192830335187,0.987618959623025,1.143338806145186,1.0,43,43,23,42,-3.521721854304636,0.0570771053554875,151,-0.00866322676979966
2017-02-10,0.9162879680890559,0.9489535401514028,1.106863235049142,0.6863088535802161,1.3154954954954956,0.8309161990037204,1.6533555185801443,1.0556606652426,1.0,36,37,20,44,-3.5530656934306566,0.0800798975814143,137,-0.00810110158961374
2017-02-11,0.43130706774191774,0.4157360941573609,0.5397280855151351,0.3263396416432378,0.5933676183720518,0.44028991818832236,0.36737211730093955,0.36859112451529513,1.0,18,23,6,11,-1.5005172413793104,0.1018967383191521,58,0.0
2017-02-12,0.8629630817776974,0.8588812980358668,0.8730847577716766,0.6766814612495732,0.9658797380909473,0.6985608097422109,0.5753150057273768,0.47454141915268616,1.0,38,19,11,14,0.0670731707317073,0.1329360381963822,82,-0.000408363271831259
2017-02-13,0.9095167093449158,0.8442155658445936,0.9228888120996251,0.6285467128027681,1.1572961247581637,0.6098008108584523,0.6676923076923077,0.5080760580658351,1.0,44,31,22,44,-2.8952482269503546,0.0766446351267779,141,0.0059620439498977345
2017-02-14,1.0791399385477871,0.9060872269299541,1.1627854577264114,0.6735315542017085,1.3568133047210302,0.7644130783130477,1.1003695196244883,0.9229604843849586,1.0,47,34,29,45,-3.3204516129032253,0.0771067824605842,155,0.013154649288977098
2017-02-15,1.6064516954247194,1.3191437802907915,1.539204495565897,1.2326160658686778,1.850651202585797,1.5633287964223217,0.7377740303541316,0.9092471791255289,1.0,49,32,34,53,-1.9819642857142856,0.0673801737205223,168,0.004790147477434781
2017-02-16,1.0661445688777509,1.4252400548696844,1.0265507403217078,1.366503256018146,0.7654700047236656,1.210318911232988,0.5351508120649653,1.2043629679791041,1.0,40,40,20,39,-2.5145323741007197,0.0741388451270026,139,-0.0020161290322580645
2017-02-17,0.46190443356546923,0.6394377496032507,0.5554337528758966,0.33905146316851664,0.5147640322497817,0.49656893325015594,0.6487530168946098,1.0739385459828876,1.0,36,28,17,23,-2.867019230769231,0.080865349514903,104,-8.078182604210775e-05
2017-02-18,0.7668811466137897,0.6797254112912771,0.8321238257787968,0.7676934511520357,0.7036649214659686,0.5036131436622279,1.0667664670658683,0.8468271334792122,1.0,20,24,22,12,-0.8698717948717948,0.1039314282583513,78,0.0
2017-02-19,0.9715531727614627,0.8681147245889835,0.8539027943666408,0.836810989393149,0.6665817496306109,1.3530217428522513,0.5107535446869524,0.5626175253854833,1.0,31,26,22,12,-0.4046153846153846,0.0329813322542914,91,0.0
2017-02-20,0.8897850726614307,0.721373572882556,0.9410804315456754,0.6557914881983049,0.7679309248861109,0.6944468396999224,1.2996918335901386,0.3174446889841307,1.0,41,14,24,39,-1.6983898305084746,0.0808595945407386,118,-0.0044444444444444444
2017-02-21,1.0052758608967602,1.2189723455689476,1.1931333808382458,1.1255289139633287,0.9307622401454049,0.8798600481084626,1.7868504772004241,1.1255562236921226,1.0,38,40,32,42,-3.744736842105264,0.048290357335981,152,0.010262586805555555
2017-02-22,1.3700175754551176,1.249705121208387,1.37307982536517,1.387881548974943,1.3314731392456127,1.4828760817528999,1.4552397114976665,2.0441868888084027,1.0,42,42,30,47,-3.548695652173913,0.0816657445384153,161,0.020211058777648134
2017-02-23,0.9882728447772331,1.0469385406276375,0.9492776752383464,1.0700591474607384,1.086775191712633,0.8110036948929493,0.6559717314487633,0.758692825238876,1.0,45,31,28,45,-8.480671140939597,0.0810769173610736,149,0.005759137356739225
2017-02-24,1.1472666582906894,1.1724866409842176,1.1645215726771276,1.950765864332604,1.0225019069412662,0.8256288239292998,0.9832032799894194,2.3442123195552766,1.0,38,30,25,25,-1.5036440677966103,0.0885639739870905,118,0.00039780411352373737
2017-02-25,0.7138285965406193,0.6262149902800778,0.7232202092370503,0.5660815901258316,0.6863286644308542,0.6171039378387453,0.7490105090760202,0.41672549296437483,1.0,23,18,21,5,-0.6464179104477612,0.1166686915607491,67,0.0
2017-02-26,0.650473089836199,0.5865076505944142,0.6780746705710102,0.4901993633774502,0.5830927835051547,0.23765304311823507,1.877703206562267,0.7334692952639927,1.0,25,17,19,20,-2.1356790123456797,0.0747067647797365,81,-0.0038174397446522883
2017-02-27,1.0479250622391776,1.2953641463880639,1.1385856848336136,0.9001597444089456,1.4226152470948792,1.3315407218495314,1.2823200559049617,1.1507715261690683,1.0,37,29,26,44,-1.5181617647058825,0.062147763229871,136,-0.006759980781741217
2017-02-28,0.8837515489467163,0.9243639026176094,0.8300879985021532,0.7932520931774849,1.1020240354206199,0.8243439809158085,0.6438535309503052,0.7706422018348624,1.0,41,39,24,47,-3.682317880794702,0.0761295195330791,151,-0.016525588037148122
2017-03-01,0.7986554169064792,0.8457601327984506,0.755459097508222,0.49906068006763105,0.9691378509325015,0.8746349603671256,0.38216169795117166,0.7144462928825143,1.0,42,41,19,46,-5.77695945945946,0.0469538373477767,148,-0.018736507291719304
2017-03-02,1.4009173604687017,1.3454171463078637,1.727716313537209,1.152068682071422,2.2287515358726426,1.4647224220231478,1.2507403751233959,1.5489099199203034,1.0,47,41,27,36,-2.9872185430463576,0.0854805734359896,151,-0.006007000785296864
2017-03-03,0.8848890506842289,0.7414401839231464,0.7977876476996565,0.7972875660105617,0.6458264234383637,0.9935965848452508,0.47244732576985415,0.47528269788852195,1.0,30,37,22,26,-3.742,0.075929715933365,115,-0.0008159934720522236
2017-03-04,0.5776287321505841,0.9522455267211755,0.7231699051061906,0.6487424111014745,0.4774334792859549,1.543525925925926,0.45344129554655865,0.8605293979854767,1.0,21,18,21,5,-2.382615384615385,0.0495842125467125,65,0.0
2017-03-05,0.7969396070383001,0.6167127071823204,0.8044640489119056,0.7736660929432013,0.6484669617970159,0.5353804317035862,1.1608738828202583,0.4859922749718868,1.0,31,21,22,13,-1.8514942528735636,0.0649982009601915,87,-0.0076766226329624335
2017-03-06,1.1630135424341297,1.1831129196337742,1.087554425141182,1.0706310049337835,0.9447115384615384,1.2419158905535952,0.8002378121284186,0.8938166997372232,1.0,47,40,29,52,-3.818630952380952,0.0688856203320489,168,-0.013066557778685178
2017-03-07,1.1133256958366964,1.2359150681626252,0.9757936507936508,1.3888396811337467,0.8272614913777883,0.9055958017226626,0.7007494646680942,1.0272251873416358,1.0,38,38,27,44,-3.467074829931973,0.0522808543811945,147,-0.010451774691009202
2017-03-08,1.0600807110619412,0.7964242177976433,0.7954389454662614,1.3023812236527288,1.0016672415775556,0.661487108655617,0.6286167960479887,0.5176631207690995,1.0,47,27,23,48,-4.4046896551724135,0.0465042070201944,145,-0.006454322571886636
2017-03-09,1.2841379732607925,0.9436354367533302,1.2521322712405516,1.5398121225676584,1.410754189944134,0.9042938755451809,1.1524301964839712,0.6430220033851362,1.0,46,36,24,43,-4.442483221476509,0.0990992493503679,149,0.0
2017-03-10,1.0802539232595072,0.9901375161151698,1.0379719756123649,0.9694977365811598,0.9932849487892558,1.3165413965230364,1.0004031445273132,1.2788036228322683,1.0,41,36,26,37,-3.0924285714285715,0.1006259193518122,140,0.001415901816709695
2017-03-11,0.6328288806222522,0.6488570578678808,0.7343855866954112,0.6539483473270273,0.5890596438968249,0.7152213780455855,0.8124874924954972,0.8112159488662305,1.0,17,18,9,14,-1.6077586206896552,0.1263342606068899,58,0.0
2017-03-12,0.7017382369311128,0.5359017203643125,0.6842850551303877,0.7175701328833579,0.4801624047296816,0.5958719516203247,0.60019106759016,0.7291555215896064,1.0,23,20,13,11,-2.075820895522388,0.1172426762805227,67,-0.00041583498823002214
2017-03-13,1.2787421373140313,1.4497022298139512,1.6431228952515406,1.0024762690879074,1.944853168469861,1.4035018430753028,2.208804051421893,2.1746522411128284,1.0,47,40,36,43,-3.5436144578313256,0.0959057374404297,166,-0.001912881554743671
2017-03-14,0.9494564985719766,1.1826384043500229,0.7560575389522759,0.9204618345093009,0.6511523687580025,0.9916317991631799,0.5836841050310684,0.704031465093412,1.0,44,33,25,58,-4.16,0.0736918021842575,160,0.020467572249139622
2017-03-15,1.2258190554571828,1.347471708280941,1.1629010822099866,1.8016735596806772,0.8290030211480364,1.8536745766427358,1.1666666666666667,0.8078763845207165,1.0,47,50,29,49,-4.603371428571429,0.0818919410064957,175,0.024747999205388466
2017-03-16,1.1015560042760424,1.3761908741434064,1.1048987184787102,1.3638968481375358,1.021974114635187,0.9978755045676652,1.4446369779934154,2.196239717978848,1.0,50,51,32,50,-4.739125683060109,0.0716969068368188,183,0.00578881009860375
2017-03-17,1.047552906389669,1.284445587246331,1.1396851961392525,0.9509831592812118,1.0477374440576828,1.5621221961332867,1.111997341309405,1.5430868167202572,1.0,45,44,27,37,-3.638366013071895,0.0446179151879803,153,0.0030898736436329186
2017-03-18,0.5158537856286801,0.3812670272028626,0.4177862698782855,0.3840635905389686,0.4777116306083926,0.30193374462128675,0.4016293985092737,0.2899820092794243,1.0,24,33,10,10,-3.249350649350649,0.1071092521795984,77,0.0
2017-03-19,0.5930707393364509,0.4928559864000647,0.570641168141054,0.7168107588856869,0.5082524974663385,0.48717683557394004,0.39323098394975575,0.16601610751519344,1.0,29,14,20,11,-2.1814864864864867,0.0842353587353587,74,0.010132944428815125
2017-03-20,1.3412801887378158,1.152447841355092,1.549476882596166,1.1486148429537664,1.4996206053452492,1.1451670858785483,1.6824311841862183,1.3936717410505535,1.0,44,44,28,42,-3.843987341772152,0.0879380898805764,158,0.01272703757531306
2017-03-21,0.825445983303806,0.7392544570502432,0.7157645199525879,0.6155460181211254,0.7963215258855586,0.9547988849064117,0.36639484164612174,0.4839063643013899,1.0,44,31,27,52,-4.0438311688311686,0.0817076342468658,154,0.0006420422468500598
2017-03-22,1.0095637705273819,0.9284054570133665,1.2827017499685256,0.89171974522293,1.9351120133401,1.04726867335563,1.8358334737906625,1.1033067825247405,1.0,54,42,23,41,-4.178,0.0290871718559218,160,-0.0008805712104805562
2017-03-23,0.928414220356426,1.0144367169650255,0.9105438146026731,0.8115163147792707,1.0762632451524543,1.0135657828353606,2.107737656595431,1.198578333807222,1.0,50,32,24,48,-5.161168831168831,0.0151343702271925,154,0.006816905793224506
2017-03-24,1.1210797852936578,1.2643816879877707,0.8165666738090137,1.6819699499165275,0.7580901856763925,2.1820053530986203,0.48090749320977794,0.8818784605919749,1.0,41,28,22,31,-4.614836065573771,0.0460823457757005,122,0.005768365265058453
2017-03-25,0.4690636967815577,0.5298328080764916,0.5761321952595937,0.33495677584317546,0.3272401991288114,0.6258936441092938,0.362763915547025,0.6529764651592063,1.0,22,16,10,7,-2.447090909090909,0.0848577474713838,55,0.0
2017-03-26,1.105432716358179,0.8221812228776343,1.2631192543411645,1.2276450905734395,1.0645968953430145,0.6642626684380338,2.083501125192467,0.6693141238763699,1.0,31,19,20,10,-1.2055,0.0586822500866737,80,-7.963643778337664e-05
2017-03-27,0.9077083726768793,1.1322765858080823,1.0434386124896973,0.8553971486761711,1.1795580110497237,0.6166080440434317,0.42875920084121977,1.5175134111707165,1.0,44,28,28,33,-4.324661654135338,0.0724536868343218,133,-0.0015931177004186116
2017-03-28,1.0183271614519813,0.9866975603107538,0.9743048342329762,1.0771201952410006,0.7426227148409386,0.6058129465252219,0.6060794817490968,1.414922257018845,1.0,46,34,30,32,-5.115845070422536,0.0825346184853227,142,-0.0082052484883917
2017-03-29,1.499394268527028,1.3539846093648102,1.1671209117938552,1.6262241566920566,1.4290676561143127,1.1271848270732614,0.8663507109004739,1.0994412777244766,1.0,51,41,31,33,-4.7254487179487175,0.0592485886175789,156,-0.004866742833190152
2017-03-30,1.6550828295879285,1.5965057841835766,2.3776222826086957,1.3326817826426895,2.8188931730551143,1.2834154681685608,0.7562197361830022,0.9855123262063324,1.0,53,37,25,32,-3.8234693877551034,0.0667410685070427,147,0.0046586737575301206
2017-03-31,0.7338345575140307,1.0311500252567771,0.6280114554067077,0.8881096589097864,0.43466435185185187,0.8665737455651293,0.7997131931166348,0.7276353610605972,1.0,44,32,19,31,-3.86515873015873,0.0505190600303506,126,0.0028060609821096
2017-04-01,0.41536229928484686,0.3280927074106879,0.2857520118976469,0.3934065934065934,0.2293551380190211,0.25607399226946437,0.5554524361948956,0.21233174120712114,1.0,20,22,7,10,-3.2394915254237286,0.1155554631114558,59,0.0
2017-04-02,0.7644676218925623,0.7672721894949595,0.715493374787179,0.7602618149545152,0.5464080985486035,0.7277749874434958,0.5844155844155844,0.2950226839371425,1.0,30,20,22,15,-2.7072413793103447,0.0790602919158487,87,0.0033578118067791375
2017-04-03,1.1653601340033501,1.2045975365224864,1.064636107760354,1.1138024639799542,1.1866226259289843,1.1254467968105581,1.285289747399703,1.3300770500825538,1.0,47,36,40,30,-5.281960784313726,0.0634643924370231,153,-0.004317256318563295
2017-04-04,0.7392930395578683,1.0385221949069994,0.7929711169460715,0.6635829342620809,0.709508881922675,0.7101519672472417,2.926387480075351,1.699839598298347,1.0,55,32,32,39,-6.313417721518987,0.0648420937068088,158,-0.003744981013446215
2017-04-05,1.2475701033366722,1.344143206300353,0.9860427753790542,1.7650302194889196,0.7516005121638925,1.629904273965215,1.44030246749801,1.5442773318945167,1.0,48,39,30,38,-5.196903225806452,0.0788387979716704,155,0.007146317841329572
2017-04-06,1.2681891897896163,1.337257196349169,1.4668717295997737,0.9562709126572055,1.349075440576439,0.934634448574969,1.1124130355181254,1.0159036144578313,1.0,46,43,29,38,-4.576474358974359,0.0624519982332482,156,0.0006397878321785649
2017-04-07,1.327400823314969,1.7024602026049205,1.4650132159984806,1.1565013404825737,1.3756634105068841,1.1748177399756987,1.6795445302968688,1.5235875099687135,1.0,45,55,29,34,-5.460122699386503,0.1022611658718144,163,-0.0025512820837225382
2017-04-08,0.9385271306824904,0.5084025227526745,0.7836937454856352,0.747479036195733,0.7886550124866215,0.9236211278247133,0.2665084605860503,0.7207692744085777,1.0,29,17,11,6,-1.440952380952381,0.0676093751192957,63,0.0
2017-04-09,0.6683683683683683,0.415488895298529,0.595035737882155,0.4558139534883721,0.6501887598831825,0.2774155739506263,1.6813222602182054,0.41919415541288463,1.0,30,21,15,15,-3.3516049382716053,0.0417480882824798,81,0.016065842840836057
2017-04-10,1.2200937974767159,1.5034958391913973,1.3931722944465896,1.1293854748603351,1.4425087108013936,1.1340840062226831,0.9783755274261603,2.8221095730161827,1.0,48,40,33,36,-3.808980891719745,0.0906350138714788,157,0.019343037098896666
2017-04-11,0.98818476696607,1.3250574228955168,1.0371508954916626,0.7662037037037037,1.0563215221287743,1.3378133189973793,0.83926453143535,1.3703824660715582,1.0,47,36,29,25,-3.518759124087591,0.0546868442498419,137,0.01156393471273816
2017-04-12,1.1267506655795159,1.003352684794692,1.0055826462558237,1.0186367117692112,0.8956551488197059,2.078508583030825,0.3180929323028215,0.8613829211048926,1.0,38,41,24,39,-3.902816901408451,0.0656285461082996,142,0.011056202498301469
2017-04-13,0.9926265652120712,0.9171652753394719,0.9664671160045213,1.154213236217506,1.2981533810869423,0.7444335096567843,1.7861878453038673,0.5576936911013596,1.0,46,42,25,18,-3.4948091603053437,0.0783874951472374,131,0.0027218290174578865
2017-04-14,0.914912251632115,0.8462797054891554,0.862107253248507,0.9019212683057908,0.7356703653968478,0.45909272316083544,0.9727743444128946,0.590864477161193,1.0,45,32,10,6,-2.429784946236559,0.0702442516798577,93,0.0
2017-04-15,0.9057635735298317,0.8401272317625007,1.0632656871615895,0.6865629816449489,0.9333976833976834,1.0127193268540864,0.393917215581036,0.9013840830449827,1.0,21,18,11,6,0.3378571428571429,0.0353634890349291,56,0.0
2017-04-16,0.6950335786764741,0.9047220478482247,0.626435881741705,0.7141094199917729,0.5456831517183571,0.6347986474023978,0.43609550561797755,0.4963675432313517,1.0,33,21,15,4,-0.5684931506849316,0.0686470167145313,73,0.0017837185623271936
2017-04-17,0.6493163965785949,0.675163860434083,0.6499202937056181,0.5298672566371682,0.4977220956719818,0.7818021201413428,0.3887077997671711,0.2712079007343631,1.0,36,31,13,19,-3.667272727272728,0.0924544437711825,99,-0.006204436054385381
2017-04-18,1.0818339309879996,0.7563239833877451,0.8595462394638307,1.332220367278798,0.892832469775475,1.0172198488333881,0.33797585886722376,0.5600718040774458,1.0,40,45,28,37,-4.997933333333334,0.0742426298701298,150,-0.007586844567828362
2017-04-19,1.032738029415017,1.3845401386866074,1.1803716749665978,1.2856928838951311,1.1085204125855943,1.8125401241172694,1.0129791363415817,1.3576010050915823,1.0,52,38,22,48,-3.9738125,0.081157509593168,160,0.004682378559141656
2017-04-20,0.9471949865877348,1.2805220586682435,0.9718398787725723,1.0108504866762407,1.1588471849865951,1.0073836723321261,1.0018809849521204,0.734849535431979,1.0,52,35,34,38,-6.327735849056604,0.0558593843879415,159,-0.004758542374414657
2017-04-21,1.3358177800290563,1.1021057786483839,1.7194179099709275,1.6683885779882337,1.7067116926973407,0.7822216316768535,1.1540918163672655,1.794214573416331,1.0,38,37,28,27,-4.350846153846154,0.0933063916903202,130,-0.009010389440700085
2017-04-22,0.72596555170184,0.6808064993864511,0.5998383185125303,0.7058232931726908,0.5258491974617394,0.5834583244053996,0.9146366015703644,0.4657433868249432,1.0,29,31,8,15,-3.522771084337349,0.0267870654861344,83,0.0
2017-04-23,0.9087111754136232,1.1137672750290115,0.9161529611758846,0.8240543986400339,0.7702790395846852,0.8688203622124328,1.6050718212449016,0.7513697044525041,1.0,38,20,13,15,-1.2268604651162789,0.1035874907015895,86,-0.007995040642580857
2017-04-24,1.0939314216038976,1.2022655930121469,0.9890843629817527,1.2732811140121845,1.050330103746892,0.8941250174021996,0.870398642917727,1.2380180909950047,1.0,40,28,36,39,-4.803566433566433,0.0930968046942697,143,-0.010738417242397493
2017-04-25,1.0629727538292366,1.2245365844989071,1.2705635919309055,1.3391304347826087,1.0392910884467481,1.1174640486725664,0.8329085696081554,1.0207782395164338,1.0,58,39,29,33,-4.849811320754717,0.0722312075881258,159,-0.0015012835419681812
2017-04-26,1.1649927718176976,1.3034799261572436,1.260044968755475,0.9377869050495288,0.984653213498389,1.2811251036875049,1.1790678659035159,1.7279125225382421,1.0,47,42,30,34,-4.341960784313726,0.0876727884699017,153,0.003169321034288885
2017-04-27,0.9535288992158002,0.7986450546290972,0.679029215619291,0.8529061457837066,0.8229879011046818,1.3916839619265726,0.4411503639268596,0.2897407679139154,1.0,48,42,28,34,-6.092171052631579,0.0732154108270767,152,-0.008229724416864773
2017-04-28,1.1584227615431182,1.0137379792681405,1.0286375802558334,1.2280852105778648,0.9441397521836278,1.5338627700127065,0.6785647191433402,0.9436298932384342,1.0,44,45,23,27,-5.165971223021583,0.0923689143922956,139,-0.010109728303160918
2017-04-29,0.5962753352477069,0.4897962872584639,0.5431869072708113,0.5495617824959882,0.4769119769119769,0.5,0.507045048620758,0.4663352272727273,1.0,26,17,13,10,-2.9656060606060604,0.1180386122615559,66,0.0
2017-04-30,0.6731853539537881,0.4264769466609017,0.6245348697635338,0.5270923429152887,0.5380529054640069,0.6067585301837269,0.5350098619329389,0.2376855728968405,1.0,30,14,14,3,-2.831967213114754,0.0477651869879621,61,0.00143614991437644
2017-05-01,1.0930782047337346,0.9910430098751327,0.8409867710344096,1.0442760271240528,1.2068430960026575,1.4623782826792564,1.2692781473269277,1.020229100658055,1.0,41,43,28,33,-4.716275862068966,0.0750296067050993,145,-0.005505484836224366
2017-05-02,0.7910413045075044,1.334827885449812,0.8923586607072845,0.7539598732840549,1.0671728971962617,1.4950835527376283,0.7509433962264151,1.4350835322195703,1.0,43,39,21,33,-5.63375,0.0560022387006149,136,-0.022787009913362268
2017-05-03,1.2091333420578687,1.1202814384632567,0.9735377904388854,1.4466800804828974,1.2195764030154361,0.5755926051945106,1.10062893081761,1.2827153227388661,1.0,57,47,24,36,-6.275182926829269,0.0927317164213759,164,-0.017329890214092168
2017-05-04,0.8720695976628038,0.8204356417444051,1.0265111111111112,0.8204670533987803,0.9142503097893432,0.49480795696234203,0.8871715610510046,1.439612720140222,1.0,54,26,30,30,-5.1545,0.0927363843167414,140,-0.0009783539925601304
2017-05-05,0.9655456998009584,1.0673847995212447,1.3943089430894309,0.8833828873472084,1.0970606629143216,0.8184827780517011,4.082618025751073,1.0065359477124183,1.0,41,33,24,22,-4.540083333333333,0.0762922153078402,120,0.0004082298988136018
2017-05-06,0.6107083179925799,0.4314997276823291,0.5307942768045492,0.5587635869565217,0.43587776499168907,0.33148768760017483,0.3906178138893147,0.2526446795270691,1.0,25,26,7,9,-3.841044776119404,0.1258511293255429,67,0.0
2017-05-07,1.7190832202404032,1.0358228050535743,1.0552546045503792,2.7544663307375172,0.6280558044285166,0.4553059993970455,1.0406960811181145,0.8208040529498284,1.0,36,18,21,17,-1.475326086956522,0.0949868868550933,92,-0.00897739293369031
2017-05-08,1.463809763692984,1.0146717429659207,1.3210863968260667,1.3890878449547084,1.5982484272850623,1.381981684679482,0.5075618374558304,0.6565726681127984,1.0,51,37,31,40,-4.710314465408804,0.1062083576426568,159,-0.006529013042683861
2017-05-09,0.9695716428445386,1.2537592161428017,1.3403342232769702,0.698995283986057,2.1280057300726494,1.427636079351119,1.019321817018554,1.5462777535916412,1.0,58,34,24,46,-4.549382716049383,0.0708478313640166,162,0.006917484975691492
2017-05-10,1.086173711243827,1.244328055609191,1.1104951397326852,0.9938093272802311,1.4821343948440906,2.1896565213989514,0.3465436590436591,0.9883014824075728,1.0,44,43,27,31,-6.0520689655172415,0.0816914960719315,145,0.0073111821134960045
2017-05-11,0.9185882503793303,0.968099236279114,0.7824410556958609,0.751578947368421,1.0633148776567243,1.0027207882932567,0.2545959529162809,0.7728661641882256,1.0,38,32,31,33,-4.728582089552239,0.0847656922751478,134,0.00482540659988391
2017-05-12,0.7709800625571844,0.9881463707258549,0.9107479572595851,0.5792670782712607,1.053557700521056,1.1240947760669338,0.9447259327498848,1.3482409063804413,1.0,43,39,30,28,-5.200785714285715,0.0813963399483169,140,0.0019572863396127237
2017-05-13,0.5095457016631743,0.48436980379115396,0.6390781444398365,0.3947160883280757,0.532608695652174,0.3278792134831461,0.6439169139465875,0.36487680376951015,1.0,22,16,12,7,-2.5829824561403507,0.0928156757785517,57,0.0
2017-05-14,0.6056358762658947,0.5712112617954932,0.5120037227404446,0.46016713091922,0.45580065359477123,0.46278972354091036,0.27934750946693854,0.5060419758320966,1.0,28,14,18,11,-3.1580281690140843,0.0739389826210751,71,0.005209201156796567
2017-05-15,1.088885773603295,1.250094656334402,1.2480922575666638,1.077009106886084,1.017522211253702,0.9729378653388179,1.4771683328830048,1.5195426000562378,1.0,52,26,35,25,-4.139057971014493,0.0731616788215931,138,0.02352272911309448
2017-05-16,1.425386909894546,1.7855508562712334,1.6918138370972045,1.436842105263158,1.6241638795986622,1.3506582556226001,1.6635930993456276,2.3091058920477954,1.0,56,37,29,28,-4.3714,0.0800550034201008,150,0.013522227669534414
