id,followers,created_at,friends_count,screen_name,verified,tweets,localidad,provincia,distrito,seccion,cambio1518,mediana,rentapaismin,rentapaismax,rentacommin,rentacommax
415392083,3106,2011-11-18T08:28:56Z,892,icofcastellon,False,15789,Castellón de la Plana,Castellón,08,008,+13,17.85,71,76,85,87
541831366,556,2012-03-31T17:29:35Z,1005,ThePhilHugo,False,1949,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
397949695,301,2011-10-25T11:16:45Z,677,AguFreeFallen,False,12423,Madrid,Madrid,Centro,116,+10,15.75,54,61,29,35
36023053,27859,2009-04-28T08:43:03Z,2183,jorgeblass,True,10088,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
779374964784988160,119,2016-09-23T17:40:46Z,1354,carclubrenting,False,32198,Málaga,Málaga,Ronda I.-Campan,013,+17,14.35,33,41,71,76
823081291,585,2012-09-14T10:43:58Z,1287,Miguel_GciaFdez,False,4910,Teo,A Coruña,02,002,+16,15.05,41,48,28,44
50021837,402,2009-06-23T16:24:40Z,237,OscarSalasM,False,3464,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
92819458,220,2009-11-26T19:31:32Z,333,jjmontoliu,False,593,Vila-real,Castellón,02,007,+17,14.35,33,41,37,49
1003051234897612811,105,2018-06-02T23:10:24Z,70,VinicioReina,False,111139,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
2808740398,144,2014-10-05T18:27:48Z,100,chevinscuba30,False,1229,València,Valencia,L'Eixampla,015,+26,17.15,67,71,81,85
765151600197398528,213,2016-08-15T11:42:12Z,145,motivate_radio,False,9614,Puntallana,S. C. de Tenerife,01,001,+18,13.65,25,33,35,47
149634289,47,2010-05-29T20:13:27Z,140,patriciaizma,False,980,Murcia,Murcia,06,017,+13,12.25,11,18,24,25
25803036,876,2009-03-22T10:07:25Z,1188,David_Balaguer,False,9027,Torrefeta i Florejacs,Lleida,01,001,+13,18.55,76,79,53,60
325689220,387,2011-06-28T18:16:45Z,420,tatyturriaga,False,4706,Alcalá de Henares,Madrid,01,001,+12,19.95,82,85,59,62
922961219329421312,193,2017-10-24T23:01:17Z,498,fisioestevez82,False,341,el Verger,Alicante,01,001,+19,12.95,18,25,18,26
2817756136,76,2014-10-09T00:48:25Z,241,GrosterTL,False,348,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1248726656501628929,15,2020-04-10T21:38:16Z,148,robgonzalezdiaz,False,138,Jaca,Huesca,01,006,+13,18.55,76,79,71,77
444148184,122,2011-12-22T23:25:37Z,523,HerbestaTORRES,False,184,Madrid,Madrid,Centro,120,+13,18.55,76,79,53,56
35044281,12521,2009-04-24T21:20:21Z,2562,comoju,False,112209,València,Valencia,L'Eixampla,042,+10,24.15,93,94,96,97
1353132416077062144,80,2021-01-24T00:08:36Z,684,aguslp1274,False,1669,Culleredo,A Coruña,03,001,+8,18.55,76,79,87,90
380641091,86,2011-09-27T00:17:34Z,1004,gingercano,False,98,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1054763426,2574,2013-01-02T10:42:42Z,4587,CarmeloAlamoRod,False,82696,Santa Lucía de Tirajana,Las Palmas,03,006,+11,14.35,33,41,57,67
300728556,605,2011-05-18T08:02:15Z,678,vane2p0,False,10735,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
179172062,320,2010-08-16T17:46:29Z,283,DavidDbr,False,34237,Guriezo,Cantabria,01,002,+16,15.05,41,48,15,25
2806028193,563,2014-10-04T18:57:57Z,618,Tojinoplay,False,15477,Punta Umbría,Huelva,01,004,+16,10.15,2,4,5,10
32451246,467,2009-04-17T15:40:37Z,1100,coolbreeze_85,False,14080,Vilafranca del Penedès,Barcelona,01,003,+24,14.35,33,41,10,14
417115662,712,2011-11-20T15:02:29Z,553,monteluca22,False,3555,Cáceres,Cáceres,01,006,+13,12.25,11,18,57,68
401867260,1934,2011-10-31T06:30:58Z,2008,Akura_medical,False,3800,Madrid,Madrid,San Blas,119,+9,25.55,94,95,79,81
922871743,393,2012-11-03T09:55:39Z,416,VictoriaTru98,False,11266,Cáceres,Cáceres,01,006,+13,12.25,11,18,57,68
4573758741,108,2015-12-23T02:15:34Z,276,laradio_live,False,1759,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
248472135,5240,2011-02-07T02:20:05Z,1309,_jorgegd_,False,21209,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
2470461019,271,2014-04-30T06:42:47Z,172,SIRPrint_QIA,False,4259,Selaya,Cantabria,01,001,+17,14.35,33,41,14,15
2780261897,797,2014-09-22T13:24:21Z,1253,guadalquiviract,False,1503,Sevilla,Sevilla,Nervión,003,0,25.55,94,95,98,99
315808604,213,2011-06-12T13:45:06Z,246,15_Juanjo,False,8976,Almería,Almería,08,003,+16,10.15,2,4,5,10
293091302,1076,2011-05-04T18:58:06Z,2763,JoaquiinCP91,False,82443,Murcia,Murcia,08,006,+7,11.55,6,11,7,14
584090927,1932,2012-05-18T19:30:40Z,2427,valentin_garci,False,3584,Celanova,Ourense,02,001,+3,12.6,18,25,3,6
437417833,170,2011-12-15T11:24:41Z,175,Ricardo_Aira,False,4102,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
159072694,3260,2010-06-24T11:14:24Z,877,perokepasa,False,33500,Gijón,Asturias,06,023,+4,18.55,76,79,68,75
1105542481263902720,525,2019-03-12T18:54:02Z,4975,GESARAIZESUS,False,2778,Cartagena,Murcia,10,039,+5,15.05,41,48,74,78
237932858,1658,2011-01-14T00:01:05Z,1015,AngelCaballero2,False,10611,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1116996727,236,2013-01-24T14:58:07Z,553,FlorModerna,False,600,Las Palmas de Gran Canaria,Las Palmas,03,024,+11,14.35,33,41,57,67
459477808,697,2012-01-09T18:21:59Z,963,carrinho_7,False,49028,Arteixo,A Coruña,01,001,+16,15.05,41,48,28,44
405039749,371507,2011-11-04T19:28:33Z,325,DGTes,True,37696,Lourenzá,Lugo,01,002,+5,13.65,25,33,6,14
4826581221,1956,2016-01-19T07:30:37Z,4996,lucducatibcn,False,135453,Esplugues de Llobregat,Barcelona,01,003,+10,22.75,90,92,85,88
2234988734,314,2013-12-07T19:56:52Z,234,juandoomin,False,87164,Dos Hermanas,Sevilla,02,002,+10,15.75,54,61,79,82
3038734485,1626,2015-02-15T11:11:06Z,456,SuSiMarcos_2010,False,33973,Málaga,Málaga,Centro,004,+12,19.25,79,82,90,91
952260073,98,2012-11-16T19:12:36Z,46,DansaSolsona,False,995,Solsona,Lleida,02,002,+10,15.75,54,61,19,24
237363671,649,2011-01-12T17:37:29Z,1809,vinostravel,False,2108,Villavaquerín,Valladolid,01,001,-5,12.95,18,25,7,13
266365068,2701,2011-03-15T03:24:52Z,4974,PedroBrandariz,False,5553,Oza-Cesuras,A Coruña,01,002,+15,16.45,61,67,69,77
1061593635924385792,60,2018-11-11T12:17:01Z,161,de_budia,False,167,Budia,Guadalajara,01,001,+10,15.75,54,61,78,82
142647380,1494,2010-05-11T11:35:20Z,1935,Megustaloqhaces,False,6880,Polopos,Granada,01,001,+9,8750.0,0,2,2,3
831157902,232,2012-09-18T14:22:02Z,230,ArtiDanses,False,8128,Palma,Baleares,04,020,+28,12.95,18,25,1,2
149403185,786,2010-05-29T05:49:49Z,1205,Marcospandereta,False,26079,Trujillo,Cáceres,01,003,+7,11.55,6,11,24,41
548598094,954,2012-04-08T17:50:03Z,287,SheilaaRomeroo,False,38766,Teror,Las Palmas,01,007,+11,13.65,25,33,35,47
971014759,166,2012-11-25T23:52:20Z,406,tentuayuda,False,425,Fuente del Maestre,Badajoz,01,003,+8,9450.0,1,2,2,3
3322694254,324,2015-06-13T08:40:22Z,552,mendezmantaras,False,7992,Cáceres,Cáceres,01,001,+15,15.75,54,61,86,88
875433438,491,2012-10-12T11:28:17Z,877,veracoteloc,False,3953,Negreira,A Coruña,02,001,+17,14.35,33,41,14,28
69272085,12177,2009-08-27T12:03:24Z,684,Mrkarty,False,9281,Madrid,Madrid,Villaverde,071,+5,15.75,54,61,29,35
61593714,19952,2009-07-30T20:43:32Z,2744,lenaburkemusic,False,23736,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
995390255871221760,9,2018-05-12T19:48:25Z,73,AvilaDannyti,False,85,València,Valencia,Cuatre Carreres,040,+6,24.85,94,95,97,98
147602310,381,2010-05-24T15:21:31Z,511,marikitaun,False,21153,Pinto,Madrid,01,008,+13,15.4,54,61,29,35
323260288,81,2011-06-24T14:45:52Z,147,abrepe,False,2496,Moguer,Huelva,03,002,+15,10.85,4,6,10,17
2961245014,378,2015-01-05T00:18:56Z,550,romaclarkadam,False,3438,el,Alicante,01,001,+7,10.85,4,6,5,7
4831592985,199,2016-01-21T03:40:51Z,181,druidas1923,False,3499,Vila de Cruces,Pontevedra,01,002,+18,13.65,25,33,6,14
1242235462565101568,15,2020-03-23T23:44:02Z,28,PEPALARA_7,False,172,Sevilla,Sevilla,Casco Antiguo,026,+10,23.45,92,93,96,97
445774415,189,2011-12-24T21:15:47Z,1041,juankamaspinell,False,10199,Santa Coloma de Gramenet,Barcelona,06,008,+14,11.55,6,11,2,3
1338255824628674567,276,2020-12-13T22:54:10Z,209,ninfo_sonia,False,71,Barcelona,Barcelona,Sants-Montjuïc,019,+5,15.05,41,48,14,19
339791882,780,2011-07-21T17:24:58Z,676,Alone995,False,28856,Vejer de la Frontera,Cádiz,03,001,+17,9450.0,1,2,3,5
560595549,542,2012-04-22T18:54:34Z,425,yolini98,False,18294,Bienvenida,Badajoz,01,001,+15,10.85,4,6,23,24
3797257522,50,2015-09-27T22:15:01Z,11,kanih22,False,3,Las Rozas de Madrid,Madrid,01,002,+10,15.75,54,61,29,35
36488556,1379,2009-04-29T21:32:48Z,2845,Barbuzard,False,24199,Mutxamel,Alicante,01,001,+6,12.95,18,25,18,26
376188584,3541,2011-09-19T13:20:53Z,259,MRD93_,False,10119,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1371523199322755072,26,2021-03-15T18:06:40Z,247,rinconDaniela20,False,167,Cartagena,Murcia,05,008,+15,10.85,4,6,4,7
132439956,4969,2010-04-13T07:10:56Z,143,wono_dj,False,7349,Setenil de las Bodegas,Cádiz,01,001,+22,11.55,6,11,17,29
1930864158,495,2013-10-03T14:20:37Z,367,Iria_06,False,11367,Vilanova de Arousa,Pontevedra,02,001,+12,12.95,18,25,3,6
759063654,676,2012-08-15T10:28:15Z,594,nereabarrero16,False,22648,Ronda,Málaga,04,001,+15,15.75,54,61,79,82
14341583,402,2008-04-09T13:30:07Z,470,toniortiz,False,4840,Madrid,Madrid,Centro,105,+26,24.15,93,94,76,78
1087802558,30,2013-01-14T02:32:09Z,42,ulimarc,False,76,Telde,Las Palmas,05,007,+14,22.75,90,92,95,96
207999041,69,2010-10-26T12:51:58Z,130,canena_manez,False,880,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
11123932,3083,2007-12-13T11:51:20Z,3076,enriquembermejo,False,27736,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1889702970,213,2013-09-21T10:31:20Z,677,sergidomfer,False,3116,Valdefuentes de Sangusín,Salamanca,01,001,+6,12.25,11,18,4,7
302625304,170,2011-05-21T14:00:27Z,789,remika28,False,7334,O Corgo,Lugo,01,004,+9,16.45,61,67,69,77
87485942,1151,2009-11-04T17:21:32Z,453,Hkto_Khan,False,115719,Renedo de Esgueva,Valladolid,01,001,+9,17.15,67,71,69,76
2902311,296,2007-03-29T22:25:14Z,432,neojams,False,11607,Hontanares de Eresma,Segovia,01,001,+10,15.75,54,61,53,62
1122820243825594368,31,2019-04-29T11:09:41Z,65,InnovaMelilla,False,734,Melilla,Melilla,06,003,+15,16.45,61,67,51,53
2161308518,298,2013-10-28T17:34:46Z,291,iiDrazZ,False,13448,Escorca,Baleares,01,001,+11,22.05,89,90,91,93
1937441166,2897,2013-10-05T12:17:54Z,1977,mjperezglez,False,4756,Santa Cruz de Tenerife,S. C. de Tenerife,02,001,+16,20.65,85,87,92,93
92694459,1068,2009-11-26T05:49:41Z,1594,tonycanada777,False,269,Conil de la Frontera,Cádiz,01,005,+13,12.25,11,18,29,44
1462622065,297,2013-05-27T16:43:14Z,373,TheDiaz98,False,6723,Mogán,Las Palmas,04,002,+17,14.35,33,41,57,67
268693198,190,2011-03-19T08:21:25Z,31,PedrazaSantiago,False,110,Madrid,Madrid,Chamartín,073,+8,36.75,99,100,97,100
984171188,539,2012-12-02T08:18:42Z,378,safavalverde,False,2054,Aljaraque,Huelva,01,003,+11,13.65,25,33,64,71
260426601,19,2011-03-03T21:31:01Z,168,AMtuner,False,789,Chiloeches,Guadalajara,01,002,+8,19.95,82,85,93,95
1349102652743946246,116,2021-01-12T21:15:28Z,425,LaChinaLina1,False,198,Barcelona,Barcelona,Sant Martí,061,+10,23.45,92,93,88,90
707199601443545089,70,2016-03-08T13:41:38Z,284,cantabriarte,False,1405,Piélagos,Cantabria,02,001,+11,20.65,85,87,90,92
18776130,888,2009-01-08T19:46:14Z,696,rosaswarez,False,42011,Madrid,Madrid,Puente-Vallecas,175,0,11.55,6,11,2,4
383782210,189,2011-10-02T14:18:30Z,2105,patricia31ja,False,997,Doñinos de Salamanca,Salamanca,01,001,+9,16.45,61,67,62,69
444575299,337,2011-12-23T11:57:46Z,355,MaiderEgiguren,False,7487,Sevilla,Sevilla,San Pablo-Santa Justa,003,+10,23.45,92,93,96,97
301660911,111,2011-05-19T20:55:05Z,200,lifeton,False,1085,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1005828519543431168,5,2018-06-10T15:06:21Z,38,scanalesgone1,False,109,Meruelo,Cantabria,01,001,+11,14.35,33,41,14,15
2418177299,336,2014-03-17T18:25:13Z,474,susiiag99,False,19228,Oleiros,A Coruña,02,008,+7,22.05,89,90,96,97
2954412032,121,2015-01-01T06:22:10Z,143,vivionitier,False,1864,Madrid,Madrid,Moratalaz,014,+13,24.85,94,95,78,79
580767943,123,2012-05-15T10:32:52Z,478,VJDD1,False,783,Caminomorisco,Cáceres,01,001,0,11.55,6,11,24,41
1514122621,1851,2013-06-13T18:17:29Z,1167,gasta_suelas,False,2964,Cepeda,Salamanca,01,001,+6,12.25,11,18,4,7
448968145,328,2011-12-28T15:48:09Z,307,SandraRaga97,False,8545,València,Valencia,L'Eixampla,003,+10,24.15,93,94,96,97
1281038550,794,2013-03-19T17:42:26Z,468,NoeeliaRuiz,False,59638,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
713242410,73,2012-07-23T22:29:01Z,213,winterwodpecker,False,1458,València,Valencia,L'Eixampla,003,+10,24.15,93,94,96,97
582923305,24,2012-05-17T16:25:22Z,47,Estela_algo,False,501,Mogarraz,Salamanca,01,001,+13,12.25,11,18,4,7
58800064,300,2009-07-21T13:52:36Z,211,STE_CLUB,False,7013,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
916633442,643,2012-10-31T10:54:28Z,597,EloyGomez93,False,9204,Santaella,Córdoba,02,001,+14,11.55,6,11,17,29
567314410,436,2012-04-30T15:35:07Z,594,arturosantos12,False,4618,Madrid,Madrid,Centro,123,+26,24.15,93,94,76,78
2726485128,62,2014-08-12T15:32:41Z,3,Islandfc,False,1172,Zaragoza,Zaragoza,Actur-Arrabal,042,+11,21.35,87,89,88,91
292377088,31,2011-05-03T15:12:00Z,333,gonzaloanguis,False,3465,Granada,Granada,08,001,+10,15.75,54,61,79,82
75890881,440,2009-09-20T22:27:06Z,1035,Festiman_,False,21061,Elche,Alicante,07,012,+13,12.25,11,18,11,18
539429012,56,2012-03-28T22:11:44Z,230,triz_bearedondo,False,1766,Madrid,Madrid,Retiro,026,+3,23.45,92,93,73,75
1042069315762176000,15,2018-09-18T15:14:20Z,17,DoctoraDeAlcala,False,32,Alcalá de Henares,Madrid,05,017,+18,13.65,25,33,11,17
107574625,864,2010-01-23T01:20:21Z,798,dmentesveloces,False,13883,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
86048943,1726,2009-10-29T11:52:48Z,4176,jmpadillar,False,53238,Logroño,La Rioja,02,009,+11,13.65,25,33,12,13
1023696859,1693,2012-12-20T06:55:06Z,1545,jjmaraque,False,197132,Albacete,Albacete,06,004,0,17.85,71,76,88,91
794251394639396865,25,2016-11-03T18:54:23Z,10,DUnasAlalpardo,False,1481,Valdeolmos-Alalpardo,Madrid,01,001,+13,18.55,76,79,53,56
514466226,528,2012-03-04T15:40:30Z,356,Belgiallo,False,18931,Santa Eulària des Riu,Baleares,01,002,+32,17.15,67,71,31,43
2701385095,419,2014-08-02T17:46:00Z,323,pablitoabad_,False,5385,Santander,Cantabria,08,012,+21,16.45,61,67,53,66
730412558,510,2012-08-01T10:17:12Z,88,emi_egea_98,False,9774,Campo de Criptana,Ciudad Real,03,002,+12,12.95,18,25,32,47
73886414,937,2009-09-13T13:49:05Z,2032,A_L_S_I_N_A,False,34809,Vila-seca,Tarragona,01,004,+10,15.05,41,48,14,19
898197690453983232,77,2017-08-17T14:59:51Z,156,Barna_Flor,False,110,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
570324704,414,2012-05-03T22:09:28Z,509,kikoratoncito,False,1074,Víznar,Granada,01,001,+15,15.75,54,61,79,82
109282043,466,2010-01-28T14:59:47Z,682,PozoTurismo,False,2482,Huesa,Jaén,01,002,+8,9450.0,1,2,3,5
560517653,612,2012-04-22T19:01:44Z,1273,danielmirlo,False,18128,Sevilla,Sevilla,San Pablo-Santa Justa,036,+9,25.55,94,95,98,99
15413795,2522,2008-07-13T10:38:06Z,1047,DioxCorp,False,37855,León,León,04,008,+9,16.45,61,67,62,69
1007498934,40,2012-12-12T23:02:15Z,200,ManoloVijande,False,983,Sant Pere de Ribes,Barcelona,01,006,+12,12.95,18,25,4,7
216311160,885,2010-11-16T10:43:38Z,383,JoseteCarax,False,22001,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
295389401,4828,2011-05-08T22:54:40Z,2009,VictorCastuera,False,2980,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1154932831,390,2013-02-06T19:52:14Z,111,Marina__Fdez,False,7722,Riópar,Albacete,01,001,+22,11.55,6,11,8,17
505752398,22,2012-02-27T11:00:03Z,265,Hotelmesonainsa,False,37,Benabarre,Huesca,01,001,+10,15.05,41,48,18,26
180066831,181,2010-08-18T19:22:06Z,556,pmdorta,False,1434,Granadilla de Abona,S. C. de Tenerife,01,010,+13,12.25,11,18,22,23
190862906,1606,2010-09-15T01:03:32Z,1071,elsumillerfiel,False,9366,Quintanar de la Orden,Toledo,02,001,+12,12.95,18,25,32,47
1876030920,84,2013-09-17T16:21:38Z,435,luzurbano3,False,6349,Pradejón,La Rioja,01,001,+6,12.95,18,25,4,7
165455182,2148,2010-07-11T16:32:49Z,2146,JValdesVeiniere,False,31956,Gijón,Asturias,03,006,+8,18.55,76,79,68,75
284151631,45,2011-04-18T18:39:35Z,184,NuMoJiSa,False,120,Ávila,Ávila,04,006,+5,13.65,25,33,21,22
395341758,69,2011-10-21T14:29:21Z,237,Parti23,False,1611,La Cabrera,Madrid,01,001,+10,15.75,54,61,29,35
135716121,120,2010-04-22T02:36:13Z,407,clafernandez12,False,625,O Corgo,Lugo,01,004,+9,16.45,61,67,69,77
1264258939568427010,9,2020-05-23T18:16:54Z,4,FrutasNave,False,18,Dos Hermanas,Sevilla,05,017,+15,15.75,54,61,79,82
285835719,203,2011-04-21T21:43:10Z,159,carlosnaya,False,148,Ejulve,Teruel,01,001,0,17.15,67,71,55,64
4099016501,229,2015-11-02T18:22:16Z,114,CWAlgeciras,False,1359,Algeciras,Cádiz,03,003,+4,16.45,61,67,82,85
147724676,245,2010-05-24T22:09:15Z,530,CarmenAnsedes,False,3554,Culleredo,A Coruña,02,004,+13,18.55,76,79,87,90
1306778898009665537,3,2020-09-18T02:15:56Z,5,NazarethVarela3,False,37,Alcantarilla,Murcia,01,013,+19,8750.0,0,1,1,2
385000713,886,2011-10-04T18:03:09Z,733,elmomentoinutil,False,16644,Sant Joan Despí,Barcelona,01,005,+8,19.95,82,85,67,73
243305957,7575,2011-01-26T19:20:27Z,63,libertad8cafe,False,1444,Madrid,Madrid,Centro,074,+20,20.65,85,87,62,65
73934159,2045,2009-09-13T17:56:29Z,1339,djphet,False,69517,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
1358006646,237,2013-04-16T22:36:35Z,70,mrtnz_sara,False,12470,Pontevedra,Pontevedra,04,004,+5,14.35,33,41,14,28
1373000893,145,2013-04-22T20:01:06Z,920,hommeimage,False,770,Gijón,Asturias,01,004,+11,22.05,89,90,90,91
927652159809781760,112,2017-11-06T21:41:24Z,240,XUQgroup,False,392,Jorquera,Albacete,01,001,+7,10.15,2,4,1,3
1330838848235065344,71,2020-11-23T11:41:31Z,134,LavapiesRadio,False,133,Madrid,Madrid,Centro,048,+26,13.65,25,33,11,17
171127520,612,2010-07-26T16:35:22Z,844,Susan_db,False,21209,Sanlúcar de Barrameda,Cádiz,02,003,+22,11.55,6,11,17,29
1173575975218700288,1758,2019-09-16T12:35:08Z,111,Leofficial77,False,69,San Bartolomé de Tirajana,Las Palmas,03,004,+7,10.15,2,4,1,3
277728553,262,2011-04-05T22:31:30Z,578,MiguelTorresano,False,4681,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
1343838752,48,2013-04-11T08:12:42Z,56,korremillas,False,505,Sant Llorenç d'Hortons,Barcelona,01,001,+11,20.65,85,87,73,78
76463502,617,2009-09-22T21:57:23Z,454,APMLFV,False,6181,Laguna de Duero,Valladolid,01,015,+9,16.45,61,67,62,69
895065433,41,2012-10-21T10:13:46Z,138,africadevicente,False,1246,Isla Cristina,Huelva,03,005,+35,10.85,4,6,10,17
264174489,292,2011-03-11T13:23:34Z,87,AcerMoby,False,7162,Cieza,Murcia,02,001,+19,12.95,18,25,41,42
128044041,961,2010-03-30T23:23:05Z,1286,CalleD_Cesar,False,13996,Hervás,Cáceres,01,002,+13,12.25,11,18,57,68
157976321,1470,2010-06-21T12:07:21Z,1241,alsurcafebcn,False,4325,Barcelona,Barcelona,Sants-Montjuïc,045,+11,20.65,85,87,73,78
1396998409257635840,94,2021-05-25T01:16:01Z,328,animalzwithz,False,39,Madrid,Madrid,Centro,120,+13,18.55,76,79,53,56
281720074,106,2011-04-13T20:53:30Z,532,MCLOPEZLILLO,False,2301,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
447416589,1415,2011-12-26T21:36:51Z,823,TattooStoneMA,False,13424,Tarancón,Cuenca,02,004,+16,15.05,41,48,73,78
234784742,1018,2011-01-06T15:23:12Z,3413,PI1968,False,10063,Pueblonuevo del Guadiana,Badajoz,01,001,+13,12.25,11,18,57,68
2839794603,282,2014-10-21T12:46:47Z,519,GemaFuentesCano,False,4765,Chimeneas,Granada,01,001,+7,10.85,4,6,10,17
295191363,2094,2011-05-08T14:59:27Z,1960,isabelsanbe,False,83431,Ciudad Rodrigo,Salamanca,02,007,+17,14.35,33,41,32,33
91132164,2082,2009-11-19T16:03:23Z,1160,DominiqueRoujou,False,8555,Baiona,Pontevedra,01,003,+15,15.75,54,61,58,69
3020515995,0,2015-02-05T21:37:16Z,23,AnaVarg23373947,False,266,Las Palmas de Gran Canaria,Las Palmas,04,034,+14,11.55,6,11,12,13
348432814,1222,2011-08-04T12:31:04Z,1973,FERverscente,False,83699,València,Valencia,Pla del Real,019,+6,26.25,95,96,98,99
890232259776794625,260,2017-07-26T15:28:05Z,784,delademanda_Bur,False,715,Vega de Valcarce,León,01,001,+14,14.0,33,41,22,32
2262749897,80,2014-01-04T23:43:10Z,155,danielacolomer,False,1249,Porreres,Baleares,02,002,+9,17.15,67,71,31,43
418201898,407,2011-11-21T21:51:58Z,1625,chipijapa,False,2908,La Puebla de Cazalla,Sevilla,01,002,+6,12.25,11,18,29,44
1278015182,343,2013-03-18T15:19:57Z,94,Cristinamaro,False,536,Boiro,A Coruña,03,002,+11,13.65,25,33,6,14
1223580367950614530,272,2020-02-01T12:14:53Z,565,fabulosa1962,False,7013,Torrecilla en Cameros,La Rioja,01,001,+9,16.45,61,67,58,67
89165765,27536,2009-11-11T11:43:18Z,3668,martuniki,True,265561,Alcobendas,Madrid,01,025,+9,17.85,71,76,46,50
118409332,195,2010-02-28T16:01:44Z,235,jlvico,False,8616,Salobre,Albacete,01,001,+7,11.55,6,11,8,17
1471598126,607,2013-05-31T07:44:50Z,441,terrassapadel,False,1309,Sant Quirze del Vallès,Barcelona,01,006,+9,26.95,96,97,95,96
219085149,310,2010-11-23T22:02:01Z,247,ismaelnavarro73,False,2402,Alicante,Alicante,06,017,+13,12.25,11,18,11,18
102667693,424,2010-01-07T12:45:34Z,697,martaalija,False,25699,San Fernando,Cádiz,06,027,+12,12.95,18,25,55,64
1027500125332094976,61,2018-08-09T10:21:34Z,146,teleclubdemoza1,False,191,San Bartolomé,Las Palmas,01,003,+15,15.75,54,61,75,80
408066527,30,2011-11-08T22:56:52Z,358,Elena0693,False,1276,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
2962176526,181,2015-01-05T14:37:22Z,392,limhenriquez,False,903,Madrid,Madrid,Arganzuela,083,+7,20.65,85,87,62,65
2345143216,96,2014-02-15T15:56:44Z,115,lesgaletesaina,False,1351,Barcelona,Barcelona,Eixample,072,+16,31.15,98,99,98,99
79845869,322,2009-10-04T22:24:25Z,619,ramonferrer,False,7067,Badalona,Barcelona,02,003,+13,24.85,94,95,92,93
946707565,22,2012-11-13T23:19:39Z,65,jaguban,False,82,Málaga,Málaga,Ronda I.-Campan,057,+9,17.85,71,76,87,89
1514253546,85,2013-06-13T19:38:54Z,43,dsl_sanchez,False,2943,València,Valencia,L'Eixampla,001,+15,26.25,95,96,98,99
2717800595,67,2014-07-19T14:09:46Z,89,carlosvera_43,False,1161,Arrecife,Las Palmas,01,007,+26,13.65,25,33,35,47
254193917,670,2011-02-18T20:12:55Z,1668,VicenSkywalker,False,2900,Cehegín,Murcia,01,012,+15,10.85,4,6,4,7
138403160,193,2010-04-29T13:08:27Z,61,Lanagy,False,9198,Mancha Real,Jaén,01,003,+14,11.55,6,11,17,29
399939492,68,2011-10-28T08:22:04Z,87,laplayacarlos,False,882,Málaga,Málaga,Málaga-Este,040,+14,23.45,92,93,96,97
63513417,1064,2009-08-06T19:18:56Z,730,juambedo,False,30793,Santa Brígida,Las Palmas,04,001,+8,19.95,82,85,91,92
137886701,498,2010-04-28T01:47:42Z,733,mioj31,False,4021,Sevilla,Sevilla,Casco Antiguo,035,+7,22.75,90,92,95,96
300861743,265,2011-05-18T13:48:43Z,1032,_paolacabello,False,8166,Icod de los Vinos,S. C. de Tenerife,04,002,+14,11.55,6,11,12,13
304649423,87,2011-05-24T21:40:48Z,258,enegueva,False,148,Santa Cruz de Tenerife,S. C. de Tenerife,03,005,+5,14.35,33,41,57,67
296980084,590,2011-05-11T18:32:28Z,521,AdrianJM13,False,12028,Chiclana de la Frontera,Cádiz,04,009,+16,10.15,2,4,5,10
1353581863055589376,8,2021-01-25T05:54:14Z,5,DaniEcheray,False,25,Cortes de Pallás,Valencia,01,001,0,15.05,41,48,59,69
2876531356,226,2014-11-14T15:08:18Z,216,iamkev___,False,5026,Móstoles,Madrid,04,001,+12,12.95,18,25,7,11
430176857,310,2011-12-06T21:14:10Z,956,i_magv,False,2383,Alcalá de Guadaíra,Sevilla,04,001,+7,11.55,6,11,17,29
840862424,304,2012-09-23T02:36:58Z,381,antonio79337479,False,4717,Brenes,Sevilla,01,006,+13,12.25,11,18,29,44
