year,month,day,hour,minute,second,laborday,saturday,sunday,holiday,CO,PM25,NOx,O3,windspeed,winddirection,temperature,humidity,pressure,rain,traffic
2019,9,9,12,0,0,0,1,0,0,0.2,13.0,94.0,53.3,1.49,203.0,26.6,32.0,946.0,0.0,1351.0
2019,9,9,13,0,0,0,1,0,0,0.2,13.0,36.0,91.3,2.07,192.0,28.0,25.0,946.0,0.0,1410.0
2019,9,9,14,0,0,0,1,0,0,0.2,3.0,38.0,91.24,2.32,209.0,29.0,16.0,945.0,0.0,1460.0
2019,9,9,15,0,0,0,1,0,0,0.2,8.0,62.0,86.63,2.36,206.0,29.5,15.0,944.0,0.0,1326.0
2019,9,9,16,0,0,0,1,0,0,0.1,6.0,40.0,91.7,2.63,211.0,29.3,15.0,943.0,0.0,1390.0
2019,9,9,17,0,0,0,1,0,0,0.2,12.0,47.0,83.06,2.37,209.0,29.5,14.0,942.0,0.0,1342.0
2019,9,9,18,0,0,0,1,0,0,0.2,15.0,62.0,75.8,1.97,234.0,28.7,15.0,942.0,0.0,1496.0
2019,9,9,19,0,0,0,1,0,0,0.2,6.0,110.0,67.04,2.09,241.0,27.6,14.0,942.0,0.0,1477.0
2019,9,9,20,0,0,0,1,0,0,0.2,8.0,53.0,73.57,1.6,230.0,26.5,16.0,943.0,0.0,1476.0
2019,9,9,21,0,0,0,1,0,0,0.2,7.0,53.0,62.13,0.93,243.0,25.7,18.0,943.0,0.0,1167.0
2019,9,9,22,0,0,0,1,0,0,0.2,7.0,44.0,61.41,0.77,253.0,24.5,21.0,943.0,0.0,892.0
2019,9,9,23,0,0,0,1,0,0,0.2,10.0,26.0,74.74,0.83,237.0,23.3,24.0,943.0,0.0,610.0
2019,9,10,0,0,0,0,1,0,0,0.1,11.0,12.0,81.77,1.4,278.0,22.7,26.0,943.0,0.0,432.0
2019,9,10,1,0,0,0,1,0,0,0.1,3.0,6.0,69.17,1.58,299.0,21.7,30.0,943.0,0.0,300.0
2019,9,10,2,0,0,0,1,0,0,0.1,7.0,7.0,63.81,1.22,254.0,20.1,35.0,944.0,0.0,222.0
2019,9,10,3,0,0,0,1,0,0,0.1,3.0,6.0,65.22,1.1,237.0,19.0,40.0,943.0,0.0,188.0
2019,9,10,4,0,0,0,1,0,0,0.1,8.0,6.0,65.34,1.18,307.0,18.0,44.0,943.0,0.0,178.0
2019,9,10,5,0,0,0,1,0,0,0.1,7.0,9.0,61.28,1.12,307.0,17.1,48.0,943.0,0.0,335.0
2019,9,10,6,0,0,0,1,0,0,0.1,9.0,28.0,50.29,1.22,299.0,16.1,52.0,943.0,0.0,828.0
2019,9,10,7,0,0,0,1,0,0,0.2,10.0,39.0,39.23,1.3,316.0,15.9,53.0,944.0,0.0,1267.0
2019,9,10,8,0,0,0,1,0,0,0.2,9.0,64.0,34.69,1.11,74.0,16.1,50.0,944.0,0.0,1330.0
2019,9,10,9,0,0,0,1,0,0,0.3,7.0,93.0,36.95,1.86,122.0,17.1,40.0,945.0,0.0,1309.0
2019,9,10,10,0,0,0,1,0,0,0.2,8.0,62.0,46.15,2.31,67.0,17.2,39.0,946.0,0.0,1208.0
2019,9,10,11,0,0,0,1,0,0,0.2,7.0,85.0,45.24,1.75,77.0,19.0,35.0,946.0,0.0,1158.0
2019,9,10,12,0,0,0,1,0,0,0.2,3.0,49.0,56.01,1.46,43.0,20.1,31.0,946.0,0.0,1373.0
2019,9,10,13,0,0,0,1,0,0,0.2,4.0,54.0,54.86,1.55,28.0,21.7,26.0,945.0,0.0,1412.0
2019,9,10,14,0,0,0,1,0,0,0.2,8.0,47.0,57.53,1.23,95.0,22.0,25.0,945.0,0.0,1448.0
2019,9,10,15,0,0,0,1,0,0,0.2,3.0,33.0,60.28,1.31,292.0,21.4,26.0,945.0,0.0,1347.0
2019,9,10,16,0,0,0,1,0,0,0.2,3.0,58.0,47.06,1.2,308.0,20.9,28.0,945.0,0.0,1367.0
2019,9,10,17,0,0,0,1,0,0,0.2,16.0,82.0,38.85,1.29,278.0,19.8,32.0,946.0,0.0,1488.0
2019,9,10,18,0,0,0,1,0,0,0.2,17.0,63.0,47.49,1.45,175.0,18.4,38.0,946.0,0.0,1489.0
2019,9,10,19,0,0,0,1,0,0,0.2,4.0,66.0,44.12,1.47,298.0,17.2,44.0,947.0,0.0,1455.0
2019,9,10,20,0,0,0,1,0,0,0.2,9.0,49.0,49.25,1.55,307.0,16.4,47.0,947.0,0.0,1400.0
2019,9,10,21,0,0,0,1,0,0,0.2,6.0,38.0,56.31,1.45,299.0,16.4,48.0,948.0,0.0,1178.0
2019,9,10,22,0,0,0,1,0,0,0.2,9.0,26.0,59.77,1.24,261.0,16.0,50.0,948.0,0.0,897.0
2019,9,10,23,0,0,0,1,0,0,0.1,6.0,20.0,65.28,1.13,289.0,15.7,51.0,948.0,0.0,602.0
2019,9,11,0,0,0,0,1,0,0,0.1,4.0,15.0,71.68,1.1,245.0,15.5,50.0,949.0,0.0,467.0
2019,9,11,1,0,0,0,1,0,0,0.1,3.0,11.0,73.64,1.13,208.0,15.3,51.0,949.0,0.0,340.0
2019,9,11,2,0,0,0,1,0,0,0.1,3.0,8.0,77.33,1.07,298.0,15.2,49.0,949.0,0.0,234.0
2019,9,11,3,0,0,0,1,0,0,0.1,3.0,8.0,74.63,0.87,298.0,14.9,49.0,949.0,0.0,197.0
2019,9,11,4,0,0,0,1,0,0,0.1,4.0,7.0,75.86,0.91,284.0,14.9,48.0,948.0,0.0,168.0
2019,9,11,5,0,0,0,1,0,0,0.1,7.0,13.0,73.55,0.98,206.0,15.0,49.0,949.0,0.0,337.0
2019,9,11,6,0,0,0,1,0,0,0.2,8.0,32.0,65.46,1.27,223.0,15.5,51.0,949.0,0.0,816.0
2019,9,11,7,0,0,0,1,0,0,0.2,5.0,60.0,51.74,1.15,254.0,15.5,52.0,949.0,0.0,1269.0
2019,9,11,8,0,0,0,1,0,0,0.3,8.0,74.0,43.51,1.1,278.0,15.9,52.0,950.0,0.0,1343.0
2019,9,11,9,0,0,0,1,0,0,0.2,8.0,85.0,49.92,1.57,223.0,18.4,46.0,950.0,0.0,1351.0
2019,9,11,10,0,0,0,1,0,0,0.2,8.0,67.0,58.21,1.54,106.0,20.3,42.0,951.0,0.0,1255.0
2019,9,11,11,0,0,0,1,0,0,0.2,5.0,66.0,62.96,1.64,67.0,21.7,38.0,951.0,0.0,1314.0
2019,9,11,12,0,0,0,1,0,0,0.2,13.0,71.0,64.48,1.99,83.0,22.8,35.0,951.0,0.0,1314.0
2019,9,11,13,0,0,0,1,0,0,0.2,9.0,66.0,67.72,1.63,90.0,24.8,32.0,951.0,0.0,1382.0
2019,9,11,14,0,0,0,1,0,0,0.2,13.0,75.0,66.71,2.35,73.0,25.5,29.0,950.0,0.0,1363.0
2019,9,11,15,0,0,0,1,0,0,0.2,21.0,61.0,74.11,3.17,68.0,25.2,29.0,950.0,0.0,1260.0
2019,9,11,16,0,0,0,1,0,0,0.2,13.0,61.0,76.8,3.68,67.0,25.1,29.0,950.0,0.0,1330.0
2019,9,11,17,0,0,0,1,0,0,0.2,10.0,63.0,76.05,3.02,73.0,25.1,29.0,950.0,0.0,1421.0
2019,9,11,18,0,0,0,1,0,0,0.2,10.0,87.0,63.51,2.64,71.0,25.2,29.0,951.0,0.0,1503.0
2019,9,11,19,0,0,0,1,0,0,0.2,9.0,85.0,61.69,3.06,67.0,24.5,30.0,951.0,0.0,1441.0
2019,9,11,20,0,0,0,1,0,0,0.2,9.0,65.0,63.51,2.98,69.0,23.8,31.0,952.0,0.0,1392.0
2019,9,11,21,0,0,0,1,0,0,0.2,9.0,58.0,61.21,2.49,65.0,23.0,32.0,953.0,0.0,1202.0
2019,9,11,22,0,0,0,1,0,0,0.2,11.0,56.0,56.95,1.98,69.0,22.0,34.0,954.0,0.0,984.0
2019,9,11,23,0,0,0,1,0,0,0.2,10.0,42.0,62.55,1.88,77.0,21.1,38.0,954.0,0.0,682.0
2019,9,12,0,0,0,0,1,0,0,0.2,7.0,23.0,75.7,2.1,78.0,19.7,43.0,954.0,0.0,536.0
2019,9,12,1,0,0,0,1,0,0,0.1,9.0,20.0,77.19,2.27,62.0,18.8,46.0,954.0,0.0,380.0
2019,9,12,2,0,0,0,1,0,0,0.1,8.0,21.0,75.49,2.62,70.0,17.9,48.0,955.0,0.0,288.0
2019,9,12,3,0,0,0,1,0,0,0.1,7.0,10.0,79.39,2.79,65.0,17.2,50.0,955.0,0.0,190.0
2019,9,12,4,0,0,0,1,0,0,0.1,7.0,11.0,78.46,2.73,67.0,16.8,51.0,955.0,0.0,210.0
2019,9,12,5,0,0,0,1,0,0,0.1,5.0,16.0,76.16,2.73,67.0,16.5,52.0,954.0,0.0,346.0
2019,9,12,6,0,0,0,1,0,0,0.2,6.0,46.0,59.24,2.24,72.0,16.7,51.0,955.0,0.0,652.0
2019,9,12,7,0,0,0,1,0,0,0.2,7.0,81.0,44.14,2.3,76.0,17.0,50.0,955.0,0.0,992.0
2019,9,12,8,0,0,0,1,0,0,0.3,9.0,113.0,31.63,1.21,230.0,17.6,50.0,955.0,0.0,1406.0
2019,9,12,9,0,0,0,1,0,0,0.3,10.0,98.0,45.43,1.33,65.0,20.5,44.0,955.0,0.0,1372.0
2019,9,12,10,0,0,0,1,0,0,0.2,14.0,74.0,61.12,1.95,67.0,22.2,42.0,956.0,0.0,1303.0
2019,9,12,11,0,0,0,1,0,0,0.2,13.0,69.0,68.02,2.02,80.0,23.5,40.0,956.0,0.0,1390.0
2019,9,12,12,0,0,0,1,0,0,0.2,12.0,68.0,72.98,2.56,74.0,24.4,38.0,956.0,0.0,1385.0
2019,9,12,13,0,0,0,1,0,0,0.2,10.0,60.0,78.21,2.37,85.0,25.5,37.0,956.0,0.0,1195.0
2019,9,12,14,0,0,0,1,0,0,0.2,11.0,83.0,69.15,1.84,77.0,26.7,35.0,955.0,0.0,1379.0
2019,9,12,15,0,0,0,1,0,0,0.2,17.0,63.0,72.81,2.15,73.0,27.2,34.0,955.0,0.0,1271.0
2019,9,12,16,0,0,0,1,0,0,0.2,16.0,76.0,63.44,1.72,105.0,26.8,35.0,955.0,0.0,1336.0
2019,9,12,17,0,0,0,1,0,0,0.2,11.0,96.0,60.23,1.84,106.0,26.7,36.0,955.0,0.0,1476.0
2019,9,12,18,0,0,0,1,0,0,0.2,18.0,84.0,68.8,1.97,122.0,27.1,34.0,955.0,0.0,1443.0
2019,9,12,19,0,0,0,1,0,0,0.2,9.0,114.0,51.25,1.37,106.0,26.5,36.0,954.0,0.0,1502.0
2019,9,12,20,0,0,0,1,0,0,0.4,7.0,206.0,23.97,0.84,78.0,25.5,38.0,954.0,0.0,1477.0
2019,9,12,21,0,0,0,1,0,0,1.1,18.0,435.0,5.72,0.52,234.0,23.2,46.0,955.0,0.0,1199.0
2019,9,12,22,0,0,0,1,0,0,0.7,31.0,263.0,5.28,0.56,274.0,22.5,47.0,956.0,0.0,998.0
2019,9,12,23,0,0,0,1,0,0,0.4,23.0,155.0,6.11,0.66,186.0,23.2,45.0,956.0,0.0,751.0
2019,9,13,0,0,0,0,1,0,0,0.7,19.0,217.0,4.92,0.52,254.0,21.0,53.0,956.0,0.0,537.0
2019,9,13,1,0,0,0,1,0,0,0.5,16.0,134.0,11.35,0.67,254.0,20.9,50.0,956.0,0.0,401.0
2019,9,13,2,0,0,0,1,0,0,0.3,17.0,62.0,25.64,0.5,230.0,20.5,50.0,956.0,0.0,303.0
2019,9,13,3,0,0,0,1,0,0,0.2,9.0,40.0,41.74,0.58,83.0,19.7,52.0,955.0,0.0,230.0
2019,9,13,4,0,0,0,1,0,0,0.1,7.0,23.0,58.77,0.6,292.0,19.2,52.0,955.0,0.0,208.0
2019,9,13,5,0,0,0,1,0,0,0.2,10.0,43.0,53.88,0.57,246.0,18.9,52.0,955.0,0.0,358.0
2019,9,13,6,0,0,0,1,0,0,0.2,8.0,45.0,59.17,0.79,257.0,19.5,49.0,954.0,0.0,657.0
2019,9,13,7,0,0,0,1,0,0,0.2,7.0,87.0,46.51,1.8,78.0,20.1,45.0,954.0,0.0,990.0
2019,9,13,8,0,0,0,1,0,0,0.3,11.0,102.0,41.72,1.49,77.0,19.9,47.0,954.0,0.0,1316.0
2019,9,13,9,0,0,0,1,0,0,0.3,15.0,100.0,47.07,1.59,78.0,20.4,46.0,954.0,0.0,1322.0
2019,9,13,10,0,0,0,1,0,0,0.3,14.0,81.0,57.48,1.97,78.0,20.9,45.0,954.0,0.0,1222.0
2019,9,13,11,0,0,0,1,0,0,0.2,14.0,83.0,58.5,1.94,60.0,20.6,47.0,954.0,0.0,1304.0
2019,9,13,12,0,0,0,1,0,0,0.3,1.0,124.0,43.86,1.45,67.0,20.8,49.0,954.0,0.1,1358.0
2019,9,13,13,0,0,0,1,0,0,0.2,1.0,84.0,56.36,2.83,65.0,19.5,53.0,955.0,0.0,1426.0
2019,9,13,14,0,0,0,1,0,0,0.2,8.0,82.0,50.86,2.35,63.0,16.4,77.0,956.0,1.6,1459.0
2019,9,13,15,0,0,0,1,0,0,0.3,13.0,116.0,38.23,1.01,89.0,16.1,86.0,955.0,0.3,1324.0
2019,9,13,16,0,0,0,1,0,0,0.3,20.0,111.0,46.31,1.23,103.0,17.9,77.0,955.0,0.0,1345.0
2019,9,13,17,0,0,0,1,0,0,0.2,17.0,84.0,57.4,2.42,71.0,18.5,69.0,954.0,0.1,1453.0
2019,9,13,18,0,0,0,1,0,0,0.3,15.0,95.0,47.86,1.4,67.0,18.8,69.0,954.0,0.0,1521.0
2019,9,13,19,0,0,0,1,0,0,0.3,15.0,74.0,46.82,1.05,139.0,19.0,70.0,954.0,0.0,1501.0
2019,9,13,20,0,0,0,1,0,0,0.4,15.0,99.0,35.43,0.79,208.0,19.2,69.0,953.0,0.1,1578.0
2019,9,13,21,0,0,0,1,0,0,0.3,15.0,106.0,29.76,0.8,182.0,19.4,68.0,954.0,0.0,1389.0
2019,9,13,22,0,0,0,1,0,0,0.2,16.0,68.0,40.01,1.08,111.0,19.3,67.0,954.0,0.0,1188.0
2019,9,13,23,0,0,0,1,0,0,0.2,18.0,50.0,47.95,1.83,68.0,19.0,67.0,954.0,0.0,945.0
2019,9,14,0,0,0,0,0,1,0,0.2,15.0,31.0,61.89,2.22,76.0,18.8,68.0,954.0,0.1,825.0
2019,9,14,1,0,0,0,0,1,0,0.2,12.0,33.0,56.07,1.47,73.0,18.6,70.0,954.0,0.0,670.0
2019,9,14,2,0,0,0,0,1,0,0.2,12.0,38.0,48.64,0.65,116.0,18.8,70.0,954.0,0.0,529.0
2019,9,14,3,0,0,0,0,1,0,0.1,11.0,27.0,52.65,0.63,274.0,18.5,70.0,953.0,0.0,413.0
2019,9,14,4,0,0,0,0,1,0,0.1,9.0,18.0,61.44,0.62,284.0,18.4,69.0,953.0,0.0,359.0
2019,9,14,5,0,0,0,0,1,0,0.1,9.0,20.0,60.32,0.83,213.0,18.5,68.0,953.0,0.0,372.0
2019,9,14,6,0,0,0,0,1,0,0.1,14.0,31.0,53.71,1.42,78.0,18.3,69.0,952.0,0.0,502.0
2019,9,14,7,0,0,0,0,1,0,0.2,15.0,44.0,48.56,1.26,78.0,18.0,69.0,953.0,0.0,507.0
2019,9,14,8,0,0,0,0,1,0,0.2,12.0,49.0,49.78,1.11,76.0,17.8,69.0,953.0,0.0,706.0
2019,9,14,9,0,0,0,0,1,0,0.2,13.0,64.0,50.84,1.5,71.0,18.1,67.0,953.0,0.1,938.0
2019,9,14,10,0,0,0,0,1,0,0.2,12.0,51.0,59.14,2.03,77.0,19.8,61.0,953.0,0.0,1189.0
2019,9,14,11,0,0,0,0,1,0,0.2,12.0,59.0,57.02,1.69,67.0,20.5,59.0,953.0,0.0,1304.0
2019,9,14,12,0,0,0,0,1,0,0.2,10.0,65.0,56.77,1.59,133.0,20.5,59.0,954.0,0.0,1409.0
2019,9,14,13,0,0,0,0,1,0,0.2,7.0,80.0,43.82,1.33,80.0,16.6,86.0,953.0,3.5,1401.0
2019,9,14,14,0,0,0,0,1,0,0.3,8.0,99.0,40.55,1.09,106.0,17.6,85.0,952.0,0.1,1387.0
2019,9,14,15,0,0,0,0,1,0,0.2,12.0,61.0,57.86,1.64,85.0,17.9,82.0,953.0,0.9,1175.0
2019,9,14,16,0,0,0,0,1,0,0.2,7.0,48.0,59.74,1.32,78.0,16.9,89.0,952.0,1.2,1246.0
2019,9,14,17,0,0,0,0,1,0,0.2,8.0,56.0,56.55,1.65,67.0,16.6,91.0,952.0,1.1,1287.0
2019,9,14,18,0,0,0,0,1,0,0.2,11.0,65.0,55.77,1.02,81.0,18.1,85.0,952.0,1.1,1374.0
2019,9,14,19,0,0,0,0,1,0,0.2,14.0,76.0,47.67,0.82,261.0,17.2,89.0,952.0,0.1,1348.0
2019,9,14,20,0,0,0,0,1,0,0.3,13.0,70.0,38.61,0.67,298.0,17.1,90.0,952.0,0.4,1348.0
2019,9,14,21,0,0,0,0,1,0,0.4,14.0,109.0,18.04,0.55,213.0,17.1,91.0,952.0,0.0,1246.0
2019,9,14,22,0,0,0,0,1,0,0.4,17.0,86.0,18.51,0.56,234.0,17.2,92.0,952.0,0.0,1087.0
2019,9,14,23,0,0,0,0,1,0,0.3,17.0,77.0,20.21,0.53,206.0,17.6,89.0,952.0,0.0,920.0
2019,9,15,0,0,0,0,0,0,1,0.3,16.0,66.0,27.77,0.58,237.0,17.9,85.0,951.0,0.0,849.0
2019,9,15,1,0,0,0,0,0,1,0.2,13.0,61.0,31.84,0.93,78.0,18.2,80.0,951.0,0.0,841.0
2019,9,15,2,0,0,0,0,0,1,0.2,12.0,48.0,29.95,0.65,43.0,18.3,79.0,951.0,0.0,632.0
2019,9,15,3,0,0,0,0,0,1,0.2,13.0,35.0,30.16,0.55,170.0,18.6,77.0,951.0,0.0,507.0
2019,9,15,4,0,0,0,0,0,1,0.2,10.0,36.0,32.33,0.85,74.0,18.4,77.0,951.0,0.0,415.0
2019,9,15,5,0,0,0,0,0,1,0.1,6.0,36.0,31.1,0.7,83.0,17.8,82.0,950.0,1.2,381.0
2019,9,15,6,0,0,0,0,0,1,0.2,11.0,44.0,25.19,0.53,331.0,17.0,91.0,950.0,0.8,488.0
2019,9,15,7,0,0,0,0,0,1,0.2,11.0,68.0,15.66,0.73,106.0,16.9,91.0,950.0,1.3,441.0
2019,9,15,8,0,0,0,0,0,1,0.1,12.0,43.0,33.23,0.87,71.0,16.6,88.0,950.0,0.1,493.0
2019,9,15,9,0,0,0,0,0,1,0.2,14.0,48.0,31.97,0.89,73.0,17.1,85.0,950.0,0.2,678.0
2019,9,15,10,0,0,0,0,0,1,0.3,17.0,80.0,25.99,1.05,73.0,17.5,85.0,950.0,0.5,849.0
2019,9,15,11,0,0,0,0,0,1,0.3,18.0,64.0,36.89,1.05,62.0,19.4,78.0,951.0,0.1,983.0
2019,9,15,12,0,0,0,0,0,1,0.2,19.0,51.0,36.94,0.63,307.0,19.9,77.0,951.0,0.1,1126.0
2019,9,15,13,0,0,0,0,0,1,0.2,14.0,43.0,44.88,1.24,303.0,19.8,76.0,950.0,0.1,1326.0
2019,9,15,14,0,0,0,0,0,1,0.2,21.0,26.0,59.29,1.13,298.0,21.6,67.0,950.0,0.1,1139.0
2019,9,15,15,0,0,0,0,0,1,0.1,15.0,23.0,60.76,1.05,48.0,22.1,69.0,949.0,0.1,1025.0
2019,9,15,16,0,0,0,0,0,1,0.2,20.0,31.0,66.59,1.3,78.0,23.3,66.0,949.0,0.0,1156.0
2019,9,15,17,0,0,0,0,0,1,0.2,20.0,39.0,63.56,1.72,74.0,22.6,69.0,949.0,0.1,1225.0
2019,9,15,18,0,0,0,0,0,1,0.2,15.0,48.0,60.8,1.97,83.0,21.8,71.0,949.0,0.0,1247.0
2019,9,15,19,0,0,0,0,0,1,0.2,15.0,41.0,63.3,2.1,68.0,20.2,75.0,949.0,0.1,1275.0
2019,9,15,20,0,0,0,0,0,1,0.2,12.0,60.0,43.8,1.1,73.0,19.8,78.0,949.0,0.0,1227.0
2019,9,15,21,0,0,0,0,0,1,0.3,17.0,89.0,26.42,0.66,65.0,20.0,78.0,949.0,0.1,1145.0
2019,9,15,22,0,0,0,0,0,1,0.3,16.0,75.0,30.68,1.53,76.0,19.7,79.0,950.0,0.0,978.0
2019,9,15,23,0,0,0,0,0,1,0.2,13.0,44.0,48.22,1.29,73.0,18.9,79.0,950.0,0.0,693.0
2019,9,16,0,0,0,0,1,0,0,0.2,13.0,46.0,47.52,1.21,83.0,18.4,79.0,950.0,0.0,487.0
2019,9,16,1,0,0,0,1,0,0,0.2,11.0,37.0,44.98,0.87,44.0,18.2,81.0,950.0,0.0,369.0
2019,9,16,2,0,0,0,1,0,0,0.1,11.0,37.0,38.99,0.67,154.0,18.5,80.0,950.0,0.1,289.0
2019,9,16,3,0,0,0,1,0,0,0.1,10.0,21.0,49.15,0.6,146.0,18.8,78.0,949.0,0.0,212.0
2019,9,16,4,0,0,0,1,0,0,0.1,12.0,22.0,50.55,1.07,77.0,18.4,81.0,949.0,0.0,202.0
2019,9,16,5,0,0,0,1,0,0,0.1,14.0,22.0,46.96,1.41,67.0,17.6,86.0,949.0,0.0,338.0
2019,9,16,6,0,0,0,1,0,0,0.2,11.0,71.0,31.72,0.77,72.0,17.8,85.0,949.0,0.0,877.0
2019,9,16,7,0,0,0,1,0,0,0.3,16.0,109.0,18.91,0.9,78.0,17.4,87.0,949.0,0.1,1321.0
2019,9,16,8,0,0,0,1,0,0,0.3,16.0,129.0,15.87,0.65,83.0,17.6,87.0,949.0,0.0,1343.0
2019,9,16,9,0,0,0,1,0,0,0.4,14.0,134.0,18.3,0.75,306.0,19.8,78.0,950.0,0.0,1331.0
2019,9,16,10,0,0,0,1,0,0,0.4,15.0,115.0,35.69,1.06,308.0,22.1,68.0,950.0,0.0,1116.0
2019,9,16,11,0,0,0,1,0,0,0.2,14.0,91.0,50.65,1.17,62.0,22.8,64.0,950.0,0.0,1303.0
2019,9,16,12,0,0,0,1,0,0,0.2,23.0,93.0,49.25,1.14,307.0,22.6,65.0,950.0,0.0,1403.0
2019,9,16,13,0,0,0,1,0,0,0.2,21.0,73.0,64.43,1.17,116.0,24.1,59.0,950.0,0.0,1440.0
2019,9,16,14,0,0,0,1,0,0,0.2,17.0,61.0,75.61,1.22,138.0,25.1,56.0,949.0,0.0,1407.0
2019,9,16,15,0,0,0,1,0,0,0.2,28.0,77.0,80.71,1.38,192.0,25.1,55.0,949.0,0.0,1290.0
2019,9,16,16,0,0,0,1,0,0,0.2,23.0,46.0,103.0,1.12,144.0,26.3,49.0,948.0,0.0,1341.0
2019,9,16,17,0,0,0,1,0,0,0.1,15.0,47.0,102.4,1.27,192.0,26.5,47.0,948.0,0.0,1426.0
2019,9,16,18,0,0,0,1,0,0,0.2,27.0,60.0,78.88,1.68,205.0,23.9,57.0,948.0,0.1,1482.0
2019,9,16,19,0,0,0,1,0,0,0.3,20.0,88.0,61.51,1.14,310.0,22.2,66.0,948.0,0.0,1532.0
2019,9,16,20,0,0,0,1,0,0,0.3,17.0,98.0,49.57,0.72,311.0,21.8,66.0,948.0,0.0,1431.0
2019,9,16,21,0,0,0,1,0,0,0.3,18.0,92.0,33.6,0.59,249.0,21.3,68.0,949.0,0.0,1144.0
2019,9,16,22,0,0,0,1,0,0,0.4,20.0,101.0,19.68,0.58,292.0,20.7,73.0,949.0,0.0,820.0
2019,9,16,23,0,0,0,1,0,0,0.4,22.0,122.0,11.79,0.6,233.0,20.0,77.0,949.0,0.0,557.0
2019,9,17,0,0,0,0,1,0,0,0.2,18.0,54.0,22.26,0.64,331.0,19.3,82.0,949.0,0.0,454.0
2019,9,17,1,0,0,0,1,0,0,0.2,17.0,50.0,13.83,0.61,298.0,18.5,83.0,949.0,0.0,304.0
2019,9,17,2,0,0,0,1,0,0,0.2,16.0,35.0,17.74,0.7,316.0,18.0,82.0,949.0,0.0,216.0
2019,9,17,3,0,0,0,1,0,0,0.1,13.0,30.0,19.01,0.65,323.0,17.5,82.0,949.0,0.0,179.0
2019,9,17,4,0,0,0,1,0,0,0.1,13.0,28.0,22.49,0.7,32.0,17.3,81.0,948.0,0.0,176.0
2019,9,17,5,0,0,0,1,0,0,0.1,13.0,33.0,20.6,0.65,307.0,16.9,81.0,948.0,0.0,314.0
2019,9,17,6,0,0,0,1,0,0,0.2,13.0,58.0,12.16,0.57,299.0,17.0,81.0,948.0,0.0,831.0
2019,9,17,7,0,0,0,1,0,0,0.4,14.0,109.0,6.69,0.57,307.0,16.9,80.0,948.0,0.0,1346.0
2019,9,17,8,0,0,0,1,0,0,0.4,15.0,154.0,6.84,0.61,312.0,17.4,77.0,948.0,0.0,1421.0
2019,9,17,9,0,0,0,1,0,0,0.5,20.0,187.0,9.35,0.63,305.0,18.9,71.0,949.0,0.0,1339.0
2019,9,17,10,0,0,0,1,0,0,0.5,22.0,196.0,16.4,0.87,40.0,22.8,59.0,949.0,0.0,1273.0
2019,9,17,11,0,0,0,1,0,0,0.3,22.0,126.0,37.49,1.31,90.0,24.4,54.0,949.0,0.0,1337.0
2019,9,17,12,0,0,0,1,0,0,0.2,18.0,76.0,61.44,1.48,77.0,25.3,50.0,948.0,0.0,1361.0
2019,9,17,13,0,0,0,1,0,0,0.2,20.0,69.0,78.41,1.24,83.0,27.2,43.0,948.0,0.0,1401.0
2019,9,17,14,0,0,0,1,0,0,0.2,23.0,68.0,87.12,1.3,79.0,28.3,38.0,947.0,0.0,1410.0
2019,9,17,15,0,0,0,1,0,0,0.2,7.0,56.0,99.92,1.4,132.0,29.2,34.0,946.0,0.0,1284.0
2019,9,17,16,0,0,0,1,0,0,0.1,9.0,55.0,108.4,1.3,90.0,29.3,35.0,946.0,0.0,1364.0
2019,9,17,17,0,0,0,1,0,0,0.2,23.0,69.0,99.94,1.19,223.0,28.7,37.0,945.0,0.0,1405.0
2019,9,17,18,0,0,0,1,0,0,0.2,14.0,96.0,74.27,1.22,139.0,27.3,40.0,945.0,0.0,1476.0
2019,9,17,19,0,0,0,1,0,0,0.2,15.0,128.0,55.84,1.42,209.0,26.5,43.0,945.0,0.0,1459.0
2019,9,17,20,0,0,0,1,0,0,0.2,17.0,58.0,80.87,1.78,203.0,22.0,52.0,946.0,0.0,1390.0
2019,9,17,21,0,0,0,1,0,0,0.1,11.0,43.0,77.1,1.02,298.0,21.0,53.0,946.0,0.0,1104.0
2019,9,17,22,0,0,0,1,0,0,0.2,10.0,57.0,63.71,0.74,323.0,20.6,56.0,946.0,0.0,841.0
2019,9,17,23,0,0,0,1,0,0,0.3,8.0,96.0,32.99,0.83,284.0,20.4,58.0,947.0,0.0,650.0
2019,9,18,0,0,0,0,1,0,0,0.2,10.0,54.0,51.88,0.76,212.0,20.0,59.0,948.0,0.0,442.0
2019,9,18,1,0,0,0,1,0,0,0.1,10.0,23.0,74.06,0.61,234.0,19.3,57.0,947.0,0.0,308.0
2019,9,18,2,0,0,0,1,0,0,0.1,8.0,26.0,65.58,0.63,77.0,18.7,60.0,947.0,0.0,233.0
2019,9,18,3,0,0,0,1,0,0,0.1,10.0,29.0,57.62,1.1,79.0,18.5,67.0,946.0,0.0,187.0
2019,9,18,4,0,0,0,1,0,0,0.1,11.0,28.0,53.29,1.4,67.0,18.5,69.0,946.0,0.0,166.0
2019,9,18,5,0,0,0,1,0,0,0.1,11.0,42.0,46.91,0.69,307.0,18.5,69.0,946.0,0.0,339.0
2019,9,18,6,0,0,0,1,0,0,0.1,9.0,30.0,48.23,0.79,311.0,18.0,71.0,946.0,0.0,833.0
2019,9,18,7,0,0,0,1,0,0,0.2,10.0,89.0,24.4,0.56,209.0,17.7,74.0,946.0,0.0,1316.0
