text,vtlabel
"RT @VoteTrumpPics: ""This isn’t just the fight of my life, it’s the fight of our lives – together – to save our country."" -… ",1
"RT @VoteTrumpPics: Forget FBI Director Comey!

""It’s up to the American people to deliver justice at the ballot box on November 8th.""… ",1
RT @WikiFleekMemes: I have never seen a presidential candidate work as hard as @realDonaldTrump worked for this election. And he did it for…,1
@DonaldJTrumpJr @realDonaldTrump Nice. Now we have a #CrookedHillary mole investigating the latest  #CrookedHillary… https://t.co/ygQJePoz8P,1
"@jaketapper I checked the @realDonaldTrump button in your poll, but you tweet flipped my selection to #CrookedHillary Surprise! #RiggedPoll",1
Oh she's awake now.  @realDonaldTrump there's more incentive to push hard to the finish. #DrainTheSwamp#NeverHillar… https://t.co/DUF2VT5cNC,1
"RT @cnmmichael: .@HillaryClinton KNOWS THE #TRUTH ABT 4 #AMERICANS
#BENGHAZI HAUNTSHER!
#StopHillary
#Elections2016
#RedNationRising https:…",1
"RT @IngrahamAngle: Yes--thank you, Hillary, more arguments for voting @realDonaldTrump! https://t.co/h7oqsAQyon",1
"RT @Lrihendry: The #BiasedMedia IS the Democrat Party! 

#VoteTrumpPence16 #AmericaFirst #MAGA @realDonaldTrump https://t.co/Ptou2Nj7Fw",1
RT @ladygaga: . @realDonaldTrump you divided us with hateful language &amp; fear . I love everyone in this country and I vote for…,-1
"RT @johnmappin: BRITISH MEDIA MOGUL - CLEARY STATES THE VERY REAL DANGERS OF A CLINTON PRESIDENCY - #MAGA @realDonaldTrump #Trump

 https:/…",1
RT @KyIoR3n: @realDonaldTrump I will finish what you started https://t.co/xsEE7mwEat,-1
RT @FoxNews: Fox News projects @realDonaldTrump wins South Carolina. #ElectionNight #FoxNews2016 https://t.co/NxB3M93in9,1
RT @benshapiro: If only this were true https://t.co/46lwgP9WCn,1
"RT @RealJamesWoods: .@realDonaldTrump won the Presidency, House, Senate, and Supreme Court, all while ending two tired political dynast… ",1
"RT @NRA: ""The Supreme Court is what it's all about"" - @realDonaldTrump 
https://t.co/cwJRrGfPCD #2A #SCOTUS",1
@realDonaldTrump 🖕🏽🖕🏽🖕🏽,-1
@cnnbrk @billmaher @CNNPolitics @andersoncooper @donlemon @Bakari_Sellers @HillaryClinton Learn from history!… https://t.co/fFE3WHgvg9,-1
@realDonaldTrump https://t.co/UaWxx20y25,-1
RT @Phillipasoo: @realDonaldTrump @MELANIATRUMP What R you going to say to all of your supporters that are physically assaulting people in…,-1
RT @johnpavlovitz: Why hasn't @realDonaldTrump condemned the violence happening this week against minorities and marginalized communities?,-1
RT @docmurdock: @KellyannePolls is a gift to America!! She took on a monumental battle &amp; she delivered The White House to…,1
Not even 24 hours in and this shit happens @realDonaldTrump  #SDSU https://t.co/LFBVooYydg,-1
"""no one has more respect for women than I do"" 
🤔 explain these misogynist buttons then @realDonaldTrump https://t.co/bZkxrXoAay",-1
"@realDonaldTrump now is the time mr president, push term limits and unburden the american people of this ruling class. NOW IS THE TIME",1
"RT @mishacollins: While Hillary Clinton's improper server is probed, @realDonaldTrump has 75 pending cases including a trial date for… ",-1
"RT @danWorthington: Dear Mr. President Elect @realDonaldTrump.
I respectfully ask why it is OK to protest Obama, but unfair to protest… ",-1
RT @mishacollins: Good point! @realdonaldtrump IS the candidate who might end global warming by bringing us nuclear winter. DON'T BE…,-1
"RT @billyeichner: .@realDonaldTrump We are Americans. We are allowed to protest. It's not ""unfair"", it's in the Constitution.",-1
"RT @ColMorrisDavis: U.S. Secret Service does a pu**y grab in Reno.

The 70 year old @realDonaldTrump flees danger with the speed of a 1… ",-1
"RT @DavidCornDC: So it seems that rogue FBI agents, Vladimir Putin, the National Enquirer, and the KKK are allied in efforts to elect  @rea…",-1
"RT @JohnFugelsang: This Tuesday ask yourself how happy you want to make David Duke, ISIS, Putin, the KKK, Kim Jong-un, the American Na… ",-1
"RT @jsavite: Idiots busted on Twitter posting footage of Russian election and claiming its 'Democrats'. 
#CNNSOTU 
#LyinForTrump https://t.…",-1
"RT @MariaTCardona: Hey @realDonaldTrump, Hillary is NOT under inv. The only candidate facing legal trouble is YOU! But aft Tues, u will hav…",-1
"RT @TheDailyEdge: ""It's important to stand up to bullies wherever they are"" -- @HillaryClinton #ImWithHer #GOTVforHRC https://t.co/R0Gtu1hC…",-1
Today is the day! Go stomp a hole in @realDonaldTrump ass!,-1
"- 268 to 206 go @HillaryClinton  👍🏽👏🏽🇺🇸

#USA #HillaryClinton #ElectionDay #Elections2016",-1
@KEEMSTAR pushing for that 4th retweet by @realDonaldTrump,1
GO TRUMP GO!!!!! @realDonaldTrump https://t.co/exFaXxgv3T,1
@KEEMSTAR have you read the article about @HillaryClinton OWN NIECE is voting for @realDonaldTrump haha. Her own fucking blood hates her!!,1
#HillaryClinton voters been sayin TRUST THE SYSTEM ITS NOT RIGGED now that @realDonaldTrump has won they're being salty. #liars like Hillary,1
"What is more scary to experience?

@realDonaldTrump @HillaryClinton #DonaldTrump #HillaryClinton #DonaldTrumpforPresident #HillaryIndictment",1
Humanity strikes back at @realDonaldTrump. Join the #WorldToTrump open letter that’s sweeping the planet! #Trump https://t.co/ne4ECH8YDW,-1
"Believe it or not @realDonaldTrump , people don't need the media to tell them to hate you. We see through your faca… https://t.co/AUZ4bQqGy5",-1
"@realDonaldTrump Anxious to see who you really are, really... I hope I am wrong.  Show me I am wrong. #PreExistingConditions #climatechange",-1
@realDonaldTrump Unfair is promoting division &amp; making excuses for hate. I don't believe you wanted this for us! #lowroad #helpus #lovewins,-1
Yea Obamacare. Now he just needs to call the wall a metaphor and hop on the climate change train - hoot! @trumpers… https://t.co/UHSPPPigNl,-1
"@realDonaldTrump Your best tweet to date. Lead! One tiny step for man, one giant leap for mankind. Love will win! #hope #timetounite",1
"RT @DanScavino: LIVE on #Periscope: 15,000+ for @realDonaldTrump in Selma, North Carolina. #5DAYS #MAGA #TrumpTrain https://t.co/kgG2vlDQIB",1
@foxandfriends The gentleman getting beating for voting for Mr. @realDonaldTrump  would not happen where I live! I got the right to carry!!,1
@realDonaldTrump can i dick your daughter?,-1
@madisen_marie99 @realDonaldTrump he literally doesn't even know what being an American means smh😂😂,-1
RT @ronniefloyd: Hoping thousands of churches on Sunday will pray for our new President-elect @realDonaldTrump &amp; Vice-President elect @GovP…,1
RT @ChattanGypsy: Humanity strikes back at @realDonaldTrump. Join the #WorldToTrump open letter that’s sweeping the planet! #Trump https://…,-1
@realDonaldTrump now act like a president. do you really have time for this petty stuff? pathetic,-1
hahaha... well expressed. https://t.co/pzyNnCohkM,-1
"RT @kusshssinha: Mr @realDonaldTrump won the #USElection2016 fair+square.That's how democracy works.Whether you like/dislike him,he won.Acc…",1
"RT @danWorthington: Dear Mr. President Elect @realDonaldTrump.
I respectfully ask why it is OK to protest Obama, but unfair to protest… ",-1
@OldRowOfficial @realDonaldTrump #MAGA https://t.co/xmVPr1u5Kn,1
@realDonaldTrump fuck you man,-1
"RT @syeddoha: #2016election thats MY nightcap a simple assurance an #AmericanSure WE WILL WIN, let trump be trump in his TT - Tru… ",-1
RT @TheresaMechele: @realDonaldTrump @EricTrump @DonaldJTrumpJr @IvankaTrump @mike_pence Donald J. Trump will be our next President.…,1
‼️‼️VOTE FOR @realDonaldTrump ‼️‼️Live online- NOT OFFICIAL 🇺🇸PULSE OF AMERICA 🇺🇸🇺🇸https://t.co/M3hMfkdi4r,1
"@DanScavino @TeamTrump @realDonaldTrump sleep, rest- you all are AWESOME- THANK YOU FOR FIGHTING FOR US! God Bless you and AMERICA🇺🇸🇺🇸🇺🇸‼️",1
@IngrahamAngle @realDonaldTrump thank you for waiting- lay hands on him and pray-,1
@meathead_123 @IngrahamAngle @realDonaldTrump Pittsburgh ‼️‼️‼️ https://t.co/LU66rCPNLz,1
"@realDonaldTrump ... @MELANIATRUMP WILL be a most gracious ambassador to the world, as our First Lady. Thank you, Melania‼️ Well done‼️",1
@realDonaldTrump @DanScavino #WearTheRed #ShowYourColors #MAGA #TrumpPence16 🇺🇸🇺🇸🇺🇸🚂‼️🚂‼️ https://t.co/ehHVM84V0b,1
@realDonaldTrump @DanScavino #WearTheRed #ShowYourColors #MAGA #TrumpPence16 🇺🇸🇺🇸🇺🇸🚂‼️🚂‼️#PAforTRUMP https://t.co/JhVCbz8d6A,1
@realDonaldTrump thanks for all your hard work‼️See you in #PITTSBURGH tomorrow #MAGA #TRUMPWINS #AintNoStoppinUsNow 🇺🇸‼️🇺🇸‼️🚂🚂🚂 #TrumpTrain,1
#GodBlessUSA @realDonaldTrump #SmallTownAmerica Just what the Dr ordered- #PennTraffordHighSchool  thank you ‼️🇺🇸‼️ https://t.co/iYTQbSFoaL,1
https://t.co/tPbdnuEQrN @mike_pence @realDonaldTrump @DanScavino @KellyannePolls Pittsburgh PA #PenceRally #MAGA‼️🇺🇸🚂‼️🇺🇸🚂,1
"RT @IngrahamAngle: Minnesota, MIchigan, Colorado, you can vote to save America today--&gt; Vote @realDonaldTrump https://t.co/JeRKXmzEcW",1
So now the MEDIA gets to call the USA #ElectionNight  What a crock! @realDonaldTrump YOU WON‼️‼️🚂🚂Get sleep and look fresh #MAGA,1
‼️‼️Great New Ad‼️‼️ @realDonaldTrump #MAGA https://t.co/OQcWkTIkWc,1
‼️‼️is this REAL?? Somebody‼️tell me this is real. @DanScavino @DonaldJTrumpJr @realDonaldTrump @KellyannePolls https://t.co/X8bgvc6viO,1
@CNNPolitics When I was growing up we called that LYING @HillaryClinton #ClintonCorruption #MAGA #TrumpTrain #TrumpPence16,1
#FoxNews2016 #PAforTrump @realDonaldTrump @mike_pence #MAGA #DraintheSWAMP https://t.co/pftmOgNMUj,1
RT @GovMikeHuckabee: Cubs can't win but did. @realDonaldTrump can't win but he will! Congrats to Cubs and now #NeverHillary,1
@realDonaldTrump Congratulations Mr. Trump on winning this election.  My company and I are 1000% ready to help you make America Great again!,1
Yes he did. But he certainly can't rule ignoring them! https://t.co/ACHiXmBnEt,1
RT @FoxNews: Fox News projects @realDonaldTrump wins Wisconsin. #ElectionNight #FoxNews2016 https://t.co/aRTeMIk63G,1
@realDonaldTrump Don't let the media tell you who to pick Trey Goudy for Attorney General would be awesome.,1
RT @BenSRachinger: @realDonaldTrump https://t.co/Zn8CF6yrYT,-1
RT @NickelodeonTV: The results are in! The winner of #KidsPickThePresident is @HillaryClinton! 🇺🇸 🎊🎉 https://t.co/0F2t5fVIxt,-1
RT @DavidKWilliams: Dow Surges to Fresh All-Time High The @realDonaldTrump affect already economically positive @DamiraMaricic  https://t.c…,1
Bye Felicia! #Election2016 #ElectionNight #ElectionDay #ElectionFinalThoughts #DonaldTrump #dumpTrump… https://t.co/5m4y1AYTxT,-1
@realDonaldTrump You mite want to look at Soros for funding them.,-1
"RT @Muslimomma1: ❤️@BryanCranston and yes #TerribleTrump, when you lose, will you please just go away? https://t.co/L19rc6a772",-1
@realdonaldtrump congratulations it was a long https://t.co/oZqoUtFhoM the real work begins,1
RT @KellyannePolls: @realDonaldTrump and I Ready to win! https://t.co/OhsdAtNdb8,1
@realDonaldTrump congratulations on your victory. We are looking forward to many good things. Remember to seek the Lord with all your heart.,1
"RT @KellyannePolls: In #NH, @realdonaldtrump says we will take care of our veterans. A vet in audience waves his prosthetic leg in the air…",1
"RT @TeamTrump: ""America needs a turnaround, America needs a comeback, America needs a change."" - @realDonaldTrump #MAGA… ",1
@BBCBreaking @BBCWorld @realDonaldTrump welldone Mr.trump...may the relations between India nd America are preserved cordially,1
"RT @SamerAzizi: @realDonaldTrump They should all be deported to the garbage containers that they came from.
#Deport_the_scum #BuildThatWall…",1
RT @EricTrump: Fun being at a rally with @realDonaldTrump in @LaraLeaTrump's home town of #Wilmington #NC! #MakeAmericaGreatAgain…,1
"RT @FoxNews: .@newtgingrich: ""[The elite media] hate the idea of @realDonaldTrump winning. He's an assault on the entire establi… ",1
"RT @JustinCap_: CHILLS!! 

Stop what you're doing and watch @realDonaldTrump's new ad - Argument for America. 

WATCH, SHARE, VOTE!… ",1
"RT @KellyannePolls: @realDonaldTrump THANK YOU for allowing me to be part of history. Congratulations, President-elect. God bless you.",1
"@KellyannePolls @realDonaldTrump  
I'm so happy to see this woman celebrating victory today!",-1
RT @mike_pence: Thank you Indiana for making our state first on the board to vote to Make America Great Again! @realDonaldTrump,1
@realDonaldTrump Latinos Americanos with you!,1
@realDonaldTrump Latinos Americanos with you! love is in the air,1
