tconst,averageRating,numVotes
tt0058567,7.1,11861
tt0058571,6.9,6979
tt0058576,7.8,16331
tt0058578,7.9,4046
tt0058580,6.4,4294
tt0058586,7.4,29075
tt0058604,8.2,9912
tt0058606,6.8,7303
tt0058615,1.5,3471
tt0058620,6.8,6025
tt0058625,8.5,20912
tt0058642,7.8,7736
tt0058652,7.7,3750
tt0058659,5.1,2748
tt0058672,7.0,10136
tt0058692,6.6,2443
tt0058694,5.7,5008
tt0058700,6.7,20186
tt0058701,7.1,4066
tt0058708,6.6,3980
tt0058715,7.7,12948
tt0058725,6.3,8523
tt0058743,6.9,5256
tt0058751,6.5,3350
tt0058754,6.8,2504
tt0058756,6.6,3638
tt0058777,7.7,40505
tt0058789,6.4,2212
tt0058791,7.6,3159
tt0058796,5.2,7049
tt0058800,7.3,3105
tt0058805,8.2,12932
tt0058808,7.3,7111
tt0058812,7.8,11087
tt0058815,7.4,16330
tt0058816,7.2,2341
tt0058824,7.2,8217
tt0058855,8.1,5669
tt0058886,7.1,7510
tt0058888,8.3,19840
tt0058898,7.0,26187
tt0058926,6.8,2598
tt0058946,8.1,61757
tt0058947,6.8,16998
tt0058953,5.6,2904
tt0058962,7.3,5597
tt0058981,6.4,3248
tt0058983,4.5,2198
tt0058985,7.6,8186
tt0058997,7.3,9539
tt0059012,7.7,9417
tt0059014,6.2,3170
tt0059017,6.7,15362
tt0059026,8.3,40371
tt0059037,7.2,17258
tt0059043,7.5,11222
tt0059050,7.3,2066
tt0059065,5.9,2663
tt0059076,5.2,2263
tt0059079,6.9,4433
tt0059080,5.1,3502
tt0059084,7.0,7425
tt0059095,6.5,4569
tt0059106,6.3,2727
tt0059113,7.9,78749
tt0059124,5.0,2468
tt0059125,6.6,6749
tt0059126,5.6,5027
tt0059127,6.7,10264
tt0059166,6.1,2380
tt0059168,6.8,7656
tt0059170,6.6,15482
tt0059183,7.5,21330
tt0059205,5.5,2256
tt0059219,5.8,2298
tt0059221,7.2,6973
tt0059224,6.3,2680
tt0059229,7.5,14082
tt0059243,7.2,18529
tt0059245,6.5,10848
tt0059246,8.4,8298
tt0059250,6.5,4142
tt0059260,7.1,20327
tt0059263,6.5,7572
tt0059269,6.5,2163
tt0059274,7.9,14339
tt0059297,6.2,3257
tt0059309,7.2,9693
tt0059311,6.1,2024
tt0059314,6.1,3982
tt0059319,7.2,16581
tt0059346,6.2,6665
tt0059348,7.6,2263
tt0059358,7.5,4765
tt0059362,6.3,3597
tt0059399,6.7,4069
tt0059410,7.0,3743
tt0059415,7.5,8950
tt0059418,6.7,8339
tt0059440,6.9,3531
tt0059448,7.2,5382
tt0059464,1.8,9904
tt0059465,5.6,3521
tt0059470,7.0,4170
tt0059496,7.1,6360
tt0059527,8.2,9211
tt0059549,6.6,5170
tt0059550,8.5,13855
tt0059557,6.4,6697
tt0059563,5.4,2280
tt0059573,8.0,9019
tt0059575,7.7,9953
tt0059578,8.2,260615
tt0059592,7.5,35019
tt0059601,6.5,2121
tt0059616,7.4,5479
tt0059619,7.6,4573
tt0059635,6.2,3248
tt0059643,7.8,5596
tt0059646,7.6,54518
tt0059653,6.4,4069
tt0059673,7.5,2379
tt0059674,6.2,3558
tt0059678,6.1,2750
tt0059710,5.8,3420
tt0059711,7.3,9060
tt0059712,7.0,6381
tt0059719,7.9,10418
tt0059727,6.2,3358
tt0059729,7.0,2325
tt0059740,7.1,18124
tt0059742,8.1,241685
tt0059749,7.6,17796
tt0059753,7.6,6517
tt0059764,6.5,2207
tt0059776,7.6,3071
tt0059792,6.2,6532
tt0059793,6.7,7319
tt0059797,7.0,8829
tt0059798,7.3,3546
tt0059800,6.9,121397
tt0059812,8.4,2529
tt0059817,7.8,2044
tt0059821,6.4,6431
tt0059825,7.8,17275
tt0059831,6.3,2159
tt0059855,8.1,2192
tt0059856,7.2,2070
tt0059878,3.6,2463
tt0059885,7.1,14455
tt0059894,8.0,6956
tt0059895,5.3,2361
tt0059896,6.6,3374
tt0059903,6.1,10570
tt0059915,6.6,2696
tt0059927,6.4,3739
tt0059956,6.3,3814
tt0059968,7.5,23967
tt0059978,8.1,4996
tt0059982,7.0,3003
tt0059991,7.4,3070
tt0060009,7.9,10266
tt0060010,7.4,4677
tt0060019,7.9,12031
tt0060028,8.4,86436
tt0060034,7.2,2961
tt0060036,7.5,3941
tt0060037,7.2,2505
tt0060050,6.7,2512
tt0060086,7.0,15098
tt0060095,6.3,2581
tt0060097,5.7,2547
tt0060107,8.1,54758
tt0060120,6.3,3373
tt0060121,6.4,7514
tt0060125,7.8,5025
tt0060138,7.8,21288
tt0060153,6.5,34211
tt0060161,8.0,5661
tt0060164,6.2,5721
tt0060165,7.3,4399
tt0060168,3.8,2091
tt0060176,7.5,64269
tt0060177,7.1,7202
tt0060182,7.2,6670
tt0060196,8.8,770652
tt0060200,6.4,4534
tt0060214,6.8,5354
tt0060218,6.3,3524
tt0060223,7.5,2251
tt0060232,7.1,12418
tt0060268,7.0,13307
tt0060277,7.9,11377
tt0060278,5.9,4219
tt0060304,6.6,7888
tt0060305,7.9,6274
tt0060307,5.8,2988
tt0060315,7.2,29006
tt0060330,6.5,2928
tt0060345,8.3,54455
tt0060355,6.5,3780
tt0060371,7.6,5911
tt0060390,7.2,44183
tt0060397,6.8,19822
tt0060400,6.6,7322
tt0060401,7.4,2117
tt0060410,7.4,2155
tt0060420,7.1,2481
tt0060424,7.3,14788
tt0060429,5.5,2211
tt0060437,6.8,7293
tt0060438,6.8,9487
tt0060440,6.2,3216
tt0060445,7.1,6118
tt0060446,5.0,2637
tt0060450,6.4,7892
tt0060453,6.9,4059
tt0060463,6.4,4895
tt0060464,5.5,5678
tt0060472,7.2,9781
tt0060474,7.9,18799
tt0060475,6.5,3507
tt0060481,7.3,2303
tt0060490,6.8,9923
tt0060491,6.5,3328
tt0060522,7.5,28484
tt0060545,7.6,2883
tt0060548,6.1,3478
tt0060550,8.2,20321
tt0060560,7.2,2418
tt0060574,7.3,2522
tt0060584,8.3,12642
tt0060588,6.8,7738
tt0060635,7.4,3223
tt0060637,6.3,2104
tt0060645,6.9,2465
tt0060647,6.2,4412
tt0060665,7.7,35535
tt0060666,1.6,36726
tt0060668,7.5,2569
tt0060675,7.4,16043
tt0060708,5.0,2986
tt0060714,6.6,2036
tt0060726,6.3,2776
tt0060728,5.8,2266
tt0060736,7.3,5547
tt0060742,8.3,4674
tt0060748,6.9,8623
tt0060753,1.6,6479
tt0060758,7.4,5194
tt0060782,5.6,9097
tt0060794,6.9,7133
tt0060802,7.6,13118
tt0060814,6.8,4951
tt0060827,8.1,122092
tt0060841,6.6,5223
tt0060862,7.3,17479
tt0060877,5.2,2182
tt0060880,6.3,4097
tt0060884,6.3,3734
tt0060891,7.5,3040
tt0060893,6.1,3727
tt0060897,5.5,4429
tt0060908,7.4,4168
tt0060921,7.0,9262
tt0060934,7.6,15534
tt0060955,7.6,20667
tt0060959,7.3,13508
tt0060980,5.9,3501
tt0060984,5.6,6213
tt0061015,5.7,2177
tt0061024,6.1,2023
tt0061027,7.7,5852
tt0061042,7.8,3217
tt0061065,7.9,9478
tt0061074,6.5,2101
tt0061075,6.6,4965
tt0061089,7.0,6013
tt0061094,6.4,2484
tt0061101,7.1,9091
tt0061107,6.6,27895
tt0061115,7.2,2184
tt0061122,7.3,5250
tt0061132,7.2,5266
tt0061135,6.5,4377
tt0061138,7.5,11172
tt0061170,6.6,4270
tt0061176,6.6,2125
tt0061177,5.9,9750
tt0061184,8.0,76848
tt0061189,5.6,3152
tt0061191,1.8,4724
tt0061196,7.6,2086
tt0061199,8.0,4478
tt0061204,6.7,3710
tt0061240,8.7,6628
tt0061248,7.7,3133
tt0061252,6.4,2604
tt0061263,7.6,2157
tt0061265,8.0,3155
tt0061266,6.9,3767
tt0061277,7.4,3818
tt0061287,8.5,14365
tt0061300,7.2,3101
tt0061301,7.3,3849
tt0061328,6.8,4703
tt0061343,7.3,2223
tt0061369,6.6,11206
tt0061376,7.1,3604
tt0061385,7.0,19481
tt0061391,6.8,9445
tt0061395,7.7,46140
tt0061398,5.3,2365
tt0061402,7.0,7612
tt0061405,6.0,5587
tt0061407,7.1,8249
tt0061418,7.7,115512
tt0061420,5.9,2567
tt0061429,7.0,4735
tt0061439,6.5,7005
tt0061450,6.5,3936
tt0061452,5.0,30907
tt0061456,2.2,2130
tt0061473,6.9,7680
tt0061489,5.6,3000
tt0061495,7.3,9119
tt0061496,7.9,4880
tt0061502,6.3,2214
tt0061512,8.1,179902
tt0061523,6.0,6566
tt0061537,7.6,3670
tt0061556,6.7,3826
tt0061557,4.1,2090
tt0061576,6.2,5002
tt0061578,7.7,75471
tt0061584,6.1,9808
tt0061587,6.3,4259
tt0061589,7.9,9634
tt0061597,7.3,3342
tt0061613,7.3,6468
tt0061619,7.5,28333
tt0061620,7.0,2980
tt0061634,6.1,2947
tt0061636,7.1,3153
tt0061643,6.7,6162
tt0061647,6.3,2765
tt0061648,7.2,5943
tt0061655,7.1,32522
tt0061671,1.8,2042
tt0061678,6.8,2292
tt0061680,6.0,2528
tt0061683,6.5,5090
tt0061695,5.0,2311
tt0061709,7.1,5108
tt0061715,6.4,2302
tt0061722,8.0,277802
tt0061728,6.7,6097
tt0061735,7.8,46523
tt0061736,6.6,2777
tt0061747,7.0,40615
tt0061749,6.6,2258
tt0061758,5.1,2543
tt0061770,7.4,13050
tt0061780,6.8,2696
tt0061781,7.4,11358
tt0061787,6.6,4236
tt0061789,5.5,2448
tt0061791,7.2,4937
tt0061809,7.9,27443
tt0061810,6.1,5827
tt0061811,7.9,78674
tt0061814,7.6,4416
tt0061834,6.0,4153
tt0061847,8.3,13178
tt0061852,7.6,187890
tt0061856,5.2,5143
tt0061868,5.5,2923
tt0061882,7.2,9432
tt0061931,6.6,3367
tt0061937,6.1,7549
tt0061955,7.2,9653
tt0061996,7.7,12181
tt0062006,5.5,2160
tt0062037,5.6,2094
tt0062038,7.2,8397
tt0062060,8.0,2407
tt0062082,6.3,2768
tt0062083,7.5,7048
tt0062089,7.2,2111
tt0062120,6.6,4286
tt0062136,7.8,23970
tt0062138,7.3,21882
tt0062151,6.4,2889
tt0062153,6.8,3401
tt0062164,7.9,3064
tt0062168,7.0,10747
tt0062185,6.7,7737
tt0062190,6.2,2591
tt0062228,7.9,3722
tt0062229,8.0,53057
tt0062235,5.9,2234
tt0062262,6.5,5900
tt0062277,7.7,2427
tt0062292,6.2,2164
tt0062301,6.6,4415
tt0062310,7.1,2817
tt0062322,7.9,5124
tt0062331,6.2,2590
tt0062352,7.3,3317
tt0062362,6.9,6685
tt0062374,7.7,4786
tt0062376,7.6,19142
tt0062377,6.4,3372
tt0062380,6.5,3034
tt0062384,6.1,3043
tt0062395,6.0,5170
tt0062407,7.4,14035
tt0062425,7.3,2284
tt0062430,6.0,9112
tt0062445,7.4,2032
tt0062453,7.2,8308
tt0062457,6.9,2098
tt0062467,7.7,31722
tt0062472,6.8,10242
tt0062479,6.2,3177
tt0062480,7.0,14999
tt0062512,6.8,112283
tt0062539,7.6,4440
tt0062550,8.5,10230
tt0062552,8.1,6773
tt0062568,7.4,7439
tt0062572,7.5,2074
tt0062578,7.1,2667
tt0062588,8.7,9060
tt0062589,6.9,2152
tt0062595,6.9,2503
tt0062598,7.4,4210
tt0062601,8.0,3330
tt0062622,8.3,678574
tt0062626,6.4,4013
tt0062639,6.7,3620
tt0062653,6.7,8153
tt0062657,5.3,2121
tt0062671,6.9,2686
tt0062673,6.0,3445
tt0062687,7.2,13578
tt0062695,7.6,14269
tt0062708,6.5,5373
tt0062711,5.8,35899
tt0062713,6.5,2248
tt0062728,6.9,3399
tt0062737,6.8,6306
tt0062755,7.1,9992
tt0062759,8.3,15263
tt0062765,7.4,71346
tt0062776,5.1,3334
tt0062782,6.8,5172
tt0062790,6.6,3678
tt0062794,6.9,6978
tt0062803,6.9,47653
tt0062824,6.4,17829
tt0062827,5.9,2402
tt0062833,5.5,2680
tt0062861,6.5,6839
tt0062863,6.8,3275
tt0062873,7.7,10879
tt0062883,6.5,3894
tt0062885,6.9,9507
tt0062886,6.7,5858
tt0062893,6.9,2631
tt0062909,6.5,7684
tt0062925,7.4,2461
tt0062952,7.4,11053
tt0062974,6.1,3856
tt0062975,6.8,3746
tt0062979,5.7,2498
tt0062994,7.3,23705
tt0063005,6.8,8102
tt0063013,5.2,2491
tt0063023,8.7,2600
tt0063032,7.7,16744
tt0063035,5.6,13353
tt0063036,5.7,3681
tt0063049,6.4,6573
tt0063050,7.5,4326
tt0063056,7.3,8627
tt0063060,6.5,6035
tt0063094,6.9,2170
tt0063100,6.8,2098
tt0063115,6.2,3258
tt0063121,6.6,10963
tt0063127,7.0,3247
tt0063135,4.7,2922
tt0063141,6.9,2464
tt0063152,7.2,2970
tt0063172,6.4,6715
tt0063185,7.0,2452
tt0063186,7.4,3034
tt0063198,7.5,3045
tt0063210,5.8,2548
tt0063218,7.1,2317
tt0063227,7.9,32308
tt0063230,7.0,5941
tt0063240,5.5,2078
tt0063256,6.5,3856
tt0063278,7.9,5572
tt0063285,6.7,11287
tt0063291,7.6,4404
tt0063293,7.1,5425
tt0063350,7.8,132265
tt0063356,7.0,2419
tt0063374,7.6,35908
tt0063385,7.4,39623
tt0063386,6.6,2379
tt0063404,8.1,7067
tt0063415,7.4,41742
tt0063426,6.9,3224
tt0063442,8.0,183656
tt0063443,6.7,3488
tt0063456,7.0,3792
tt0063462,7.5,57238
tt0063469,5.9,2907
tt0063483,7.1,3588
tt0063501,7.4,6564
tt0063518,7.6,33192
tt0063522,8.0,221577
tt0063555,7.6,11919
tt0063557,6.7,4006
tt0063571,6.2,2477
tt0063591,6.3,2816
tt0063592,5.6,3246
tt0063599,7.0,3835
tt0063611,8.0,14212
tt0063633,8.0,9680
tt0063634,5.5,2535
tt0063642,6.4,2176
tt0063663,7.6,12430
tt0063665,6.2,3169
tt0063668,6.6,2365
tt0063671,7.3,10275
tt0063674,6.5,3248
tt0063678,7.0,14269
tt0063688,6.9,26161
tt0063715,6.4,6622
tt0063729,7.0,2199
tt0063740,6.7,2127
tt0063759,7.5,21349
tt0063771,7.6,2389
tt0063775,6.3,2201
tt0063787,5.6,2947
tt0063794,8.3,7668
tt0063803,6.6,9405
tt0063808,5.9,2116
tt0063811,7.1,4955
tt0063819,7.9,5257
tt0063821,6.4,2874
tt0063823,7.4,26962
tt0063829,7.1,9200
tt0063845,8.3,2937
tt0063850,7.4,24424
tt0063869,7.6,5192
tt0063878,6.8,14741
tt0063889,7.1,3741
tt0063925,6.8,2274
tt0063929,8.8,75788
tt0063936,7.0,2452
tt0063939,7.6,19743
tt0063950,7.9,37574
tt0063951,8.1,14419
tt0063962,7.9,3754
tt0063970,6.0,3658
tt0063991,6.4,3439
tt0064002,6.2,4490
tt0064030,7.4,7753
tt0064038,8.0,2195
tt0064040,8.1,24393
tt0064041,6.4,3166
tt0064045,6.4,3057
tt0064048,3.1,2652
tt0064064,6.9,6299
tt0064068,7.8,6618
tt0064072,6.9,23182
tt0064074,6.1,2393
tt0064091,7.0,3745
tt0064100,6.7,6924
tt0064106,7.3,8927
tt0064107,7.3,5259
tt0064110,6.7,9990
tt0064115,8.0,219275
tt0064116,8.5,334306
tt0064117,7.2,11230
tt0064118,7.4,9235
tt0064132,6.2,2869
tt0064133,6.6,5449
tt0064137,6.1,3276
tt0064146,6.8,4131
tt0064155,5.6,2183
tt0064165,7.5,5196
tt0064169,7.4,8530
tt0064175,5.5,3595
tt0064177,7.1,9336
tt0064208,7.1,8670
tt0064253,6.3,5077
tt0064256,7.0,2076
tt0064276,7.3,112408
tt0064285,7.5,8518
tt0064296,7.5,2212
tt0064323,7.4,4272
tt0064338,2.9,2193
tt0064349,7.3,19892
tt0064356,7.9,7538
tt0064360,4.2,2848
tt0064368,7.6,3575
tt0064373,3.9,4924
tt0064381,6.4,2175
tt0064382,6.8,3616
tt0064387,7.6,2479
tt0064393,4.8,3807
tt0064395,5.7,2915
tt0064397,6.3,2270
tt0064418,7.0,15978
tt0064425,6.6,6169
tt0064429,7.6,2073
tt0064437,7.0,5474
tt0064451,7.5,6665
tt0064471,6.3,2299
tt0064473,5.8,3256
tt0064498,8.1,2171
tt0064505,7.2,47838
tt0064513,6.6,2285
tt0064519,6.3,3830
tt0064536,6.9,2960
tt0064541,7.9,21642
tt0064546,7.8,2520
tt0064588,6.5,3282
tt0064603,6.5,16587
tt0064612,7.8,13662
tt0064615,6.7,9179
tt0064622,5.8,3676
tt0064638,6.4,3747
tt0064639,5.8,5466
tt0064652,7.2,4481
tt0064665,7.8,113902
tt0064688,6.1,2415
tt0064689,8.0,4612
tt0064694,6.4,3066
tt0064728,6.0,2331
tt0064747,6.0,3658
tt0064754,7.0,3119
tt0064757,6.7,94454
tt0064782,6.6,14127
tt0064789,5.6,2075
tt0064791,6.7,3416
tt0064793,7.6,9951
tt0064806,6.7,3318
tt0064816,7.1,11253
tt0064828,6.6,3724
tt0064840,7.6,9384
tt0064855,6.8,4087
tt0064860,6.5,4525
tt0064861,7.6,4629
tt0064866,7.1,5398
tt0064873,6.8,3677
tt0064886,6.7,3140
tt0064888,6.8,3704
tt0064897,7.0,3076
tt0064904,6.4,4034
tt0064916,6.7,5252
tt0064921,7.7,5464
tt0064940,6.8,16571
tt0064949,5.5,4101
tt0064952,7.3,3896
tt0064975,7.6,2406
tt0064990,6.9,6889
tt0064994,7.4,2051
tt0065032,6.6,2885
tt0065036,5.1,2302
tt0065037,6.7,2221
tt0065051,7.5,11820
tt0065054,6.9,6152
tt0065063,7.2,30496
tt0065067,8.7,7254
tt0065073,6.3,6380
tt0065079,6.3,3099
tt0065086,7.0,2054
tt0065088,7.8,19769
tt0065106,6.6,2100
tt0065112,6.2,18753
tt0065126,7.4,48872
tt0065134,7.0,28805
tt0065143,7.1,22304
tt0065148,6.6,2461
tt0065150,6.6,7128
tt0065152,7.4,2876
tt0065163,6.2,4651
tt0065206,6.8,2583
tt0065207,7.6,59859
tt0065214,7.9,86573
tt0065215,6.0,2093
tt0065225,5.4,3436
tt0065233,7.2,2587
tt0065234,8.2,29670
tt0065272,6.7,3033
tt0065307,6.2,2182
tt0065314,8.2,9346
tt0065317,6.9,3485
tt0065327,7.9,5777
tt0065329,7.9,6682
tt0065333,6.5,4347
tt0065377,6.6,19750
tt0065398,6.6,3723
tt0065417,8.1,2778
tt0065421,7.1,107638
tt0065436,6.8,6028
tt0065439,7.8,4542
tt0065446,7.2,10039
tt0065462,6.0,48330
tt0065466,6.1,11507
tt0065481,5.7,3520
tt0065486,6.9,4392
tt0065488,7.6,5357
tt0065491,6.1,3498
tt0065492,6.9,5337
tt0065513,7.9,4293
tt0065524,5.9,2471
tt0065525,5.9,2982
tt0065528,7.1,25574
tt0065531,7.9,26290
tt0065537,5.9,2552
tt0065542,6.8,4779
tt0065547,6.8,10353
tt0065553,5.8,3156
tt0065555,6.2,3064
tt0065566,5.9,5542
tt0065569,5.6,3433
tt0065571,7.9,31640
tt0065579,6.5,2485
tt0065580,5.9,4483
tt0065591,4.8,2509
tt0065593,6.9,6456
tt0065597,5.5,2668
tt0065611,6.1,2272
tt0065622,7.1,11368
tt0065649,7.3,7161
tt0065651,7.4,9971
tt0065669,5.4,4706
tt0065670,8.2,6808
tt0065687,7.9,3062
tt0065695,7.5,2567
tt0065724,7.4,38273
tt0065738,6.7,4976
tt0065761,6.6,12147
tt0065769,6.5,6984
tt0065772,7.5,11802
tt0065777,7.3,7250
tt0065780,7.8,12309
tt0065782,7.3,4182
tt0065794,7.1,7057
tt0065797,6.9,2661
tt0065832,3.3,18754
tt0065836,6.2,5214
tt0065848,6.3,3227
tt0065851,5.8,2748
tt0065854,6.5,6727
tt0065856,6.3,3220
tt0065867,7.1,6765
tt0065872,7.4,2800
tt0065874,6.5,2159
tt0065889,8.0,12125
tt0065904,2.4,2407
tt0065908,8.1,3484
tt0065916,6.8,3678
tt0065938,7.6,50968
tt0065950,6.2,2183
tt0065955,7.3,7001
tt0065963,6.9,2787
tt0065969,7.0,3365
tt0065976,7.7,6352
tt0065988,7.6,36361
tt0066011,6.9,35422
tt0066019,7.1,3210
tt0066026,7.4,74404
tt0066040,6.7,2521
tt0066049,6.8,8989
tt0066053,6.4,2566
tt0066065,6.9,5184
tt0066070,7.9,5075
tt0066078,8.5,6425
tt0066090,6.8,4091
tt0066093,7.0,2862
tt0066109,7.1,2775
tt0066115,4.4,3290
tt0066122,7.2,6635
tt0066181,6.3,4040
tt0066193,7.0,8796
tt0066195,6.4,4084
tt0066206,7.9,104109
tt0066207,7.0,5668
tt0066214,6.7,10855
tt0066227,6.8,5295
tt0066249,7.0,12614
tt0066265,6.8,3850
tt0066279,7.3,5316
tt0066289,7.5,3531
tt0066301,6.7,12862
tt0066319,7.4,10133
tt0066327,7.7,16118
tt0066344,7.5,11699
tt0066356,7.9,3088
tt0066380,5.4,4860
tt0066390,6.9,5789
tt0066402,6.4,2934
tt0066412,6.9,5052
tt0066413,6.9,2939
tt0066423,6.3,3219
tt0066434,6.7,52608
tt0066448,6.9,4968
tt0066449,5.7,2669
tt0066450,6.0,4076
tt0066461,8.5,2496
tt0066471,6.6,3756
tt0066473,7.5,35356
tt0066476,2.3,3073
tt0066482,6.1,2805
tt0066491,7.4,12212
tt0066492,3.9,3006
tt0066495,6.4,6757
tt0066498,7.7,3030
tt0066500,8.0,4033
tt0066516,7.1,10257
tt0066518,6.4,6644
tt0066534,7.4,7802
tt0066546,7.2,2698
tt0066549,7.2,11019
tt0066550,6.7,2612
tt0066561,5.1,2637
tt0066563,6.5,2181
tt0066565,7.7,7419
tt0066578,5.2,3765
tt0066579,7.1,8031
tt0066580,8.1,17766
tt0066585,6.4,2014
tt0066601,6.9,16448
tt0066603,7.0,2682
tt0066612,7.3,4665
tt0066625,7.6,2167
tt0066626,8.4,17359
tt0066636,6.8,3356
tt0066651,8.1,2150
tt0066685,7.2,2716
tt0066701,8.0,5556
tt0066721,7.8,3415
tt0066722,8.4,3337
tt0066728,5.7,2474
tt0066730,7.5,9163
tt0066732,5.6,2254
tt0066735,6.6,9072
tt0066740,7.1,15733
tt0066745,5.9,2142
tt0066763,8.1,34280
tt0066765,7.5,30717
tt0066767,6.4,8243
tt0066769,7.2,38425
tt0066773,6.6,2063
tt0066798,6.8,2380
tt0066808,6.9,36382
tt0066817,7.0,39000
tt0066819,7.2,18143
tt0066826,6.3,2043
tt0066830,5.8,2881
tt0066831,7.1,13470
tt0066832,6.2,6262
tt0066849,6.4,6717
tt0066858,6.8,3307
tt0066892,6.9,13721
tt0066894,6.2,2890
tt0066895,6.2,3355
tt0066904,8.2,3920
tt0066906,7.5,2247
tt0066907,6.6,5793
tt0066914,4.9,2587
tt0066919,7.6,3661
tt0066921,8.3,840539
tt0066922,7.0,2771
tt0066924,6.7,3305
tt0066927,6.6,2284
tt0066931,6.9,2952
tt0066932,7.6,4634
tt0066933,7.6,3299
tt0066934,7.7,3158
tt0066950,5.2,2105
tt0066952,5.7,2911
tt0066963,6.9,3467
tt0066970,5.7,2817
tt0066989,7.2,5607
tt0066993,7.8,16814
tt0066995,6.5,109136
tt0066999,7.7,160133
tt0067017,3.5,2154
tt0067023,7.6,73507
tt0067047,7.3,4313
tt0067052,6.0,2175
tt0067055,5.2,3294
tt0067065,6.3,36529
tt0067085,6.7,3897
tt0067093,8.0,44981
tt0067108,7.2,7457
tt0067116,7.7,126235
tt0067128,7.3,34845
tt0067134,6.6,2301
tt0067140,7.6,35649
tt0067144,7.2,5957
tt0067148,6.0,5941
tt0067176,6.2,2797
tt0067185,7.9,79035
tt0067204,7.0,3516
tt0067217,7.1,6724
tt0067224,6.2,3202
tt0067227,7.3,5010
tt0067229,5.9,3884
tt0067274,7.1,3373
tt0067277,7.8,17412
tt0067309,7.1,27307
tt0067315,6.9,2290
tt0067321,5.1,2219
tt0067324,7.9,2974
tt0067327,6.1,2433
tt0067328,8.0,49557
tt0067333,7.0,5222
tt0067334,6.7,11020
tt0067341,6.4,8776
tt0067350,6.9,3221
tt0067355,7.4,23329
tt0067361,6.8,5384
tt0067367,5.7,3126
tt0067372,7.4,14312
tt0067384,6.6,3374
tt0067388,6.8,3243
tt0067402,7.1,4565
tt0067409,7.3,2926
tt0067411,7.6,26066
tt0067418,7.6,3005
tt0067419,6.0,2982
tt0067429,7.4,4297
tt0067433,7.2,4996
tt0067439,7.4,3048
tt0067445,7.4,21860
tt0067446,6.5,2057
tt0067454,6.5,4035
tt0067458,6.8,3525
tt0067482,7.3,6956
tt0067483,7.2,5214
tt0067484,7.6,2138
tt0067487,5.7,2686
tt0067490,7.5,6675
tt0067500,6.1,6069
tt0067517,7.5,2007
tt0067524,7.2,2361
tt0067525,6.4,32528
tt0067528,6.0,2082
tt0067541,7.6,12945
tt0067549,7.0,18900
tt0067588,6.9,29791
tt0067589,6.5,2746
tt0067592,6.0,2043
tt0067595,7.5,2913
tt0067610,6.1,2496
tt0067625,7.9,2413
tt0067630,5.7,2948
tt0067633,7.7,7239
tt0067641,7.3,2862
tt0067647,6.4,7775
tt0067650,5.5,2337
tt0067656,6.5,11612
tt0067672,5.5,2060
tt0067690,6.5,6420
tt0067696,6.3,2456
tt0067698,7.8,3396
tt0067713,6.1,5939
tt0067727,6.6,3515
tt0067741,6.6,19896
tt0067750,6.1,2086
tt0067756,6.6,30131
tt0067770,6.8,9859
tt0067774,6.9,4167
tt0067778,7.6,10317
tt0067789,7.4,2095
tt0067800,7.4,61838
tt0067803,7.2,8464
tt0067805,7.0,6528
tt0067809,6.8,5875
tt0067810,5.5,5541
tt0067814,7.9,2065
tt0067820,7.4,4539
tt0067824,6.9,27905
tt0067848,6.8,3026
tt0067866,7.2,30124
tt0067885,7.3,2376
tt0067893,7.2,12825
tt0067900,7.0,10096
tt0067919,8.0,6918
tt0067921,6.7,4174
tt0067924,6.3,4535
tt0067927,7.2,29298
tt0067950,5.3,2067
tt0067958,6.7,5191
tt0067959,7.6,26132
tt0067961,7.1,4888
tt0067962,6.7,2412
tt0067975,6.3,2120
tt0067976,6.0,2425
tt0067983,6.1,2305
tt0067991,6.2,4832
tt0067992,7.8,207081
tt0068025,6.6,2080
tt0068040,8.0,8640
tt0068044,7.7,2033
tt0068049,8.1,6188
tt0068067,7.9,5433
tt0068069,4.8,3331
tt0068072,6.7,2470
tt0068093,7.6,6539
tt0068098,8.4,59242
tt0068103,7.3,4396
tt0068112,7.6,5154
tt0068120,7.5,4005
tt0068128,7.9,9965
tt0068135,7.3,6296
tt0068149,7.6,8252
tt0068152,6.3,2732
tt0068154,7.2,16467
tt0068156,7.6,9817
tt0068161,8.1,4487
tt0068168,7.0,6596
tt0068182,7.8,58556
tt0068205,7.6,8740
tt0068230,6.5,7547
tt0068232,5.8,2811
tt0068240,7.2,10862
tt0068245,6.9,4400
tt0068257,8.1,4173
tt0068260,5.9,2239
tt0068264,5.3,3113
tt0068271,4.1,2225
tt0068273,5.9,2831
tt0068278,7.6,10270
tt0068282,5.5,3383
tt0068284,5.7,7204
tt0068290,5.6,3550
tt0068309,6.0,9966
tt0068315,7.5,8285
tt0068323,6.5,2377
tt0068326,7.2,5538
tt0068327,7.8,56605
tt0068334,7.0,11297
tt0068339,6.2,3147
tt0068341,6.4,3997
tt0068346,7.6,2161
tt0068347,6.5,2721
tt0068359,7.7,11419
tt0068361,7.8,44384
tt0068367,6.4,2742
tt0068370,5.3,4719
tt0068371,5.6,5138
tt0068395,7.6,2709
tt0068396,7.0,2622
tt0068397,7.7,3303
tt0068398,7.7,3195
tt0068399,7.2,2830
tt0068400,7.1,2759
tt0068401,7.3,2577
tt0068402,7.4,2488
tt0068408,6.1,33757
tt0068416,6.9,5597
tt0068421,7.4,15074
