id,screen_name,location,n_tweets,followers,friends,long,lat
263307286,botonesdeplata,Mairena del Alcor,1,5370,5086,-5.74800558,37.37270112
1273928487028523008,Mensfashion1221,Barcelona,6,967,4993,2.1683,41.3894
105652255,CARUSETE,Oviedo,4,305,711,-5.92263645,43.31834969
1003051234897612811,VinicioReina,Tarancón,3,105,70,-3.0,40.0
108412221,Perlasycoco,Tapia de Casariego,6,382,517,-6.876047,43.561937
149634289,patriciaizma,Murcia,1,47,140,-1.05,37.9833
765151600197398528,motivate_radio,Puntallana,2,213,145,-17.75,28.75
2460183744,Iker_Maeztu,Vitoria-Gasteiz,4,171,478,-2.6664,42.8504
25803036,David_Balaguer,Torrefeta i Florejacs,2,876,1188,1.21836,41.852
572517002,javiergdocampo,Antas de Ulla,2,715,949,-7.90691801,42.76401424
884241716,CorujoCorbal,A Pobra de Trives,5,90,350,-7.28333,42.3667
977267887,aragaza_shop,Barcelona,3,685,1804,2.1683,41.3894
848868751810473984,SergioF_Perez,Cervera de Pisuerga,5,203,186,-4.49852338,42.86233273
32451246,coolbreeze_85,Vilafranca del Penedès,1,467,1100,1.69753253,41.34598121
2817756136,GrosterTL,Madrid,1,76,241,-3.68333,40.4
444148184,HerbestaTORRES,Madrid,1,122,523,-3.70388889,40.41666667
1248726656501628929,robgonzalezdiaz,Jaca,2,15,148,-0.55535961,42.56715742
400403562,willyblitz,Begonte,2,163,177,-7.68561728,43.15297658
1353132416077062144,aguslp1274,Bergondo,1,80,684,-8.23111,43.31345
380641091,gingercano,Madrid,1,86,1004,-3.68333,40.4
1054763426,CarmeloAlamoRod,Santa Lucía de Tirajana,1,2574,4587,-15.43979409,27.84544349
889363500,alberto09857752,Sabadell,1,256,598,2.08313333,41.55135278
163389784,Miguelsuxx,Sevilla,1,925,410,-5.972909,37.387576
300728556,vane2p0,Madrid,1,605,678,-3.68333,40.4
179172062,DavidDbr,Guriezo,1,320,283,-3.32666667,43.34194444
2806028193,Tojinoplay,Punta Umbría,1,563,618,-6.96999,37.18169
556828778,almu297,Madrid,3,307,314,-3.68333,40.4
1036913204,_SportCARE,Rincón de la Victoria,1,331,1220,-4.31064703,36.71458515
277939248,tatin_blog,Gijón/Xixón,1,3665,1370,-5.6731,43.5157
971744282,MSDCupcakes,Canet de Mar,6,1044,384,2.58147,41.58911
1381902060598222857,Ysabel_Mendez_,Ciudad Real,1,22,67,-3.93333,38.9833
721981390900891648,llepol_bet,Vila-rodona,2,195,500,1.35708,41.30934
1380521057208131584,ecoleioacentro,Leioa,2,1,2,-2.99007297,43.32754643
417040122,Quiquevph,Valdelosa,8,30,41,-5.78307,41.1708
215614039,HornetMex,Barcelona,1,124,250,2.1683,41.3894
417115662,monteluca22,Cáceres,1,712,553,-6.36667,39.4833
922871743,VictoriaTru98,Cáceres,1,393,416,-6.36667,39.4833
920591413,Navdra,Madrid,1,307,251,-3.68333,40.4
401867260,Akura_medical,Área metropolitana de Madrid y Corredor del Henares,1,1934,2008,-3.62741,40.43735
171637713,UrbanVicArt,Zaragoza,1,1669,1131,-0.88066,41.64999
1185769548,MicheleLedro,Arrasate / Mondragón,1,32,38,-2.48415,43.07452
359067269,HacomarPineda,Mogán,12,837,2074,-15.70090293,27.7769984
273605517,oscar_saiz,Santander,2,542,647,-3.8044,43.4639
2211074770,patxa1,Pamplona/Iruña,2,227,494,-1.6462763,42.8282164
383276376,CitadelleCons,Marbella,1,512,1790,-4.8225835,36.5029199
1176479387346186240,_mateomunozp,Málaga,2,76,172,-4.45624,36.69726
4573758741,laradio_live,Barcelona,2,108,276,2.1683,41.3894
1002235549,nagore_02,Valle de Tobalina,3,830,535,-3.33333,42.85
840342549353099265,vicovang,Madrid,4,400,346,-3.68333,40.4
509203859,PatLovelovelove,Gáldar,3,179,136,-15.697002,28.1575833
2683609415,miazohia,Cartagena,1,129,131,-1.16852,37.5525
1188245817389400068,ExpnoRibeiro,Antas de Ulla,2,48,80,-7.90691801,42.76401424
2780261897,guadalquiviract,Sevilla,1,797,1253,-5.98333333,37.38333333
248472135,_jorgegd_,Madrid,1,5240,1309,-3.68333,40.4
1354538318688624640,ismaylaiftattoo,Avilés,4,13,8,-5.92432665,43.55961545
2470461019,SIRPrint_QIA,Santander,1,271,172,-3.82176,43.45835
315808604,15_Juanjo,Almería,2,213,246,-2.24404122,36.78363931
73965566,ComerdLujo,Conil de la Frontera,2,266,494,-6.08962566,36.28015046
139895769,SubliminalCode,Madrid,3,12642,2,-3.68333,40.4
1387414486198505476,iphonegrafiabcn,Barcelona,1,5,36,2.1683,41.3894
293091302,JoaquiinCP91,Murcia,1,1076,2763,-1.16926486,37.87182495
437417833,Ricardo_Aira,Renedo de Esgueva,2,170,175,-4.61667,41.65
254179799,IkerPlaza95,Madrid,2,3389,666,-3.68333,40.4
2190533068,Chuchus_,El Álamo,1,295,1184,-3.98826337,40.22924904
4795145301,Tuarmarioatues1,Loja,2,403,1010,-4.14529545,37.1643445
636260375,DaniSubCutaneo,Brihuega,1,55,77,-2.84945983,40.79144937
159072694,perokepasa,Gijón/Xixón,2,3260,877,-5.6731,43.5157
1105542481263902720,GESARAIZESUS,Cartagena,2,525,4975,-1.00863,37.64391193
237932858,AngelCaballero2,Madrid,2,1658,1015,-3.68333,40.4
1116996727,FlorModerna,Las Palmas de Gran Canaria,1,236,553,-15.42992,28.15062
189388964,joaquin2213,Getaria,8,658,1540,-2.20505,43.303
550310978,SonsoTOTO,Ávila,1,142,216,-4.6651575,40.6638669
18901057,GuitarCafe,Benicàssim / Benicasim,9,1562,592,0.06072708,40.052948
178660731,maximogonz,Avilés,3,1166,1720,-5.92472,43.5569
405039749,DGTes,Lourenzá,8,371507,325,-7.32200527,43.45429611
2234988734,juandoomin,Dos Hermanas,1,314,234,-5.92417,37.2844
3038734485,SuSiMarcos_2010,Málaga,1,1626,456,-4.42227,36.71633
1349414655945568259,viajaragusto,Cervantes,4,28,63,-6.9055563,42.8579476
952260073,DansaSolsona,Solsona,1,98,46,1.52180781,41.99398602
237363671,vinostravel,Tudela de Duero,1,649,1809,-4.57572791,41.59588665
491301024,jnavarroazo,València,4,653,81,-0.3902,39.4449
1061593635924385792,de_budia,Budia,1,60,161,-2.75746,40.62699
323260288,abrepe,Bollullos Par del Condado,3,81,147,-6.54072,37.33893
293659033,Pandorita87,Girona,2,116,410,2.8248,41.9832
540749532,esquilo67,Torrelavega,1,449,662,-4.04653428,43.34759936
293199777,SoyArbowin,Madrid,1,5602,1045,-3.68333,40.4
149403185,Marcospandereta,Huertas de Ánimas,3,786,1205,-5.87506,39.4772
86389857,BogajoSalamanca,Bogajo,1,692,824,-6.53249,40.908
308138944,chiquitectos,Área metropolitana de Madrid y Corredor del Henares,1,10455,5760,-3.7047451,40.4368381
387330116,FJOR95,Santa Cruz de la Palma,4,983,1266,-17.76017,28.68998
420525254,GianFrDiGiorgi,Moaña,3,3576,3957,-8.70862905,42.27916032
732179073590558721,Markus_Beer84,Málaga,1,2623,373,-4.42227,36.71633
282644926,vpolise,Lliçà de Vall,1,256,170,2.2369,41.5814
96015123,aaroncobos,Madrid,1,1589,1718,-3.68333,40.4
271366555,VICENTEPELUQUER,Área metropolitana de Madrid y Corredor del Henares,4,972,687,-3.64593,40.39534
548598094,SheilaaRomeroo,Mogán,2,954,287,-15.7167,27.8833
971014759,tentuayuda,Fuente del Maestre,1,166,406,-6.4445541,38.5247726
112757875,pepesanchis,Benidorm,1,281,834,-0.13183,38.54373
303934266,vidadegos_com,Sant Cugat del Vallès,1,158,467,2.08455974,41.47584215
427270898,MrCafetaza,Vitoria-Gasteiz,1,1601,354,-2.65002,42.85051
69272085,Mrkarty,Madrid,1,12177,684,-3.6975,40.3501
148761863,Luiky9,Albolote,7,106,124,-3.65868,37.23346
1216467296790687744,elmundoatuspie5,Dénia,24,1670,3774,0.10345125,38.84649257
2379216018,Lepero666_Gamer,Lleida,1,23,67,0.6295146,41.62104236
1320883566,Lavin_cicero,San Felices de Buelna,1,114,147,-4.01347715,43.25859022
1220651361026617354,PapillonCervec1,Ferrol,1,13,20,-8.2336493,43.4833412
297236950,cloussiot,Torrent,1,132,1363,-0.466667,39.4333
303404162,DyabloRosa,Madrid,3,4659,593,-3.68333,40.4
1217110556806733827,Carvil_07,València,1,25,219,-0.377,39.4648
4831592985,druidas1923,Vigo,2,199,181,-8.7323,42.2117
2961245014,romaclarkadam,el Pinós / Pinoso,1,378,550,-1.0421,38.40183
1189338918522707974,LuvierSalsa,La Orotava,1,7,9,-16.59536362,28.26072694
245436224,CondeEstruch,Tarragona,1,67,152,1.25,41.1167
1095826144459452416,Alexand12428475,Cabrales,2,0,15,-4.81444339,43.21250131
195500391,monmoromon,Jerez de la Frontera,1,278,1064,-6.1237893,36.697975
1242235462565101568,PEPALARA_7,Sevilla,1,15,28,-6.00198,37.3879
255137489,ARYMUX,Bilbao,1,552,793,-2.93603685,43.26263837
445774415,juankamaspinell,Santa Coloma de Gramenet,3,189,1041,2.21667,41.45
2203686689,JT_JaviTuya,Gijón/Xixón,3,73,400,-5.6634,43.5421
1338255824628674567,ninfo_sonia,Barcelona,2,276,209,2.17164805,41.3750036
599197365,chocolatmadrid,Madrid,1,899,2015,-3.69710326,40.41284867
339791882,Alone995,Vejer de la Frontera,1,780,676,-6.06894531,36.23459623
82590881,mariamemege,Granada,1,1084,1515,-3.61152145,37.16815727
485544056,Selgasparaop,Betanzos,3,268,233,-8.21204,43.27788
560595549,yolini98,Bienvenida,1,542,425,-6.20552,38.29681
624558514,jose9carlo,Gijón/Xixón,6,1971,1547,-5.66519,43.54049
3797257522,kanih22,Las Rozas de Madrid,2,50,11,-3.873921,40.4909799
381094762,patiespimon,Madrid,2,391,310,-3.6729,40.4428
1278660061162807297,LennydelarosaS,Tarancón,18,46,185,-3.0,40.0
323925902,NanditoGarcia85,Terrassa,1,289,385,2.00887663,41.57755335
766875385,alsmusicfactory,Gijón/Xixón,2,311,253,-5.66172481,43.53440356
3377124339,Fisiofert,Villanueva de la Serena,1,707,2411,-5.79624,38.97206
36488556,Barbuzard,Mutxamel,3,1379,2845,-0.44228,38.41333
145297138,Supercars_SDC,Madrid,3,5361,3475,-3.68333,40.4
178405632,aperandres,Víznar,2,114,240,-3.552216,37.233906
1255225937844744198,AymerichComa,Girona,1,29,83,2.81256,41.99245
252516224,viaestilo,Jerez de la Frontera,1,341,928,-6.13579372,36.68685026
134603005,NanyRoasM,València,1,1437,1119,-0.37188,39.4861
1371523199322755072,rinconDaniela20,Cartagena,1,26,247,-0.9836,37.6
216417949,Omar_Su,Madrid,2,96392,414,-3.68001506,40.511928
720303401888657408,Jhoanagui,Madrid,1,109,487,-3.68333,40.4
1466504184,martaybelen94,Área metropolitana de Madrid y Corredor del Henares,1,402,780,-3.63820521,40.44759193
801847951907753984,MiguelG84230013,Vacarisses,4,443,1059,1.92028305,41.58672889
132439956,wono_dj,Setenil de las Bodegas,1,4969,143,-5.18138889,36.86416667
225773509,Cabello87,Moncada,1,356,658,-0.39833,39.54557
278502686,mavera1956,València,2,1772,2464,-0.361603,39.458661
759063654,nereabarrero16,Ronda,1,676,594,-5.16548932,36.74071449
14341583,toniortiz,Madrid,1,402,470,-3.71111491,40.42714305
406513733,Ventrue85,Vitoria-Gasteiz,2,86,98,-2.6751819,42.85285662
1087802558,ulimarc,Telde,1,30,42,-15.37702862,28.00868775
393539504,MarcoCremallera,Barcelona,1,508,342,2.1683,41.3894
257284262,maximovalentpro,Barcelona,2,859,596,2.1683,41.3894
207999041,canena_manez,Madrid,2,69,130,-3.68333,40.4
302625304,remika28,Antas de Ulla,1,170,789,-7.90691801,42.76401424
740656040,Cloves2216,València,2,219,171,-0.377,39.4648
2793506959,CB_ATHLOS,Benalmádena,5,273,199,-4.53750125,36.58464873
11123932,enriquembermejo,Madrid,1,3083,3076,-3.68333,40.4
2161308518,iiDrazZ,Escorca,1,298,291,2.79529128,39.78756188
1388988081982869507,AVCampClar,Tarragona,7,53,264,1.2096871,41.12188787
4344803789,Elbarcopapel,La Orotava,2,1198,3021,-16.59536362,28.26072694
1325928674324049922,honornavarro,La Orotava,6,2,20,-16.59536362,28.26072694
1165962750889201664,marvel__pedia,València,4,14,192,-0.377,39.4648
2902311,neojams,Segovia,1,296,432,-4.22913954,40.87584245
415748218,RaulGCoto,Trujillo,1,1283,1210,-5.87888889,39.46527778
1122820243825594368,InnovaMelilla,Melilla,1,31,65,-2.94652462,35.28779756
565885793,EiderNutricion,Vitoria-Gasteiz,1,1109,427,-2.69965075,42.85506531
1889702970,sergidomfer,Valdefuentes de Sangusín,1,213,677,-5.82993,40.4651
87485942,Hkto_Khan,Renedo de Esgueva,1,1151,453,-4.61667,41.65
704963658,joselams,Barcelona,1,154,442,2.1683,41.3894
287739651,africa_pilates,Vejer de la Frontera,1,1043,2377,-6.06894531,36.23459623
92694459,tonycanada777,Conil de la Frontera,1,1068,1594,-6.10457681,36.29097563
1462622065,TheDiaz98,Mogán,1,297,373,-15.70090293,27.7769984
984171188,safavalverde,Valverde del Camino,2,539,378,-6.75309,37.57647
475972792,ElPenitente,Sevilla,2,20281,722,-5.98333333,37.38333333
483979789,LopezCarlosCs,Ávila,6,4473,4583,-4.69226,40.65787
1432302302,irunails36,Sevilla,3,3099,2668,-5.98333333,37.38333333
268693198,PedrazaSantiago,Madrid,4,190,31,-3.68661094,40.46103497
288866984,Curro_Blanco,Vecinos,5,2110,1036,-5.9225,40.79083333
2186992922,CarlosLupeJ,la Llagosta,1,290,747,2.1946,41.5126
3253869981,cokoyae,Requejada,2,71,296,-4.01609583,43.39637467
194338530,todloquemellama,Murcia,8,1136,871,-1.1303,37.9861
394767449,KbraloK,Mataelpino,1,796,652,-3.94875516,40.73144335
1349102652743946246,LaChinaLina1,Barcelona,1,116,425,2.20244361,41.40005417
707199601443545089,cantabriarte,Piélagos,1,70,284,-3.94550133,43.41400987
73420622,UnaMoteraC,Madrid,1,836,566,-3.62781005,40.40859802
58800064,STE_CLUB,Madrid,1,300,211,-3.68333,40.4
1288439927940829184,Sayokelrolo,Madrid,1,13,70,-3.70388889,40.41666667
86194509,LluisRibalta,Lleida,1,667,838,0.6295146,41.62104236
381876964,Rrpp_ArenaBcn,Barcelona,1,1902,536,2.15914,41.38669
18776130,rosaswarez,Área metropolitana de Madrid y Corredor del Henares,2,888,696,-3.66635849,40.40064033
383782210,patricia31ja,Salamanca,1,189,2105,-5.69633381,40.95463739
1325153296559042561,arieel_99,Toledo,1,20,52,-4.02182284,39.85032079
1100015361796263936,JoyeriaOrlando,Manresa,2,1,5,1.8379218,41.72675531
444575299,MaiderEgiguren,Sevilla,1,337,355,-5.97108,37.39216
1005828519543431168,scanalesgone1,Meruelo,1,5,38,-3.56667,43.45
143398420,Lionelmg,Santa Cruz de Tenerife,4,1138,3010,-16.25,28.46666667
2418177299,susiiag99,Perillo,1,336,474,-8.36281,43.34159
201719827,Roquemorella,Morella,1,2237,2506,-0.0978,40.61892
300374891,vida_rtv,Murcia,2,1441,1213,-1.1022208,38.0072005
2954412032,vivionitier,Madrid,1,121,143,-3.64388,40.40882
580767943,VJDD1,Caminomorisco,1,123,478,-6.29056,40.3265
448968145,SandraRaga97,València,1,328,307,-0.377,39.4648
524798282,_NaniFdez_254,Churriana de la Vega,2,511,1165,-3.63253471,37.14382802
1281038550,NoeeliaRuiz,Barcelona,1,794,468,2.1683,41.3894
713242410,winterwodpecker,València,1,73,213,-0.377,39.4648
1164549462372622336,marisa_quiles,Madrid,1,62,573,-3.70388889,40.41666667
916633442,EloyGomez93,Santaella,1,643,597,-4.84079,37.56331
582923305,Estela_algo,Mogarraz,1,24,47,-6.05218,40.49328
567314410,arturosantos12,Salamanca,1,436,594,-5.66117778,40.96418333
278251310,SebasMartos,Huelva,1,7684,940,-6.9255903,37.26073702
203016485,lluis1969,Jorba,1,154,482,1.54678,41.60101
2726485128,Islandfc,Zaragoza,2,62,3,-0.88864031,41.66989811
287353667,GrupoApuTeatro,Barcelona,1,35,222,2.2017719,41.4077376
539429012,triz_bearedondo,Madrid,2,56,230,-3.68333,40.4
246719780,MonikPharma,Cosuenda,1,167,291,-1.3,41.3667
534546210,mariahdezz14,Fuenlabrada,1,953,572,-3.82395029,40.29381521
1242844189093658629,viajarvivirdos,Níjar,1,508,430,-2.17685,36.7243
873567188979986432,AdrSaiz,Madrid,1,40,174,-3.68333,40.4
319782917,claudinha1212,La Orotava,1,168,43,-16.59536362,28.26072694
107574625,dmentesveloces,Tarancón,1,864,798,-3.0,40.0
51495133,cintabellmunt,Tarragona,1,1804,3481,1.25554965,41.11438395
1268692250785087493,FelipeRojazArt,Barcelona,3,32,315,2.1683,41.3894
594250875,sirlopezmusic,Madrid,2,60,133,-3.64966898,40.37394855
75890881,Festiman_,Xàbia / Jávea,1,440,1035,0.16700529,38.81729087
97513656,IratxeEowyn,Markina-Xemein,16,60,258,-2.49638889,43.26888889
890150493644869634,AntonioLieb12,Madrid,3,354,569,-3.68333,40.4
1001563211097927681,MMPUBG20,Lora del Río,1,88,991,-5.52812,37.65979
1042069315762176000,DoctoraDeAlcala,Alcalá de Henares,5,15,17,-3.36025,40.49022246
86048943,jmpadillar,Logroño,1,1726,4176,-2.4308367,42.4662417
1023696859,jjmaraque,Albacete,2,1693,1545,-1.85924276,38.98872527
28375574,OlgaHoyal,Suances,1,164,201,-4.04167,43.42631
514466226,Belgiallo,Can Guasch,1,528,356,1.51667,38.9833
318434408,dp_fotografia,Mogán,2,973,916,-15.70090293,27.7769984
2701385095,pablitoabad_,Santander,1,419,323,-3.78814722,43.48583611
730412558,emi_egea_98,Campo de Criptana,2,510,88,-3.12434,39.40336
883619282957078528,Rosayoguini3,Marbella,1,65,193,-4.98245948,36.47533018
2780857686,simugalicia,Culleredo,3,50,2,-8.3773,43.302
3092011151,PertuiPro,Madrid,1,12,6,-3.68333,40.4
898197690453983232,Barna_Flor,Barcelona,1,77,156,2.1683,41.3894
240360284,APLIUM,Lleida,1,810,779,0.6295146,41.62104236
1191450923228418051,alexgarci_1211,San Clemente,1,368,442,-2.42705,39.39931
258722567,oizquier,Peñafiel,1,157,655,-4.08796003,41.59474638
1377727398,EmuFdez,el Masnou,1,352,1580,2.31865181,41.48018752
249060435,Avilesero,Lorca,1,1378,233,-1.70185531,37.66962525
241294397,jrcv07,San Cristóbal de La Laguna,1,133,244,-16.3209,28.486
438439065,EVAOLMOPATARRO,Parla,6,97,150,-3.755953,40.22304284
323560237,carlosj_thx,Montánchez,1,36,74,-6.15,39.2
147724676,CarmenAnsedes,Santiago de Compostela,2,245,530,-8.5514183,42.874736
22925479,Troito,Cangas de Onís,4,400,441,-5.1289916,43.3157712
570324704,kikoratoncito,Víznar,2,414,509,-3.552216,37.233906
245914525,hildaskerk,Barcelona,1,20,44,2.15473,41.39174
233620467,Oxidesign_Noe,Aguilar de Campoo,4,196,307,-4.26320833,42.79406086
353249752,drmortiistat2,Santiago de Compostela,1,853,473,-8.53759468,42.88128278
109282043,PozoTurismo,Pozo Alcón,1,466,682,-2.9207325,37.73322009
53528503,JimVives,Benidorm,2,2161,1236,-0.13183,38.54373
560517653,danielmirlo,Sevilla,1,612,1273,-5.9547751,37.40263995
15413795,DioxCorp,León,1,2522,1047,-5.57,42.6056
807733014805495808,newgardenleon,León,1,39,123,-5.56794877,42.59759013
330442404,OscarvAggelen,San Bartolomé de Tirajana,3,189,126,-15.54144859,27.76869689
2240023384,martarg05,Altafulla,2,82,491,1.37733,41.14046
135716121,clafernandez12,Antas de Ulla,2,120,407,-7.90691801,42.76401424
216311160,JoseteCarax,Madrid,1,885,383,-3.68333,40.4
84916761,dhe_relik,Madrid,1,56,78,-3.68333,40.4
1154932831,Marina__Fdez,Riópar,1,390,111,-2.41743,38.49905
1493641,rogercasas,Madrid,1,5989,2813,-3.7056756,40.45369078
295389401,VictorCastuera,Madrid,1,4828,2009,-3.68333,40.4
199707337,Granguadaira,Laguardia,1,619,1071,-2.58328,42.55424
59433264,JCalbertto04,Valladolid,1,57,503,-4.73305,41.66127
190862906,elsumillerfiel,Quintanar de la Orden,2,1606,1071,-3.04722565,39.59654267
2884243551,androidez_es,Vera,1,305,437,-1.80252939,37.22819347
284151631,NuMoJiSa,Ávila,1,45,184,-4.6965899,40.65076
505752398,Hotelmesonainsa,Fanlo,1,22,265,0.049782,42.613799
399341678,esTherGilCano,Madrid,1,174,180,-3.68333,40.4
180066831,pmdorta,Granadilla de Abona,2,181,556,-16.56526999,28.03432484
51118244,ClubDreadnought,València,1,371,210,-0.39247712,39.454163
4827674661,tortosatemple,Tortosa,1,138,23,0.52423,40.81219
1304622428,SilviadeEsteban,Santa Cruz de Tenerife,2,1000,1252,-16.25,28.4667
1324315091270045698,HctorBlancoGar1,Logroño,2,113,1653,-2.4674416,42.4654396
165455182,JValdesVeiniere,Gijón/Xixón,5,2148,2146,-5.64896822,43.5387338
230875668,Txavo07,Madrid,1,69,329,-3.72412075,40.41396831
1876030920,luzurbano3,Pradejón,1,84,435,-2.0692,42.3334
1304751575475384320,PorMutis,Vitoria-Gasteiz,2,6,42,-2.7053737,42.8455363
128889142,locosxlosviajes,Lleida,1,9374,1799,0.62168829,41.5972411
1428493292,liessyrup,València,1,188,305,-0.377,39.4648
66101383,Antonio_Grau,Tarifa,1,119,918,-5.6180972,36.0409825
395341758,Parti23,La Cabrera,1,69,237,-3.61304,40.86407
269918941,ahtram_official,Bielsa,1,135,68,0.109663,42.660891
565517190,chef_Macarrilla,Madrid,2,281,491,-3.69893,40.44461
196520818,jharnela,Villalbilla,3,39,210,-3.30072,40.43353
742738051923841024,ildesiIIo,Lleida,1,232,368,0.6303604,41.60982438
1264258939568427010,FrutasNave,Dos Hermanas,1,9,4,-5.93060152,37.33524113
236507548,jmer3,Montesclaros,18,162,1033,-4.93845,40.10454
1302707109059010563,Alm_Valtidasa,Manilva,1,34,214,-5.26032314,36.38671277
1340994635552964608,armandolphoto,Antas de Ulla,1,15,38,-7.90691801,42.76401424
4319758515,lbernalstylist,Alcobendas,1,72,81,-3.64194,40.54437
371428923,lacumbrebenas,Cerler,2,126,375,0.52523056,42.60428862
285835719,carlosnaya,Ejulve,1,203,159,-0.55338,40.77687
2393505477,gonzaleznfj,Arucas,6,1084,2933,-15.52331687,28.14897864
436410064,HectorGarciaVM,Madrid,1,3691,874,-3.69298875,40.46257252
785412184641773569,Transportesgena,Arrigorriaga,1,463,292,-2.89772987,43.20066332
4099016501,CWAlgeciras,Algeciras,1,229,114,-5.45389,36.1275
828579740,DPA_diluyentes,Antas de Ulla,2,62,115,-7.90691801,42.76401424
1332426603259891719,LibreOnda,Écija,1,53,146,-5.08413792,37.54270583
83540551,efrikio,Villanueva del Pardillo,1,423,100,-3.96282,40.48932
1306778898009665537,NazarethVarela3,Alcantarilla,1,3,5,-1.22154,37.96495
266659025,Xicotiu,la Pobla Llarga,1,235,184,-0.46385585,39.09389297
385000713,elmomentoinutil,Sant Joan Despí,1,886,733,2.04611111,41.34888889
4133044581,IesoPola,Valle de Cerrato,1,32,72,-4.36137795,41.88349289
243305957,libertad8cafe,Madrid,1,7575,63,-3.69733,40.42069
147428019,Lorenhia,Alcobendas,1,127,160,-3.63333,40.5333
512454874,josu_urresta,Idiazabal,3,745,752,-2.23223,43.0145
1330838848235065344,LavapiesRadio,Madrid,3,71,134,-3.70239997,40.41026003
171127520,Susan_db,Ronda,1,612,844,-5.16580045,36.7406316
1358006646,mrtnz_sara,Baiona,1,237,70,-8.8152736,42.1102389
185327112,xAriBiersack,Madrid,1,839,203,-3.68333,40.4
155314054,Tercomax,València,1,758,453,-0.37326778,39.45864259
2594958548,_MartinaDorta,Bakio,2,687,462,-2.81032989,43.42935951
73934159,djphet,Madrid,1,2045,1339,-3.68333,40.4
757536779918598148,f_diecisiete,Madrid,1,33,20,-3.70724,40.4119
927652159809781760,XUQgroup,Jorquera,2,112,240,-1.55935252,39.16463358
1373000893,hommeimage,Gijón/Xixón,1,145,920,-5.6634,43.5421
280153408,davideltipo,Tarancón,1,326,146,-3.0,40.0
418557949,AS_Piti,Zariquiegui,1,173,514,-1.70059,42.735
1173575975218700288,Leofficial77,Maspalomas,1,1758,111,-15.5822508,27.75830761
277728553,MiguelTorresano,Barcelona,2,262,578,2.1683,41.3894
1343838752,korremillas,Sant Llorenç d'Hortons,5,48,56,1.824634,41.46750836
1271672802593079297,JoseManuelCura1,Madrid,2,76,295,-3.70023123,40.42542925
76463502,APMLFV,Laguna de Duero,1,617,454,-4.72614,41.58382
895065433,africadevicente,Isla Cristina,4,41,138,-7.24128541,37.20928978
264174489,AcerMoby,Cieza,1,292,87,-1.41673,38.23695
128044041,CalleD_Cesar,Gargantilla,2,961,1286,-5.87222222,40.22222222
2231808775,emotraining,Mijas,1,2409,1432,-4.62887,36.56582
157976321,alsurcafebcn,Barcelona,1,1470,1241,2.14444,41.37118
183366061,rubenmuedra,València,2,418,986,-0.377,39.4648
447416589,TattooStoneMA,Tarancón,1,1415,823,-3.0,40.0
2839794603,GemaFuentesCano,Trevélez,1,282,519,-3.243713,37.063944
478770217,UgaRRiza_,Avilés,3,512,751,-5.90599719,43.54194536
1396998409257635840,animalzwithz,Madrid,2,94,328,-3.70388889,40.41666667
70213559,IvanFle,Valladolid,1,172,736,-4.74352778,41.63727778
248306761,EOVeoBares,Barcelona,2,15189,901,2.137587,41.377481
281720074,MCLOPEZLILLO,Madrid,1,106,532,-3.68333,40.4
379891863,juandy_7,Punta Umbría,5,405,375,-6.96999,37.18169
2486880671,marceloespinel,Barcelona,1,6515,5329,2.13614084,41.4031101
363689058,STAVJEANS,Vitoria-Gasteiz,1,35,139,-2.6664,42.8504
196974485,HDADMUCHACHOS,Utrera,1,1859,141,-5.7793,37.18435
1872313596,CMontessori,Salamanca,2,587,16,-5.6504816,40.9796549
295191363,isabelsanbe,Ciudad Rodrigo,5,2094,1960,-6.53056,40.59897
756438262068174848,BTT_PAM,Baza,1,185,516,-2.77027,37.49308
2817164943,gonzayoung1,València,1,120,525,-0.37691,39.46868
3020515995,AnaVarg23373947,Las Palmas de Gran Canaria,2,0,23,-15.4405,28.1057
1320414356115423233,GestoresLara,Tarancón,3,4,46,-3.0,40.0
890232259776794625,delademanda_Bur,Burgos,3,260,784,-3.69692087,42.34197222
418201898,chipijapa,La Puebla de Cazalla,1,407,1625,-5.31347,37.223
964815748836323329,lbstoregr,Trujillo,1,102,431,-5.87888889,39.46527778
2262749897,danielacolomer,Porreres,1,80,155,3.0,39.5
1278015182,Cristinamaro,Boiro,1,343,94,-8.9040418,42.6355338
308145527,pucheretedemari,València,4,805,692,-0.377,39.4648
363302953,Manuboix,València,1,179,139,-0.377,39.4648
1223580367950614530,fabulosa1962,Castroviejo,18,272,565,-2.62347016,42.31819161
210416186,carboscar_Lluna,Lloret de Mar,2,1149,1719,2.85,41.7
89165765,martuniki,Coslada,2,27536,3668,-3.5551,40.4232
260770383,benneton1,Málaga,2,797,1408,-4.45309813,36.718066
1110989593371918337,JCubasRemax,Madrid,1,10,3,-3.7283,40.39094
118409332,jlvico,Balazote,2,195,235,-2.15731505,38.88587475
2343633848,MartinDelAlamo,Navalmoral,1,80,134,-4.73592621,40.49703711
542490007,chewidesign,Manzanares,1,256,333,-3.37316,38.99415
51239599,sergiomarcos77,Santa Cruz de Bezana,1,760,1290,-3.91155556,43.47233333
268672459,Laperlabcn,Barcelona,3,1557,414,2.15947,41.37127
219085149,ismaelnavarro73,Torrevieja,1,310,247,-0.684,37.9787
1217474113842962438,DsleonEs,León,1,245,1728,-5.56794877,42.59759013
68000852,Bellananita,Madrid,1,135,686,-3.67901,40.42313
1072402032,verdejomar,Almería,2,8485,6126,-2.45302764,36.82803739
