length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
15,9009,60,82,108,7,243,1465,246,946,4832,195,188,2,1827,ipynb
17,9570,124,102,160,0,279,1550,349,1128,4831,155,128,1,2240,ipynb
26,17298,70,82,163,9,400,2060,381,2061,9997,606,326,2,3583,ipynb
28,12556,170,102,216,0,344,1940,432,1470,6381,271,187,1,2944,ipynb
15,9203,72,74,120,7,266,1548,277,961,4802,198,189,1,1926,ipynb
17,12422,162,110,199,0,338,1917,428,1448,6353,264,214,0,2865,ipynb
26,9206,72,74,120,7,266,1548,277,961,4802,198,192,1,1926,ipynb
28,16256,216,110,308,0,443,2435,462,1897,8597,411,263,0,3473,ipynb
15,8873,64,74,112,7,257,1475,254,930,4701,196,184,1,1802,ipynb
17,9268,124,110,155,0,268,1501,339,1091,4766,151,127,0,2066,ipynb
26,9201,72,74,120,7,266,1546,277,961,4798,202,189,1,1926,ipynb
28,16112,216,110,304,0,444,2434,462,1880,8480,405,263,0,3456,ipynb
15,8916,68,74,114,7,249,1488,268,939,4685,200,180,1,1850,ipynb
17,15514,170,108,218,63,356,2493,443,1592,7625,341,1030,8,3102,ipynb
26,8917,68,74,114,7,249,1488,268,939,4685,200,181,1,1850,ipynb
28,25218,174,158,243,290,417,4217,476,1850,11265,426,4113,18,3897,ipynb
15,17571,76,84,167,19,404,2215,399,2045,9911,630,454,6,3605,ipynb
17,13867,174,102,245,0,365,2138,446,1579,7280,329,245,1,2988,ipynb
26,17739,76,84,170,20,406,2221,399,2070,10057,616,453,6,3630,ipynb
28,17587,222,102,332,1,455,2639,491,1988,9494,455,275,1,3611,ipynb
15,9121,64,82,115,7,258,1506,266,967,4817,197,178,1,1896,ipynb
17,9396,130,120,162,0,273,1541,345,1090,4806,152,130,0,2082,ipynb
28,15570,216,120,293,0,422,2353,453,1815,8244,370,258,0,3294,ipynb
15,9317,68,82,114,7,265,1573,273,967,4848,226,214,1,1919,ipynb
17,12959,160,110,205,1,351,2005,432,1504,6630,301,236,0,2960,ipynb
26,9317,68,82,114,7,265,1573,273,967,4848,226,214,1,1919,ipynb
28,12959,160,110,205,1,351,2005,432,1504,6630,301,236,0,2960,ipynb
15,9340,64,86,119,7,267,1598,272,988,4772,211,183,2,2031,ipynb
17,9150,124,98,157,0,263,1548,334,1088,4683,153,129,1,1994,ipynb
26,9340,64,86,119,7,267,1598,272,988,4772,211,183,2,2031,ipynb
28,9150,124,98,157,0,263,1548,334,1088,4683,153,129,1,1994,ipynb
15,9815,64,86,117,11,292,1675,289,1024,5040,232,200,1,2097,ipynb
17,13071,124,112,162,1,356,2050,407,1551,6896,243,157,5,2965,ipynb
26,25166,68,94,378,19,661,3239,630,2964,13745,869,367,1,5725,ipynb
28,19160,164,120,256,9,503,2789,553,2288,10131,500,304,5,4379,ipynb
32,9066,66,86,110,7,256,1509,259,966,4771,200,179,3,1879,ipynb
43,13299,74,105,125,103,278,2271,289,1139,6349,227,1408,12,2347,ipynb
45,15477,136,132,180,174,290,2820,379,1271,6698,185,2251,16,2595,ipynb
15,17253,74,80,163,11,417,2095,399,2053,9753,637,330,1,3692,ipynb
17,11159,136,100,181,0,317,1751,399,1318,5675,224,186,0,2589,ipynb
15,8958,68,82,113,7,250,1505,266,942,4693,200,183,1,1856,ipynb
17,11585,150,98,196,0,333,1867,420,1355,5821,235,206,0,2679,ipynb
26,8961,68,82,113,7,250,1505,266,942,4697,200,182,1,1856,ipynb
28,11851,156,98,202,0,335,1895,423,1385,5988,247,206,0,2724,ipynb
15,9236,64,96,116,7,255,1508,261,961,4854,205,185,4,1942,ipynb
17,9264,128,110,162,0,272,1548,343,1089,4741,151,128,1,2023,ipynb
26,9450,68,96,119,7,259,1554,277,980,4900,211,190,4,2042,ipynb
28,12890,168,110,205,4,325,1929,413,1523,6781,322,211,1,2834,ipynb
17,11829,0,,,,,,,,,,,,,ipynb
26,11434,0,,,,,,,,,,,,,ipynb
28,13415,0,,,,,,,,,,,,,ipynb
15,8818,60,80,109,7,249,1453,252,918,4647,197,179,2,1835,ipynb
17,9324,124,110,156,0,270,1509,341,1093,4774,152,128,0,2101,ipynb
28,12082,154,110,197,1,339,1883,426,1409,6112,276,197,0,2813,ipynb
15,9129,60,86,109,7,255,1483,256,951,4820,202,177,1,1929,ipynb
17,9529,128,102,163,0,279,1582,345,1101,4833,153,128,0,2161,ipynb
26,9460,68,86,117,7,264,1554,279,982,4921,208,181,1,2053,ipynb
28,12719,176,102,211,2,343,1987,424,1481,6468,290,221,0,2919,ipynb
38,8815,60,82,107,7,245,1445,248,930,4685,196,179,4,1805,ipynb
40,9228,124,114,160,0,266,1505,337,1084,4730,153,128,1,2047,ipynb
49,9146,68,82,115,7,254,1516,271,961,4786,202,183,4,1929,ipynb
51,13020,170,114,228,1,330,1971,417,1484,6856,292,252,1,2805,ipynb
17,8933,64,78,112,7,257,1486,262,939,4702,195,175,1,1856,ipynb
19,8943,124,94,155,0,268,1465,338,1057,4579,147,125,0,1986,ipynb
28,15246,77,86,155,8,408,2212,413,1643,8286,480,258,1,3275,ipynb
30,11576,162,94,190,2,326,1844,414,1344,5918,231,198,0,2611,ipynb
15,17302,78,82,174,8,399,2113,393,2052,9932,613,308,2,3593,ipynb
17,14335,196,108,270,2,390,2214,439,1655,7523,303,219,1,3109,ipynb
26,11558,78,82,143,8,292,1733,313,1271,6278,311,219,2,2412,ipynb
15,9311,72,92,121,11,261,1545,280,979,4839,200,187,2,1981,ipynb
17,19099,180,168,218,198,349,3338,438,1620,8492,271,2658,26,3201,ipynb
26,9311,72,92,121,11,261,1545,280,979,4839,200,187,2,1981,ipynb
28,19097,180,168,218,198,349,3338,438,1620,8492,271,2656,26,3201,ipynb
15,9058,68,76,114,7,262,1527,270,954,4696,202,196,2,1908,ipynb
26,9058,68,76,114,7,262,1527,270,954,4696,202,196,2,1908,ipynb
28,12549,166,98,209,0,329,1930,416,1510,6517,292,202,0,2806,ipynb
15,8614,66,82,105,7,238,1429,246,906,4605,201,177,1,1703,ipynb
17,9221,136,102,163,9,272,1513,349,1078,4717,156,127,0,2026,ipynb
28,12704,186,102,207,10,343,1976,435,1512,6514,283,235,0,2848,ipynb
15,20716,76,78,375,7,392,3009,388,2319,11773,844,315,1,3846,ipynb
15,12523,178,104,221,0,356,1991,448,1475,6258,282,220,0,2913,ipynb
26,20858,76,78,378,8,394,3025,389,2325,11904,836,301,1,3857,ipynb
26,12266,166,104,215,1,349,1932,443,1451,6161,270,204,0,2864,ipynb
19,20994,358,110,477,0,791,3882,610,2392,9345,418,1366,0,4247,ipynb
10,10852572,0,,,,,,,,,,,,,json
9,105128,1692,200,5184,0,4008,28776,5781,11127,38689,2901,18332,0,5346,json
25,29319,0,,,,,,,,,,,,,ipynb
36,29285,0,,,,,,,,,,,,,ipynb
19,24600,0,,,,,,,,,,,,,ipynb
30,24600,0,,,,,,,,,,,,,ipynb
35,37802,0,,,,,,,,,,,,,ipynb
46,34656,0,,,,,,,,,,,,,ipynb
19,30194,0,,,,,,,,,,,,,ipynb
30,30194,0,,,,,,,,,,,,,ipynb
19,165957,0,,,,,,,,,,,,,ipynb
30,165957,0,,,,,,,,,,,,,ipynb
38,25341,0,,,,,,,,,,,,,ipynb
49,25341,0,,,,,,,,,,,,,ipynb
20,29725,0,,,,,,,,,,,,,ipynb
31,26458,0,,,,,,,,,,,,,ipynb
19,26011,0,,,,,,,,,,,,,ipynb
30,26011,0,,,,,,,,,,,,,ipynb
30,30111,0,,,,,,,,,,,,,ipynb
41,26742,0,,,,,,,,,,,,,ipynb
19,35493,492,182,608,219,1021,6466,750,3156,14749,712,4423,12,6609,ipynb
30,35493,492,182,608,219,1021,6466,750,3156,14749,712,4423,12,6609,ipynb
40,31870,0,,,,,,,,,,,,,ipynb
51,46462,0,,,,,,,,,,,,,ipynb
19,29917,0,,,,,,,,,,,,,ipynb
30,29917,0,,,,,,,,,,,,,ipynb
19,22641,424,156,527,0,831,4209,632,2502,10140,465,1353,0,4536,ipynb
30,22641,424,156,527,0,831,4209,632,2502,10140,465,1353,0,4536,ipynb
24,37147,0,,,,,,,,,,,,,ipynb
35,37121,0,,,,,,,,,,,,,ipynb
19,30920,0,,,,,,,,,,,,,ipynb
30,28920,0,,,,,,,,,,,,,ipynb
19,24362,0,,,,,,,,,,,,,ipynb
30,23863,0,,,,,,,,,,,,,ipynb
19,31917,0,,,,,,,,,,,,,ipynb
30,31753,0,,,,,,,,,,,,,ipynb
19,30010,0,,,,,,,,,,,,,ipynb
19,29374,0,,,,,,,,,,,,,ipynb
30,26123,0,,,,,,,,,,,,,ipynb
19,30526,0,,,,,,,,,,,,,ipynb
30,26367,0,,,,,,,,,,,,,ipynb
19,31391,0,,,,,,,,,,,,,ipynb
30,42682,23,,,,,,,,,,,,,ipynb
19,28469,0,,,,,,,,,,,,,ipynb
30,24977,71,,,,,,,,,,,,,ipynb
38,32503,0,,,,,,,,,,,,,ipynb
32,33073,0,,,,,,,,,,,,,ipynb
19,27049,0,,,,,,,,,,,,,ipynb
30,26954,68,,,,,,,,,,,,,ipynb
19,29179,0,,,,,,,,,,,,,ipynb
30,29179,0,,,,,,,,,,,,,ipynb
29,31110,0,,,,,,,,,,,,,ipynb
40,26683,0,,,,,,,,,,,,,ipynb
32,30068,628,261,679,40,1103,6090,817,3107,12823,515,1932,5,5992,ipynb
43,23636,426,205,474,40,799,4573,622,2544,10732,392,1354,5,4636,ipynb
20,4775370,70,,,,,,,,,,,,,ipynb
31,30051,70,,,,,,,,,,,,,ipynb
26,45661,932,248,1042,23,1450,8612,1476,4990,19604,676,907,44,12123,ipynb
19,34190,936,74,965,0,1201,7461,911,2757,13658,71,3250,2,6572,ipynb
13,25578,176,168,250,324,383,4328,473,1577,10675,277,4961,16,4020,ipynb
37,45661,932,248,1042,23,1450,8612,1476,4990,19604,676,907,44,12123,ipynb
24,25578,176,168,250,324,383,4328,473,1577,10675,277,4961,16,4020,ipynb
30,34190,936,74,965,0,1201,7461,911,2757,13658,71,3250,2,6572,ipynb
18,100029,0,,,,,,,,,,,,,ipynb
12,15167,38,100,80,356,114,2753,121,492,5551,137,4658,15,1365,ipynb
13,4085,34,32,53,42,112,867,138,284,1502,33,598,6,806,ipynb
22,45124,446,594,860,167,1346,8304,1466,4482,19415,733,3865,15,9379,ipynb
29,16298,0,,,,,,,,,,,,,ipynb
23,4212,32,36,51,57,74,843,102,283,1726,21,752,7,613,ipynb
24,2217,28,16,41,0,64,407,84,256,1135,15,41,1,469,ipynb
24,4121,34,32,53,42,112,871,138,302,1541,20,585,6,825,ipynb
10,53180,28,,,,,,,,,,,,,html
10,177,0,0,3,7,0,11,9,18,136,0,0,1,11,mzn
18,528,0,36,8,18,7,113,21,58,201,50,33,0,41,mzn
7,374,0,22,2,9,0,94,19,44,161,7,20,3,37,mzn
13,278,0,18,2,6,6,48,9,38,138,0,16,3,32,mzn
13,348,0,12,3,8,1,75,23,60,134,10,15,0,67,mzn
6,986,0,14,10,10,22,159,61,133,362,63,40,0,246,mzn
9,3315,0,148,28,30,76,395,91,363,1629,181,102,12,623,mzn
12,2583,0,122,26,23,66,323,80,282,1224,96,96,8,519,mzn
10,1930,4,56,24,18,48,257,77,255,805,172,59,1,410,mzn
12,3550,12,176,43,35,51,393,94,526,1692,137,52,5,860,mzn
11,657,0,0,7,7,27,61,16,48,83,19,48,0,390,mzn
14,4739,14,168,59,57,105,560,125,677,2104,186,140,12,1209,mzn
10,3773,10,144,50,54,112,506,140,407,1295,142,291,1,1029,mzn
10,1449,0,30,16,45,34,201,29,205,877,7,18,0,192,mzn
7,197,0,8,3,3,0,20,11,21,79,0,7,0,67,mzn
7,169,2,0,6,7,0,17,7,31,81,6,7,0,37,mzn
11,106,2,4,3,3,0,7,5,21,59,0,1,0,23,mzn
8,902,4,42,15,10,28,91,26,106,482,4,28,2,170,mzn
11,862,4,44,15,8,19,88,22,103,473,4,17,2,167,mzn
8,582,6,16,15,18,11,57,25,96,251,35,27,3,119,mzn
24,1191,0,40,9,15,7,109,33,172,788,26,5,3,157,mzn
11,228,0,6,3,8,2,33,11,23,131,0,20,0,15,mzn
8,859,0,18,13,20,3,140,37,93,456,44,13,3,112,mzn
14,128,0,2,4,6,3,24,8,16,46,12,12,2,10,mzn
15,1633,0,52,23,49,9,301,69,237,834,89,89,7,180,mzn
15,1281,0,54,10,23,4,215,55,183,731,20,61,6,157,mzn
15,4915,14,180,59,58,104,541,120,708,2247,188,138,13,1373,mzn
8,47177,94,261,153,3,594,4909,538,1549,18339,12200,6171,34,4419,ipynb
21,2577,22,48,37,0,91,618,97,246,1131,37,30,4,559,ipynb
15,68161,156,400,227,5,657,5878,689,2164,28303,19596,8454,15,4470,ipynb
11,10902,0,,,,,,,,,,,,,ipynb
24,19482,0,,,,,,,,,,,,,ipynb
14,59210,94,203,141,4,503,4537,366,1372,24687,17976,8164,4,2897,ipynb
25,24597,206,234,248,11,737,4078,827,2139,9250,285,1871,516,7161,ipynb
21,22352,206,170,247,11,673,3710,770,1938,7944,243,1853,516,6779,ipynb
18,60647,72,174,106,164,340,4711,354,1030,24404,17816,9989,22,2849,ipynb
14,92459,224,660,481,203,708,11646,911,3125,37281,16472,12797,28,11959,ipynb
9,5466,58,50,86,0,232,1158,215,651,1766,78,493,0,1545,ipynb
28,34238,70,220,125,3,537,5042,453,1230,13657,7270,3710,8,3596,ipynb
32,2577,22,48,37,0,91,618,97,246,1131,37,30,4,559,ipynb
26,68161,156,400,227,5,657,5878,689,2164,28303,19596,8454,15,4470,ipynb
35,19482,0,,,,,,,,,,,,,ipynb
25,59210,94,203,141,4,503,4537,366,1372,24687,17976,8164,4,2897,ipynb
32,22352,206,170,247,11,673,3710,770,1938,7944,243,1853,516,6779,ipynb
29,54235,72,156,98,3,327,3523,345,880,21980,17774,7811,4,2487,ipynb
25,72531,220,314,308,5,872,8759,894,2722,25546,15373,9931,18,11185,ipynb
13,193146392,3084,,,,,,,,,,,,,json
13,25578,176,168,250,324,383,4328,473,1577,10675,277,4961,16,4020,ipynb
13,201521,996,,,,,,,,,,,,,json
22,17297,74,80,92,3,573,3366,450,1752,4971,202,2775,4,5157,ipynb
22,22147,126,116,158,20,245,2225,363,1325,10549,4354,2012,9,2333,ipynb
16,17882,142,152,204,0,371,2338,504,1495,8177,2412,1009,2,3075,ipynb
8,16875,134,106,174,0,284,2075,409,1431,8565,2170,833,2,2532,ipynb
21,14338,126,80,151,0,215,1624,329,1163,7291,2116,801,2,1932,ipynb
27,17882,142,152,204,0,371,2338,504,1495,8177,2412,1009,2,3075,ipynb
11,1939,48,2,85,0,80,342,6,79,1161,52,96,0,73,json
21,23085,166,164,220,51,557,3756,593,1652,9363,2837,2310,35,3626,ipynb
18,22258,174,120,226,7,598,3538,596,1706,8719,3082,2161,28,3605,ipynb
32,23085,166,164,220,51,557,3756,593,1652,9363,2837,2310,35,3626,ipynb
25,47979,174,188,195,4,362,4124,511,1378,20230,13536,6254,10,2902,ipynb
21,45355,174,110,193,4,282,3586,459,1129,18860,13485,6207,8,2446,ipynb
36,22015,150,171,173,22,360,3618,498,1283,8450,2913,3106,11,3041,ipynb
22,46830,168,202,198,4,360,3876,528,1348,19534,13640,5919,8,2921,ipynb
25,27667,174,261,222,236,491,5327,596,1662,10447,1386,5112,21,3990,ipynb
27,209534,168,241,211,232,450,10057,528,1569,84076,78234,32215,19,3631,ipynb
40,65970,160,176,186,4,372,4628,526,1329,27345,21104,9054,7,2934,ipynb
25,64117,164,200,191,22,351,4370,501,1343,26908,20741,8297,12,2861,ipynb
21,60112,172,182,200,22,338,4122,497,1275,24961,19434,7946,14,2721,ipynb
24,17040,68,,,,,,,,,,,,,ipynb
20,13004,158,158,187,14,337,2581,491,1244,5929,263,688,8,2681,ipynb
26,14614,152,160,188,54,344,2975,484,1273,6323,274,1386,16,2742,ipynb
39,14617,148,160,184,0,471,2427,488,1542,7066,329,910,2,2920,ipynb
30,13193,148,106,182,0,425,2181,459,1447,6278,302,881,2,2688,ipynb
50,14617,148,160,184,0,471,2427,488,1542,7066,329,910,2,2920,ipynb
30,16947,152,206,196,0,613,2852,531,1727,7651,447,1628,2,3200,ipynb
31,24837,164,205,198,40,595,4997,652,2146,9407,457,3157,22,5595,ipynb
27,22365,166,129,195,3,591,4463,624,2029,7801,405,3061,16,5535,ipynb
42,24837,164,205,198,40,595,4997,652,2146,9407,457,3157,22,5595,ipynb
28,26739,168,205,201,3,705,5420,704,2457,10030,510,3274,16,6207,ipynb
27,22365,166,129,195,3,591,4463,624,2029,7801,405,3061,16,5535,ipynb
18,26160,114,94,144,12,640,4095,728,2241,7939,383,2685,965,9089,ipynb
22,27634,114,132,144,12,687,4345,766,2362,8780,416,2705,965,9334,ipynb
22,18874,102,146,136,44,435,3110,505,1702,7601,297,1729,226,5048,ipynb
15,13329,68,120,111,4,306,1902,295,1299,6182,349,1204,10,3073,ipynb
19,12060,68,116,93,45,271,2105,311,1020,5288,272,1131,9,2662,ipynb
14,53173,46,142,82,3,276,3162,197,741,22212,17910,7950,4,1386,ipynb
33,18874,102,146,136,44,435,3110,505,1702,7601,297,1729,226,5048,ipynb
19,16270,74,62,92,3,542,3198,425,1665,4363,181,2766,4,4985,ipynb
16,436588,234,78,229,16,834,18590,1036,2540,169768,168227,66056,1822,10734,ipynb
8,159109,46,66,63,0,381,6281,294,577,62900,62818,25007,4,1543,ipynb
5,2245,0,54,4,0,146,380,170,221,449,21,1085,0,106,py
28,84976,200,443,272,275,2016,12176,1610,4393,26028,9946,11767,1797,20056,ipynb
34,45430,142,172,241,13,1239,7076,1269,3486,10093,979,4691,1270,19514,ipynb
15,1256,22,6,33,0,37,239,58,125,645,19,23,0,232,ipynb
13,2745,44,32,74,0,81,564,115,249,1274,45,87,0,544,ipynb
24,27490,34,438,147,269,723,4978,427,1692,11660,230,3958,37,5016,ipynb
24,20216,46,408,300,0,983,3453,456,1828,8921,222,952,20,4911,ipynb
24,39233,48,408,1911,0,4216,5136,801,4722,13411,223,4407,20,9453,ipynb
22,20596,54,416,309,0,1002,3519,476,1875,9121,227,929,20,4999,ipynb
25,21184,50,384,254,0,701,3682,449,1973,9295,262,1472,19,5065,ipynb
22,80956,248,491,3158,353,6247,11328,1113,7708,25247,466,18565,39,14814,ipynb
18,44848,50,553,204,683,1025,7880,458,2265,17944,279,9908,50,6272,ipynb
15,12546,0,400,102,0,305,1518,367,1088,7210,222,172,19,2598,py
16,13180,0,411,107,0,328,1625,369,1122,7460,218,203,20,2808,py
16,14207,0,432,108,0,354,1711,396,1195,8134,312,219,20,2917,py
20,13140,0,408,107,0,327,1619,365,1117,7439,223,199,20,2798,py
30,3316356,202,300,403,19,72505,485653,71464,193266,375096,47237,485890,203154,1645897,ipynb
35,11700,96,208,167,2,451,2031,388,1202,5390,151,224,2,2978,ipynb
14,12809,50,162,79,223,219,2436,170,655,4785,164,3008,16,1667,ipynb
11,3368,10,122,22,1,67,469,98,355,1793,105,33,0,746,py
14,3499,10,122,22,1,67,488,99,374,1853,120,33,0,783,py
29,322121,66,38,10090,1,5138,20861,5211,50355,66619,14990,113242,0,91076,ipynb
13,1952,28,42,43,0,80,417,89,184,835,46,54,0,407,ipynb
24,337593,86,5390,2736,4,16021,56424,2941,32318,73351,19259,117849,4,46469,ipynb
27,9134,112,206,170,0,304,1583,341,824,4372,236,424,0,1727,ipynb
23,299224,204,80,226,4,479,13452,704,1496,117832,113009,47742,552,5644,ipynb
14,1131,32,2,42,0,35,247,72,123,500,4,15,0,254,ipynb
15,868,24,0,33,0,26,187,53,87,390,4,11,0,193,ipynb
15,139508,168,108,189,20,1699,12032,1796,4695,42817,34739,20889,4130,22717,ipynb
19,161731,48,306,66,0,743,6426,301,946,62928,62818,26453,4,1939,ipynb
39,179370,228,376,295,4,1571,11654,1270,3213,64861,64964,23149,662,11606,ipynb
45,45430,142,172,241,13,1239,7076,1269,3486,10093,979,4691,1270,19514,ipynb
26,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
24,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
29,44848,50,553,204,683,1025,7880,458,2265,17944,279,9908,50,6272,ipynb
35,39194,56,740,179,0,3472,5150,753,6469,10274,232,7732,19,11340,ipynb
35,20216,46,408,300,0,983,3453,456,1828,8921,222,952,20,4911,ipynb
35,49427,48,479,1806,283,4084,7080,792,4757,17320,251,8132,42,9902,ipynb
33,44073,118,468,1237,219,2723,6820,688,3833,15649,292,8196,35,8316,ipynb
33,80956,248,491,3158,353,6247,11328,1113,7708,25247,466,18565,39,14814,ipynb
41,5586535,192,333,262,157,120199,839025,120095,325086,616644,72018,778486,347884,2811335,ipynb
25,16445,102,104,122,13,532,2957,560,1462,4350,138,1607,816,5704,ipynb
38,9134,112,206,170,0,304,1583,341,824,4372,236,424,0,1727,ipynb
34,299224,204,80,226,4,479,13452,704,1496,117832,113009,47742,552,5644,ipynb
25,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
26,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
26,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
10,2046,0,58,15,0,28,195,70,209,1141,64,9,0,536,py
13,894410,184,202,239,16,1715,41101,1817,5185,330474,349122,144053,3944,23360,ipynb
15,78090,72,128,222,4,1052,7795,1033,3629,24617,14931,14546,1697,13026,ipynb
24,198543,86,96,1228,4,1926,15460,1969,15610,55212,11801,77718,1775,33237,ipynb
16,9429,46,66,105,0,251,1519,255,846,3608,380,1469,2,1983,ipynb
25,393399,156,136,210,24,2032,22878,2123,5721,136677,135177,58423,5122,32564,ipynb
23,995408,156,94,189,20,2655,46328,2777,7567,355646,385145,153953,7496,43726,ipynb
14,206957,110,154,209,12,1099,11199,1131,3283,68639,79512,31011,1922,13090,ipynb
22,24764,56,74,114,4,652,3852,655,1971,5832,691,3895,1238,8356,ipynb
24,893925,184,188,239,16,1699,41016,1804,5139,330231,349112,144046,3944,23250,ipynb
26,9429,46,66,105,0,251,1519,255,846,3608,380,1469,2,1983,ipynb
35,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
41,194243,84,108,1223,4,1785,14945,1812,15126,54692,12193,78747,1239,29223,ipynb
27,24764,56,74,114,4,652,3852,655,1971,5832,691,3895,1238,8356,ipynb
36,393751,140,143,218,24,2026,22917,2099,5739,136879,135179,58652,5128,32445,ipynb
34,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
25,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
33,198543,86,96,1228,4,1926,15460,1969,15610,55212,11801,77718,1775,33237,ipynb
17,2305,40,12,51,0,67,414,104,248,1141,53,16,0,511,ipynb
28,2305,40,12,51,0,67,414,104,248,1141,53,16,0,511,ipynb
9,187667,0,,,,,,,,,,,,,html
12,101188,0,,,,,,,,,,,,,html
17,3622,18,18,32,15,12,477,94,411,2244,98,133,180,395,html
10,29168,0,,,,,,,,,,,,,html
9,25857,286,88,323,374,96,2965,420,2595,15631,605,1484,1558,2447,html
13,42649,0,,,,,,,,,,,,,html
14,37372,0,,,,,,,,,,,,,html
13,43892,386,,,,,,,,,,,,,html
10,42744,520,150,559,610,151,4867,763,4510,26070,969,2410,2266,4172,html
10,30147,0,228,207,197,222,3993,629,3761,19299,669,756,1183,3393,html
15,6946,82,94,116,9,259,1229,251,610,3308,144,265,8,1432,ipynb
26,45661,932,248,1042,23,1450,8612,1476,4990,19604,676,907,44,12123,ipynb
19,55971,0,,,,,,,,,,,,,ipynb
17,2305,40,12,51,0,67,414,104,248,1141,53,16,0,511,ipynb
11,61637,466,716,612,710,1304,11745,1447,4427,25624,827,9900,53,9680,ipynb
17,12535,10,226,81,0,131,1875,291,1218,5333,873,183,9,3814,py
15,8131,76,96,112,65,258,1529,239,571,3547,140,900,5,1403,ipynb
26,6946,82,94,116,9,259,1229,251,610,3308,144,265,8,1432,ipynb
13,17314,58,186,116,277,199,3216,206,662,7532,125,3848,33,1724,ipynb
13,22241,74,322,147,328,309,4106,307,939,9770,212,4508,20,2445,ipynb
11,256703,292,136,514,53,925,12378,686,2979,99799,98650,36872,7,7077,ipynb
7,111695222,0,,,,,,,,,,,,,json
26,46906,962,250,1063,23,1497,8818,1502,5059,19908,680,861,44,12800,ipynb
19,58225,0,,,,,,,,,,,,,ipynb
14,15098,64,26,151,4,567,2885,485,1158,3981,408,1696,650,4666,ipynb
24,17314,58,186,116,277,199,3216,206,662,7532,125,3848,33,1724,ipynb
24,15492,70,280,133,163,281,2856,291,805,7261,156,2264,11,2017,ipynb
22,256703,292,136,514,53,925,12378,686,2979,99799,98650,36872,7,7077,ipynb
37,45661,932,248,1042,23,1450,8612,1476,4990,19604,676,907,44,12123,ipynb
24,26016,176,176,255,324,395,4406,483,1616,10915,288,4965,18,4098,ipynb
30,55971,0,,,,,,,,,,,,,ipynb
22,61637,466,716,612,710,1304,11745,1447,4427,25624,827,9900,53,9680,ipynb
25,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
9,187676,0,,,,,,,,,,,,,html
14,2343494,0,,,,,,,,,,,,,json
22,2982278,0,,,,,,,,,,,,,json
16,607512,0,,,,,,,,,,,,,json
13,892194,0,,,,,,,,,,,,,json
21,949029,0,,,,,,,,,,,,,json
10,810784,0,,,,,,,,,,,,,json
14,2343494,0,,,,,,,,,,,,,json
13,892194,0,,,,,,,,,,,,,json
9,50935,1134,0,2835,0,2268,11151,567,675,22050,3690,7699,0,108,json
15,10004,150,82,203,0,292,1747,347,1149,4873,207,283,0,2167,ipynb
18,186332,2994,78,4792,0,8207,34095,4091,13821,41326,6855,15987,2,71996,ipynb
26,9460,144,78,186,0,282,1653,327,1102,4638,204,215,0,2060,ipynb
29,61096,1834,72,1915,0,2492,11895,1209,5101,16010,3132,8218,2,15526,ipynb
31,48135,1756,86,1690,0,1745,11767,1152,4358,16183,3493,1640,1,9774,ipynb
42,48135,1756,86,1690,0,1745,11767,1152,4358,16183,3493,1640,1,9774,ipynb
15,73314,1952,84,2193,0,3069,14155,1536,6018,18606,3423,8773,0,21059,ipynb
26,62240,1842,82,1925,0,2553,12142,1269,5216,16242,3141,8216,0,16097,ipynb
15,23239,578,102,664,8,744,4602,608,2255,9090,630,2255,4,4562,ipynb
26,23065,576,102,662,8,742,4574,608,2239,9006,630,2254,4,4507,ipynb
15,73947,1942,84,2181,0,3087,14185,1563,6104,18738,3510,8790,0,21430,ipynb
15,63523,0,,,,,,,,,,,,,ipynb
26,63523,0,,,,,,,,,,,,,ipynb
26,67601,2182,92,2150,0,2699,13109,1389,5674,18025,3245,8432,0,17667,ipynb
37,67601,2182,92,2150,0,2699,13109,1389,5674,18025,3245,8432,0,17667,ipynb
18,73315,1972,82,2216,0,3014,14029,1498,5964,19073,3514,8784,0,20631,ipynb
29,62201,1862,78,1947,0,2497,12011,1230,5157,16689,3232,8227,0,15658,ipynb
15,74176,2426,86,2413,0,3012,14461,1476,6206,19951,3604,8901,2,19320,ipynb
26,74176,2426,86,2413,0,3012,14461,1476,6206,19951,3604,8901,2,19320,ipynb
25,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
15,66008,1848,86,1955,0,2690,12718,1348,5447,17542,3257,8382,0,17530,ipynb
26,66008,1848,86,1955,0,2690,12718,1348,5447,17542,3257,8382,0,17530,ipynb
15,58834,1872,82,1801,0,2330,11278,1167,4850,15390,2875,7755,0,15451,ipynb
26,58834,1872,82,1801,0,2330,11278,1167,4850,15390,2875,7755,0,15451,ipynb
15,61426,1808,82,1897,0,2519,11931,1243,5160,16043,3136,8200,0,15810,ipynb
