;ID;Latitud;Longitud;Usuario;Seccion;Indice_Gini;Distribucion_P80P20;Renta_neta_media_por_persona;Renta_neta_media_por_hogar;Media_de_la_renta_por_unidad_de_consumo;Mediana_de_la_renta_por_unidad_de_consumo;Renta_bruta_media_por_persona;Renta_bruta_media_por_hogar;Salarios;Prestaciones_desempleo;Poblacion_Total;Porcentaje_Pob_Espaniola;IngXUdCo_menor_al_40porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_menor_al_60porc_mediana;IngXUdCo_mayor_al_140porc_mediana;IngXUdCo_mayor_al_160porc_mediana;IngXUdCo_mayor_al_200porc_mediana
563;402624955;41.382547;2.162757;OKasionalBeer;0801902164;37.9;3.8;17514.0;40298.0;24838.0;20650.0;22479.0;51721.0;12941.0;962.0;1414.0;67.7;12.2;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;47.3;40.6;28.2
564;267691706;41.38637742;2.17269072;gemmajoies;0801901023;38.5;3.3;14163.0;32157.0;20610.0;16450.0;18022.0;40918.0;10843.0;1107.0;1953.0;56.0;11.9;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;34.0;27.9;16.2
565;719095300154081280;41.38628;2.17538;LuigiRistorant;0801901023;38.5;3.3;14163.0;32157.0;20610.0;16450.0;18022.0;40918.0;10843.0;1107.0;1953.0;56.0;11.9;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;22.3;34.0;27.9;16.2
566;799166803930992640;41.385064;2.173404;ssharankyna;0801901022;41.5;4.4;16359.0;35901.0;23660.0;18550.0;21291.0;46723.0;12560.0;909.0;1294.0;47.9;12.6;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;41.7;35.3;23.6
567;191567253;41.385064;2.173404;polmtnz;0801901022;41.5;4.4;16359.0;35901.0;23660.0;18550.0;21291.0;46723.0;12560.0;909.0;1294.0;47.9;12.6;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;41.7;35.3;23.6
568;764107070425665536;41.38204;2.18795;FornBalboa;0801901042;32.5;3.0;12786.0;29475.0;18439.0;15750.0;15360.0;35408.0;8686.0;1061.0;1689.0;75.8;10.2;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;22.9;30.7;22.3;13.1
569;514448567;41.39864;2.17822;fasfilmswindows;0801902016;30.9;2.6;18550.0;43800.0;26860.0;23450.0;23529.0;55556.0;13909.0;758.0;1840.0;80.1;3.9;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;8.8;53.6;44.7;31.3
570;529559694;41.383611;2.181944;Everth_25;0801901045;37.8;3.3;13430.0;27678.0;18964.0;15750.0;16858.0;34743.0;10190.0;1246.0;1914.0;50.9;14.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;24.7;27.2;21.2;13.5
571;2354825996;41.383333;2.183333;plujaBCN;0801901043;37.1;3.4;17139.0;36840.0;24620.0;19950.0;22011.0;47312.0;13907.0;928.0;1503.0;59.4;8.0;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;18.3;43.9;36.3;26.2
572;919679922381164545;41.38639221;2.18097925;yumilab3d;0801901048;37.9;3.2;9882.0;23023.0;14100.0;11550.0;11704.0;27267.0;7210.0;1140.0;2020.0;54.7;21.1;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;38.6;16.4;11.7;6.9
573;292990269;41.38561257;2.17851005;melendvall;0801901047;39.2;3.5;12522.0;27208.0;17724.0;12950.0;15640.0;33983.0;10065.0;1065.0;1690.0;54.2;17.5;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;32.2;25.7;20.2;10.9
574;996688211148713984;41.38886;2.17481;BarcelonaAxe;0801901052;42.6;4.4;17003.0;41762.0;25166.0;20650.0;22260.0;54674.0;13225.0;849.0;2361.0;51.8;15.8;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;23.7;45.8;39.3;26.1
575;1374564492;41.3768699;2.18997;bubitabar;0801901032;37.2;3.4;13857.0;28265.0;19142.0;15750.0;17136.0;34954.0;10171.0;1139.0;1756.0;57.4;13.8;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;26.3;31.0;22.4;13.8
576;311659252;41.39174509;2.16504656;claa_LA;0801902079;44.4;3.9;26250.0;60158.0;40614.0;26600.0;36834.0;84415.0;15620.0;582.0;1326.0;65.2;7.1;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;59.5;53.0;41.9
577;2383668240;41.38331;2.1591;LaCachaperaBCN;0801902095;36.2;3.6;18893.0;44801.0;27669.0;23450.0;24321.0;57674.0;14312.0;897.0;1512.0;72.9;8.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;13.6;53.1;45.8;31.3
578;2882264695;41.40560346;2.17640221;AndyBovi;0801902027;33.8;3.1;17166.0;40752.0;24896.0;21350.0;21524.0;51097.0;12496.0;689.0;2012.0;75.8;9.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;14.4;49.0;42.3;28.2
579;251057602;41.39023;2.15931;cottonvintage;0801902089;37.5;3.3;20570.0;46056.0;30868.0;25550.0;28117.0;62954.0;16705.0;701.0;1753.0;74.5;6.7;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;58.9;50.8;37.7
580;2250729871;41.387489;2.160611;opticamasia;0801902091;38.2;3.8;19850.0;47023.0;28586.0;23450.0;25713.0;60911.0;14092.0;825.0;1806.0;64.0;8.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;15.9;53.6;45.7;33.0
581;1036700925413531648;41.3773;2.17592;ArtKronos;0801901001;38.0;3.8;10696.0;27503.0;15672.0;12950.0;12798.0;32909.0;7242.0;1201.0;1207.0;54.1;21.4;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;36.6;21.0;15.6;8.2
582;579388542;41.39044606047234;2.153497124048368;izaskinha;0801902102;36.6;3.0;23409.0;52562.0;33899.0;28350.0;30814.0;69190.0;16865.0;669.0;1365.0;85.7;6.4;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;9.7;63.9;56.0;44.6
583;277423624;41.39274;2.15374;DryMartiniJDLM;0801902085;36.9;3.2;21332.0;47096.0;31308.0;26250.0;28922.0;63853.0;16688.0;749.0;1375.0;74.0;5.7;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;11.6;59.5;51.5;37.8
584;114771912;41.38636;2.1486;ArmiTexBCN;0801902116;33.1;2.9;23928.0;57570.0;35213.0;31150.0;31086.0;74791.0;17733.0;686.0;975.0;89.8;3.2;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;69.1;59.6;48.8
585;2234994399;41.37801;2.15352;mariolayunta;0801902152;33.3;3.0;19625.0;46542.0;28919.0;25550.0;25369.0;60164.0;11781.0;743.0;1203.0;80.6;5.1;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;59.0;51.8;35.6
586;774711126617681920;41.37656790168578;2.15699459076972;CubaDeJaneiro;0801902157;33.9;2.8;16490.0;38630.0;23660.0;20300.0;20380.0;47743.0;11273.0;939.0;1193.0;75.8;7.1;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;43.4;37.0;22.1
587;1148197218681262081;41.37404;2.15706;archimissa;0801903001;32.7;3.1;14132.0;33524.0;20252.0;17850.0;17267.0;40959.0;9907.0;865.0;1635.0;74.9;8.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;19.4;35.4;27.3;16.4
588;312912462;41.37635;2.15928;CSIsuministros;0801902156;32.7;2.6;17450.0;39341.0;24766.0;21350.0;21806.0;49162.0;11668.0;827.0;1264.0;81.6;5.9;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;48.7;40.7;23.8
589;1173332443685896192;41.39241417;2.17166832;TheClubwLucas;0801902072;37.3;3.4;24790.0;59328.0;37124.0;29750.0;33394.0;79919.0;17746.0;686.0;1179.0;79.9;5.0;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;8.9;68.0;61.4;46.4
590;1285928286;41.38447;2.14626;RaulitroDLR;0801902127;36.0;3.5;18019.0;38572.0;25187.0;22050.0;22905.0;49032.0;13554.0;937.0;1130.0;76.1;9.1;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;17.4;50.3;41.4;30.5
591;198550421;41.38073;2.16017;Bracafe;0801902162;34.3;3.3;16046.0;36884.0;22434.0;19250.0;19645.0;45156.0;11355.0;870.0;1368.0;75.1;9.0;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;42.5;33.4;22.1
592;30042212;41.38077341;2.16024041;xavideerausquin;0801902162;34.3;3.3;16046.0;36884.0;22434.0;19250.0;19645.0;45156.0;11355.0;870.0;1368.0;75.1;9.0;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;18.9;42.5;33.4;22.1
593;3434402745;41.3579292;2.13713;Uplineclinic;0801903029;26.4;2.4;12679.0;31976.0;18515.0;17150.0;14669.0;36994.0;8803.0;936.0;1273.0;88.2;5.0;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;14.2;29.3;21.3;6.5
594;107191677;41.3699319;2.1390737;arnau182;0801903059;29.7;2.6;14276.0;32944.0;20241.0;18550.0;17209.0;39712.0;10506.0;792.0;1177.0;80.8;7.5;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;38.0;28.8;16.3
595;1202224530120417281;41.37886;2.12644;FIT3012;0801904037;31.1;2.7;19257.0;46535.0;28282.0;25550.0;24370.0;58890.0;13543.0;738.0;2065.0;85.4;6.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;59.3;51.6;34.4
596;531234165;41.37857;2.12732;autortuno;0801904037;31.1;2.7;19257.0;46535.0;28282.0;25550.0;24370.0;58890.0;13543.0;738.0;2065.0;85.4;6.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;59.3;51.6;34.4
597;253457305;41.3726;2.12389;FelipeCamposlh;0810102034;36.5;3.3;10433.0;28409.0;15130.0;12250.0;12282.0;33442.0;7732.0;975.0;1040.0;63.5;18.3;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;36.9;19.5;14.4;6.9
598;990304839895801856;41.371278232964656;2.12960163970788;baralfredobcn;0801903071;31.5;3.1;13017.0;30498.0;18589.0;16450.0;15574.0;36488.0;10164.0;858.0;1317.0;78.1;10.0;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;21.9;31.9;24.2;12.3
599;837257126389116931;41.38843272;2.13651896;EnigmaMusicBar;0801904022;34.5;3.1;22512.0;48675.0;32646.0;27650.0;29184.0;63103.0;16059.0;702.0;1502.0;81.0;5.0;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;63.8;56.1;40.3
600;607987330;41.39802;2.11797;TarekTraboulsi;0801905006;44.3;4.1;31670.0;89731.0;51053.0;37450.0;45312.0;127478.0;26063.0;375.0;1655.0;83.4;3.1;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;79.1;73.9;61.9
601;1058686881242734592;41.39802;2.11797;BFacialPlastics;0801905006;44.3;4.1;31670.0;89731.0;51053.0;37450.0;45312.0;127478.0;26063.0;375.0;1655.0;83.4;3.1;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;6.7;79.1;73.9;61.9
602;3081412018;41.40657716;2.12723285;DraMontseFolch;0801905031;44.4;3.4;31670.0;89731.0;51053.0;37450.0;45312.0;127478.0;26017.0;342.0;1483.0;88.9;5.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;7.6;78.8;73.9;61.9
603;1204490623;41.3992999;2.1346599;deblayespain;0801905049;44.4;3.9;31603.0;87821.0;51053.0;36750.0;45312.0;127478.0;22541.0;436.0;1654.0;90.0;5.8;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;72.3;67.6;57.3
604;235117676;41.4;2.13776;AudioReference_;0801905052;44.4;3.8;31670.0;89731.0;51053.0;37450.0;45312.0;127478.0;26063.0;427.0;1395.0;92.2;4.6;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;7.2;77.1;71.4;61.9
605;2862184253;41.39600855;2.1448397;OcreBCN;0801905064;39.6;3.6;24797.0;56701.0;37229.0;29050.0;33898.0;77511.0;20243.0;552.0;1565.0;83.1;6.3;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8;64.1;58.5;46.3
606;181142335;41.3170475;2.0524766;Omar__AJ;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
607;365717965;41.3170475;2.0524766;mo_juliao;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
608;778948441;41.3170475;2.0524766;ManuelaTorres25;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
609;777605190392381440;41.3170475;2.0524766;Yesu_1995;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
610;320935975;41.3170475;2.0524766;_imnotarapper;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
611;378368893;41.3170475;2.0524766;elrishibringas;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
612;233904373;41.3170475;2.0524766;gemaesteve;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
613;305019111;41.3170475;2.0524766;Rincewindcat;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
614;1055559778687217665;41.3170475;2.0524766;FlorBagan;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
615;768191972695613440;41.3170475;2.0524766;CarlosAngola5;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
616;2238155017;41.3170475;2.0524766;Giveirawaynow;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
617;503341540;41.3170475;2.0524766;MariseNevado;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
618;512665373;41.3170475;2.0524766;dolcanina;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
619;325537507;41.3170475;2.0524766;TheKeyBladeBooy;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
620;890614929136504835;41.3170475;2.0524766;NuriaMadremanya;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
621;382689003;41.3170475;2.0524766;fandeNuriaFeliu;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
622;949698948909985792;41.3170475;2.0524766;JayJayRevlon;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
623;3050475714;41.3170475;2.0524766;kitteen_;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
624;1681832952;41.3170475;2.0524766;nolohenchufao;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
625;1106122014291644420;41.3170475;2.0524766;irenesinmas_;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
626;2289582032;41.3170475;2.0524766;annapaoliviris;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
627;1182794142407114754;41.3170475;2.0524766;tschaefferb;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
628;1120180428;41.3170475;2.0524766;andreaa_2906;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
629;602460507;41.3170475;2.0524766;drunkonhesmdcn;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
630;371845025;41.3170475;2.0524766;oscar_cooper__;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
631;130538563;41.3170475;2.0524766;n020449;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
632;1188541746080309248;41.3170475;2.0524766;Tocapel72231884;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
633;106852557;41.3170475;2.0524766;nachopallascard;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
634;52184879;41.3170475;2.0524766;Marcelooona;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
635;744527666460626944;41.3170475;2.0524766;gandhiloquent;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
636;265904265;41.3170475;2.0524766;Odepaula80;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
637;631737171;41.3170475;2.0524766;gonjotav;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
638;1044743188362272768;41.3170475;2.0524766;noeagga;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
639;1083883206045302784;41.3405755;2.0495788;JuanCar49040757;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
640;846765168;41.3405755;2.0495788;chamellasprilla;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
641;1577284436;41.3405755;2.0495788;Piedra_97;0820004001;24.8;2.2;13215.0;34802.0;19952.0;19250.0;15662.0;41246.0;9579.0;803.0;2119.0;92.1;4.2;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;11.9;38.4;26.3;10.0
