screen_name,text,localidad,provincia,hora,verified,friends_count,followers,tweets,primera persona,segunda persona,tercera persona,sentimiento medio emojis,tiempo condicional,tiempo futuro,tiempo pasado,tiempo presente,mediana,sentiment,tipo_renta
AntonioGar98,Qué padre es,Granada,Granada,9,0,1588,1183,43353,0,0,1,0.0,0,0,0,1,15750.0,0.0,<23000
AntonioGar98,Racionar precisamente no es lo que se hace en este vídeo,Granada,Granada,13,0,1588,1183,43353,0,0,2,0.0,0,0,0,2,15750.0,-0.651181,<23000
AntonioGar98,"Esto es el ejemplo de buscar un problema donde no lo hay. Si te dedicas a crear contenido y no ganas lo mismo que el Rubius, es porque no generas lo mismo que el Rubius, no hay más.
Es la mayor tontería que he visto nunca.",Granada,Granada,22,0,1588,1183,43353,1,3,5,0.0,0,0,0,9,15750.0,-0.681362,<23000
AntonioGar98,Es como si dices que el riesgo de transmisión es altísimo en tu propia cama porque no parar de apoyar la boca en la almohada xd,Granada,Granada,15,0,1588,1183,43353,0,1,2,0.0,0,0,0,3,15750.0,0.0,<23000
AntonioGar98,Cuando Florentino lanzó la Superliga el fútbol era para los aficionados pero cuando hay dinero de por medio la Supercopa de ESPAÑA se sigue jugando en Arabia Saudí,Granada,Granada,18,0,1588,1183,43353,0,0,4,0.0,0,0,2,2,15750.0,0.0,<23000
javinumy,Que pena terminar así el año ☹️☹️☹️ lo mejor del partido… que puedo volverme a casa sin coger el coche…,Zaragoza,Zaragoza,13,0,2072,980,30608,1,0,0,0.0,0,0,0,1,24150.0,-0.922312,<23000
javinumy,Escándalo en la 2RFEF. @rfef @cdnumancia @Lleida_Esportiu @cazurreando_com @Rafa9Mainez,Zaragoza,Zaragoza,13,0,2072,980,30608,0,0,0,0.0,0,0,0,0,24150.0,-0.688634,<23000
javinumy,DIMITE @IreneMontero,Zaragoza,Zaragoza,2,0,2072,980,30608,0,0,0,0.0,0,0,0,0,24150.0,0.0,<23000
javinumy,"Ahí, donde los focos, jugará el @cdnumancia este domingo frente al @CD_Ebro (si el río lo permite claro) https://t.co/6ugeP8PaJ9",Zaragoza,Zaragoza,17,0,2072,980,30608,0,0,2,0.0,0,1,0,1,24150.0,0.5871529999999999,<23000
javinumy,"Soria YA, rotundamente YA #SoriaQuiereFuturo en Soria https://t.co/KhW2Yz3ckv",Zaragoza,Zaragoza,19,0,2072,980,30608,0,0,0,0.0,0,0,0,0,24150.0,0.0,<23000
javinumy,Les da igual todo ajajajajajaj qué cojonazos 🙈🙈🙈 https://t.co/yZxNAqi5OO,Zaragoza,Zaragoza,19,0,2072,980,30608,0,0,1,0.0,0,0,0,1,24150.0,-0.57058,<23000
javinumy,Cenizo cállate ya y déjanos vivir,Zaragoza,Zaragoza,0,0,2072,980,30608,0,0,1,0.0,0,0,0,1,24150.0,-0.791225,<23000
javinumy,Menos mal que existen los jueces...,Zaragoza,Zaragoza,15,0,2072,980,30608,0,0,1,0.0,0,0,0,1,24150.0,-0.724383,<23000
javinumy,¿No huele un poco raro aquí? @rfef @cdnumancia https://t.co/yIDfMt7JdI,Zaragoza,Zaragoza,12,0,2072,980,30608,0,0,1,0.0,0,0,0,1,24150.0,0.0,<23000
javinumy,🤣🤣🤣 la conversación entre @cdibizaip y @Penyadeportiva es top,Zaragoza,Zaragoza,12,0,2072,980,30608,0,0,1,1.0,0,0,0,1,24150.0,0.0,<23000
Rosayoguini3,"Comienza el año apuntándote a Yoga 🧘🏼‍♀️ 
O hazle un regalo 🎁 a alguien y sorpréndele!.

Comenzamos nueva temporada el día 3 de Enero. https://t.co/1fH3fulpmN",Marbella,Málaga,22,0,193,65,4745,2,0,1,1.0,0,0,0,3,14350.0,0.7599239999999999,<16000
Rosayoguini3,"Brilla por ellos…
Nuestros seres queridos…  🙏🏼💜 🕯 

#diadetodoslossantos @ Urbanización Cortijo Blanco https://t.co/WJjGVFlJIe",Marbella,Málaga,11,0,193,65,4745,0,0,0,1.0,0,0,0,0,14350.0,0.937234,<16000
Rosayoguini3,"Esto es para l@s que como yo, os sentí muchas veces fuera del rebaño…

Te pasa a ti? 🤷🏼‍♀️ https://t.co/YfmjuKzMhM",Marbella,Málaga,9,0,193,65,4745,1,0,2,0.0,0,0,1,2,14350.0,-0.296076,<16000
Rosayoguini3,"El secreto de una vida y cuerpo sanos es no llorar por el pasado, no preocuparse por el futuro y no anticipar problemas. en Rosa Barrios https://t.co/GxXmk7GcBZ",Marbella,Málaga,7,0,193,65,4745,0,0,1,0.0,0,0,0,1,14350.0,-0.41345,<16000
Rosayoguini3,"Si caminas solo, irás más rápido. Si caminas acompañado, llegarás más lejos. en Rosa Barrios https://t.co/KJD5q6CuAL",Marbella,Málaga,11,0,193,65,4745,0,3,1,0.0,0,0,0,4,14350.0,0.323579,<16000
Rosayoguini3,La realización de uno mismo solo se alcanza avanzando pese a los choques emocionales. en Rosa Barrios https://t.co/GBY1DlfjbT,Marbella,Málaga,9,0,193,65,4745,0,0,1,0.0,0,0,0,1,14350.0,0.431878,<16000
Rosayoguini3,"No puedo estar mejor acompañada, 📚 una buena lectura y mi Namasté 😻💜 para las tardes de Otoño 🍂 

#hogardulcehogar @ Urbanización Cortijo Blanco https://t.co/2vO2RggOZa",Marbella,Málaga,18,0,193,65,4745,1,0,0,0.75,0,0,0,1,14350.0,0.991411,<16000
Rosayoguini3,"La vida es una oportunidad, benefíciate de ella. La vida es belleza, admírala. La vida es un sueño, alcánzalo. La vida es un desafío, enfréntalo. La vida es un juego, juégalo. Madre Teresa en Puerto Deportivo Estepona https://t.co/A0FZagfWrh",Marbella,Málaga,9,0,193,65,4745,0,0,6,0.0,0,0,0,6,14350.0,0.76549,<16000
Rosayoguini3,Que mejor regalo que un libro 😀 y mejor si es el último de mi autor favorito 😍 @albertespinosapuig Deseando leerlo 💜 en Urbanización Cortijo Blanco https://t.co/vfshVDlgyz,Marbella,Málaga,20,0,193,65,4745,0,0,1,1.0,0,0,0,1,14350.0,0.991326,<16000
Rosayoguini3,"Si no cambiamos la dirección de nuestros pasos, es muy probable que acabemos llegando allí donde nos dirigimos. https://t.co/nJ72h4dsXm",Marbella,Málaga,9,0,193,65,4745,3,0,1,0.0,0,0,0,4,14350.0,-0.547246,<16000
joanbagur2,"Esmorzar de campions! Desayuno de campeones! en Barcelona, Spain https://t.co/GguieGVD5M",Barcelona,Barcelona,10,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.8376620000000001,<23000
joanbagur2,"Humor de viernes! Buen fin de semana! en Mexico City, Mexico https://t.co/38aJ0IBWpr",Barcelona,Barcelona,15,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.95366,<23000
joanbagur2,"Así es! en Barcelona, Spain https://t.co/bs9tm9HQmG",Barcelona,Barcelona,16,0,1486,2563,12372,0,0,1,0.0,0,0,0,1,20650.0,0.0,<23000
joanbagur2,"Canelones listos en @salydulce en Mexico City, Mexico https://t.co/8eC75rakGx",Barcelona,Barcelona,21,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.0,<23000
joanbagur2,Sopa de tortilla o Azteca @oaxacabcn en Oaxaca Cuina Mexicana https://t.co/ZbiD1CoQ4D,Barcelona,Barcelona,18,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.0,<23000
joanbagur2,"Un cabracho, rocot, rotja a la talla sobre las brasas! Uffff que delicia! @oaxacabcn en Oaxaca Cuina Mexicana https://t.co/smGtQWxGaZ",Barcelona,Barcelona,16,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.587923,<23000
joanbagur2,En @oaxacabcn taller de pintura de calaveras. en Oaxaca Cuina Mexicana https://t.co/JA9RfbpUXa,Barcelona,Barcelona,17,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.0,<23000
joanbagur2,Los 4 costados @oaxacabcn en Oaxaca Cuina Mexicana https://t.co/fHdMXLYtwv,Barcelona,Barcelona,13,0,1486,2563,12372,0,0,0,0.0,0,0,0,0,20650.0,0.0,<23000
joanbagur2,@nopalesmenorca Taqueria con mezcales en Mi Pueblo! Hay que venir! en Nopales Menorca https://t.co/Nz0UizLA7u,Barcelona,Barcelona,5,0,1486,2563,12372,0,0,1,0.0,0,0,0,1,20650.0,0.0,<23000
joanbagur2,Estoy rematando equipos para cafetería! 🪑🍽🖥🖨🧯 Interesados pórfa inbox. Muchas Gracias @ Sal y Dulce Artesanos https://t.co/VA27l1oHV3,Barcelona,Barcelona,14,0,1486,2563,12372,1,0,0,1.0,0,0,0,1,20650.0,0.994847,<23000
almeria_existe,"Torreones de San Cristóbal
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴
#AlmeriaExiste #Almeria #CostadeAlmeria #AlmeriaInterior #SOSAlmeria #AlmeriaTurismo  # sinirmaslejosAlmeria
#100%Almeria #SanCristobal #Jairan #Alcazaba https://t.co/xmjqO0p90i",Ohanes,Almería,19,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.8619479999999999,<16000
almeria_existe,"#Tijola
Engalanado de calles con serrín tintado en honor de la Virgen de Fátima
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴
#AlmeriaExiste #Almeria #CostadeAlmeria #AlmeriaInterior #SOSAlmeria #AlmeriaTurismo  
#sinirmaslejosAlmeria #Tijola
#100%Almeria https://t.co/LUccXifkFP https://t.co/zQMjS9o8Kw",Ohanes,Almería,8,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.948912,<16000
almeria_existe,"Playa y paseo marítimo
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴
#AlmeriaExiste #Almeria #CostadeAlmeria #AlmeriaInterior #SOSAlmeria #AlmeriaTurismo  #SinirmaslejosAlmeria
#100%Almeria #almerizate
https://t.co/BrLOmZxZEj https://t.co/IGPMTJAH2E",Ohanes,Almería,18,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.952772,<16000
almeria_existe,"Arrecife las Sirenas - Cabo de Gata
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴 
#AlmeriaExiste  #ParqueNatural #CaboDeGata #Almeria #ParaisoNatural #spain #CostaDeAlmeria #EnamoradosDeAlmería #DondeelSolpasaeInvierno  #AlmeriaDeTodasManeras #SinIrMasLejosAlmeria #100x100Almeria
#ReinodeAlmeria https://t.co/VM1cv5xrsI",Ohanes,Almería,16,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.831673,<16000
almeria_existe,"Barranco de #Ohanes
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴 
#AlmeriaExiste  #ParqueNatural #CaboDeGata #Almeria #ParaisoNatural #spain #CostaDeAlmeria #EnamoradosDeAlmería #DondeelSolpasaeInvierno  #AlmeriaDeTodasManeras #SinIrMasLejosAlmeria #100x100Almeria
#AlmeriaLovers #AlmeriaCity https://t.co/y1hSlBosLS",Ohanes,Almería,6,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.791985,<16000
almeria_existe,"Castillo del Márquez de los Velez
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴
#AlmeriaExiste #Almeria #CostadeAlmeria #AlmeriaInterior #SOSAlmeria #AlmeriaTurismo 
#100%Almeria #almerizate #Cuevas https://t.co/mGkiQ8vdnX",Ohanes,Almería,12,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.974354,<16000
almeria_existe,"Arroyo de Celín
#celin
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴
#AlmeriaExiste #Almeria #CostadeAlmeria #AlmeriaInterior #SOSAlmeria #AlmeriaTurismo  #SinirmaslejosAlmeria
#100%Almeria #almerizate
https://t.co/ZTA0ZK4nYG https://t.co/P4Vc1qEQ3V",Ohanes,Almería,16,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.965461,<16000
almeria_existe,"Cala Rajá
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴 
#AlmeriaExiste  #ParqueNatural #CaboDeGata #Almeria #ParaisoNatural #spain #CostaDeAlmeria #EnamoradosDeAlmería #DondeelSolpasaeInvierno  #AlmeriaDeTodasManeras #SinIrMasLejosAlmeria #100x100Almeria #AlmeriaCity 
#ReinodeAlmeria https://t.co/LOgsgQiZVL",Ohanes,Almería,15,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.7687069999999999,<16000
almeria_existe,"El playazo de Rodalquilar
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴
#AlmeriaExiste #Almeria #CostadeAlmeria #AlmeriaInterior #SOSAlmeria #AlmeriaTurismo  #SinirmaslejosAlmeria
#100%Almeria #almerizate
https://t.co/2Q5B8PtzGP https://t.co/UErpDnxdZg",Ohanes,Almería,20,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.956553,<16000
almeria_existe,"Antigua almazara de Benitagla en ruinas
#🅰🅻🅼🅴🆁🅸🅰🅴🆇🅸🆂🆃🅴 
#AlmeriaExiste  #ParqueNatural #CaboDeGata #Almeria #ParaisoNatural #CostaDeAlmeria #EnamoradosDeAlmería #DondeelSolpasaeInvierno  #AlmeriaDeTodasManeras #SinIrMasLejosAlmeria #100x100Almeria 
#ReinodeAlmeria https://t.co/snSAD26Yey",Ohanes,Almería,19,0,65,52,100,0,0,0,0.0,0,0,0,0,10850.0,0.771177,<16000
albba_t94,Lo de algunos jugadores es increíble… quien no quiera jugar que se vaya a su puta casa.,Madrid,Madrid,20,0,492,709,41910,0,0,3,0.0,0,0,0,3,11550.0,-0.6207,<16000
albba_t94,Ni un pase bueno de Griezmann. No me creo que el Cholo no lo vea.,Madrid,Madrid,18,0,492,709,41910,1,0,1,0.0,0,0,0,2,11550.0,-0.827638,<16000
albba_t94,Que maravilla,Madrid,Madrid,18,0,492,709,41910,0,0,0,0.0,0,0,0,0,11550.0,0.996318,<16000
albba_t94,Todos los equipos refuerzan las posiciones que más flojas tienen. El atleti regala a su lateral derecho a un jeque 🤪🤪🤪🥳,Madrid,Madrid,11,0,492,709,41910,0,0,3,1.0,0,0,0,3,11550.0,0.0,<16000
albba_t94,Jaja no kapasao,Madrid,Madrid,23,0,492,709,41910,0,0,0,0.0,0,0,0,0,11550.0,-0.415451,<16000
albba_t94,"Los jugadores podrán fallar más o menos, pero lo que no puede ser es que un jugador tenga que adaptarse  a tres posiciones diferentes.",Madrid,Madrid,10,0,492,709,41910,0,0,4,0.0,0,1,0,3,11550.0,-0.419574,<16000
albba_t94,Honrando tus colores. ❤️🤍 https://t.co/oPPaWiiN5c,Madrid,Madrid,16,0,492,709,41910,0,0,0,1.0,0,0,0,0,11550.0,0.932933,<16000
albba_t94,Siempre nos toca enfrentarnos contra los mismos. Que puto asco.,Madrid,Madrid,11,0,492,709,41910,0,0,1,0.0,0,0,0,1,11550.0,-0.971436,<16000
albba_t94,Me voy a callar mejor.,Madrid,Madrid,16,0,492,709,41910,1,0,0,0.0,0,0,0,1,11550.0,0.794671,<16000
albba_t94,No lo pueden entender ❤️🤍,Madrid,Madrid,21,0,492,709,41910,0,0,1,1.0,0,0,0,1,11550.0,-0.434036,<16000
Ninosconamor,"El Grupo Respeto del Centro de Día Ocupacional, también ha disfrutado de la visita al Gran Poder en La Candelaria. en Las Candelarias, Sevilla https://t.co/ZhBSF6c4vz",Sevilla,Sevilla,14,0,474,847,2414,0,0,1,0.0,0,0,0,1,25550.0,0.638158,<23000
Ninosconamor,Hoy han visitado nuestro Belén Navideño nuestras amigas del @barporteria en Niños con Amor https://t.co/YMtHdvooPs,Sevilla,Sevilla,17,0,474,847,2414,0,0,1,0.0,0,0,0,1,25550.0,0.674029,<23000
Ninosconamor,"¡¡Ándale, ándale!! Gritaban ayer los componentes del Grupo Participación del Centro de Día Ocupacional tras preparar en el Taller de Cocina, Burritos y Nachos con Quesos en Niños con Amor https://t.co/2Iqj3pWELn",Sevilla,Sevilla,5,0,474,847,2414,0,0,1,0.0,0,0,1,0,25550.0,-0.788333,<23000
Ninosconamor,"Para combatir el frio no hay mejor receta que la confeccionada por el Grupo Participación del Centro de Día Ocupacional hoy. Cazuela de huevo, jamón y guisantes. en Niños con Amor https://t.co/cfEFlVK9E6",Sevilla,Sevilla,18,0,474,847,2414,0,0,1,0.0,0,0,0,1,25550.0,0.7202069999999999,<23000
Ninosconamor,Magnifica Sesión de Hipoterapia la realizada hoy por los usuarios y usuarias en #AsociaciónHispalenseDeTerapiasEcuestres https://t.co/MvTb1o5yXy,Sevilla,Sevilla,16,0,474,847,2414,0,0,1,0.0,0,0,0,1,25550.0,0.0,<23000
Ninosconamor,Ayer fue el cumpleaños de Laura García y lo ha celebrado con todos los compañeros y compañeras del Grupo Superación del Centro de Día Ocupacional en Niños con Amor https://t.co/A70BQzrpL7,Sevilla,Sevilla,5,0,474,847,2414,0,0,2,0.0,0,0,1,1,25550.0,0.0,<23000
Ninosconamor,"Hoy el Grupo Superación del Centro de Día Ocupacional ha elaborado un menú navideño, Cocktel de marisco y canapés de de queso con anchoas, salmón y guacamole con tomates Cherrys.
Todo estaba delicioso. en Niños con Amor https://t.co/94cJIsgzNh",Sevilla,Sevilla,17,0,474,847,2414,0,0,2,0.0,0,0,1,1,25550.0,0.714721,<23000
Ninosconamor,Otra magnífica sesión de Hipoterapia la celebrada ayer. https://t.co/6Y2Fb8gUdb,Sevilla,Sevilla,7,0,474,847,2414,0,0,0,0.0,0,0,0,0,25550.0,0.0,<23000
Ninosconamor,"Os recordamos que el número 50.103 será el décimo premiado en la próxima Lotería Nacional de Navidad y lo puedes encontrar en la @ninosconamor. Así que, no te quedes sin él, reservalo ya!!! en Niños con Amor https://t.co/BwVzb8SHbi",Sevilla,Sevilla,17,0,474,847,2414,1,2,1,0.0,0,1,0,3,25550.0,0.414819,<23000
Ninosconamor,Desde nuestra entidad os deseamos Feliz Navidad. en Niños con Amor https://t.co/NwMWn0KcP7,Sevilla,Sevilla,20,0,474,847,2414,1,0,0,0.0,0,0,0,1,25550.0,0.946231,<23000
Miss_Mariquita,"Comenzamos nueva semana!!!
Feliz lunes!!!
#buenosdias #missmariquita #lugomola #lugo #tiendaonline #tiendasconencanto #marcasespañolas #modamujer #modacasual #girl #love en Miss Mariquita https://t.co/kFevb7f7F4",Lugo,Lugo,7,0,288,117,11261,1,0,0,0.0,0,0,0,1,12950.0,0.891664,<16000
Miss_Mariquita,"Hay vestidos tan cómodos como este.. 27,97 € !!!
https://t.co/hIlSWQWpJb en Miss Mariquita https://t.co/IyQvZvonZn",Lugo,Lugo,20,0,288,117,11261,0,0,1,0.0,0,0,0,1,12950.0,0.84757,<16000
Miss_Mariquita,"Feliz sábado!!!
#buenosdias #missmariquita #lugo #tiendaonline #modamujer #modacasual #marcasespañolas #pequeñocomercio #girl en Miss Mariquita https://t.co/nzru7iZ2xq",Lugo,Lugo,7,0,288,117,11261,0,0,0,0.0,0,0,0,0,12950.0,0.898058,<16000
Miss_Mariquita,"Super sudadera unisex.. un regalazo para está Navidad!!
https://t.co/EJIpOvVQIW en Miss Mariquita https://t.co/OscWapELwh",Lugo,Lugo,8,0,288,117,11261,0,0,0,0.0,0,0,0,0,12950.0,0.879479,<16000
Miss_Mariquita,"Cuidadito hoy con la bromitas... último martes del 2021.. a disfrutarlo!!
#buenosdias #missmariquita #lugo #tiendaonline #modamujer #modacasual #girl #woman en Miss Mariquita https://t.co/jp76UsFH65",Lugo,Lugo,7,0,288,117,11261,0,0,0,0.0,0,0,0,0,12950.0,0.500389,<16000
Miss_Mariquita,"Sudadera unisex Raffaela Carrá!!!!
Una prenda que es una auténtica maravilla!
https://t.co/EJIpOwds7w en Miss Mariquita https://t.co/Obv21rJZpN",Lugo,Lugo,13,0,288,117,11261,0,0,1,0.0,0,0,0,1,12950.0,0.969544,<16000
Miss_Mariquita,"De camino este vestidazo que no puede ser más impresionante!!!!!
Ya online!!!
https://t.co/EJIpOwds7w en Miss Mariquita https://t.co/10MDboyR3e",Lugo,Lugo,7,0,288,117,11261,0,0,1,0.0,0,0,0,1,12950.0,0.473837,<16000
Miss_Mariquita,"Feliz domingo!!!
#buenosdias #missmariquita #lugo #tiendaonline #tiendasconencanto #modamujer #modacasual #girl #woman en Miss Mariquita https://t.co/bW59lnhVDB",Lugo,Lugo,9,0,288,117,11261,0,0,0,0.0,0,0,0,0,12950.0,0.839946,<16000
Miss_Mariquita,"Feliz miércoles!!!
#buenosdias #missmariquita #lugo #tiendaonline #tiendasconencanto #marcasespañolas #modamujer #modacasual #love #girl #woman en Miss Mariquita https://t.co/hR3H3VlxWg",Lugo,Lugo,7,0,288,117,11261,0,0,0,0.0,0,0,0,0,12950.0,0.960663,<16000
Miss_Mariquita,"Feliz sábado!!!!
#buenosdias #missmariquita #lugo #lugomola #tiendaonline #marcasespañolas #modamujer #modacasual #love #girl #modacasual #modamujer en Miss Mariquita https://t.co/itySXUySy6",Lugo,Lugo,7,0,288,117,11261,0,0,0,0.0,0,0,0,0,12950.0,0.963598,<16000
esterfernandezr,TC 2 Cigüenza-Camarao 16/10/21 https://t.co/gyjX2nIKZ9,Cartes,Cantabria,20,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,"I RallySprint Obregón 30/10/21 4 Tramo Obregón-La Penilla @ Obregón, Cantabria, Spain https://t.co/ak83eAcLdj",Cartes,Cantabria,17,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,24/10/21 en Playa de Cuchía https://t.co/blhoTc6SqC,Cartes,Cantabria,17,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,TC2 Cigüenza-Camarao 16/10/21 https://t.co/GlvpQvV8k5,Cartes,Cantabria,21,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,"I RallySprint Obregón 30/10/21 1 Tramo @ Obregón, Cantabria, Spain https://t.co/psgsQVq5yf",Cartes,Cantabria,10,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,Nochebuena 2021 https://t.co/qZivUWNaI3,Cartes,Cantabria,20,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,"III Slalom Bezana 21/11/21 3 Tramo en Soto De La Marina, Cantabria, Spain https://t.co/aW8B9uc77v",Cartes,Cantabria,8,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,"I RallySprint Obregón 30/10/21 1 Tramo Obregón-La Penilla @ Obregón, Cantabria, Spain https://t.co/tBLVDHyRbS",Cartes,Cantabria,13,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,"I RallySprint Obregón 30/10/21 4 Tramo Obregón-La Penilla @ Obregón, Cantabria, Spain https://t.co/DBG9p9T1io",Cartes,Cantabria,16,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
esterfernandezr,"III Slalom Bezana 21/11/21 1 Tramo en Soto De La Marina, Cantabria, Spain https://t.co/qGBEhqQuEM",Cartes,Cantabria,14,0,355,360,7252,0,0,0,0.0,0,0,0,0,15050.0,0.0,<23000
e_emilito,"Llamadme loco, pero igual lo de llevar la OTAN hasta las mismas puertas de Rusia, tan buena idea no era.",Ávila,Ávila,10,0,3904,1412,26844,0,0,1,0.0,0,0,1,0,18550.0,-0.370667,<23000
e_emilito,"A ver @Albert_Rivera tienes que dejar lo que diablos estés tomando, no te hace nada bien. De nada!! Besis!!",Ávila,Ávila,12,0,3904,1412,26844,0,1,2,0.0,0,0,0,3,18550.0,-0.43685,<23000
e_emilito,"En el campo no hay esclavistas, hasta que te pones a hacer inspecciones, que entonces salen a cascoporro.",Ávila,Ávila,9,0,3904,1412,26844,0,1,2,0.0,0,0,0,3,18550.0,-0.6991189999999999,<23000
e_emilito,"Ojo cuidao!, Que los separatistas aprueban los presupuestos a cambio de que Netflix programe unas horas en catalán. Definitivamente España se rompe. 🤣🤣",Ávila,Ávila,11,0,3904,1412,26844,0,0,3,1.0,0,0,0,3,18550.0,0.0,<23000
e_emilito,"Francamente, me importa un huevo donde nació el parlamentarismo, ahora bién, lo de ir a reirse de los leoneses en su puta cara tiene su aquel.",Ávila,Ávila,19,0,3904,1412,26844,0,0,3,0.0,0,0,1,2,18550.0,-0.3874,<23000
e_emilito,Favor con favor se paga.,Ávila,Ávila,9,0,3904,1412,26844,0,0,1,0.0,0,0,0,1,18550.0,-0.6847489999999999,<23000
e_emilito,"Un paro patronal de camioneros es bien, una huelga de TRABAJADORES en Cádiz es mal. Puñeteros tiempos liquidos, vamos de cráneo.",Ávila,Ávila,16,0,3904,1412,26844,1,0,2,0.0,0,0,0,3,18550.0,-0.937365,<23000
e_emilito,Donde antes había expertos en virología y epidemiología ahora los hay en ganadería. ¡Qué cosas!,Ávila,Ávila,15,0,3904,1412,26844,0,0,2,0.0,0,0,1,1,18550.0,0.0,<23000
e_emilito,"¿Que dices Pablo?
Yo qué sé ya ...",Ávila,Ávila,11,0,3904,1412,26844,1,1,0,0.0,0,0,0,2,18550.0,-0.643202,<23000
e_emilito,"Habló de putas ""La Tacones""",Ávila,Ávila,11,0,3904,1412,26844,0,0,1,0.0,0,0,1,0,18550.0,0.0,<23000
Lezard82,Pizza casera con sobras de la nevera. Y albahaca fresca. en Las Palmas de Gran Canaria https://t.co/JGN9sS5bp4,Las Palmas de Gran Canaria,Las Palmas,19,0,890,411,27878,0,0,0,0.0,0,0,0,0,11550.0,0.936569,<16000
Lezard82,Me he pasado 2021 escuchando estas canciones en bucle. ¿Cuáles has escuchado tú? #SpotifyWrapped https://t.co/pnP8EHBZzM,Las Palmas de Gran Canaria,Las Palmas,6,0,890,411,27878,1,1,0,0.0,0,0,0,2,11550.0,0.5468850000000001,<16000
Lezard82,"Una de las cosas que me ha enseñado esta etapa de la pandemia que estamos viviendo y que me he puesto como propósito para el 2022 es que, por muy gruñón y solitario que quiera parecer, necesito relaciones humanas afectivas.",Las Palmas de Gran Canaria,Las Palmas,9,0,890,411,27878,3,0,3,0.0,0,0,0,6,11550.0,-0.3291409999999999,<16000
Lezard82,"Lentejas hindúes con arroz basmati, reducción de cilantro con aceite de sésamo y pan pita. en Las Palmas de Gran Canaria https://t.co/EAIMCpEtil",Las Palmas de Gran Canaria,Las Palmas,13,0,890,411,27878,0,0,0,0.0,0,0,0,0,11550.0,0.0,<16000
Lezard82,"Mira que no habían series y van y retoman EBICHU en vez de las que dejaron tiradas en su momento (Yugo, ejem). ¡Y encima solamente el digital! Voy a tener que sacar la bandera pirata. &gt;_&lt; https://t.co/oUwvWNDekF",Las Palmas de Gran Canaria,Las Palmas,6,0,890,411,27878,1,1,5,0.0,0,0,2,4,11550.0,-0.608356,<16000
Lezard82,Demasiado crudo. Se ve toda la sangre.,Las Palmas de Gran Canaria,Las Palmas,11,0,890,411,27878,0,0,1,0.0,0,0,0,1,11550.0,-0.797002,<16000
Lezard82,"Ayer vi con @nisa_arce Josee, el tigre y los peces y acabé tan enamoradito... Me flipó de principio a fin. https://t.co/YBe5FIwVm8",Las Palmas de Gran Canaria,Las Palmas,8,0,890,411,27878,3,0,0,0.0,0,0,2,1,11550.0,0.473912,<16000
Lezard82,Me falta la de la izquierda y ya con esto termino las minis del Clank! Legacy. #clanklegacy #miniaturepainting en Las Palmas de Gran Canaria https://t.co/CgX8iXDmOK,Las Palmas de Gran Canaria,Las Palmas,19,0,890,411,27878,1,0,1,0.0,0,0,0,2,11550.0,-0.4030579999999999,<16000
