fecha,INDU_Index_Open,INDU_Index_Closing,INDU_Index_High,INDU_Index_Low,INDU_Index_Volatility,INDU_Index_Volume,SPX_Index_Open,SPX_Index_Closing,SPX_Index_High,SPX_Index_Low,SPX_Index_Volatility,SPX_Index_Volume
29/01/2010,10016.01,10014.72,10279.08,10016.01,263.07,192544608,1049.72,1049.33,1081.3,1049.72,31.58,816861568
30/01/2010,10270.08,10269.47,10320.37,10253.96,66.41,167479520,1080.66,1080.29,1090.1,1080.39,9.71,846607680
31/01/2010,10321.92,10320.1,10451.15,10321.84,129.31,170614800,1093.61,1090.1,1105.1,1093.61,11.49,817472576
01/02/2010,10321.92,10320.1,10451.15,10321.84,129.31,367275648,1093.61,1090.1,1105.1,1093.61,11.49,1753797376
02/02/2010,10446.8,10447.93,10446.8,10332.4,114.4,157190400,1102.6,1104.51,1102.6,1091.15,11.45,785235648
03/02/2010,10338.49,10340.69,10426.7,10335.69,91.01,186946736,1092.36,1091.84,1103.26,1092.36,10.9,912470272
04/02/2010,10388.14,10387.01,10476.62,10386.63,89.99,168801872,1101.15,1098.87,1110.27,1101.15,9.12,852433216
05/02/2010,10415.01,10415.24,10471.28,10403.17,68.11,156913472,1104.57,1104.18,1110.88,1103.92,6.96,773043392
06/02/2010,10458.6,10462.77,10567.59,10458.6,108.99,179310736,1113.38,1109.55,1123.87,1113.38,10.49,874920768
07/02/2010,10544.73,10544.13,10588.32,10499.7,88.62,144017808,1121.16,1121.9,1127.36,1115.58,11.78,722169664
08/02/2010,10526.42,10526.49,10587.8,10480.78,107.02,167272592,1119.43,1121.1,1126.46,1114.63,11.83,851188736
09/02/2010,10571.75,10572.73,10603.69,10522.48,81.21,158882128,1123.89,1125.07,1125.44,1118.88,6.56,816317184
10/02/2010,10595.51,10594.83,10650.16,10567.36,82.8,214562640,1126.39,1124.66,1131.47,1122.43,9.04,1042092480
11/02/2010,10608.08,10607.85,10774.13,10608.08,166.05,161951792,1126.57,1125.59,1144.86,1126.57,18.29,858095808
12/02/2010,10753.39,10753.62,10833.39,10717.74,115.65,160464352,1142.82,1142.71,1148.59,1136.22,12.37,783957888
13/02/2010,10761.11,10761.03,10805.38,10708.4,96.98,216318640,1139.49,1139.78,1144.38,1131.58,12.8,1029390976
14/02/2010,10738.48,10739.31,10761.94,10640.92,121.02,163454176,1131.1,1134.28,1136.77,1122.79,13.98,825046720
15/02/2010,10664.39,10662.42,10865.78,10664.31,201.47,141969728,1131.69,1124.83,1148.9,1131.69,17.21,753417984
16/02/2010,10860.03,10860.26,10873.2,10809.62,63.58,152308128,1148.64,1148.67,1149.92,1142,7.92,778558336
17/02/2010,10809.17,10812.04,10886.21,10728.64,157.57,114907384,1142.31,1142.16,1150,1132.09,17.91,651072768
18/02/2010,10857.98,10858.14,10869.26,10798.88,70.38,157194528,1146.75,1147.7,1148.63,1140.26,8.37,785976960
19/02/2010,10836.04,10835.28,10948.88,10745.44,203.44,225126832,1145.97,1144.73,1157.16,1136.08,21.08,1119268096
20/02/2010,10789.72,10788.05,10866.54,10780.64,85.9,196318352,1143.49,1141.2,1150.3,1139.42,10.88,1016383232
21/02/2010,10828.85,10829.68,10853.71,10711.12,142.59,319269312,1144.96,1146.24,1148.16,1131.87,16.29,1282653696
22/02/2010,10752.78,10751.27,10965.61,10752.63,212.98,190845584,1140.68,1137.03,1162.76,1140.68,22.08,876969216
23/02/2010,10936.79,10944.72,10974.16,10918.57,55.59,247777632,1159.81,1160.75,1162.33,1154.85,7.48,1066261888
24/02/2010,10968.41,10967.65,10998.53,10892.76,105.77,220167680,1161.57,1159.97,1163.87,1151.41,12.46,939888640
25/02/2010,10948.5,10948.58,11032.17,10929.28,102.89,178107920,1158.36,1158.06,1167.73,1155.58,12.15,856693760
26/02/2010,11006.93,11006.48,11030.5,10977.9,52.6,104592416,1165.32,1165.15,1168.68,1162.02,6.66,634964672
27/02/2010,11010.79,11010.34,11053.21,10913.84,139.37,168140832,1164.28,1165.32,1172.58,1155.71,16.87,841896704
28/02/2010,11022.82,11020.4,11155.23,11022.07,133.16,159125936,1171.32,1169.77,1184.38,1171.32,13.06,789580928
01/03/2010,11096.99,11096.08,11112.2,11023.54,88.66,167257712,1177.82,1178.1,1178.89,1166.71,12.18,833946176
02/03/2010,11096.01,11094.57,11141.19,11010.68,130.51,157772400,1177.47,1173.81,1181.2,1167.12,14.08,793706688
03/03/2010,11062.63,11062.78,11159.05,11054.76,104.29,189738176,1176.83,1176.19,1185.53,1174.55,10.98,875659456
04/03/2010,11139.6,11143.69,11139.6,10917.62,221.98,150191936,1178.64,1184.71,1178.64,1159.71,18.93,726481216
05/03/2010,10974.52,10978.62,11152.88,10970.89,181.99,150444464,1166.74,1165.9,1182.94,1166.74,16.2,704864768
06/03/2010,11105.24,11107.97,11213.54,11066.19,147.35,177666656,1179.82,1178.17,1189.43,1171.17,18.26,874069824
07/03/2010,11146.41,11146.57,11159.05,11109.25,49.8,234741664,1180.52,1180.27,1183.93,1178.99,4.94,1114416384
08/03/2010,11133.4,11132.56,11247.6,11132.34,115.26,211852144,1184.74,1183.08,1196.14,1184.74,11.4,1013115200
09/03/2010,11163.14,11164.05,11184.82,11087,97.82,144121344,1184.88,1185.62,1187.11,1177.72,9.39,711290624
10/03/2010,11168.4,11169.46,11168.4,11020.82,147.58,161975088,1183.84,1185.64,1183.84,1171.7,12.14,864957504
11/03/2010,11127.34,11126.28,11179.34,11052.6,126.74,183202048,1184.47,1182.45,1189.53,1177.1,12.43,869153664
12/03/2010,11120.45,11113.95,11131.01,11075.8,55.21,297428160,1183.87,1183.78,1185.46,1179.7,5.76,911408384
13/03/2010,11120.3,11118.49,11244.27,11062.33,181.94,217977840,1185.71,1183.26,1195.81,1177.65,18.16,883352896
14/03/2010,11125.22,11124.62,11219.52,11125.22,94.3,155857648,1187.86,1184.38,1195.88,1187.86,8.02,744739456
15/03/2010,11184.88,11188.72,11226.64,11097.37,129.27,254678912,1193.79,1193.57,1198.3,1183.56,14.74,1075092096
16/03/2010,11216.65,11215.13,11440.37,11216.65,223.72,160364784,1198.34,1197.96,1221.25,1198.34,22.91,776750144
17/03/2010,11435.22,11434.84,11451.53,11393.52,58.01,171933136,1221.2,1221.06,1227.08,1220.29,6.79,868550336
18/03/2010,11439.54,11444.08,11439.61,11362.53,77.08,219482960,1223.24,1225.85,1224.57,1217.55,7.02,976848000
19/03/2010,11403.59,11406.84,11421.14,11303.19,117.95,152977584,1223.59,1223.25,1226.84,1208.94,17.9,746116928
20/03/2010,11342.81,11346.75,11366.16,11255.02,111.14,192964320,1213.14,1213.4,1218.75,1204.33,14.42,844886528
21/03/2010,11326.69,11357.04,11326.77,11231.22,95.55,138348064,1213.04,1218.71,1215.45,1204.49,10.96,688862976
22/03/2010,11281.28,11283.1,11283.7,11143.84,139.86,138348064,1209.07,1213.54,1210.5,1194.08,16.42,688862976
23/03/2010,11194.02,11192.58,11280.9,11189.1,91.8,68425592,1200.44,1199.21,1207.43,1197.15,10.28,325286528
24/03/2010,11194.7,11201.97,11194.7,10978.93,215.77,151568560,1194.79,1197.75,1194.79,1173,21.79,745919360
25/03/2010,11017.83,11023.5,11042.16,10990.81,51.35,233879424,1178.33,1178.34,1183.56,1175.82,7.74,1131762304
26/03/2010,11010.49,11007.88,11199.69,11010.34,189.35,202601760,1183.75,1178.59,1200.29,1183.75,16.54,893707264
27/03/2010,11180.77,11181.23,11206.17,11119.24,86.93,212198240,1196.12,1196.68,1199.97,1189.44,10.53,903101184
28/03/2010,11201.66,11203.55,11206.05,11054.53,151.52,149588560,1198.07,1199.73,1198.94,1184.58,14.36,706335808
29/03/2010,11177.6,11178.58,11180.17,10992.17,188,122188600,1192.51,1197.84,1192.51,1176.91,15.6,618909952
30/03/2010,11037.35,11036.37,11195.99,11037.35,158.64,175252848,1183.7,1180.73,1198.62,1183.7,14.92,1373539968
31/03/2010,11037.35,11036.37,11195.99,11037.35,158.64,152376160,1183.7,1180.73,1198.62,1183.7,14.92,868202624
01/04/2010,11183.5,11187.28,11183.5,11067.17,116.33,167376848,1194.16,1198.35,1194.16,1186.93,7.23,773212160
02/04/2010,11083.75,11092,11083.82,10929.28,154.54,151369168,1189.08,1189.4,1190.34,1173.64,16.7,761857600
03/04/2010,11049.72,11052.49,11062.63,10942.98,119.65,150728800,1182.96,1187.76,1187.4,1174.14,13.26,797223744
04/04/2010,11007.23,11006.02,11276.1,11007.23,268.87,149730832,1186.6,1180.55,1207.61,1186.6,21.01,774840768
05/04/2010,11255.93,11255.78,11373.8,11255.85,117.95,189495248,1206.81,1206.07,1221.89,1206.81,15.08,885460736
06/04/2010,11361.88,11362.41,11388.87,11318.82,70.05,162952336,1219.93,1221.53,1225.57,1216.82,8.75,792534208
07/04/2010,11381.33,11382.09,11392.08,11350.27,41.81,357841984,1223.87,1224.71,1225.8,1220.67,5.13,1714468224
08/04/2010,11363.85,11362.19,11450.89,11354.09,96.8,124976584,1227.25,1223.12,1235.05,1223.25,11.8,654652032
09/04/2010,11354.3,11359.16,11389.09,11327.49,61.6,119483080,1225.02,1223.75,1228.93,1219.5,9.43,615868928
10/04/2010,11370.36,11372.48,11413.35,11331.5,81.85,121697504,1230.14,1228.28,1234.71,1226.85,7.86,621307072
11/04/2010,11370.44,11370.06,11413.69,11357.72,55.97,100642768,1233.85,1233,1240.4,1232.58,7.82,457825536
12/04/2010,11406.16,11410.32,11480.03,11405.33,74.7,100642768,1242.52,1240.4,1246.73,1240.34,6.39,457825536
13/04/2010,11429.24,11428.56,11514.08,11428.94,85.14,76586960,1241.84,1240.46,1246.59,1238.17,8.42,361535936
14/04/2010,11475.64,11476.54,11519.04,11445.67,73.37,113763048,1241.58,1241.59,1244.25,1234.01,10.24,423304448
15/04/2010,11458,11457.47,11514.84,11421.3,93.54,77676944,1236.34,1235.23,1243.75,1232.85,10.9,368445632
16/04/2010,11499.02,11499.25,11503.18,11451,52.18,76687392,1243.63,1242.87,1245.81,1239.87,5.94,346168448
17/04/2010,11491.3,11491.91,11517.07,11442.68,74.39,93358056,1245.76,1243.91,1250.2,1241.51,8.69,432480576
18/04/2010,11478.36,11478.13,11549.12,11478.29,70.83,203028896,1249.43,1247.08,1255.82,1249.43,6.39,863689088
19/04/2010,11532.17,11533.16,11566.99,11528.08,38.91,177997872,1254.94,1254.6,1259.39,1254.94,4.45,836051392
20/04/2010,11559.11,11559.49,11580.84,11542.62,38.22,169783984,1257.53,1258.84,1258.59,1254.05,4.54,817246848
21/04/2010,11559.11,11559.49,11580.84,11542.62,38.22,192418976,1257.53,1258.84,1258.59,1254.05,4.54,888521856
22/04/2010,11572.81,11573.49,11573.19,11518.44,54.75,188467440,1254.66,1256.77,1258.43,1251.48,6.95,864579584
23/04/2010,11554.8,11555.03,11591.13,11541.14,49.99,150191920,1259.1,1257.54,1259.9,1256.22,3.68,748085568
24/04/2010,11572.74,11575.54,11625,11572.66,52.34,157050896,1258.78,1258.51,1262.6,1258.78,3.82,723904960
25/04/2010,11585.3,11585.38,11594.38,11551.93,42.45,144716096,1259.44,1259.78,1261.09,1256.32,4.77,747161536
26/04/2010,11569.33,11569.71,11597.41,11530.32,67.09,166914976,1256.76,1257.88,1259.34,1254.19,5.15,753236800
27/04/2010,11577.43,11577.51,11711.47,11577.35,134.12,200894880,1257.62,1257.64,1276.17,1257.62,18.55,863746496
28/04/2010,11670.9,11670.75,11698.22,11635.74,62.48,200894880,1272.95,1271.87,1274.12,1262.66,11.46,863746496
29/04/2010,11688.61,11691.18,11742.68,11652.89,89.79,203642192,1268.78,1270.2,1277.63,1265.36,12.27,1003669120
30/04/2010,11716.93,11722.89,11736.74,11667.46,69.28,166406480,1276.29,1276.56,1278.17,1270.43,7.74,843204992
01/05/2010,11696.86,11697.31,11726.94,11599.68,127.26,180833344,1274.41,1273.85,1276.83,1261.7,15.13,967917184
02/05/2010,11672.34,11674.76,11677.33,11573.87,103.46,249558560,1270.84,1271.5,1271.52,1262.18,9.34,1068159552
03/05/2010,11638.51,11637.45,11704.12,11635.48,68.64,184063200,1272.58,1269.75,1277.25,1269.62,7.63,762207296
04/05/2010,11673.62,11671.88,11782.23,11673.62,108.61,192018576,1275.65,1274.48,1286.87,1275.65,11.22,848282240
05/05/2010,11753.7,11755.44,11757.25,11700.53,56.72,168385936,1285.78,1285.95,1286.7,1280.47,6.23,872437120
06/05/2010,11732.13,11731.9,11794.15,11698.83,95.32,169023648,1282.9,1283.76,1293.24,1281.24,12,810751744
07/05/2010,11732.13,11731.9,11794.15,11698.83,95.32,214252592,1282.9,1283.76,1293.24,1281.24,12,1041028608
08/05/2010,11783.82,11787.38,11858.78,11777.99,80.79,206635520,1293.22,1293.24,1296.06,1290.16,5.9,949293632
09/05/2010,11834.21,11837.93,11861.24,11798.46,62.78,180937936,1294.52,1295.02,1294.6,1278.92,15.68,849970432
10/05/2010,11823.7,11825.29,11845.16,11744.77,100.39,143497744,1280.85,1281.92,1283.35,1271.26,12.09,731132672
11/05/2010,11822.95,11822.8,11905.48,11822.8,82.68,143823680,1283.63,1280.26,1291.21,1282.07,9.14,794558464
12/05/2010,11873.43,11871.84,11982.94,11867.98,114.96,121822216,1283.29,1283.35,1291.93,1282.47,9.46,716198848
13/05/2010,11980.52,11980.52,11985.97,11898.74,87.23,133049136,1288.17,1290.84,1291.26,1281.07,10.19,697234496
14/05/2010,11978.85,11977.19,12020.52,11961.83,58.69,126729848,1291.97,1291.18,1299.74,1291.97,7.77,667090240
15/05/2010,11985.36,11985.44,12019.53,11971.93,47.6,175933824,1297.51,1296.63,1301.29,1294.41,6.88,758073984
16/05/2010,11990.36,11989.83,12012.42,11803.04,209.38,274918624,1299.63,1299.54,1302.67,1275.1,27.57,923048064
17/05/2010,11824.39,11823.7,11891.93,11817.88,74.05,184524464,1276.5,1276.34,1287.17,1276.5,10.67,781984384
18/05/2010,11892.5,11891.93,12050.75,11892.5,158.25,146492144,1289.14,1286.12,1308.86,1289.14,19.72,678552384
19/05/2010,12038.27,12040.16,12057.91,12018.51,39.4,142687104,1305.91,1307.59,1307.61,1302.62,4.99,744670592
20/05/2010,12040.68,12041.97,12080.54,11981.05,99.49,146520752,1302.77,1304.03,1308.6,1294.83,13.77,800352640
21/05/2010,12061.73,12062.26,12092.42,12025.78,66.64,130966544,1307.01,1307.1,1311,1301.67,9.33,716751936
22/05/2010,12092.38,12092.15,12188.76,12092.3,96.46,230110432,1311.85,1310.87,1322.85,1311.85,11,1009097216
23/05/2010,12152.7,12161.63,12238.79,12150.05,88.74,230110432,1318.76,1319.05,1324.87,1316.03,8.84,1009097216
24/05/2010,12229.29,12233.15,12254.23,12188.19,66.04,202168352,1322.48,1324.57,1324.54,1314.89,9.65,1043634240
25/05/2010,12239.66,12239.89,12239.66,12156.94,82.72,213592336,1318.13,1320.88,1322.78,1311.74,11.04,1053304000
26/05/2010,12227.78,12229.29,12285.94,12180.48,105.46,190930544,1318.66,1321.87,1330.79,1316.08,14.71,943755328
27/05/2010,12266.83,12273.26,12276.21,12235.91,40.3,147585024,1328.73,1329.15,1332.96,1326.9,6.06,730596288
28/05/2010,12266.75,12268.19,12267.66,12193.27,74.39,199609856,1330.43,1332.32,1330.43,1324.61,5.82,964948352
29/05/2010,12219.79,12226.64,12303.16,12219.79,83.37,183350544,1329.51,1328.01,1337.61,1329.51,8.1,921121600
30/05/2010,12287.72,12288.17,12331.31,12253.24,78.07,147357664,1334.37,1336.32,1341.5,1331,10.5,809778816
31/05/2010,12318.67,12318.14,12391.29,12303.23,88.06,157937536,1340.38,1340.43,1344.07,1338.12,5.95,845611008
01/06/2010,12318.67,12318.14,12391.29,12303.23,88.06,166816800,1340.38,1340.43,1344.07,1338.12,5.95,826873536
02/06/2010,12389.74,12391.25,12389.82,12176.31,213.51,176300560,1338.91,1343.01,1338.91,1312.33,26.58,834883520
03/06/2010,12211.81,12212.79,12221.12,12063.43,157.69,158798784,1315.44,1315.44,1317.91,1299.55,18.36,774982016
04/06/2010,12104.56,12105.78,12129.62,11983.17,146.45,128489904,1307.09,1307.4,1310.91,1294.26,16.65,711228992
05/06/2010,12060.93,12068.5,12151.03,12060.93,90.1,180746528,1307.34,1306.1,1320.61,1307.34,13.27,913644608
06/06/2010,12130.45,12130.45,12235.04,12130.15,104.89,143793360,1321.61,1319.88,1329.38,1320.55,8.83,739828416
07/06/2010,12226.49,12226.34,12261.38,12054.99,206.39,163081536,1328.64,1327.22,1332.09,1306.14,25.95,766079424
08/06/2010,12057.34,12058.02,12115.12,12018.63,96.49,222204080,1305.47,1306.33,1314.19,1302.58,11.61,1057813376
09/06/2010,12068.01,12066.8,12283.1,12068.01,215.09,254669504,1312.37,1308.44,1332.28,1312.37,19.91,1202293760
10/06/2010,12258.88,12258.2,12271.37,12079.51,191.86,182552864,1330.73,1330.97,1331.08,1312.59,18.49,869807808
11/06/2010,12171.09,12169.88,12243.44,12041.6,201.84,355258400,1322.72,1321.15,1327.68,1303.99,23.69,1498962176
12/06/2010,12085.87,12090.03,12251.2,12072.21,178.99,143475744,1311.05,1310.13,1325.74,1306.86,18.88,801526528
13/06/2010,12211.16,12214.38,12257.82,12156.6,101.22,115817032,1319.92,1321.82,1323.21,1312.27,10.94,648417344
14/06/2010,12211.43,12213.09,12211.43,11974.39,237.04,134032208,1315.72,1320.03,1315.72,1294.21,21.51,710224384
15/06/2010,11976.96,11984.61,12087.01,11936.32,150.69,131980016,1293.43,1295.11,1308.35,1291.99,16.36,707924480
16/06/2010,12042.13,12044.4,12042.13,11897.31,144.82,129813832,1301.19,1304.28,1301.19,1286.37,14.82,667164736
17/06/2010,11988.69,11993.16,11988.69,11696.25,292.44,123153224,1288.46,1296.39,1288.46,1261.12,27.34,603884480
18/06/2010,11854.2,11855.42,11856.7,11555.48,301.22,129078088,1279.46,1281.87,1280.91,1249.05,31.86,599063744
19/06/2010,11614.89,11613.3,11800.54,11614.82,185.72,140448416,1261.61,1256.88,1278.88,1261.61,17.27,690857216
20/06/2010,11777.23,11774.59,11927.09,11777.23,149.86,186245872,1276.71,1273.71,1288.88,1276.18,12.7,830426240
21/06/2010,11860.11,11858.52,12078.3,11860.11,218.19,147742256,1281.65,1279.2,1300.58,1281.65,18.93,745055872
22/06/2010,12036.37,12036.53,12050.98,12002.85,48.13,114852944,1298.29,1298.38,1299.35,1292.7,6.65,599572736
23/06/2010,12018.4,12018.63,12116.14,11972.61,143.53,142518288,1292.19,1293.77,1300.51,1284.05,16.46,676136192
24/06/2010,12087.54,12086.02,12191.18,12087.54,103.64,182625600,1300.61,1297.54,1311.34,1297.74,13.6,745264256
25/06/2010,12170.71,12170.56,12259.79,12170.71,89.08,158756928,1311.8,1309.66,1319.18,1310.15,9.03,736208640
26/06/2010,12221.19,12220.59,12272.92,12197.88,75.04,122974152,1315.45,1313.8,1319.74,1310.19,9.55,610850560
27/06/2010,12194.48,12197.88,12285.41,12173.51,111.9,110033784,1309.37,1310.19,1319.45,1305.26,14.19,625380672
28/06/2010,12280.07,12279.01,12383.46,12280.07,103.39,137393616,1321.89,1319.44,1331.74,1321.89,9.85,712603456
29/06/2010,12350.76,12350.61,12381.68,12319.01,62.67,119074960,1327.44,1328.26,1329.77,1325.03,4.74,674949120
30/06/2010,12321.02,12319.73,12419.71,12321.02,98.69,140800864,1329.48,1325.83,1337.85,1328.89,8.96,695320576
01/07/2010,12374.6,12376.72,12407.41,12369.15,38.26,234910032,1333.56,1332.41,1336.74,1329.1,7.64,905223488
02/07/2010,12402.08,12400.03,12438.14,12353.34,84.8,190352224,1332.03,1332.87,1338.21,1330.03,8.18,838011968
03/07/2010,12386.66,12393.9,12450.93,12386.66,64.27,153494480,1335.94,1332.63,1339.38,1331.09,8.29,703791680
04/07/2010,12426.45,12426.75,12440.56,12328.36,112.2,204470592,1334.82,1335.54,1338.8,1326.56,12.24,835115584
05/07/2010,12409.87,12409.49,12450.36,12320.72,129.64,166739840,1336.16,1333.51,1339.46,1322.94,16.52,708759872
06/07/2010,12380.43,12380.05,12444,12352.88,91.12,166739840,1329.01,1328.17,1333.77,1321.06,12.71,708759872
07/07/2010,12381.19,12381.11,12381.19,12233,148.19,128742640,1321.96,1324.46,1321.96,1309.51,12.45,576954944
08/07/2010,12263.65,12263.58,12335.1,12224.45,110.65,184119280,1314.03,1314.16,1321.35,1309.19,12.16,782045760
09/07/2010,12270.24,12270.99,12305.58,12163.86,141.72,160786656,1311.13,1314.41,1316.79,1302.42,14.37,763433344
10/07/2010,12285.45,12285.15,12369.27,12272.58,96.69,149603312,1314.54,1314.52,1322.88,1313.68,9.2,780435776
11/07/2010,12339.71,12341.83,12339.79,12093.89,245.9,379364224,1313.35,1319.68,1313.35,1294.7,18.65,1160790656
12/07/2010,12201.44,12201.59,12275.34,12200.3,75.04,151069824,1305.99,1305.14,1312.7,1303.97,8.73,764689600
13/07/2010,12266.75,12266.75,12475.53,12263.58,211.95,191641744,1319.12,1312.62,1332.66,1319.12,13.54,815306688
14/07/2010,12453.62,12453.54,12506.06,12447.56,58.5,193904736,1333.23,1330.36,1337.49,1332.83,4.66,849155968
15/07/2010,12453.62,12453.54,12506.06,12447.56,58.5,177250736,1333.23,1330.36,1337.49,1332.83,4.66,857823744
16/07/2010,12505.99,12505.99,12506.22,12446.05,60.17,168481968,1337.14,1337.38,1337.55,1331.47,6.08,806154752
17/07/2010,12480.86,12479.88,12613.16,12478.14,135.02,134019392,1336.75,1335.25,1349.55,1336.75,12.8,595494336
18/07/2010,12592.23,12595.37,12708.37,12588.33,120.04,156150176,1348.43,1347.24,1357.49,1344.25,13.24,655810624
19/07/2010,12689.9,12690.96,12776.14,12674.54,101.6,210231920,1353.86,1355.66,1361.71,1353.6,8.11,894507456
20/07/2010,12763.46,12763.31,12832.83,12751.13,81.7,216678496,1360.14,1360.48,1364.56,1358.69,5.87,825678592
21/07/2010,12810.16,12810.54,12876,12784.62,91.38,170071280,1365.21,1363.61,1370.58,1358.59,11.99,821303552
22/07/2010,12806.38,12807.36,12840.66,12749.99,90.67,192678640,1359.76,1361.22,1360.84,1349.52,11.32,790246464
23/07/2010,12806.29,12807.51,12806.68,12673.02,133.66,193007552,1355.9,1356.62,1355.9,1341.5,14.4,800532224
24/07/2010,12723.65,12723.58,12724.56,12521.28,203.28,175330944,1344.16,1347.32,1348,1329.17,18.83,740387584
25/07/2010,12580.76,12584.17,12759.23,12579.93,179.3,158645424,1340.24,1335.1,1354.36,1335.58,18.78,700199936
26/07/2010,12637.83,12638.74,12722.07,12620.2,101.87,175230624,1340.2,1340.2,1349.44,1338.64,10.8,778073216
27/07/2010,12685.13,12684.68,12781.06,12681.65,99.41,150878352,1348.34,1346.3,1359.44,1348.34,11.1,680585600
28/07/2010,12745.87,12760.36,12748.21,12577.21,171,145983984,1354.51,1357.16,1354.51,1336.36,18.15,675261952
29/07/2010,12629.96,12630.03,12718.58,12537.17,181.41,145902480,1339.39,1342.08,1351.05,1332.03,19.02,771186816
30/07/2010,12695.65,12695.92,12714.5,12543.19,171.31,149228896,1348.69,1348.65,1350.47,1333.36,17.11,706888128
31/07/2010,12594.77,12595.75,12642.9,12530.81,112.09,126096896,1334.77,1337.77,1343.33,1327.32,16.01,551926272
01/08/2010,12541.33,12548.37,12541.33,12378.84,162.49,126096896,1326.1,1329.47,1330.42,1318.51,11.91,551926272
02/08/2010,12471.78,12479.58,12571.15,12443.1,128.05,208356000,1328.54,1328.98,1341.82,1326.59,15.23,975977792
03/08/2010,12561.46,12560.18,12633.59,12533.46,100.13,183151888,1342.4,1340.68,1346.82,1336.36,10.46,914963712
04/08/2010,12604.72,12605.32,12604.83,12485.86,118.97,156460352,1342,1343.6,1342,1330.67,11.33,775900992
05/08/2010,12511.36,12512.04,12511.36,12331.77,179.59,157896272,1333.07,1333.27,1333.07,1312.88,20.19,737094976
06/08/2010,12381.57,12381.26,12422.55,12350.04,72.51,166749440,1317.7,1317.37,1323.72,1313.87,9.85,759752960
07/08/2010,12355.45,12356.21,12440.03,12309.52,130.51,162993904,1316.36,1316.28,1325.86,1311.8,14.06,761978624
08/08/2010,12391.63,12394.66,12441.58,12317.92,123.66,156984512,1320.64,1320.47,1328.51,1314.41,14.1,776884864
09/08/2010,12398.06,12402.76,12483.81,12397.69,86.12,149740480,1325.69,1325.69,1334.62,1325.69,8.93,695352832
10/08/2010,12398.06,12402.76,12483.81,12397.69,86.12,178465744,1325.69,1325.69,1334.62,1325.69,8.93,798538176
11/08/2010,12443.4,12441.58,12574.29,12443.4,130.89,153444640,1331.1,1331.1,1345.2,1331.1,14.1,693631616
12/08/2010,12569.41,12569.79,12569.49,12282.42,287.07,159640576,1345.2,1345.2,1345.2,1313.71,31.49,713130560
13/08/2010,12289.61,12290.14,12306.71,12190.54,116.17,182555312,1314.55,1314.55,1318.03,1305.61,12.42,856800512
14/08/2010,12247.8,12248.55,12247.87,12104.03,143.84,189598560,1312.94,1312.94,1312.94,1297.9,15.04,850086016
15/08/2010,12151.19,12151.26,12151.49,12070.66,80.83,342094496,1300.26,1300.16,1300.26,1284.72,15.54,1285998848
16/08/2010,12090.18,12089.96,12178.89,12066.61,112.28,127351720,1286.31,1286.17,1296.22,1284.74,11.48,618769792
17/08/2010,12066.27,12070.81,12098.36,12024.26,74.1,147648272,1284.63,1284.94,1287.04,1277.42,9.62,653988736
18/08/2010,12049.47,12048.94,12183.12,12049.09,134.03,125388888,1279.63,1279.56,1294.54,1279.63,14.91,641414912
19/08/2010,12124.17,12124.36,12124.85,11937.42,187.43,206821024,1288.6,1289,1288.6,1268.28,20.32,914047168
20/08/2010,11945.33,11951.91,12011.66,11917.78,93.88,280124288,1271.31,1270.98,1277.04,1265.64,11.4,1141080576
21/08/2010,11951.38,11952.97,12120.8,11951.38,169.42,177972096,1272.22,1271.83,1292.5,1272.22,20.28,676895616
22/08/2010,12075.12,12076.11,12075.2,11862.53,212.67,135155728,1287.87,1287.87,1287.87,1261.9,25.97,615825408
23/08/2010,11896.13,11897.27,11990.02,11875.77,114.25,158789360,1265.53,1265.42,1274.11,1258.07,16.04,725588672
24/08/2010,11962.66,11961.52,12072.89,11962.51,110.38,180068016,1268.58,1267.64,1279.82,1267.4,12.42,783905600
25/08/2010,12004.28,12004.36,12099.87,11971.29,128.58,141907232,1271.5,1271.5,1280.42,1267.56,12.86,650184064
26/08/2010,12081.33,12080.38,12217.33,12081.18,136.15,141907232,1278.4,1278.36,1297.62,1278.4,19.22,650184064
27/08/2010,12189.71,12190.01,12207.99,12105.85,102.14,123042800,1295.48,1295.52,1298.61,1286.79,11.82,691916288
28/08/2010,12108.35,12109.67,12108.73,11874.94,233.79,132438000,1286.6,1287.14,1286.6,1262.87,23.73,628787072
29/08/2010,12049.24,12050,12057.19,11925.42,131.77,153805168,1283.04,1283.5,1283.93,1267.24,16.69,666189888
30/08/2010,11934.66,11934.58,12098.81,11934.05,164.76,131199392,1268.44,1268.44,1284.91,1267.53,17.38,614534848
31/08/2010,12042.28,12043.56,12190.43,12042.28,148.15,133342096,1280.21,1280.1,1296.8,1280.21,16.59,650841344
01/09/2010,12187.63,12188.69,12284.39,12175.86,108.53,162666640,1296.85,1296.67,1309.21,1296.85,12.36,744327360
02/09/2010,12262.25,12261.42,12427.09,12262.1,164.99,140060896,1307.64,1307.41,1321.97,1307.64,14.33,677858048
03/09/2010,12412.07,12414.34,12596.13,12404.08,192.05,140858400,1320.64,1320.64,1341.01,1318.18,22.83,739565184
04/09/2010,12412.07,12414.34,12596.13,12404.08,192.05,215445312,1320.64,1320.64,1341.01,1318.18,22.83,898330816
05/09/2010,12583,12582.77,12601.8,12540.58,61.22,149018832,1339.59,1339.67,1340.89,1334.3,6.59,695846336
