_id,screen_name,name,followers,created_at,friends_count,location,ntweets,verified,geo_enabled,nOriginal,nRT,nTotal
54438649,sucubosygatos,cynthia cárdenas,709,2009-07-07T03:39:28.000Z,3376,,10765,false,true,63,0,63
1290937456666316800,NOVASdeDOZON,NOVASdeDOZÓN,13,2020-08-05T09:07:45.000Z,77,"Dozón, España",1016,false,true,185,0,185
4831592985,druidas1923,Druidas Celestes,234,2016-01-21T03:40:51.000Z,169,"Vigo, España",4014,false,true,170,0,170
255065995,ivan_perezcoto,Iván Pérez Coto,44,2011-02-20T16:09:08.000Z,65,"Gijón, España",3626,false,true,104,0,104
1272168236,liidias_m,🎃𝓛𝓲𝓭𝓲𝓪 ▽,1155,2013-03-16T12:10:38.000Z,635,LILO//#shikarifamily▽,55875,false,true,153,0,153
118771391,dipakdadlani,Dipak Dadlani,605,2010-03-01T18:11:10.000Z,902,,17191,false,true,17,0,17
2264056631,MariaJoseSernaS,MariaLennyRosa🌹🇪🇸🇨🇺,5263,2014-01-05T19:06:01.000Z,3485,Tomelloso Castilla La Mancha ,256659,false,true,496,0,496
472794296,capristino,Carlos Alonso Alonso,14,2012-01-24T09:34:02.000Z,253,España,141,false,true,2,0,2
51654407,RayRudilla,Cucurbitaceo ❤💛💜🔻,396,2009-06-28T04:54:50.000Z,491,Madrid,8715,false,true,50,0,50
194338530,todloquemellama,Silvia Pérez,1134,2010-09-23T22:06:06.000Z,871,España,7275,false,true,34,0,34
614357196,ayraldo9,𝗔𝘆𝗿𝗮𝗹𝗱𝗼 𝗠𝗼𝗻𝘁𝗲𝘀𝗱𝗲𝗼𝗰𝗮,515,2012-06-21T12:32:01.000Z,582,"Teror, España",2759,false,true,35,0,35
292353252,H_deHelena,H A C H E.,1115,2011-05-03T14:27:41.000Z,712,"Madrid, Comunidad de Madrid",27177,false,true,20,0,20
148076807,eugenio_sky,Eugenio De Marchena,526,2010-05-25T19:44:38.000Z,253,"19.447297,-70.678351",1419,false,true,39,0,39
943934464488550401,eplanaalonso,Enric Plana Alonso,676,2017-12-21T20:01:28.000Z,1158,"Almacellas, Cataluña, España",3306,false,true,100,0,100
339791882,Alone995,DIEGU,777,2011-07-21T17:24:58.000Z,670,Arcos D.F.,28610,false,true,70,0,70
2701385095,pablitoabad_,PABLO™️,433,2014-08-02T17:46:00.000Z,347,"Palencia, España",5625,false,true,75,0,75
849238280,sheilaporta,Cecilia-Sheila Porta,32,2012-09-27T13:14:02.000Z,400,,257,false,true,16,0,16
15870177,LaBischita, Montse 🎙,1638,2008-08-16T02:27:50.000Z,1353,Cádiz | Barcelona | ,50169,false,true,31,0,31
1005828519543431168,laferreria1931,💢 La Ferrería 💢,6,2018-06-10T15:06:21.000Z,37,Cantabria,199,false,true,43,0,43
290481324,CarolinaSmith69,Carolina Graña Garvi,420,2011-04-30T10:32:47.000Z,446,"Redondela, España",6218,false,true,144,0,144
150618405,EVAYQUE,EVA Y QUÉ,4378,2010-06-01T11:30:48.000Z,1194,Madrid,13510,false,true,68,0,68
12105232,AraqueAuron,A,310,2008-01-11T07:40:10.000Z,291,Madrid + 新世界,70012,false,true,291,0,291
472110062,naazaa95,👑ALWAYS 👑,819,2012-01-23T16:21:56.000Z,1806,,11474,false,true,15,0,15
1254359068967387141,gabrielarriolab,GABRIEL ARRIOLA,44,2020-04-26T10:38:10.000Z,231,"Santa Cruz de Tenerife, España",967,false,true,288,0,288
1393470439,hathi81,jose eugenio burgo,210,2013-05-01T00:51:55.000Z,694,,839,false,true,110,0,110
152776913,Heishiro_Sash,Heishiro,71,2010-06-06T21:17:22.000Z,635,Time to Do or Die,4165,false,true,12,0,12
299264539,cocinadedolores,La cocina de Dolores,149,2011-05-15T19:40:26.000Z,168,"Santa Cruz de Tenerife, España",1558,false,true,36,0,36
1033076669920305154,laaauu_09,Lau🌻,79,2018-08-24T19:40:46.000Z,149,Guadalajara,27611,false,true,28,0,28
594480434,Josin_MRF,Josin :),904,2012-05-30T10:13:00.000Z,884,León ,11087,false,true,117,0,117
191405135,spidinetworks,David Iglesias,146,2010-09-16T11:20:45.000Z,1066,Vigo GZ,2125,false,true,46,0,46
49151751,meneldis,🇺🇳 eledhwen 🏴‍☠️,402,2009-06-20T23:05:40.000Z,316,Coruña · Lugo · Irgendwo,35156,false,true,70,0,70
1723462104,adolvale,adolfo valero,103,2013-09-02T21:17:38.000Z,336,"Torrent, Valencia",550,false,true,28,0,28
159993327,Cesarlds12,César Pérez,150,2010-06-26T22:17:33.000Z,227,"Madrid, Comunidad de Madrid",5083,false,true,6,0,6
270085920,fabiopoeta79,Fabio Pierri,75,2011-03-21T23:51:04.000Z,97,Madrid,842,false,true,25,0,25
327432378,Iriigaaraay,𝕀𝕣𝕚𝕘𝕒𝕣𝕒𝕪,489,2011-07-01T15:17:18.000Z,558,Barbados,32843,false,true,31,0,31
54143318,netbookk,..:: Netbookk ::..☠️,2584,2009-07-06T07:05:18.000Z,1067,Nunca esperes nada de nadie.,107111,false,true,344,0,344
59358331,jL_doc,José Luis,522,2009-07-23T04:11:42.000Z,1076,Valladolid - Spain,10501,false,true,31,0,31
1462568988,danigarciat94,Dani García,1434,2013-05-27T16:37:05.000Z,432,Spain,3016,false,true,121,0,121
831157902,ArtiDanses,Art&Danses Pole Dance Studio,230,2012-09-18T14:22:02.000Z,239,"Palma, España",8431,false,true,89,0,89
140014447,ceramicax,Chema Blanco 🇪🇦,183,2010-05-04T09:31:52.000Z,956,Talavera de la reina,1347,false,true,13,0,13
733633769811415041,mimiluga,Miriam peluqueria,6,2016-05-20T12:21:35.000Z,27,"Laguna de Duero, España",149,false,true,26,0,26
2784600836,charini223344,charini Moyano,287,2014-09-01T19:39:59.000Z,717,"Córdoba, España",927,false,true,25,0,25
330620135,lefem_oficial,Lefem,6353,2011-07-06T22:08:41.000Z,2462,España,21141,false,true,7,0,7
190862906,elsumillerfiel,Adán Israel 🍷,1601,2010-09-15T01:03:32.000Z,1064,La Mancha,9416,false,true,50,0,50
957589664,FilialCatalunya,Filial Nacional en Catalunya (🏡),4467,2012-11-19T15:00:08.000Z,1100,"Cataluña, España",13875,false,true,272,0,272
3436723576,CBValdeLemos,CB Val de Lemos,355,2015-08-23T12:45:43.000Z,325,"Monforte de Lemos, Galicia",1873,false,true,91,0,91
169599455,ToniCastillo1,Toni Castillo,491,2010-07-22T18:40:33.000Z,1205,Girona,40897,false,true,104,0,104
84143687,Alpaniagu,Álvaro Paniagua,1818,2009-10-21T19:36:11.000Z,1252,Madrid - Cáceres,20586,false,true,54,0,54
96853999,ginaaran,Gina Aran,3085,2009-12-14T22:21:46.000Z,1051,instagram @gina.aran,8952,false,true,14,0,14
129896032,patricia_bp,♧☆[Patricia.bp]☆♤,1755,2010-04-05T18:50:09.000Z,4988,"Las Palmas de Gran Canaria, Es",225775,false,true,802,0,802
2258047837,_bfx__,_bfx_ aka befax para los colegas,139,2013-12-22T19:06:57.000Z,287,Galiza boi,12492,false,true,103,0,103
238609328,Dan1980uw,Daniel Isasi Piñeiro,196,2011-01-15T15:48:16.000Z,444,A Coruña,4532,false,true,39,0,39
571623169,CristBlueyt,CrisBlue◢◤#BLUER,293,2012-05-05T10:00:44.000Z,461,Bluer,29483,false,true,259,0,259
303369254,_agalache,agalache,139,2011-05-22T19:06:18.000Z,310,Madrid,422,false,true,123,0,123
1348038805715116032,KukiTey,KukiTey,1,2021-01-09T22:47:59.000Z,21,,708,false,true,359,0,359
235531343,andremartinez9,Andre,699,2011-01-08T12:37:35.000Z,865,Gijon (Asturias),9171,false,true,150,0,150
895704866,AlmuPedrosaa,Almu pedrosa,1177,2012-10-21T16:41:28.000Z,1038,"Murcia, España",22914,false,true,10,0,10
244210159,Jorge_Perona,Jorge Perona García,3416,2011-01-28T19:55:37.000Z,306,Molina de Segura (El Pino),4077,false,true,8,0,8
2463357939,_laritaa46,Lαяα♚,643,2014-04-05T21:51:45.000Z,450,✌🏽Algeciras,32609,false,true,180,0,180
708924482,arialdev,Álvaro Rivas,354,2012-07-21T12:45:18.000Z,439,"Madrid, España",11034,false,true,276,0,276
624558514,jose9carlo,PARAFERNALIA OVIEDO,1955,2012-07-02T10:30:25.000Z,1536,Oviedo.Gijón.Asturias.España.,5392,false,true,2,0,2
122723556,GirlSupraHoran,ᛇᛟValkyriaᛟᛇ,1466,2010-03-13T17:32:17.000Z,1517,Por Sevilla Siempre,95029,false,true,238,0,238
211933965,puigventos,Ariadna Puigventós,200,2010-11-04T17:46:43.000Z,247,Barcelona,1502,false,true,2,0,2
49442935,jpozoc,Jordi Pozo,647,2009-06-21T22:00:14.000Z,937,Valladolid,6849,false,true,58,0,58
770413657,petrelrett,javier romero ripoll,304,2012-08-20T23:20:48.000Z,697,Petrel (alicante),2556,false,true,44,0,44
87485942,Hkto_Khan,Hkto Khan 💜🔻,1135,2009-11-04T17:21:32.000Z,442,Valladolid,116896,false,true,554,0,554
1419458757554278402,AitorTractor,AITOR EL DEL TRACTOR,3,2021-07-26T00:45:27.000Z,0,"Tomelloso, España",88,false,true,126,0,126
975873120639873024,Xiscoisback,XISCO🦁Madrid🏡,71981,2018-03-19T23:14:17.000Z,907,Madrid,6854,false,true,152,0,152
216311160,JoseteCarax,🏳️‍🌈Josete🏳️‍🌈,878,2010-11-16T10:43:38.000Z,373,Buscando mi lugar,22627,false,true,244,0,244
4375398076,decoysolucion,decoysolucion.com,10,2015-12-04T19:43:20.000Z,8,"Madrid, Comunidad de Madrid",229,false,true,10,0,10
154751688,Luisarmandodal,Luis DAL,925,2010-06-12T03:13:30.000Z,722,"Barcelona, Spain",80251,false,true,407,0,407
191085359,YEYOGS,SERGIO GARCIA,235,2010-09-15T15:36:21.000Z,424,"Barcelona, España",26976,false,true,15,0,15
3195857861,Andre_b_e,Andrea Escobar,50,2015-04-22T19:27:47.000Z,557,BUENOS AIRES,488,false,true,35,0,35
1282005674109665281,RockOnPanama,Яock On Online Radio (Я o o R) 🇵🇦,155,2020-07-11T17:36:31.000Z,314,"Ciudad De Panamá, Panamá",1077,false,true,52,0,52
526335755,DanielSam74,DanielSam,432,2012-03-16T12:18:04.000Z,722,"Vigo, España",17346,false,true,189,0,189
14341583,toniortiz,toniortiz,404,2008-04-09T13:30:07.000Z,489,Alicante ✈️ Madrid ✈️ Brasero,5230,false,true,131,0,131
422070810,platanitokoko,🍌😼PlatanitoKohen🍌,205,2011-11-26T19:28:43.000Z,433,República Bananera de Gatoland,3760,false,true,9,0,9
1293646096598806529,JuanReyMontoya,JuanReyMontoya,5,2020-08-12T20:30:53.000Z,60,"Cartagena, España",402,false,true,59,0,59
1281038550,NoeeliaRuiz,noelia :),795,2013-03-19T17:42:26.000Z,466,"Barcelona, España",59723,false,true,40,0,40
136246531,AlfreRL_5,Alfre,956,2010-04-23T11:55:49.000Z,2044,,52406,false,true,98,0,98
187226661,RamosMartinAna,ana,9991,2010-09-05T16:47:38.000Z,694,"Granada, España",62094,false,true,320,0,320
260770383,benneton1,J David Lopez Castro,795,2011-03-04T15:24:20.000Z,1412,"Malaga, Andalucia",36341,false,true,122,0,122
380221163,chechu_valbuena,chechu_valbuena,1307,2011-09-26T08:43:20.000Z,2615,Aranjuez,24143,false,true,426,0,426
234784742,PI1968,Antonio Martín  Cáce,1010,2011-01-06T15:23:12.000Z,3404,Quintana de la Serena,10384,false,true,234,0,234
414165751,Man__POP,Man Pop ✨🚀✨,2269,2011-11-16T18:24:09.000Z,1777,MADcity,30079,false,true,221,0,221
791455460,dime_ok,Ana R. Gómez🔻,775,2012-08-30T12:06:07.000Z,1250,MURCIA,10152,false,true,185,0,185
133393252,Turoneta,Gloss,131,2010-04-15T17:25:22.000Z,243,"Alcañiz. Avenida Huesca, 21. ",1013,false,true,56,0,56
42893710,Lezard82,Pedro Jiménez Pérez,411,2009-05-27T14:32:00.000Z,890,Las Palmas,28394,false,true,77,0,77
383735621,javiHP17,Destituido,865,2011-10-02T12:24:41.000Z,107,"Málaga, España",113457,false,true,210,0,210
3423075119,ZparkieZ,Lady,41,2015-08-14T23:15:08.000Z,337,,2922,false,true,11,0,11
133246158,ELISEOHV,ELISEO HERMOSO,182,2010-04-15T11:13:28.000Z,711,MADRID/ESPAÑA,888,false,true,41,0,41
197123103,JosepBaila,Josep βaila🎗 ||*||,652,2010-09-30T18:14:45.000Z,1093,Sant Carles de la Ràpita,57457,false,true,138,0,138
2161308518,iiDrazZ,.🥀,300,2013-10-28T17:34:46.000Z,307,"Palma de Mallorca, España",13796,false,true,26,0,26
2846589448,Juan_jo_carmona,Juan José Carmona,730,2014-10-27T11:30:55.000Z,558,"Mijas, Andalucía",1560,false,true,15,0,15
113070770,StaMariaFrancis,Francis Santamaria,497,2010-02-10T16:14:44.000Z,2343,HAMBURGO-ALEMANIA Instagram ,16516,false,true,365,0,365
617383,jopemoro,JopeMoro,2159,2007-01-09T11:05:13.000Z,2894,"Madrid, Spain",22456,false,true,43,0,43
1213856027696758784,Mari7431951327,Mari74,7,2020-01-05T16:13:34.000Z,29,"Aranjuez, España",211,false,true,14,0,14
606483486,fuenteperegrino,La Fuente del Peregrino,387,2012-06-12T15:28:44.000Z,831,"Ligonde, 4 Lugo (km 75 del camino francés)",551,false,true,6,0,6
189306662,Marcmanu,Marcos Manuel López,356,2010-09-10T22:49:07.000Z,353,"Madrid, España, U.E.",22444,false,true,287,0,287
146437617,mfernann,Mikel Fdez,144,2010-05-21T12:44:26.000Z,360,Murcia -Spain-,977,false,true,12,0,12
98964254,ladyaddict,lady addict,47131,2009-12-23T21:31:27.000Z,623,ladyaddiction@gmail.com,13949,false,true,58,0,58
247794279,mdelgadophoto,María Delgado 📸,286,2011-02-05T15:46:40.000Z,190,Madrid,843,false,true,29,0,29
302625304,remika28,remika,171,2011-05-21T14:00:27.000Z,803,Vigo,7520,false,true,40,0,40
883619282957078528,Rosayoguini3,Rosa Yoga,65,2017-07-08T09:30:28.000Z,193,"Marbella, España",5338,false,true,386,0,386
707199601443545089,cantabriarte,💢 Cantabriarte 💢,74,2016-03-08T13:41:38.000Z,380,,2204,false,true,178,0,178
828728833,Magomino,Magomino,333,2012-09-17T09:38:17.000Z,893,"Logroño, España",620,false,true,37,0,37
1471598126,terrassapadel,Terrassa Club Padel,609,2013-05-31T07:44:50.000Z,440,"Sant Quirze del Vallès, España",1355,false,true,18,0,18
714457610418786304,mariary_psi,María RodrigoYanguas,3893,2016-03-28T14:22:23.000Z,231,,2095,false,true,89,0,89
408447402,gjbarretosuarez,gjbarretosuarez,525,2011-11-09T12:46:46.000Z,600,Las Palmas de Gran Canaria,12633,false,true,61,0,61
1022504865711435776,CFVilarmaior,Club de Fútbol Vilarmaior,201,2018-07-26T15:32:11.000Z,293,"Vilarmaior, España",4281,false,true,522,0,522
199238179,Raymon86,Rymon86♐,184,2010-10-06T11:12:20.000Z,252,"Membrilla, Castilla-La Mancha",4190,false,true,9,0,9
557765504,SoniaErreape,CΦyΦtΞ dΦpΔdΦ ♀,1016,2012-04-19T14:37:07.000Z,210,"Comunidad de Manoperro, Madrid",97070,false,true,440,0,440
317364007,PatriciaCercas,Patricia Cercas,83,2011-06-14T20:36:46.000Z,94,,398,false,true,25,0,25
415392083,icofcastellon,ICOFCS Castellón,3125,2011-11-18T08:28:56.000Z,923,"C/ Ebanista Hervás, 51",15993,false,true,70,0,70
117516117,jerikhexum,Jon Erik Hexum,246,2010-02-25T20:16:49.000Z,223,MADRID,1444,false,true,16,0,16
377582506,taxisevillarafa,𝗧𝗮𝘅𝗶 𝗦𝗲𝘃𝗶𝗹𝗹𝗮 𝗥𝗮𝗳𝗮,1043,2011-09-21T20:09:31.000Z,646,Mi Taxi ,23106,false,true,307,0,307
377892198,72Mar,Mar Estévez García,713,2011-09-22T08:55:06.000Z,2824,Barcelona,9329,false,true,29,0,29
3058722251,MasajesBRAHMA,Masajes Brahma,1349,2015-02-24T11:48:01.000Z,160,Barcelona,1011,false,true,84,0,84
184760441,FrancoCalderaro,Franco Calderaro,82,2010-08-30T12:25:09.000Z,74,Cornellá(BCN) Spain,2392,false,true,49,0,49
3195500645,fincasgalicia,FINCAS GALICIA,24,2015-04-22T17:44:59.000Z,77,,462,false,true,45,0,45
159072694,perokepasa,JaViEr,3151,2010-06-24T11:14:24.000Z,851,,35808,false,true,512,0,512
953204155,NietoPepon,Pepon Nieto,63125,2012-11-17T08:49:10.000Z,549,,9867,false,true,13,0,13
1954238774,danicaballero90,DANIEL CABALLERO GALINDO 😷,24358,2013-10-11T13:50:57.000Z,11550,"Medina-Sidonia, España",26359,false,true,132,0,132
155249477,gabifeal,GabiFM,606,2010-06-13T15:52:44.000Z,4661,"Arteixo, España",116432,false,true,259,0,259
2428882420,PabloraduPablo,pablo ramos duro,80,2014-03-22T12:53:26.000Z,61,,1884,false,true,14,0,14
1073525091110146048,Julsregalado8,ᴊᴜʟɪᴇɴɴɪꜱ ʀᴇɢᴀʟᴀᴅᴏ ʙʀᴀᴠᴏ,658,2018-12-14T10:28:21.000Z,336,Por ahí 🍃,3258,false,true,140,0,140
310383169,naroayyo,janire arenas,83,2011-06-03T17:10:50.000Z,383,,658,false,true,26,0,26
42862692,cactitus,Cactitus🌵,556,2009-05-27T11:34:18.000Z,126,Benidorm Vs. Albacete,50669,false,true,116,0,116
197944513,JaviSolfa,Javi Moragrega,2901,2010-10-02T22:27:51.000Z,2877,Beceite-Aragón-Spain,27578,false,true,118,0,118
219006083,Matuteo07,BadFunny,472,2010-11-23T17:48:34.000Z,801,"Castelldefels,Barcelona",10332,false,true,24,0,24
11123932,enriquembermejo,Enrique Martinez Bermejo,3063,2007-12-13T11:51:20.000Z,3078,Madrid,27812,false,true,26,0,26
87664845,lautarojc,Juan Carlos Vila 🖖,1318,2009-11-05T11:23:00.000Z,1332,"Cáceres, España",20568,false,true,46,0,46
924298736,JairoA17,Jairo alexander,201,2012-11-04T00:12:28.000Z,324,España,16509,false,true,73,0,73
148461629,rafsanmar,Rafael Sánchez Marín,92,2010-05-26T19:21:26.000Z,108,"Madrid, España",6959,false,true,57,0,57
465940079,G_maRodriguez,GEMISSIS,1129,2012-01-16T22:07:03.000Z,830,"Barcelona, Cataluña",15470,false,true,8,0,8
2191145552,ChemaGMarmol,Jose Maria Garrido Mármol,179,2013-11-12T22:18:24.000Z,228,Montilla (Córdoba),3128,false,true,1,0,1
581859595,lacasadeloslios,elena martin,83,2012-05-16T13:57:42.000Z,127,villanueva de la cañada,14188,false,true,154,0,154
548247794,reparphone,ReparPhone,483,2012-04-08T08:08:45.000Z,1602,"Madrid, toda España",1400,false,true,6,0,6
560591593,FatimaCaPez,⭐Fátima Carrillo⭐,191,2012-04-22T20:55:10.000Z,220,Viyafrank --- Extremadura ♥,2282,false,true,2,0,2
897499511240740864,luiisalfonsoo,Luis Alfonso,88,2017-08-15T16:45:33.000Z,186,Lopera ,138,false,true,17,0,17
2304422747,jmgdar4,jose M,588,2014-01-25T22:21:02.000Z,1085,YouTube: Jose Garcia Diez ,4577,false,true,79,0,79
336636767,xeniagomezc,xenia,6691,2011-07-16T16:53:42.000Z,343,📍 London,241237,false,true,91,0,91
1146133537,Antonio_SB_Elda,Antonio Rico,266,2013-02-03T20:17:02.000Z,464,Elda,812,false,true,60,0,60
1557913292,laurenizquierd0,Lauren Izquierdo,858,2013-06-30T12:00:22.000Z,637,"Madrid, Comunidad de Madrid",59926,false,true,73,0,73
244378641,Efeuveka,Flavio Lorenzo,572,2011-01-29T05:09:10.000Z,732,Asturias,5766,false,true,38,0,38
320301901,NomadasPirineo,Nómadas del Pirineo,401,2011-06-19T17:30:55.000Z,729,"Aínsa-Sobrarbe, España",440,false,true,19,0,19
568719488,PamB_V,PameBurgos,241,2012-05-02T02:15:21.000Z,209,,5229,false,true,46,0,46
56845249,RamonSas,Ramón Sas,1325,2009-07-14T22:55:43.000Z,977,Vigo y Ferrol (Spain),26310,false,true,72,0,72
3299750224,joyeriacallejon,Antonio Saldaña Fornieles,124,2015-05-26T20:10:17.000Z,1008,"Comunidad de Madrid, España",1178,false,true,84,0,84
1242235462565101568,PEPALARA_7,@bohemiaconestiloyglamour,18,2020-03-23T23:44:02.000Z,27,"Sevilla, España",207,false,true,3,0,3
601147503,JheralyY,Jhéraly R,257,2012-06-06T15:41:37.000Z,759,"Barcelona, España",5973,false,true,55,0,55
448995886,aliasPW,Rose Mary,281,2011-12-28T16:27:52.000Z,328,,3302,false,true,33,0,33
279512957,esquibel19,Cristian Esquibel,876,2011-04-09T12:23:34.000Z,2440,"Vilafranca Barcelona, Cataluña",29227,false,true,398,0,398
966368102,vitanouva_,Noelia Campos Reverte,295,2012-11-23T16:00:09.000Z,714,"Granada, España",19480,false,true,97,0,97
488540676,AlexRFerrer,ÀlexR.Ferrer,219,2012-02-10T15:28:47.000Z,287,Sitges,4778,false,true,49,0,49
54129246,cristy_reyes,Cristina Reyes,340,2009-07-06T05:43:34.000Z,1035,Panama,10222,false,true,1,0,1
334125896,Drroqueleonel,Roque L. Rodriguez,1365,2011-07-12T16:27:50.000Z,33,Dominican Republic,5515,false,true,90,0,90
40444023,luismiglesias,Luis M. Iglesias,8049,2009-05-16T10:37:12.000Z,6140,Huelva - España,45051,false,true,260,0,260
4762937895,susana_quilez,Susana Quilez,659,2016-01-10T09:35:34.000Z,1804,,4218,false,true,4,0,4
614642130,ivanbenidorm80,Ivan Berrocal 🏳️‍🌈,537,2012-06-21T20:46:43.000Z,4914,"Valencia, España",6624,false,true,105,0,105
1406376126528753670,aimarcabello26,Aimar Cabello Peláez,10,2021-06-19T22:19:43.000Z,121,,72,false,true,9,0,9
275753618,Rafaelo80,Rafael Olmo,180,2011-04-01T23:00:01.000Z,456,,2887,false,true,7,0,7
579185337,Nano_brahma,Nano López Romero,101,2012-05-13T16:49:45.000Z,159,"Madrid, Comunidad de Madrid",689,false,true,14,0,14
278039896,capitanspavento,Felipe Cabezas,243,2011-04-06T13:51:51.000Z,310,Barcelona,682,false,true,2,0,2
437417833,Ricardo_Aira,𝑅𝑖𝑐𝑘,167,2011-12-15T11:24:41.000Z,174,Santovenia de Pisuerga,4149,false,true,39,0,39
346245285,sanchez_studio,Sánchez Estudio,436,2011-07-31T23:45:32.000Z,100,Francisco Guzman 6 ,12694,false,true,40,0,40
9685402,garci,Antonio Garci,5955,2007-10-25T14:51:15.000Z,458,"Madrid, ES",20642,false,true,48,0,48
205678729,SebaPomares,Sebastián Pomares,212,2010-10-21T11:32:02.000Z,245,Punta Umbría,2580,false,true,20,0,20
2994651286,anillabelmonte,Ana Bel,126,2015-01-23T19:09:10.000Z,310,"Elche, Comunidad Valenciana",4422,false,true,18,0,18
1915659048,smaxmix,Sibylla,98,2013-09-29T00:19:52.000Z,93,,20606,false,true,42,0,42
300728556,vane2p0,Vanesa Sánchez,644,2011-05-18T08:02:15.000Z,759,"Madrid, España",13072,false,true,82,0,82
112304919,enolgb,Enol.,281,2010-02-08T00:48:57.000Z,563,"Llangréu, Asturies.",8861,false,true,88,0,88
444575299,MaiderEgiguren,Maider.,335,2011-12-23T11:57:46.000Z,352,BILBO • Pamplona,7435,false,true,3,0,3
1120331888,JaenCerezoSport,Alex Cañizares (Cerezo Sport Jaén),652,2013-01-25T21:43:30.000Z,877,"C/Federico del Castillo, 10!!",3056,false,true,40,0,40
76463502,APMLFV,APA LiceoFrancés CyL,614,2009-09-22T21:57:23.000Z,453,"Laguna de Duero, España",6210,false,true,52,0,52
2530468916,trececasas,trececasas,521,2014-05-28T17:19:06.000Z,142,Cortes Valencianas - Torre en Conill  - Ibiza📍,1463,false,true,32,0,32
243347140,Hector_Braga,@Héctor Braga,1022,2011-01-26T21:13:15.000Z,573,Asturias - Cantabria - España,3599,false,true,123,0,123
273605517,oscar_saiz,Óscar,539,2011-03-28T20:25:31.000Z,659,"Santander, España",10713,false,true,112,0,112
1132234241570496512,urbanamadridfm,Urbana Madrid,78,2019-05-25T10:37:33.000Z,163,"Madrid, España",1583,false,true,72,0,72
2700872377,metromagazzin,@prensametromagazzin,516,2014-08-02T13:32:04.000Z,2208,México,39454,false,true,1302,0,1302
300861743,_paolacabello,Paola Cabello Ramírez,266,2011-05-18T13:48:43.000Z,1081,"Florencia, Toscana",8320,false,true,36,0,36
317056952,djsuperivan,Dj Super Ivan (Bcn),528,2011-06-14T11:12:41.000Z,1223,españa,3815,false,true,28,0,28
279740942,beamorote,Bea Morote,441,2011-04-09T22:46:34.000Z,985,Barcelona,40198,false,true,42,0,42
784413463,mariorgz_,Mario.,409,2012-08-27T11:03:28.000Z,271,☭ ,39092,false,true,10,0,10
261407461,MiriamLRoca,Miriam López Roca,428,2011-03-05T22:13:11.000Z,920,España,11915,false,true,54,0,54
1330239992,senderismovlc,Senderismo y Aventura Valencia,1318,2013-04-05T23:00:24.000Z,135,"Valencia, España",642,false,true,41,0,41
985375746,AntonioGar98,Antoñin García,1183,2012-12-02T21:07:04.000Z,1588,"Granada, España 🇪🇸",43390,false,true,80,0,80
1411990768366067712,hazdeporteviso,Delegación de Deportes El Viso del Alcor,296,2021-07-05T10:10:28.000Z,50,,180,false,true,24,0,24
972145986,Carmen_Rode95,🔥Fire Wings🔥,194,2012-11-26T15:20:19.000Z,280,❤️🐩❤️,8807,false,true,68,0,68
515812094,sleepyainoa,ainoa,1246,2012-03-05T20:01:54.000Z,269," Barcelona 🚲",31414,false,true,60,0,60
104236143,Kirapollito,Kirapollito,79,2010-01-12T18:32:49.000Z,168,Mislata (Valencia),1087,false,true,45,0,45
359067269,HacomarPineda,Hacomar Pineda,843,2011-08-20T23:54:36.000Z,2073,Las Palmas ,7522,false,true,155,0,155
279099257,Helda1970,Helda El Mughrabi 👨🏻‍🔬👩🏻‍🔬,79,2011-04-08T15:47:59.000Z,465,"Ribarroja Del Turia, Valencia",2292,false,true,5,0,5
261151568,Rosabarriosinmo,Rosa Barrios,337,2011-03-05T10:27:26.000Z,374,"C/ Lagasca 44, San Pedro Alc.",13958,false,true,45,0,45
542984034,gomariz65,JOSELU,416,2012-04-01T22:26:42.000Z,3390,MURCIA,1623,false,true,228,0,228
16379709,mercedesferrer,𝙈𝙀𝙍𝘾𝙀𝘿𝙀𝙎 𝗙𝗘𝗥𝗥𝗘𝗥 ☆,2839,2008-09-20T17:25:29.000Z,2115,México,6063,false,true,32,0,32
499780640,grazigiordano,grazia giordano,186,2012-02-22T13:32:27.000Z,196,Madrid,1244,false,true,110,0,110
787260650,victoriaborrayo,Vicky Bi,214,2012-08-28T15:34:51.000Z,176,Madrid,5862,false,true,1,0,1
805532057891995649,MejorBajando,Mejor_Bajando,1039,2016-12-04T21:59:43.000Z,887,Lejos,15101,false,true,166,0,166
178660731,maximogonz,Maxi´s Agenda,1191,2010-08-15T10:03:37.000Z,1777,Avilés,50997,false,true,59,0,59
699427479690350592,elsalondelcafe,El Salon del Cafe,269,2016-02-16T02:58:00.000Z,195,"Salamanca, España",1443,false,true,44,0,44
382898681,El_chechu_92,UnaChechuadaMas!!😎,378,2011-09-30T22:04:04.000Z,406,Alcorcon,13454,false,true,23,0,23
727259403787882497,walterlopez2030,#walterlopez,1079,2016-05-02T22:12:08.000Z,3104,Santa Cruz de Tenerife,12365,false,true,21,0,21
267411180,maliucu,A M A,222,2011-03-16T22:26:18.000Z,198,Crash Center,8355,false,true,25,0,25
14584086,Ptraci,"Idoia, vacunada 2/2 (SHE/HER)",1581,2008-04-29T12:50:27.000Z,1276,"In my own head, mostly.",81972,false,true,72,0,72
1432773546678312966,hernaiz_flores,Maricarmen Hernáiz Flores Atomy 🇪🇸,6,2021-08-31T18:34:10.000Z,42,"Murcia, España",392,false,true,734,0,734
284151631,NuMoJiSa,Nu Ji Sa,48,2011-04-18T18:39:35.000Z,188,Barcelona,135,false,true,1,0,1
