Hora,I1,I2,I3,I4,I5,I6,I7,I8
9,369.0,543.9,303.0,233.325,599.1,446.0625,298.6875,553.2515625
10,348.0,485.1,270.6,213.975,570.9,419.2875,277.7625,480.3421875
11,318.0,445.2,262.8,193.95,520.2,418.95,266.85,525.7875
12,321.0,457.8,260.4,192.15,508.2,390.375,263.325,459.309375
13,312.0,434.7,251.4,186.975,501.3,384.1875,254.0625,438.6046875
14,336.0,485.1,269.4,206.325,551.1,402.8625,266.2875,472.4015625
15,336.0,478.8,283.2,214.2,578.4,431.1,282.9,491.1375
16,333.0,464.1,259.8,191.925,505.5,387.5625,262.3875,456.3890625
17,345.0,483.0,277.2,206.55,553.8,414.675,275.025,548.49375
18,369.0,493.5,267.0,200.925,536.7,452.925,299.775,514.303125
19,390.0,514.5,291.0,218.025,576.3,424.9125,290.4375,493.5328125
20,366.0,508.2,310.8,222.75,621.0,516.15,329.25,567.39375
21,330.0,457.8,259.2,196.2,520.8,386.1,255.9,454.9125
6,306.0,441.0,247.2,189.0,506.4,378.9,255.9,444.4125
7,408.0,564.9,312.6,236.025,609.9,444.7125,311.4375,539.2078125
8,453.0,648.9,365.4,278.325,743.1,550.4625,364.6875,653.0015625
9,363.0,539.7,304.2,232.875,617.7,463.8375,320.2125,563.6859375
10,342.0,472.5,281.4,205.425,564.3,413.2125,291.3375,502.7203125
11,318.0,447.3,262.2,223.65,550.2,406.125,263.775,468.103125
12,324.0,453.6,259.2,193.5,522.0,384.75,255.45,448.21875
13,312.0,445.2,253.2,192.15,508.2,386.775,259.725,451.959375
14,354.0,474.6,267.6,206.55,532.2,415.575,280.125,486.609375
15,363.0,512.4,280.8,211.5,555.6,429.75,277.65,494.94375
16,315.0,449.4,259.2,196.2,520.8,387.9,256.5,457.5375
17,345.0,476.7,301.2,213.75,565.8,415.575,276.525,477.159375
18,321.0,459.9,267.0,204.525,567.9,421.7625,286.9875,507.3140625
19,351.0,474.6,285.6,215.1,562.8,407.25,266.55,466.33125
20,432.0,552.3,298.2,225.225,566.7,430.3125,315.675,547.115625
21,315.0,445.2,254.4,195.3,519.6,394.65,262.35,458.45625
6,324.0,449.4,276.0,197.1,502.8,384.75,248.25,433.51875
7,408.0,550.2,301.2,233.55,757.2,501.75,311.25,545.34375
8,474.0,648.9,376.2,279.675,742.5,559.2375,367.6125,649.2609375
9,384.0,535.5,319.8,236.025,607.5,443.8125,301.5375,515.8453125
10,333.0,489.3,294.6,218.475,562.5,419.7375,289.9125,505.6734375
11,345.0,472.5,275.4,197.775,544.5,402.1875,261.2625,472.2046875
12,318.0,445.2,258.0,193.05,514.2,392.625,259.275,453.665625
13,309.0,441.0,253.2,189.45,514.2,387.225,255.075,445.790625
14,354.0,497.7,285.0,215.775,551.7,424.6875,275.9625,489.2671875
15,330.0,554.4,295.2,220.5,577.2,472.5,293.1,500.0625
16,315.0,451.5,277.2,198.45,521.4,388.125,282.75,474.20625
17,348.0,480.9,273.0,204.975,551.7,410.2875,273.5625,533.334375
18,336.0,453.6,260.4,202.95,532.2,401.175,271.725,470.859375
19,354.0,499.8,282.0,215.55,594.6,424.575,289.125,486.084375
20,351.0,506.1,286.2,207.225,559.5,433.0125,300.3375,521.0953125
21,330.0,451.5,255.0,194.625,567.0,403.425,261.675,455.765625
6,312.0,441.0,250.8,188.55,505.8,382.275,258.225,438.046875
7,381.0,548.1,317.4,236.025,633.9,473.5125,309.0375,530.8078125
8,450.0,644.7,366.6,280.575,1002.6,660.375,408.525,958.51875
9,390.0,548.1,311.4,235.575,623.7,462.4875,317.3625,559.0921875
10,336.0,466.2,285.6,218.7,601.2,448.65,294.75,505.70625
11,336.0,476.7,262.2,197.325,519.9,401.9625,264.7875,460.5890625
12,360.0,472.5,269.4,197.325,527.1,392.0625,262.6875,454.5515625
13,321.0,451.5,255.0,193.725,507.9,377.6625,254.2875,443.0015625
14,339.0,487.2,279.6,202.05,531.0,397.125,276.375,466.528125
15,330.0,464.1,303.6,215.55,575.4,435.375,319.05,529.06875
16,324.0,451.5,258.6,193.275,516.9,386.4375,260.8125,452.9109375
17,348.0,480.9,275.4,204.075,621.0,436.275,283.425,489.496875
18,354.0,487.2,273.6,206.1,562.8,410.85,321.9,510.5625
19,375.0,520.8,288.0,223.2,578.4,416.7,291.3,496.3875
20,399.0,552.3,306.6,225.675,608.1,596.475,332.025,521.521875
21,324.0,449.4,254.4,195.3,519.6,385.65,254.55,443.23125
6,348.0,459.9,262.2,196.425,509.1,379.9125,249.0375,434.2078125
7,378.0,527.1,311.4,232.875,624.9,455.7375,295.9125,540.3234375
8,471.0,655.2,369.6,280.8,753.6,554.4,372.0,873.6
9,366.0,676.2,354.0,252.45,655.8,487.125,318.375,562.078125
10,357.0,510.3,287.4,211.275,588.9,418.8375,292.0125,488.6109375
11,315.0,449.4,267.6,199.35,527.4,401.175,269.325,472.959375
12,330.0,466.2,265.2,197.55,527.4,392.175,265.125,462.984375
13,315.0,438.9,252.6,189.225,513.9,388.9125,276.075,462.065625
14,330.0,476.7,269.4,198.225,535.5,395.2125,276.9375,479.6203125
15,426.0,541.8,295.2,209.7,565.2,417.15,285.45,497.56875
16,327.0,462.0,262.8,198.45,526.2,384.525,261.375,474.20625
17,339.0,480.9,275.4,204.975,551.7,412.0875,271.7625,483.4921875
18,336.0,462.0,262.8,204.75,529.8,416.475,284.025,481.621875
19,381.0,518.7,288.6,206.325,582.3,436.1625,283.3875,481.0640625
20,384.0,697.2,489.6,297.9,670.8,481.95,350.1,566.7375
21,330.0,464.1,263.4,193.275,524.1,390.9375,256.3125,446.8734375
6,321.0,449.4,254.4,189.9,495.6,378.45,253.35,448.48125
7,360.0,533.4,300.0,228.6,619.2,450.0,296.4,511.35
8,477.0,655.2,374.4,279.9,738.0,758.7,441.3,705.3375
9,390.0,564.9,312.6,233.325,613.5,593.325,345.375,589.903125
10,348.0,495.6,292.8,225.0,588.0,422.1,281.1,516.8625
11,315.0,441.0,258.0,202.5,522.0,391.95,259.05,482.7375
12,321.0,449.4,254.4,195.3,559.2,400.5,264.3,462.2625
13,315.0,457.8,258.0,190.35,550.8,391.95,256.65,447.16875
14,342.0,480.9,273.0,208.575,546.9,419.2875,281.3625,487.6921875
15,357.0,480.9,276.6,212.625,559.5,416.8125,276.9375,494.3203125
16,327.0,459.9,264.6,199.125,527.1,395.6625,260.2875,456.6515625
17,348.0,487.2,279.6,209.25,620.4,443.25,285.75,489.43125
18,351.0,499.8,277.2,209.25,562.2,416.025,276.675,479.390625
19,384.0,504.0,282.0,220.05,586.2,452.025,291.075,485.690625
20,402.0,560.7,306.6,225.675,745.8,511.875,323.025,513.646875
21,333.0,464.1,264.6,195.525,519.9,392.9625,259.3875,455.8640625
6,321.0,445.2,258.0,186.75,503.4,384.975,259.05,447.16875
7,384.0,543.9,304.2,233.775,604.5,446.2875,292.7625,510.2671875
8,471.0,653.1,366.6,277.875,740.1,547.5375,366.1125,641.6484375
9,369.0,539.7,303.0,226.125,594.3,464.0625,315.4875,673.903125
10,333.0,489.3,280.2,206.775,544.5,425.5875,288.2625,487.4296875
11,336.0,476.7,265.8,194.175,513.3,424.575,278.325,468.234375
12,330.0,464.1,264.6,198.225,525.9,391.6125,260.1375,493.040625
13,324.0,455.7,258.6,189.675,509.7,380.1375,255.1125,447.9234375
14,330.0,462.0,262.8,197.55,534.6,400.275,272.625,480.046875
15,378.0,512.4,279.6,215.55,573.0,427.275,288.825,496.321875
16,315.0,445.2,256.8,191.7,507.6,390.15,263.25,461.34375
17,339.0,472.5,271.8,207.225,545.1,409.6125,270.9375,476.4703125
18,357.0,497.7,269.4,204.525,546.3,402.8625,275.8875,474.5015625
19,345.0,480.9,271.8,215.325,575.1,444.2625,288.4875,504.4265625
20,351.0,516.6,279.6,226.35,616.2,447.075,308.625,545.146875
21,321.0,445.2,259.2,196.2,528.0,388.8,255.6,452.55
6,324.0,436.8,255.6,191.25,509.4,376.425,251.475,434.240625
7,504.0,625.8,328.8,231.3,601.2,455.85,305.55,544.55625
8,474.0,653.1,376.2,282.375,741.3,549.7875,370.4625,653.8546875
9,360.0,535.5,300.6,232.425,607.5,465.4125,299.1375,543.1453125
10,402.0,548.1,295.8,210.825,566.7,424.9125,295.2375,491.4328125
11,339.0,472.5,262.2,196.425,533.1,392.5125,262.8375,463.0828125
12,318.0,453.6,264.0,195.3,514.8,383.85,257.55,450.05625
13,318.0,441.0,253.2,190.35,501.0,375.075,251.025,448.546875
14,363.0,493.5,281.4,209.025,559.5,424.0125,272.1375,481.7203125
15,363.0,485.1,280.2,210.375,561.3,430.0875,280.1625,480.3421875
16,318.0,443.1,252.6,191.925,505.5,389.3625,260.5875,448.5140625
17,390.0,510.3,285.0,208.575,556.5,413.8875,277.1625,481.9171875
18,360.0,493.5,283.8,207.225,542.7,443.025,291.675,515.615625
19,354.0,506.1,310.8,224.55,592.2,452.475,356.85,674.8875
20,360.0,510.3,292.2,214.875,564.9,413.4375,279.4125,502.7859375
21,318.0,443.1,259.8,194.625,511.5,401.625,286.95,471.58125
6,315.0,430.5,243.0,185.85,504.6,381.825,249.675,428.465625
7,366.0,525.0,310.8,235.35,633.0,469.575,301.725,520.209375
8,471.0,907.2,448.8,311.4,792.0,572.4,380.4,666.75
9,378.0,539.7,315.0,228.825,619.5,469.9125,363.675,595.415625
10,474.0,569.1,315.0,224.325,567.9,412.7625,270.7875,493.1390625
11,315.0,466.2,270.0,196.65,540.6,406.125,275.775,470.203125
12,333.0,459.9,262.2,197.325,522.3,388.4625,260.2875,462.9515625
13,312.0,438.9,250.2,189.225,506.7,382.6125,251.1375,442.3453125
14,354.0,483.0,283.2,214.2,559.2,407.7,264.3,462.2625
15,360.0,489.3,275.4,207.675,567.3,434.1375,279.1125,479.4234375
16,312.0,436.8,252.0,192.6,508.8,381.6,253.2,444.15
17,351.0,480.9,275.4,206.775,623.4,438.975,281.925,552.16875
18,360.0,504.0,277.2,206.55,541.8,413.775,269.925,458.784375
19,468.0,560.7,310.2,217.125,591.9,537.525,329.175,537.928125
20,366.0,504.0,302.4,215.1,565.2,431.55,286.65,538.51875
21,318.0,455.7,257.4,192.825,509.1,390.7125,263.4375,453.1078125
6,324.0,445.2,249.6,187.2,492.0,366.3,248.1,441.7875
7,366.0,510.3,291.0,223.425,621.9,451.0125,307.5375,539.9953125
8,471.0,646.8,374.4,275.4,736.8,555.3,365.1,634.4625
9,378.0,527.1,315.0,236.025,626.7,451.0125,311.1375,538.9453125
10,387.0,535.5,305.4,223.425,571.5,441.1125,301.8375,518.2078125
11,327.0,449.4,254.4,191.7,536.4,402.75,261.45,459.76875
12,315.0,451.5,255.0,193.725,517.5,393.8625,260.8875,461.3765625
13,312.0,434.7,249.0,188.775,506.1,375.1875,254.6625,445.4296875
14,327.0,483.0,277.2,204.75,558.6,425.475,272.625,482.146875
15,336.0,478.8,271.2,206.1,553.2,418.05,273.75,483.13125
16,333.0,457.8,258.0,192.15,505.8,382.275,255.825,448.546875
17,348.0,485.1,276.6,205.425,552.3,415.9125,277.8375,478.3078125
18,351.0,491.4,279.6,201.15,537.0,402.975,281.925,490.284375
19,366.0,491.4,292.8,212.4,549.6,431.1,294.9,633.675
20,330.0,464.1,285.0,221.175,606.9,432.7875,291.8625,492.6796875
21,333.0,466.2,264.0,194.4,511.2,391.5,262.5,450.1875
6,303.0,434.7,252.6,191.025,506.7,386.2125,254.7375,451.7953125
7,366.0,527.1,313.8,228.375,626.1,479.5875,311.0625,557.7796875
8,456.0,636.3,365.4,276.525,743.1,554.0625,368.2875,647.7515625
9,366.0,527.1,307.8,295.65,708.6,512.325,331.575,563.128125
10,387.0,541.8,297.6,216.0,590.4,428.4,286.8,496.65
11,327.0,449.4,262.8,199.35,525.0,415.35,266.85,474.99375
12,327.0,462.0,261.6,192.6,516.0,382.5,259.5,458.0625
13,315.0,443.1,252.6,205.65,528.6,394.425,256.275,444.740625
14,321.0,449.4,272.4,203.85,552.6,423.225,286.275,496.190625
15,339.0,472.5,280.2,213.975,549.3,412.9875,313.725,528.609375
16,330.0,464.1,261.0,193.275,519.3,392.7375,259.3125,449.4984375
17,348.0,480.9,276.6,209.025,559.5,415.0125,278.7375,479.0953125
18,363.0,508.2,285.6,208.8,564.0,427.5,281.7,496.3875
19,351.0,501.9,298.2,220.725,594.3,426.2625,283.6875,487.6265625
20,360.0,510.3,287.4,223.875,624.9,475.5375,309.7125,539.7984375
21,333.0,464.1,262.2,197.325,522.3,395.6625,265.0875,454.5515625
6,327.0,449.4,259.2,192.6,504.0,374.4,252.0,443.1
7,369.0,541.8,304.8,228.6,592.8,461.7,314.7,676.725
8,474.0,898.8,446.4,306.9,781.2,562.95,373.65,652.44375
9,381.0,558.6,320.4,243.45,627.0,461.925,363.15,607.55625
10,369.0,508.2,282.0,213.75,565.8,431.775,292.725,512.334375
11,348.0,480.9,270.6,196.875,538.5,401.7375,267.1125,468.9234375
12,318.0,443.1,256.2,193.275,526.5,386.4375,258.4125,477.421875
13,318.0,445.2,258.0,193.05,514.2,381.825,252.075,436.865625
14,327.0,453.6,267.6,201.15,544.2,421.875,273.825,474.796875
15,357.0,487.2,283.2,216.0,564.0,429.3,283.5,487.4625
16,312.0,443.1,255.0,192.825,523.5,396.1125,265.2375,456.7828125
17,351.0,489.3,275.4,207.675,548.1,412.5375,271.9125,479.4234375
18,348.0,487.2,282.0,210.15,558.6,398.475,278.025,495.271875
19,348.0,512.4,286.8,222.75,604.2,433.575,278.925,481.359375
20,396.0,516.6,282.0,206.55,558.6,454.275,311.025,547.246875
21,330.0,453.6,255.6,194.85,516.6,386.325,261.975,451.828125
6,300.0,428.4,243.6,184.05,495.0,367.425,242.475,430.565625
7,396.0,548.1,305.4,226.125,623.1,467.6625,303.4875,523.8515625
8,456.0,651.0,375.6,279.45,744.6,563.625,369.075,642.140625
9,366.0,535.5,387.6,268.65,679.8,614.25,353.55,594.95625
10,387.0,527.1,303.0,218.025,581.1,511.425,303.675,534.515625
11,342.0,472.5,263.4,204.075,536.1,395.4375,268.6125,476.5359375
12,336.0,468.3,267.0,200.925,529.5,389.3625,255.7875,450.6140625
13,312.0,438.9,252.6,190.125,507.9,381.2625,251.8875,436.7015625
14,348.0,483.0,268.8,204.3,560.4,404.55,269.25,477.09375
15,333.0,474.6,283.2,208.8,544.8,402.3,273.3,491.1375
16,333.0,459.9,259.8,191.025,562.2,398.025,263.475,457.340625
17,396.0,522.9,283.8,209.025,554.7,415.0125,273.9375,481.1953125
18,318.0,476.7,279.0,208.125,665.4,436.725,276.375,466.528125
19,375.0,531.3,298.2,214.425,578.7,447.4125,299.1375,522.1453125
20,432.0,569.1,315.0,239.625,636.3,538.425,341.475,540.290625
21,324.0,455.7,257.4,196.425,513.9,388.9125,260.4375,460.9828125
6,309.0,430.5,253.8,188.775,491.7,371.5875,243.8625,423.3796875
7,408.0,558.6,322.8,239.85,622.2,463.725,303.375,656.90625
8,459.0,642.6,364.8,271.8,732.0,557.1,368.1,641.2875
9,384.0,554.4,304.8,227.7,608.4,462.15,312.45,531.69375
10,339.0,480.9,281.4,206.325,563.1,436.1625,294.1875,509.4140625
11,342.0,480.9,263.4,195.975,522.9,386.8875,269.3625,472.9921875
12,330.0,459.9,277.2,202.95,534.6,396.675,265.425,463.246875
13,324.0,443.1,250.2,191.025,513.9,385.3125,258.0375,450.4828125
14,327.0,470.4,278.4,213.3,555.6,463.5,287.7,499.5375
15,339.0,493.5,282.6,216.675,557.7,419.7375,287.5125,488.8734375
16,315.0,451.5,282.0,200.25,526.2,391.725,258.975,445.003125
17,339.0,472.5,275.4,206.775,544.5,414.7875,276.2625,479.0296875
18,324.0,462.0,280.8,213.3,562.8,423.45,275.55,497.30625
19,381.0,504.0,283.2,212.4,578.4,420.3,288.9,494.2875
20,357.0,499.8,289.2,254.7,646.8,481.95,295.05,533.26875
21,324.0,449.4,256.8,196.2,516.0,391.5,258.9,449.1375
6,312.0,430.5,249.0,183.375,506.1,384.1875,249.2625,432.3046875
7,369.0,529.2,312.0,234.0,621.6,461.7,303.9,532.6125
8,474.0,655.2,367.2,274.5,747.6,555.75,490.5,746.2875
9,408.0,569.1,322.2,228.825,624.3,450.1125,300.0375,539.7328125
10,372.0,520.8,280.8,212.4,571.2,433.8,281.4,506.625
11,330.0,455.7,264.6,202.725,551.1,411.8625,266.8875,460.3265625
12,324.0,455.7,264.6,193.725,515.1,389.3625,259.3875,449.5640625
13,309.0,441.0,249.6,189.0,513.6,381.6,258.0,442.05
14,321.0,470.4,278.4,221.4,571.2,408.6,270.6,465.675
15,357.0,480.9,281.4,207.225,545.1,406.0125,279.3375,477.5203125
16,330.0,449.4,258.0,190.35,503.4,386.775,256.125,444.609375
17,345.0,480.9,275.4,205.875,543.3,407.1375,300.225,508.396875
18,354.0,476.7,261.0,198.675,519.3,398.1375,277.9125,469.9734375
19,333.0,487.2,285.6,262.8,650.4,470.7,309.3,518.4375
20,345.0,506.1,306.6,214.875,574.5,444.0375,288.4125,495.9609375
21,321.0,474.6,268.8,195.3,526.8,393.75,257.25,456.09375
6,303.0,430.5,245.4,183.825,497.1,380.8125,254.1375,453.140625
7,426.0,573.3,394.8,261.45,641.4,463.725,312.975,525.853125
8,459.0,651.0,374.4,279.9,747.6,552.15,368.85,654.54375
9,378.0,550.2,310.8,238.05,629.4,461.025,306.075,549.215625
10,372.0,491.4,279.6,206.55,541.8,420.975,292.725,510.234375
11,348.0,485.1,277.8,235.35,565.8,406.575,265.125,452.484375
12,318.0,445.2,261.6,197.1,522.0,393.75,260.85,457.14375
13,318.0,441.0,252.0,189.9,502.8,382.95,254.85,443.49375
14,360.0,487.2,270.0,208.35,541.8,399.375,262.725,467.184375
15,330.0,474.6,267.6,202.05,562.2,421.425,273.675,493.565625
16,321.0,457.8,264.0,194.4,516.0,393.3,263.1,457.0125
17,339.0,474.6,272.4,206.55,544.2,405.675,269.625,471.121875
18,369.0,485.1,280.2,204.075,569.7,459.675,300.825,515.221875
19,345.0,474.6,283.2,206.1,555.6,413.55,275.85,508.06875
20,414.0,543.9,304.2,225.675,624.9,477.3375,315.1125,618.646875
21,327.0,455.7,263.4,198.675,521.7,412.875,267.225,466.921875
6,300.0,441.0,255.6,191.7,502.8,373.95,248.25,441.91875
7,387.0,522.9,303.0,223.425,607.5,443.8125,299.1375,520.0453125
8,462.0,657.3,371.4,275.175,736.5,562.3875,369.8625,651.2296875
9,399.0,567.0,322.8,237.15,604.2,465.975,310.125,527.559375
10,333.0,485.1,289.8,207.675,540.9,418.8375,283.6125,510.6609375
11,321.0,449.4,255.6,193.95,525.0,389.475,266.625,455.896875
12,321.0,453.6,264.0,198.9,531.6,393.75,262.05,449.79375
13,327.0,455.7,257.4,193.725,517.5,379.4625,257.2875,447.7265625
14,390.0,516.6,291.6,206.55,561.0,406.575,268.725,485.034375
15,348.0,478.8,282.0,212.85,555.0,409.725,284.175,504.853125
16,324.0,453.6,260.4,194.85,509.4,381.825,254.475,462.13125
17,339.0,478.8,274.8,206.55,608.4,435.15,280.65,480.76875
18,372.0,514.5,281.4,200.925,531.9,397.4625,280.0875,471.8765625
19,357.0,600.6,315.6,226.35,589.8,433.575,281.325,475.059375
20,381.0,512.4,312.0,220.5,558.0,479.7,411.0,611.625
21,327.0,459.9,262.2,193.725,517.5,392.0625,260.2875,452.4515625
6,312.0,443.1,267.6,196.65,507.0,384.525,258.975,449.203125
7,390.0,543.9,317.4,235.125,601.5,461.3625,297.7875,537.7640625
8,462.0,657.3,372.6,279.225,734.7,734.625,435.675,704.615625
9,387.0,562.8,313.2,274.5,654.0,463.05,317.55,529.85625
10,330.0,493.5,273.0,206.775,561.3,413.8875,286.7625,492.4171875
11,339.0,504.0,282.0,200.25,610.8,432.45,277.35,473.68125
12,336.0,491.4,270.0,201.15,522.6,393.975,260.925,461.409375
13,327.0,455.7,259.8,193.725,507.9,384.8625,256.6875,451.4015625
14,360.0,478.8,268.8,199.8,549.6,418.5,276.3,481.1625
15,342.0,487.2,282.0,207.45,562.2,416.025,276.675,475.190625
16,321.0,447.3,252.6,194.625,521.1,391.6125,260.1375,448.1203125
17,342.0,480.9,276.6,234.45,588.6,424.125,280.575,487.003125
18,360.0,474.6,279.6,208.35,575.4,404.775,282.525,501.309375
19,354.0,489.3,293.4,220.725,591.9,421.7625,277.3875,473.7140625
20,411.0,560.7,315.0,222.525,591.9,446.9625,381.975,586.228125
21,342.0,464.1,261.0,192.375,510.9,387.7875,262.4625,462.7546875
6,327.0,447.3,252.6,192.825,509.1,372.7125,249.0375,446.8078125
7,369.0,537.6,315.6,238.05,641.4,467.325,311.775,558.403125
8,459.0,655.2,370.8,282.15,748.2,550.575,371.925,650.934375
9,411.0,567.0,324.0,234.0,638.4,550.8,420.0,651.0
10,351.0,516.6,301.2,227.25,605.4,554.85,425.1,634.4625
11,321.0,447.3,261.0,192.375,530.1,402.1875,272.0625,479.5546875
12,321.0,445.2,260.4,195.75,513.0,384.975,255.525,458.784375
13,318.0,441.0,252.0,191.7,505.2,383.85,257.55,443.75625
14,342.0,493.5,274.2,209.025,566.7,428.5125,285.6375,483.0328125
15,345.0,474.6,274.8,203.85,559.8,415.125,277.575,496.978125
16,330.0,459.9,262.2,196.425,528.3,390.7125,255.0375,452.0578125
17,342.0,480.9,275.4,206.775,546.9,406.6875,275.9625,480.8671875
18,339.0,466.2,270.0,195.75,517.8,415.575,274.125,462.459375
19,375.0,497.7,275.4,218.475,598.5,449.4375,286.6125,506.9859375
20,384.0,535.5,295.8,235.125,611.1,468.5625,290.5875,544.0640625
21,327.0,487.2,268.8,210.6,540.0,398.7,266.1,453.3375
6,309.0,434.7,245.4,190.125,515.1,389.3625,250.9875,433.8140625
7,387.0,531.3,315.0,240.525,632.7,480.2625,313.6875,560.0765625
8,468.0,661.5,375.0,281.025,751.5,562.6125,372.3375,642.8953125
9,396.0,556.5,318.6,239.175,616.5,456.1875,297.2625,535.2046875
10,444.0,573.3,313.8,271.35,637.8,447.975,286.125,481.359375
11,327.0,455.7,267.0,205.425,542.7,397.9125,267.0375,458.3578125
12,336.0,468.3,259.8,192.825,571.8,408.825,267.075,460.490625
13,327.0,455.7,258.6,206.55,532.2,420.75,268.65,459.76875
14,351.0,489.3,273.0,200.475,606.6,432.675,275.025,465.346875
15,369.0,499.8,340.8,232.2,602.4,429.3,276.3,489.5625
16,360.0,474.6,261.6,192.6,523.2,396.0,264.0,464.1
17,342.0,485.1,273.0,204.975,549.3,411.1875,276.2625,481.1296875
18,348.0,495.6,271.2,209.7,574.8,409.95,262.65,483.91875
19,387.0,516.6,288.0,216.0,559.2,411.3,270.3,494.8125
20,411.0,554.4,304.8,214.2,619.2,457.2,313.2,532.35
21,321.0,447.3,259.8,193.725,524.7,394.7625,259.9875,447.9890625
6,315.0,430.5,251.4,191.475,512.1,375.6375,245.2125,443.4609375
7,384.0,527.1,294.6,219.375,604.5,466.0875,382.725,612.084375
8,471.0,659.4,368.4,368.1,853.2,593.55,388.65,665.56875
9,414.0,548.1,301.8,238.275,612.9,463.8375,321.4125,573.1359375
10,348.0,499.8,278.4,212.4,554.4,436.5,279.9,505.3125
11,318.0,449.4,264.0,194.4,537.6,394.2,268.2,467.775
12,318.0,449.4,258.0,193.95,515.4,394.875,263.625,465.871875
13,315.0,466.2,260.4,192.15,510.6,382.275,255.825,440.146875
14,342.0,474.6,268.8,198.0,528.0,412.2,268.2,469.875
15,369.0,508.2,292.8,216.9,582.0,430.65,279.15,502.55625
16,324.0,455.7,259.8,191.025,521.1,391.6125,256.5375,455.4703125
17,345.0,478.8,271.2,206.1,550.8,415.35,276.45,477.09375
18,321.0,474.6,267.6,204.75,551.4,404.775,281.325,470.859375
19,381.0,527.1,295.8,209.925,555.9,417.2625,275.8875,510.2015625
20,387.0,527.1,312.6,229.725,627.9,449.6625,283.0875,503.9015625
21,324.0,459.9,263.4,195.975,518.1,388.6875,261.5625,457.7671875
6,300.0,424.2,241.2,181.35,491.4,382.95,258.45,452.94375
7,402.0,558.6,396.0,259.2,633.6,480.6,305.4,548.625
8,450.0,642.6,370.8,276.75,741.0,549.675,370.425,649.621875
9,411.0,562.8,308.4,227.25,593.4,458.325,296.775,532.678125
10,342.0,493.5,310.8,223.65,598.2,422.325,283.575,481.228125
11,318.0,447.3,268.2,195.075,540.9,409.8375,269.8125,479.6859375
12,324.0,457.8,261.6,197.1,529.2,387.45,261.15,463.70625
13,309.0,441.0,255.6,188.55,505.8,375.075,253.425,450.646875
14,333.0,470.4,265.2,197.55,546.6,415.575,281.325,493.959375
15,348.0,487.2,278.4,215.1,579.6,415.35,274.05,474.99375
16,318.0,451.5,259.8,191.025,506.7,386.2125,255.9375,446.5453125
17,345.0,476.7,275.4,207.675,548.1,410.7375,274.9125,486.2484375
18,369.0,480.9,263.4,199.575,527.7,406.6875,281.9625,471.4171875
19,342.0,485.1,287.4,219.375,585.3,446.2875,287.9625,512.3671875
20,372.0,491.4,273.6,212.4,595.2,455.4,301.8,505.575
21,327.0,449.4,259.2,193.5,519.6,392.85,262.95,456.88125
6,309.0,457.8,252.0,184.5,502.8,381.15,250.65,446.11875
7,372.0,514.5,307.8,236.925,625.5,461.3625,303.7875,528.3140625
8,462.0,657.3,375.0,276.525,743.1,564.8625,370.6875,643.5515625
9,390.0,525.0,295.2,235.8,638.4,469.8,311.4,555.975
10,474.0,571.2,310.8,217.35,592.2,425.475,350.85,546.39375
11,348.0,489.3,268.2,204.975,532.5,401.2875,263.3625,450.9421875
12,330.0,459.9,259.8,195.525,519.9,385.7625,260.5875,463.2140625
13,312.0,436.8,253.2,193.05,514.2,385.425,256.875,449.465625
14,333.0,468.3,270.6,204.075,560.1,418.8375,276.4125,493.8609375
15,354.0,489.3,277.8,204.075,552.9,419.7375,280.3125,480.4734375
16,330.0,449.4,255.6,189.45,514.2,381.825,258.075,456.815625
17,336.0,470.4,271.2,206.1,548.4,412.65,275.55,476.30625
18,348.0,487.2,278.4,204.3,522.0,413.55,278.25,463.96875
19,366.0,504.0,285.6,212.4,566.4,414.0,307.2,506.1
20,363.0,497.7,299.4,219.375,606.9,438.1875,291.2625,525.7546875
21,318.0,455.7,259.8,191.925,564.6,400.725,260.775,459.178125
6,300.0,420.0,261.6,188.1,493.2,375.75,245.25,441.39375
7,387.0,556.5,309.0,225.675,620.1,457.5375,309.7125,533.4984375
8,462.0,646.8,496.8,323.1,805.2,575.55,374.25,644.56875
9,405.0,562.8,316.8,234.9,639.6,486.45,324.15,562.93125
10,363.0,495.6,289.2,217.35,587.4,441.675,300.825,504.721875
11,345.0,541.8,291.6,205.65,543.0,399.825,259.275,449.465625
12,327.0,455.7,257.4,193.725,524.7,391.1625,256.3875,455.3390625
13,318.0,449.4,259.2,191.7,507.6,375.75,252.45,462.7875
14,321.0,468.3,263.4,204.975,539.7,412.9875,268.4625,461.7046875
15,366.0,514.5,294.6,221.175,582.9,421.9875,276.2625,497.9296875
16,318.0,474.6,264.0,194.4,523.2,394.2,262.2,460.425
17,336.0,476.7,273.0,204.975,546.9,413.8875,274.7625,479.8171875
18,366.0,483.0,271.2,202.5,562.8,432.45,277.35,475.78125
19,369.0,508.2,336.0,230.4,609.6,453.6,296.4,490.35
20,351.0,506.1,277.8,207.675,548.1,410.7375,303.7125,538.7484375
21,315.0,445.2,253.2,192.15,520.2,385.875,258.225,456.946875
6,306.0,432.6,254.4,190.8,513.6,372.6,252.6,435.225
7,372.0,525.0,360.0,252.9,656.4,474.75,307.05,533.26875
8,456.0,653.1,370.2,276.525,738.3,552.2625,371.2875,646.1765625
9,408.0,546.0,321.6,231.3,627.6,476.55,323.25,534.84375
10,339.0,476.7,279.0,203.625,547.5,435.7125,300.0375,493.5328125
