"ANO","MES","DIA","HORA","6","7","8","9","10","12","14"
2019,6,24,24,0.1,2,32,NA,NA,36,51.94
2019,6,25,1,0.1,1,34,NA,NA,36,41.7
2019,6,25,2,0.1,3,32,NA,NA,37,42.8
2019,6,25,3,0.1,2,18,NA,NA,21,50.19
2019,6,25,4,0.1,2,13,NA,NA,16,41.59
2019,6,25,5,0.1,1,12,NA,NA,14,44.55
2019,6,25,6,0.1,1,11,NA,NA,13,42.69
2019,6,25,7,0.1,2,22,NA,NA,25,34.15
2019,6,25,8,0.1,9,34,NA,NA,48,25.45
2019,6,25,9,0.2,59,66,NA,NA,157,13.76
2019,6,25,10,0.2,60,73,NA,NA,165,16.32
2019,6,25,11,0.1,31,58,NA,NA,105,31.45
2019,6,25,12,0.1,12,33,NA,NA,51,56.74
2019,6,25,13,0.1,10,30,NA,NA,45,66.69
2019,6,25,14,0.1,12,37,NA,NA,56,76.49
2019,6,25,15,0.1,13,37,NA,NA,57,77.04
2019,6,25,16,0.1,12,37,NA,NA,56,80.87
2019,6,25,17,0.1,12,39,NA,NA,58,77.24
2019,6,25,18,0.1,17,45,NA,NA,72,74.92
2019,6,25,19,0.1,27,67,NA,NA,108,62.82
2019,6,25,20,0.1,17,52,NA,NA,79,73.03
2019,6,25,21,0.1,14,59,NA,NA,80,65.61
2019,6,25,22,0.1,29,84,NA,NA,128,40.96
2019,6,25,23,0.4,130,128,NA,NA,327,3.05
2019,6,25,24,0.1,39,81,NA,NA,142,10.24
2019,6,26,1,0.2,81,92,NA,NA,217,3.15
2019,6,26,2,0.1,19,71,NA,NA,101,8.3
2019,6,26,3,0.1,1,20,NA,NA,21,59.97
2019,6,26,4,0.1,1,10,NA,NA,12,69.82
2019,6,26,5,0.1,1,12,NA,NA,14,65.24
2019,6,26,6,0.1,2,22,NA,NA,24,54.57
2019,6,26,7,0.1,10,46,NA,NA,62,34.51
2019,6,26,8,0.1,38,78,NA,NA,136,16.96
2019,6,26,9,0.1,26,59,NA,NA,98,32.11
2019,6,26,10,0.1,18,48,NA,NA,75,41.54
2019,6,26,11,0.1,15,43,NA,NA,66,51.94
2019,6,26,12,0.1,12,40,NA,NA,59,66.98
2019,6,26,13,0.1,8,35,NA,NA,48,79.67
2019,6,26,14,0.1,13,35,NA,NA,55,80.36
2019,6,26,15,0.1,14,41,NA,NA,61,82.1
2019,6,26,16,0.1,11,40,NA,NA,57,84.05
2019,6,26,17,0.1,14,44,NA,NA,65,78.56
2019,6,26,18,0.1,13,49,NA,NA,69,77.1
2019,6,26,19,0.1,17,58,NA,NA,85,70.61
2019,6,26,20,0.1,21,67,NA,NA,99,68.39
2019,6,26,21,0.1,20,74,NA,NA,105,61.4
2019,6,26,22,0.1,21,86,NA,NA,118,43.5
2019,6,26,23,0.1,25,93,NA,NA,131,27.57
2019,6,26,24,0.1,4,30,NA,NA,35,73.42
2019,6,27,1,0.1,2,19,NA,NA,21,79.24
2019,6,27,2,0.1,1,16,NA,NA,18,77.19
2019,6,27,3,0.1,1,11,NA,NA,13,79.27
2019,6,27,4,0.1,1,18,NA,NA,21,70.01
2019,6,27,5,0.1,1,13,NA,NA,15,80
2019,6,27,6,0.1,2,32,NA,NA,36,63.94
2019,6,27,7,0.1,16,75,NA,NA,100,34.34
2019,6,27,8,0.1,24,80,NA,NA,116,35.84
2019,6,27,9,0.1,39,92,NA,NA,152,28.99
2019,6,27,10,0.1,23,63,NA,NA,99,50.82
2019,6,27,11,0.1,19,56,NA,NA,86,59.51
2019,6,27,12,0.1,12,37,NA,NA,55,73.69
2019,6,27,13,0.1,16,40,NA,NA,64,71.8
2019,6,27,14,0.1,15,43,NA,NA,66,69.58
2019,6,27,15,0.1,19,49,NA,NA,78,71.95
2019,6,27,16,0.1,16,48,NA,NA,73,76.88
2019,6,27,17,0.1,15,51,NA,NA,74,77.85
2019,6,27,18,0.1,38,73,NA,NA,132,63.82
2019,6,27,19,0.1,74,80,NA,NA,193,57.79
2019,6,27,20,0.1,11,57,NA,NA,75,63.5
2019,6,27,21,0.1,8,52,NA,NA,65,74.1
2019,6,27,22,0.1,5,43,NA,NA,50,76.09
2019,6,27,23,0.1,6,43,NA,NA,53,70.05
2019,6,27,24,0.1,3,33,NA,NA,38,74.71
2019,6,28,1,0.1,1,30,NA,NA,32,76.26
2019,6,28,2,0.1,1,22,NA,NA,24,82.45
2019,6,28,3,0.1,1,29,NA,NA,31,74.94
2019,6,28,4,0.1,1,31,NA,NA,33,65.47
2019,6,28,5,0.1,2,52,NA,NA,56,37.41
2019,6,28,6,0.1,10,52,NA,NA,67,42.92
2019,6,28,7,0.1,17,74,NA,NA,100,34.17
2019,6,28,8,0.1,33,105,NA,NA,156,20.27
2019,6,28,9,0.1,31,95,NA,NA,143,31.62
2019,6,28,10,0.1,23,70,NA,NA,106,56.37
2019,6,28,11,0.1,21,70,NA,NA,102,66.74
2019,6,28,12,0.1,18,63,NA,NA,91,81.71
2019,6,28,13,0.1,21,73,NA,NA,105,81.1
2019,6,28,14,0.1,17,59,NA,NA,85,92.95
2019,6,28,15,0.1,14,60,NA,NA,81,91.01
2019,6,28,16,0.1,19,59,NA,NA,88,74.57
2019,6,28,17,0.1,16,57,NA,NA,83,72.86
2019,6,28,18,0.1,12,57,NA,NA,74,71.92
2019,6,28,19,0.1,11,66,NA,NA,83,66.48
2019,6,28,20,0.1,23,72,NA,NA,96,59.9
2019,6,28,21,0,0,0,NA,NA,0,0
2019,6,28,22,0,0,0,NA,NA,0,0
2019,6,28,23,0,0,0,NA,NA,0,0
2019,6,28,24,0,0,0,NA,NA,0,0
2019,7,1,1,0,0,0,NA,NA,0,0
2019,7,1,2,0,0,0,NA,NA,0,0
2019,7,1,3,0,0,0,NA,NA,0,0
2019,7,1,4,0,0,0,NA,NA,0,0
2019,7,1,5,0,0,0,NA,NA,0,0
2019,7,1,6,0,0,0,NA,NA,0,0
2019,7,1,7,0,0,0,NA,NA,0,0
2019,7,1,8,0,0,0,NA,NA,0,0
2019,7,1,9,0,0,0,NA,NA,0,0
2019,7,1,10,0,0,0,NA,NA,0,0
2019,7,1,11,0,0,0,NA,NA,0,0
2019,7,1,12,0,0,0,NA,NA,0,0
2019,7,1,13,0,0,0,NA,NA,0,0
2019,7,1,14,0.2,11,55,NA,NA,71,127.1
2019,7,1,15,0.3,5,42,NA,NA,50,116.7
2019,7,1,16,0.2,8,32,NA,NA,44,107.5
2019,7,1,17,0.2,6,27,NA,NA,37,95.49
2019,7,1,18,0.2,11,39,NA,NA,55,89.4
2019,7,1,19,0.2,12,42,NA,NA,61,80.46
2019,7,1,20,0.2,13,43,NA,NA,62,79.03
2019,7,1,21,0.3,17,47,NA,NA,72,73.81
2019,7,1,22,0.2,6,46,NA,NA,55,73.33
2019,7,1,23,0.2,5,38,NA,NA,46,88.47
2019,7,1,24,0.2,4,32,NA,NA,38,80.22
2019,7,2,1,0.2,2,31,NA,NA,35,75.45
2019,7,2,2,0.2,1,22,NA,NA,23,82.18
2019,7,2,3,0.2,1,29,NA,NA,30,71.02
2019,7,2,4,0.2,1,22,NA,NA,24,84.62
2019,7,2,5,0.2,1,15,NA,NA,16,86.95
2019,7,2,6,0.2,1,23,NA,NA,25,75.6
2019,7,2,7,0.2,8,55,NA,NA,66,47.39
2019,7,2,8,0.4,31,90,NA,NA,138,26.09
2019,7,2,9,0.4,29,88,NA,NA,132,32.18
2019,7,2,10,0.3,19,62,NA,NA,91,63.38
2019,7,2,11,0.2,15,53,NA,NA,76,73.02
2019,7,2,12,0.3,16,58,NA,NA,82,82.55
2019,7,2,13,0.2,11,50,NA,NA,67,109.7
2019,7,2,14,0.2,6,29,NA,NA,39,124.4
2019,7,2,15,0.2,10,39,NA,NA,55,110.9
2019,7,2,16,0.2,10,39,NA,NA,54,113.9
2019,7,2,17,0.2,14,48,NA,NA,70,104.5
2019,7,2,18,0.2,21,49,NA,NA,82,102.8
2019,7,2,19,0.2,10,39,NA,NA,55,109.9
2019,7,2,20,0.3,15,48,NA,NA,71,102.9
2019,7,2,21,0.3,9,56,NA,NA,70,99.62
2019,7,2,22,0.3,14,82,NA,NA,103,77.52
2019,7,2,23,0.4,21,121,NA,NA,153,36.84
2019,7,2,24,0.3,9,42,NA,NA,56,56.52
2019,7,3,1,0.2,2,34,NA,NA,38,62.53
2019,7,3,2,0.2,1,22,NA,NA,24,64.76
2019,7,3,3,0.2,1,16,NA,NA,18,71.38
2019,7,3,4,0.2,1,18,NA,NA,20,71.92
2019,7,3,5,0.2,1,16,NA,NA,18,74.82
2019,7,3,6,0.2,2,24,NA,NA,27,69.64
2019,7,3,7,0.3,12,63,NA,NA,81,45.58
2019,7,3,8,0.3,17,72,NA,NA,98,45.72
2019,7,3,9,0.3,16,64,NA,NA,89,58.32
2019,7,3,10,0.3,19,61,NA,NA,90,62.86
2019,7,3,11,0.2,13,50,NA,NA,70,77.13
2019,7,3,12,0.3,17,51,NA,NA,77,80.62
2019,7,3,13,0.2,15,46,NA,NA,70,84.77
2019,7,3,14,0.2,18,49,NA,NA,76,84.62
2019,7,3,15,0.2,12,43,NA,NA,62,95.32
2019,7,3,16,0.2,10,41,NA,NA,57,103.2
2019,7,3,17,0.2,10,43,NA,NA,58,98.89
2019,7,3,18,0.2,11,49,NA,NA,65,94.89
2019,7,3,19,0.2,10,54,NA,NA,69,96.64
2019,7,3,20,0.2,16,70,NA,NA,95,88.44
2019,7,3,21,0.3,22,96,NA,NA,129,66.55
2019,7,3,22,0.3,20,95,NA,NA,125,56.6
2019,7,3,23,0.3,20,85,NA,NA,115,53.35
2019,7,3,24,0.2,5,39,NA,NA,47,88.48
2019,7,4,1,0.2,3,24,NA,NA,29,89.45
2019,7,4,2,0.2,1,15,NA,NA,16,92.14
2019,7,4,3,0.2,1,12,NA,NA,14,89.69
2019,7,4,4,0.2,1,13,NA,NA,15,86.57
2019,7,4,5,0.2,1,17,NA,NA,19,84.12
2019,7,4,6,0.2,1,26,NA,NA,28,73.4
2019,7,4,7,0.2,14,59,NA,NA,80,48.63
2019,7,4,8,0.3,16,62,NA,NA,86,50.54
2019,7,4,9,0.3,18,57,NA,NA,84,59.4
2019,7,4,10,0.3,16,51,NA,NA,75,67.05
2019,7,4,11,0.2,13,45,NA,NA,64,73.08
2019,7,4,12,0.3,19,57,NA,NA,86,72.46
2019,7,4,13,0.2,15,44,NA,NA,66,90.01
2019,7,4,14,0.2,14,41,NA,NA,62,89.03
2019,7,4,15,0.2,17,46,NA,NA,71,89.71
2019,7,4,16,0.2,14,46,NA,NA,68,92.66
2019,7,4,17,0.2,11,40,NA,NA,57,96.59
2019,7,4,18,0.2,10,44,NA,NA,58,94.78
2019,7,4,19,0.2,28,59,NA,NA,102,81.14
2019,7,4,20,0.2,33,68,NA,NA,118,70.34
2019,7,4,21,0.2,10,65,NA,NA,81,78
2019,7,4,22,0.3,10,74,NA,NA,89,65.7
2019,7,4,23,0.4,35,125,NA,NA,178,19.39
2019,7,4,24,0.4,30,95,NA,NA,141,36.68
2019,7,5,1,0.2,3,29,NA,NA,33,79.86
2019,7,5,2,0.2,2,21,NA,NA,25,78.56
2019,7,5,3,0.2,1,16,NA,NA,18,77.96
2019,7,5,4,0.2,1,16,NA,NA,17,79.84
2019,7,5,5,0.2,1,20,NA,NA,21,72.14
2019,7,5,6,0.2,4,45,NA,NA,52,42.35
2019,7,5,7,0.3,25,88,NA,NA,125,9.18
2019,7,5,8,0.5,85,106,NA,NA,237,6.34
2019,7,5,9,0.3,15,54,NA,NA,77,46.29
2019,7,5,10,0.2,7,35,NA,NA,46,67.97
2019,7,5,11,0.2,12,35,NA,NA,53,76.23
2019,7,5,12,0.2,6,24,NA,NA,34,92.84
2019,7,5,13,0.2,8,29,NA,NA,42,94.18
2019,7,5,14,0.2,13,37,NA,NA,57,94.74
2019,7,5,15,0.2,8,32,NA,NA,45,100.7
2019,7,5,16,0.2,12,39,NA,NA,57,98.52
2019,7,5,17,0.2,8,32,NA,NA,44,98.9
2019,7,5,18,0.2,8,32,NA,NA,45,93.32
2019,7,5,19,0.2,31,54,NA,NA,102,79.39
2019,7,5,20,0.2,16,47,NA,NA,71,82.66
2019,7,5,21,0.2,13,43,NA,NA,62,86.41
2019,7,5,22,0.2,7,44,NA,NA,55,75.75
2019,7,5,23,0.2,13,45,NA,NA,66,62.42
2019,7,5,24,0.2,6,40,NA,NA,49,65.59
2019,7,6,1,0.3,15,59,NA,NA,82,45.21
2019,7,6,2,0.4,20,71,NA,NA,101,26.25
2019,7,6,3,0.3,13,70,NA,NA,91,21.77
2019,7,6,4,0.3,21,86,NA,NA,118,7.86
2019,7,6,5,0.3,3,47,NA,NA,52,32.8
2019,7,6,6,0.2,3,42,NA,NA,47,32.17
2019,7,6,7,0.3,15,57,NA,NA,79,13.37
2019,7,6,8,0.3,19,50,NA,NA,79,15.68
2019,7,6,9,0.3,43,66,NA,NA,132,15.91
2019,7,6,10,0.2,21,50,NA,NA,83,37.47
2019,7,6,11,0.2,10,34,NA,NA,49,58.11
2019,7,6,12,0.2,9,28,NA,NA,42,74.72
2019,7,6,13,0.2,9,25,NA,NA,39,86.7
2019,7,6,14,0.2,9,28,NA,NA,42,91.71
2019,7,6,15,0.2,7,23,NA,NA,33,96.69
2019,7,6,16,0.2,4,21,NA,NA,27,98.18
2019,7,6,17,0.2,4,19,NA,NA,24,96.79
2019,7,6,18,0.2,4,20,NA,NA,26,95.1
2019,7,6,19,0.2,7,29,NA,NA,39,89.76
2019,7,6,20,0.2,7,33,NA,NA,44,88.76
2019,7,6,21,0.2,9,35,NA,NA,49,84.98
2019,7,6,22,0.2,10,37,NA,NA,53,75.16
2019,7,6,23,0.2,7,45,NA,NA,56,65.68
2019,7,6,24,0.2,10,39,NA,NA,54,65
2019,7,7,1,0.4,45,81,NA,NA,150,27.19
2019,7,7,2,0.3,8,48,NA,NA,61,44.53
2019,7,7,3,0.2,4,36,NA,NA,43,55.09
2019,7,7,4,0.2,3,22,NA,NA,28,71.46
2019,7,7,5,0.2,1,18,NA,NA,20,71.85
2019,7,7,6,0.2,2,23,NA,NA,26,62.96
2019,7,7,7,0.2,2,30,NA,NA,33,54.39
2019,7,7,8,0.3,19,68,NA,NA,96,18.46
2019,7,7,9,0.2,5,32,NA,NA,41,54.4
2019,7,7,10,0.2,3,21,NA,NA,26,74.22
2019,7,7,11,0.2,7,28,NA,NA,39,81.12
2019,7,7,12,0.2,3,17,NA,NA,22,99.18
2019,7,7,13,0.2,4,20,NA,NA,26,102.7
2019,7,7,14,0.2,5,23,NA,NA,31,102.7
2019,7,7,15,0.2,5,26,NA,NA,35,103.7
2019,7,7,16,0.2,2,16,NA,NA,19,111.5
2019,7,7,17,0.2,2,15,NA,NA,19,110.6
2019,7,7,18,0.2,2,18,NA,NA,22,103.4
2019,7,7,19,0.2,2,18,NA,NA,20,103.6
2019,7,7,20,0.2,2,25,NA,NA,27,101.7
2019,7,7,21,0.2,1,21,NA,NA,23,103.3
2019,7,7,22,0.2,3,44,NA,NA,50,78.5
2019,7,7,23,0.3,13,65,NA,NA,84,53.81
2019,7,7,24,0.2,3,31,NA,NA,36,75.88
2019,7,8,1,0.2,3,21,NA,NA,25,80.09
2019,7,8,2,0.2,5,19,NA,NA,26,83.75
2019,7,8,3,0.2,2,21,NA,NA,25,76.93
2019,7,8,4,0.2,1,21,NA,NA,22,69.03
2019,7,8,5,0.2,1,16,NA,NA,17,61.89
2019,7,8,6,0.1,2,15,NA,NA,18,58.22
2019,7,8,7,0.2,12,49,NA,NA,67,32.57
2019,7,8,8,0.3,25,66,NA,NA,105,22.75
2019,7,8,9,0.3,25,62,NA,NA,101,26.44
2019,7,8,10,0.3,24,59,NA,NA,96,32.99
2019,7,8,11,0.2,14,35,NA,NA,56,57.6
2019,7,8,12,0.2,11,31,NA,NA,48,75.98
2019,7,8,13,0.2,11,27,NA,NA,43,87.03
2019,7,8,14,0.2,5,20,NA,NA,28,93.87
2019,7,8,15,0.2,7,24,NA,NA,35,93.45
2019,7,8,16,0.2,7,25,NA,NA,36,94.67
2019,7,8,17,0.2,9,25,NA,NA,38,94.51
2019,7,8,18,0.2,13,34,NA,NA,54,87.71
2019,7,8,19,0.2,8,29,NA,NA,42,88.06
2019,7,8,20,0.2,12,34,NA,NA,53,81.6
2019,7,8,21,0.2,4,27,NA,NA,33,87.19
2019,7,8,22,0.2,5,24,NA,NA,33,85.47
2019,7,8,23,0.2,4,17,NA,NA,23,95.63
2019,7,8,24,0.2,1,15,NA,NA,16,92.85
2019,7,9,1,0.2,4,33,NA,NA,39,69.76
2019,7,9,2,0.2,2,22,NA,NA,24,78.79
2019,7,9,3,0.1,1,19,NA,NA,20,81.62
2019,7,9,4,0.1,1,12,NA,NA,14,93.15
2019,7,9,5,0.1,1,14,NA,NA,15,85.97
2019,7,9,6,0.2,1,18,NA,NA,19,71.12
2019,7,9,7,0.2,2,27,NA,NA,29,55.44
2019,7,9,8,0.3,9,53,NA,NA,67,34.2
2019,7,9,9,0.4,14,58,NA,NA,79,41.77
2019,7,9,10,0.4,16,56,NA,NA,80,56.28
2019,7,9,11,0.3,12,36,NA,NA,54,82.9
2019,7,9,12,0.2,11,30,NA,NA,48,99.4
2019,7,9,13,0.2,5,25,NA,NA,32,111.1
2019,7,9,14,0.2,9,29,NA,NA,42,111.4
2019,7,9,15,0.2,7,34,NA,NA,44,119.1
2019,7,9,16,0.2,8,41,NA,NA,53,123.9
2019,7,9,17,0.2,6,37,NA,NA,46,125.9
2019,7,9,18,0.2,4,28,NA,NA,33,132.5
2019,7,9,19,0.3,12,70,NA,NA,89,103.7
2019,7,9,20,0.2,11,51,NA,NA,68,84.08
2019,7,9,21,0.3,9,52,NA,NA,66,77.34
2019,7,9,22,0.2,7,47,NA,NA,59,68.12
2019,7,9,23,0.2,8,44,NA,NA,56,64.17
2019,7,9,24,0.2,5,33,NA,NA,41,64.12
2019,7,10,1,0.2,2,28,NA,NA,32,64.73
2019,7,10,2,0.2,1,19,NA,NA,21,68.01
2019,7,10,3,0.2,1,15,NA,NA,16,69.2
2019,7,10,4,0.2,1,12,NA,NA,13,72.12
2019,7,10,5,0.2,1,12,NA,NA,14,73.17
2019,7,10,6,0.2,1,17,NA,NA,19,68.63
2019,7,10,7,0.2,12,45,NA,NA,63,46.54
2019,7,10,8,0.3,26,69,NA,NA,110,30.01
2019,7,10,9,0.3,25,68,NA,NA,106,37.52
2019,7,10,10,0.3,25,59,NA,NA,97,45.13
2019,7,10,11,0.3,17,48,NA,NA,74,62
2019,7,10,12,0.2,16,49,NA,NA,73,81.08
2019,7,10,13,0.2,15,51,NA,NA,74,89.77
2019,7,10,14,0.2,13,47,NA,NA,66,98.69
2019,7,10,15,0.2,6,33,NA,NA,43,115
2019,7,10,16,0.2,9,47,NA,NA,61,110.5
2019,7,10,17,0.2,7,37,NA,NA,48,126.1
2019,7,10,18,0.2,13,48,NA,NA,68,122.2
2019,7,10,19,0.2,5,43,NA,NA,51,133.5
2019,7,10,20,0.2,24,71,NA,NA,108,112.6
2019,7,10,21,0.3,20,85,NA,NA,116,110
2019,7,10,22,0.4,9,102,NA,NA,116,87.39
2019,7,10,23,0.8,55,170,NA,NA,254,17.28
2019,7,10,24,0.8,138,172,NA,NA,384,4.41
2019,7,11,1,0.8,125,153,NA,NA,345,5.06
2019,7,11,2,0.4,21,96,NA,NA,127,22.91
2019,7,11,3,0.3,3,61,NA,NA,66,35.38
2019,7,11,4,0.3,6,65,NA,NA,74,27.11
2019,7,11,5,0.3,11,66,NA,NA,84,19.35
2019,7,11,6,0.3,9,63,NA,NA,77,20.7
2019,7,11,7,0.5,102,98,NA,NA,254,6.32
2019,7,11,8,0.4,41,84,NA,NA,146,11.56
2019,7,11,9,0.5,55,92,NA,NA,177,14.96
2019,7,11,10,0.4,34,84,NA,NA,137,35.75
2019,7,11,11,0.3,24,74,NA,NA,111,52.11
2019,7,11,12,0.5,22,68,NA,NA,101,67.81
2019,7,11,13,0.5,31,80,NA,NA,128,83.86
2019,7,11,14,0.2,12,56,NA,NA,74,115.2
2019,7,11,15,0.2,10,52,NA,NA,67,131.8
2019,7,11,16,0.2,8,49,NA,NA,61,142.2
2019,7,11,17,0.2,5,49,NA,NA,57,136.4
2019,7,11,18,0.2,9,53,NA,NA,67,121.2
2019,7,11,19,0.3,75,84,NA,NA,199,91.02
2019,7,11,20,0.2,15,69,NA,NA,92,93.93
2019,7,11,21,0.2,22,93,NA,NA,126,67.4
2019,7,11,22,0.7,69,168,NA,NA,274,14.66
2019,7,11,23,1.1,177,193,NA,NA,465,2.36
2019,7,11,24,1,198,191,NA,NA,495,3.28
2019,7,12,1,1,167,166,NA,NA,422,3.43
2019,7,12,2,0.5,29,118,NA,NA,162,4.04
2019,7,12,3,0.3,6,74,NA,NA,83,26.58
2019,7,12,4,0.3,7,63,NA,NA,73,25.19
2019,7,12,5,0.4,13,78,NA,NA,98,7.65
2019,7,12,6,0.3,10,66,NA,NA,81,16.49
2019,7,12,7,0.4,26,77,NA,NA,116,11.82
2019,7,12,8,0.4,35,85,NA,NA,139,8.7
2019,7,12,9,0.5,41,94,NA,NA,158,14.12
2019,7,12,10,0.4,46,102,NA,NA,174,31.98
2019,7,12,11,0.3,21,82,NA,NA,114,56.13
2019,7,12,12,0.3,24,87,NA,NA,124,66.26
2019,7,12,13,0.3,16,80,NA,NA,104,80.97
2019,7,12,14,0.2,10,68,NA,NA,83,103.9
2019,7,12,15,0.3,12,79,NA,NA,99,120.8
2019,7,12,16,0.2,9,65,NA,NA,79,111.7
2019,7,12,17,0.2,18,67,NA,NA,96,100.7
2019,7,12,18,0.2,18,76,NA,NA,103,86.23
2019,7,12,19,0.2,15,73,NA,NA,96,87.88
2019,7,12,20,0.3,9,72,NA,NA,85,81.82
2019,7,12,21,0.4,48,116,NA,NA,189,42.04
2019,7,12,22,1,316,194,NA,NA,679,2.13
2019,7,12,23,1.2,284,196,NA,NA,632,3.8
2019,7,12,24,1.2,224,177,NA,NA,520,4.44
2019,7,13,1,0.5,63,100,NA,NA,196,27.91
2019,7,13,2,0.3,9,64,NA,NA,77,41.25
2019,7,13,3,0.4,22,86,NA,NA,119,16.08
2019,7,13,4,0.4,26,89,NA,NA,129,9.15
2019,7,13,5,0.4,35,85,NA,NA,139,9.13
2019,7,13,6,0.4,27,85,NA,NA,126,7.46
2019,7,13,7,0.3,24,84,NA,NA,121,8.73
2019,7,13,8,0.4,49,86,NA,NA,162,9.55
2019,7,13,9,0.4,51,92,NA,NA,170,15.41
2019,7,13,10,0.3,20,74,NA,NA,104,37.66
2019,7,13,11,0.3,9,51,NA,NA,64,79.77
2019,7,13,12,0.3,8,65,NA,NA,78,88.06
2019,7,13,13,0.3,7,57,NA,NA,67,83.07
2019,7,13,14,0.2,6,43,NA,NA,52,97.11
2019,7,13,15,0.2,7,38,NA,NA,48,123.8
2019,7,13,16,0.2,2,21,NA,NA,24,131.6
2019,7,13,17,0.2,3,23,NA,NA,27,108.6
2019,7,13,18,0.2,3,22,NA,NA,27,105.9
2019,7,13,19,0.2,19,41,NA,NA,70,95.03
2019,7,13,20,0.2,18,32,NA,NA,60,94.92
2019,7,13,21,0.2,5,24,NA,NA,31,92.49
2019,7,13,22,0.2,5,26,NA,NA,33,90.71
2019,7,13,23,0.2,5,22,NA,NA,30,91.48
2019,7,13,24,0.2,5,14,NA,NA,22,90.41
2019,7,14,1,0.2,2,16,NA,NA,19,81.9
2019,7,14,2,0.2,2,18,NA,NA,20,69.9
2019,7,14,3,0.2,1,13,NA,NA,14,70.11
2019,7,14,4,0.2,1,16,NA,NA,18,62.27
2019,7,14,5,0.2,1,19,NA,NA,21,58.88
2019,7,14,6,0.2,2,17,NA,NA,20,55.68
2019,7,14,7,0.2,2,14,NA,NA,16,54.53
2019,7,14,8,0.2,2,14,NA,NA,17,52.92
2019,7,14,9,0.2,2,14,NA,NA,18,62.6
2019,7,14,10,0.2,3,15,NA,NA,20,69.52
2019,7,14,11,0.2,4,17,NA,NA,23,77.19
2019,7,14,12,0.2,4,20,NA,NA,27,86.73
2019,7,14,13,0.2,6,24,NA,NA,34,92.27
2019,7,14,14,0.2,3,17,NA,NA,21,104.4
2019,7,14,15,0.2,3,28,NA,NA,33,105.3
2019,7,14,16,0.2,3,23,NA,NA,27,109.9
2019,7,14,17,0.2,3,26,NA,NA,30,109.7
2019,7,14,18,0.2,4,28,NA,NA,34,109.2
2019,7,14,19,0.2,3,30,NA,NA,35,105.3
2019,7,14,20,0.2,8,28,NA,NA,40,102.8
2019,7,14,21,0.2,2,23,NA,NA,26,92.43
2019,7,14,22,0.2,2,31,NA,NA,34,82.04
2019,7,14,23,0.2,6,46,NA,NA,55,69.55
2019,7,14,24,0.3,12,64,NA,NA,82,58.96
2019,7,15,1,0.2,4,48,NA,NA,54,72.54
2019,7,15,2,0.2,5,51,NA,NA,59,59.47
2019,7,15,3,0.2,2,34,NA,NA,37,71.22
2019,7,15,4,0.2,2,19,NA,NA,21,79.12
2019,7,15,5,0.2,1,15,NA,NA,17,80.13
2019,7,15,6,0.2,2,18,NA,NA,21,73.84
2019,7,15,7,0.2,6,41,NA,NA,49,54.58
2019,7,15,8,0.3,16,64,NA,NA,89,38.46
2019,7,15,9,0.4,29,76,NA,NA,120,36.49
2019,7,15,10,0.3,22,63,NA,NA,97,51.11
2019,7,15,11,0.3,15,54,NA,NA,78,63.06
2019,7,15,12,0.2,12,51,NA,NA,70,77.71
2019,7,15,13,0.3,13,54,NA,NA,74,88.15
2019,7,15,14,0.2,10,49,NA,NA,65,104.2
2019,7,15,15,0.2,8,37,NA,NA,49,121
2019,7,15,16,0.2,17,51,NA,NA,76,111.4
2019,7,15,17,0.2,4,27,NA,NA,34,107.3
2019,7,15,18,0.2,5,28,NA,NA,36,88.47
2019,7,15,19,0.2,7,36,NA,NA,47,79.71
2019,7,15,20,0.2,8,44,NA,NA,56,77.34
2019,7,15,21,0.2,12,45,NA,NA,63,77.38
2019,7,15,22,0.2,5,42,NA,NA,49,73.45
2019,7,15,23,0.3,10,57,NA,NA,72,55.76
2019,7,15,24,0.3,11,62,NA,NA,80,56.56
2019,7,16,1,0.2,3,40,NA,NA,45,78.45
2019,7,16,2,0.2,2,34,NA,NA,37,76.64
2019,7,16,3,0.2,1,23,NA,NA,25,78.67
2019,7,16,4,0.2,1,14,NA,NA,16,77.67
2019,7,16,5,0.2,1,18,NA,NA,19,74.26
2019,7,16,6,0.2,2,23,NA,NA,25,68.28
2019,7,16,7,0.3,11,54,NA,NA,71,44.16
2019,7,16,8,0.3,19,76,NA,NA,104,27.44
2019,7,16,9,0.3,26,72,NA,NA,112,36.33
2019,7,16,10,0.3,32,77,NA,NA,126,40.93
2019,7,16,11,0.3,15,52,NA,NA,75,69.73
2019,7,16,12,0.3,18,56,NA,NA,84,77.25
2019,7,16,13,0.2,15,55,NA,NA,78,89.5
2019,7,16,14,0.2,9,50,NA,NA,64,106.9
2019,7,16,15,0.2,7,40,NA,NA,52,111.8
2019,7,16,16,0.2,8,34,NA,NA,47,102.7
2019,7,16,17,0.2,7,33,NA,NA,43,103.8
2019,7,16,18,0.2,9,40,NA,NA,54,102.7
2019,7,16,19,0.2,17,61,NA,NA,86,87.61
2019,7,16,20,0.2,22,70,NA,NA,103,84.48
2019,7,16,21,0.3,44,99,NA,NA,167,58.88
2019,7,16,22,0.4,81,118,NA,NA,242,47.77
2019,7,16,23,0.3,8,75,NA,NA,88,60.78
2019,7,16,24,0.3,11,66,NA,NA,83,60.6
2019,7,17,1,0.2,1,25,NA,NA,27,83.24
2019,7,17,2,0.2,2,13,NA,NA,16,84.8
2019,7,17,3,0.2,1,13,NA,NA,15,79.62
