x,y,z,l,t,h,label
1.0,-0.0,-0.99,74.0,24.5,44.0,3
1.0,-0.01,-1.01,73.0,24.5,44.0,3
1.02,-0.02,-0.98,74.5,24.5,44.0,3
1.01,-0.01,-1.03,74.0,24.5,44.0,3
1.02,-0.01,-0.98,74.5,24.5,44.0,3
1.0,-0.01,-1.0,77.0,24.5,44.0,3
1.01,-0.05,-0.99,91.0,24.5,44.0,3
1.02,-0.04,-0.99,86.0,24.5,44.0,3
1.0,-0.02,-0.97,70.0,24.5,44.0,3
1.04,-0.04,-0.99,70.0,24.5,44.0,3
1.01,-0.02,-0.97,70.0,24.4,44.0,3
1.02,-0.02,-0.98,81.5,24.45,44.0,3
1.02,-0.02,-0.98,77.0,24.5,44.5,3
1.04,-0.01,-0.97,69.0,24.5,45.0,3
1.0,-0.02,-0.99,70.5,24.5,45.0,3
1.04,-0.02,-0.96,75.0,24.4,44.0,3
1.02,-0.04,-1.0,82.5,24.4,44.0,3
1.04,-0.05,-0.99,86.0,24.4,44.0,3
1.02,-0.03,-1.09,87.0,24.4,44.0,3
1.01,-0.02,-0.98,87.0,24.4,44.0,3
1.0,-0.02,-1.0,88.0,24.4,44.0,3
1.0,0.0,-1.01,87.0,24.4,44.0,3
1.01,-0.05,-1.0,83.0,24.4,44.0,3
1.02,-0.03,-1.0,78.5,24.3,44.0,3
1.02,-0.02,-1.0,78.0,24.4,44.0,3
1.01,0.01,-0.99,77.0,24.4,44.0,3
1.02,-0.02,-0.98,80.5,24.4,44.0,3
1.04,-0.05,-0.96,79.0,24.4,44.0,3
1.03,-0.05,-0.98,79.0,24.3,44.0,3
1.01,-0.01,-0.99,80.0,24.4,44.0,3
1.02,-0.04,-0.98,82.5,24.4,44.0,3
1.02,-0.0,-0.97,83.0,24.35,44.0,3
1.01,-0.05,-1.01,83.0,24.3,44.0,3
1.02,-0.05,-0.99,81.0,24.4,44.0,3
1.03,-0.05,-0.97,75.0,24.4,44.0,3
1.04,-0.03,-0.99,80.0,24.4,44.0,3
1.01,-0.02,-0.99,82.0,24.4,44.0,3
1.02,-0.04,-0.98,81.5,24.3,45.0,3
1.02,0.01,-0.98,82.5,24.3,44.0,3
1.01,-0.01,-0.97,84.0,24.3,45.0,3
1.02,-0.03,-1.02,83.5,24.3,45.0,3
1.03,-0.05,-0.99,81.0,24.3,45.0,3
1.02,-0.0,-0.98,83.5,24.3,45.0,3
1.03,-0.02,-0.99,85.0,24.3,45.0,3
1.02,-0.02,-0.98,84.0,24.3,45.0,3
1.02,-0.02,-0.98,83.5,24.25,45.0,3
1.03,-0.05,-0.99,83.0,24.2,45.0,3
1.02,-0.04,-0.98,78.5,24.3,45.0,3
1.04,-0.05,-0.97,83.0,24.2,45.0,3
1.02,-0.04,-1.0,84.0,24.25,45.0,3
1.03,-0.03,-1.0,85.0,24.3,45.0,3
1.04,-0.02,-0.99,86.0,24.3,45.0,3
1.0,0.0,-1.0,85.0,24.2,45.0,3
1.01,-0.02,-0.99,84.0,24.2,45.0,3
1.01,-0.02,-1.0,86.5,24.2,45.0,3
1.01,-0.02,-0.99,87.0,24.2,45.0,3
1.02,-0.04,-0.96,85.5,24.2,45.0,3
-0.0,-0.99,-1.08,437.6,24.0,45.1,4
0.0,-1.0,-1.11,440.0,24.0,45.0,4
-0.0,-0.99,-1.1,452.5,24.0,45.0,4
-0.0,-0.98,-1.06,447.5,24.0,45.0,4
0.02,-0.99,-1.11,442.0,24.0,45.0,4
-0.02,-1.0,-1.08,439.5,24.0,45.0,4
0.0,-0.97,-1.09,440.0,24.0,45.0,4
0.02,-0.99,-1.1,450.0,24.0,45.0,4
0.02,-1.0,-1.04,438.0,24.0,45.0,4
-0.01,-0.99,-1.08,443.5,24.0,45.0,4
-0.0,-0.98,-1.1,442.0,24.0,45.0,4
0.02,-0.99,-1.06,442.0,23.9,45.0,4
0.01,-1.0,-1.08,443.5,23.95,45.5,4
-0.02,-0.99,-1.08,441.0,24.0,46.0,4
-0.0,-1.0,-1.08,444.0,24.0,46.0,4
-0.01,-1.0,-1.09,442.0,24.0,46.0,4
0.0,-0.98,-1.1,442.0,24.0,46.5,4
0.02,-1.0,-1.1,444.0,24.0,47.0,4
0.0,-1.0,-1.09,443.0,24.0,47.0,4
0.0,-0.99,-1.06,444.0,24.0,48.0,4
-0.02,-0.99,-1.1,439.0,24.0,47.0,4
-0.01,-1.0,-1.06,441.0,23.95,47.0,4
0.0,-0.97,-1.08,439.0,23.9,47.0,4
-0.0,-0.99,-1.06,435.5,24.0,47.0,4
0.0,-0.98,-1.06,439.0,23.9,47.0,4
-0.01,-1.0,-1.04,439.0,23.9,47.0,4
-0.0,-0.99,-1.08,440.5,23.9,46.5,4
-0.01,-1.0,-1.1,448.0,23.9,46.0,4
0.0,-1.0,-1.09,448.0,23.9,47.0,4
0.02,-1.0,-1.08,449.0,23.9,47.0,4
-0.0,-0.99,-1.08,445.0,23.9,47.0,4
-0.0,-0.99,-1.1,449.5,23.9,47.0,4
0.02,-1.0,-1.06,440.0,23.9,47.0,4
-0.0,-0.98,-1.08,446.0,23.9,47.0,4
-0.01,-0.97,-1.12,440.0,23.9,47.0,4
0.0,-0.97,-1.08,446.0,23.9,47.0,4
-0.11,-1.0,-1.08,441.5,23.9,47.0,4
-0.01,-0.99,-1.06,443.0,23.9,47.0,4
0.0,-0.98,-1.06,447.5,23.9,46.0,4
-0.01,-0.99,-1.09,450.0,23.9,46.0,4
0.08,-0.99,-1.09,448.5,23.9,46.0,4
-0.01,-0.99,-1.09,444.0,23.9,46.0,4
-0.0,-1.0,-1.07,449.5,23.9,46.0,4
0.08,-1.0,-1.08,447.0,23.9,46.0,4
0.0,-1.0,-1.06,441.0,23.9,46.0,4
-0.0,-0.98,-1.09,440.5,23.9,46.0,4
-0.01,-1.0,-1.1,446.0,23.9,46.0,4
-0.0,-0.99,-1.09,446.0,23.9,47.0,4
-0.01,-0.99,-1.15,437.0,23.9,47.0,4
-0.01,-0.99,-1.14,448.5,23.9,47.5,4
-0.0,-0.99,-1.1,442.5,23.9,48.0,4
0.03,-1.0,-1.09,443.0,23.9,48.0,4
-0.01,-0.99,-1.1,445.0,23.9,48.0,4
-0.02,-0.99,-1.1,442.0,23.9,48.0,4
0.02,-0.99,-1.05,445.5,23.9,48.0,4
0.02,-0.97,-1.1,448.0,23.9,48.0,4
-0.0,-0.98,-1.1,444.5,23.9,47.0,4
0.02,-0.99,-1.09,441.0,23.9,47.0,4
-0.01,-1.0,-1.1,446.0,23.9,47.0,4
-0.0,-1.0,-1.08,444.5,23.9,47.0,4
-0.01,-0.99,-1.08,446.0,23.9,47.0,4
-0.0,-0.99,-1.08,444.0,23.9,47.0,4
0.02,-0.99,-1.09,446.0,23.9,47.0,4
-0.0,-1.0,-1.08,446.0,23.9,47.0,4
0.01,-0.99,-1.07,447.0,23.9,47.0,4
0.0,-1.0,-1.05,438.0,23.9,47.0,4
0.0,-0.99,-1.1,445.5,23.9,47.0,4
-0.01,-1.0,-1.05,439.0,23.9,47.0,4
0.0,-0.98,-1.08,445.0,23.9,47.5,4
0.0,-1.0,-1.04,450.0,23.9,48.0,4
-0.0,-1.0,-1.08,451.5,23.9,48.0,4
-0.0,-1.0,-1.08,450.5,23.9,49.0,4
-0.01,-0.99,-1.06,454.0,23.9,49.0,4
0.0,-0.99,-1.09,451.0,23.9,49.0,4
-0.01,-1.0,-1.05,448.0,23.9,49.0,4
-0.01,-0.99,-1.08,452.5,23.9,49.0,4
0.0,-0.99,-1.1,452.0,23.8,49.0,4
-0.01,-0.99,-1.1,447.0,23.9,48.0,4
-0.0,-0.99,-1.06,446.5,23.9,48.0,4
0.0,-0.96,-1.08,446.0,23.9,48.0,4
0.0,-1.0,-1.08,453.5,23.8,48.0,4
0.0,-1.0,-1.06,445.0,23.8,47.0,4
-0.0,-1.0,-1.1,453.5,23.85,47.0,4
0.0,-0.99,-1.08,450.0,23.9,47.0,4
-0.01,-0.99,-1.09,446.0,23.9,47.0,4
0.0,-0.99,-1.06,451.0,23.9,47.0,4
0.02,-0.97,-1.12,451.0,23.9,47.0,4
0.0,-0.99,-1.09,451.0,23.9,47.0,4
-0.01,-1.0,-1.05,448.0,23.9,47.0,4
-0.0,-0.99,-1.08,453.0,23.9,46.0,4
0.04,-0.99,-1.11,456.5,23.9,46.0,4
-0.01,-0.99,-1.11,457.0,23.9,46.0,4
0.0,-0.99,-1.06,441.0,23.9,46.0,4
-0.01,-1.0,-1.11,450.0,23.9,46.0,4
0.0,-0.98,-1.06,448.0,23.9,46.0,4
0.0,-1.0,-1.1,450.0,23.9,46.0,4
-0.01,-1.0,-1.12,444.0,23.9,46.5,4
0.0,-0.99,-1.1,445.5,23.9,47.0,4
0.0,-0.97,-1.11,438.0,23.9,47.0,4
0.0,-0.98,-1.1,441.5,23.9,47.0,4
0.02,-0.97,-1.06,448.0,23.9,47.0,4
-0.0,-0.99,-1.1,454.5,23.9,47.0,4
-0.01,-0.99,-1.11,466.0,23.9,47.0,4
0.0,-0.97,-1.1,426.5,23.9,47.0,4
-0.01,-1.0,-1.08,428.5,23.8,47.0,4
0.0,-1.0,-1.05,432.0,23.8,47.0,4
-0.0,-1.0,-1.1,425.5,23.85,46.5,4
0.0,-0.96,-1.1,427.0,23.9,46.0,4
-0.08,-0.99,-1.1,451.0,23.8,46.0,4
0.0,-1.0,-1.11,377.0,23.9,46.0,4
0.0,-0.99,-1.12,364.5,23.85,46.0,4
0.08,-0.99,-1.12,368.0,23.85,46.0,4
-0.01,-1.0,-1.16,370.0,23.9,46.0,4
-0.0,-1.0,-1.12,342.0,23.8,46.0,4
-0.01,-1.0,-1.14,338.0,23.8,46.0,4
0.01,-1.0,-1.12,329.0,23.8,46.0,4
0.0,-1.0,-1.06,327.0,23.8,46.0,4
-0.0,-0.99,-1.1,318.0,23.8,46.0,4
0.0,-1.0,-1.12,320.0,23.9,46.0,4
0.0,-0.99,-1.11,362.0,23.8,47.0,4
-0.0,-0.98,-1.13,326.5,23.8,47.0,4
0.0,-1.0,-1.1,333.0,23.8,47.0,4
-0.01,-0.99,-1.1,331.0,23.8,47.0,4
-0.01,-0.99,-1.1,327.5,23.8,47.0,4
0.0,-0.99,-1.12,326.0,23.8,47.0,4
0.0,-0.99,-1.1,328.5,23.8,46.5,4
0.02,-1.01,-1.09,332.0,23.8,46.0,4
0.0,-1.0,-1.1,330.0,23.8,46.0,4
0.0,-0.99,-1.09,334.0,23.8,46.0,4
0.0,-0.99,-1.11,335.0,23.8,46.0,4
-0.0,-0.99,-1.14,334.0,23.8,46.0,4
-0.01,-0.99,-1.08,334.0,23.8,46.0,4
-0.0,-0.98,-1.12,327.0,23.8,46.0,4
0.0,-0.99,-1.15,333.0,23.8,46.0,4
0.01,-1.0,-1.11,331.5,23.8,46.0,4
-0.01,-1.0,-1.1,327.0,23.8,46.0,4
0.01,-0.97,-1.14,330.0,23.8,46.0,4
-0.0,-1.0,-1.1,330.5,23.8,46.0,4
0.0,-0.99,-1.1,335.0,23.7,46.0,4
-0.0,-1.0,-1.12,331.0,23.7,46.0,4
0.0,-0.99,-1.09,329.0,23.7,46.0,4
0.0,-0.98,-1.14,330.5,23.8,46.0,4
0.0,-0.99,-1.11,331.0,23.8,46.0,4
-0.01,-0.99,-1.11,335.5,23.8,46.0,4
-0.0,-0.98,-1.1,331.5,23.8,46.0,4
-0.01,-0.99,-1.17,337.0,23.8,46.0,4
-0.02,-1.0,-1.1,330.5,23.7,46.0,4
-0.01,-0.99,-1.15,334.0,23.7,46.0,4
0.0,-0.99,-1.11,332.5,23.7,46.0,4
-0.01,-0.99,-1.12,337.0,23.7,46.0,4
0.0,-1.0,-1.14,335.5,23.7,46.0,4
-0.01,-1.0,-1.13,328.0,23.7,46.0,4
0.0,-1.0,-1.12,327.0,23.7,46.0,4
0.0,-0.98,-1.11,333.5,23.7,46.0,4
-0.01,-1.0,-1.09,328.0,23.7,46.0,4
-0.01,-0.98,-1.14,333.0,23.7,46.0,4
-0.01,-1.0,-1.11,331.0,23.7,46.0,4
-0.0,-0.99,-1.14,324.5,23.7,46.0,4
0.01,-0.99,-1.12,321.5,23.7,46.0,4
0.0,-0.99,-1.12,320.0,23.7,46.0,4
-0.0,-0.98,-1.11,320.0,23.7,46.0,4
-0.01,-1.0,-1.09,325.0,23.7,46.0,4
0.02,-0.99,-1.13,319.5,23.7,46.0,4
-0.01,-0.98,-1.16,319.0,23.7,46.0,4
0.0,-0.99,-1.14,316.0,23.7,46.0,4
0.0,-0.98,-1.14,319.0,23.7,46.0,4
0.0,-0.97,-1.1,313.0,23.6,46.0,4
0.0,-0.98,-1.09,318.5,23.65,46.0,4
0.0,-1.0,-1.16,314.0,23.7,46.0,4
0.0,-0.96,-1.09,320.0,23.6,46.0,4
0.01,-1.0,-1.1,319.5,23.7,46.0,4
-0.01,-1.0,-1.16,320.0,23.8,46.0,4
-0.0,-1.0,-1.1,319.5,23.700000000000003,46.0,4
0.0,-1.0,-1.1,320.0,23.6,46.0,4
0.01,-0.98,-1.1,320.0,23.7,46.0,4
0.0,-0.97,-1.1,320.0,23.6,46.0,4
0.0,-0.98,-1.11,319.0,23.65,46.0,4
0.0,-0.99,-1.11,321.0,23.65,46.0,4
0.02,-1.0,-1.17,320.0,23.6,46.0,4
-0.02,-1.0,-1.08,328.5,23.7,46.0,4
0.0,-0.97,-1.11,333.0,23.6,46.0,4
0.02,-0.99,-1.12,332.5,23.6,46.0,4
0.0,-1.0,-1.12,333.0,23.6,46.0,4
-0.0,-0.99,-1.13,333.5,23.6,46.0,4
0.0,-1.0,-1.13,334.5,23.6,46.0,4
0.0,-1.0,-1.17,330.0,23.7,46.0,4
0.0,-0.99,-1.1,332.5,23.65,46.0,4
0.0,-1.0,-1.08,322.0,23.6,46.0,4
0.99,0.03,-1.4,641.46875,23.568750000000005,47.0,5
1.09,0.0,-1.36,647.5,23.5,47.0,5
1.03,0.02,-1.34,640.0,23.5,47.0,5
1.02,0.01,-1.37,634.0,23.5,47.0,5
1.03,-0.01,-1.37,633.0,23.5,47.0,5
1.01,-0.01,-1.36,641.5,23.5,47.0,5
1.03,0.02,-1.39,642.0,23.5,47.0,5
1.02,-0.0,-1.36,639.0,23.5,47.0,5
1.0,-0.01,-1.35,632.5,23.5,47.0,5
1.01,-0.01,-1.37,637.0,23.5,47.0,5
1.0,0.01,-1.36,631.5,23.5,47.0,5
1.0,0.02,-1.37,648.0,23.4,47.0,5
1.0,0.04,-1.36,632.0,23.45,47.0,5
1.0,0.02,-1.36,638.0,23.5,47.0,5
1.0,0.02,-1.36,634.0,23.5,47.0,5
1.0,0.0,-1.36,644.5,23.5,47.0,5
1.0,-0.02,-1.32,635.0,23.4,47.0,5
1.02,0.01,-1.35,635.0,23.4,47.0,5
1.01,0.04,-1.37,637.0,23.4,47.0,5
1.0,0.02,-1.36,640.0,23.5,47.0,5
1.0,0.0,-1.36,640.0,23.5,47.0,5
1.0,0.01,-1.35,630.0,23.4,47.0,5
1.0,0.01,-1.36,643.0,23.4,47.0,5
1.0,0.01,-1.36,637.0,23.4,47.0,5
1.0,-0.0,-1.36,643.5,23.4,47.0,5
1.0,-0.02,-1.36,628.0,23.4,47.0,5
1.0,0.02,-1.35,644.0,23.4,47.0,5
1.0,0.02,-1.36,633.5,23.4,47.0,5
1.0,0.04,-1.35,644.0,23.4,47.0,5
1.0,0.02,-1.36,631.0,23.4,47.0,5
1.0,-0.01,-1.35,630.0,23.4,48.0,5
1.0,0.0,-1.36,633.0,23.4,48.0,5
1.03,0.02,-1.36,644.0,23.4,48.0,5
1.0,0.02,-1.34,646.0,23.4,48.0,5
1.0,0.0,-1.37,645.5,23.4,48.0,5
0.99,0.04,-1.39,647.0,23.4,48.0,5
1.0,0.02,-1.34,640.0,23.4,48.0,5
1.0,0.08,-1.36,631.0,23.4,48.0,5
1.0,0.01,-1.35,637.0,23.4,48.0,5
1.0,0.04,-1.36,629.0,23.4,48.0,5
1.0,0.0,-1.36,644.5,23.4,48.0,5
1.0,0.0,-1.38,646.5,23.4,48.0,5
1.0,0.01,-1.35,648.0,23.4,48.0,5
1.02,-0.02,-1.38,646.5,23.4,48.0,5
1.0,0.02,-1.36,643.0,23.4,48.0,5
1.01,0.0,-1.35,643.0,23.4,48.0,5
1.0,0.06,-1.36,644.0,23.4,48.0,5
1.02,0.01,-1.37,634.5,23.4,48.0,5
1.01,-0.0,-1.36,639.5,23.4,48.0,5
1.03,-0.02,-1.37,632.0,23.4,48.0,5
1.0,0.01,-1.36,638.5,23.4,48.0,5
1.01,0.02,-1.35,635.0,23.4,48.0,5
1.0,0.01,-1.36,630.0,23.4,48.0,5
1.0,-0.01,-1.37,627.0,23.4,48.0,5
1.0,0.01,-1.33,641.5,23.4,48.0,5
1.0,-0.02,-1.36,632.0,23.4,48.0,5
0.99,0.04,-1.35,631.0,23.4,48.0,5
1.0,0.04,-1.36,640.0,23.4,48.0,5
1.03,0.04,-1.37,632.0,23.4,48.0,5
1.03,0.02,-1.36,631.5,23.4,48.0,5
1.0,0.02,-1.36,640.5,23.4,48.0,5
1.01,0.01,-1.37,650.0,23.4,48.0,5
1.0,0.03,-1.36,637.5,23.4,48.0,5
1.0,0.02,-1.36,639.0,23.4,48.0,5
1.0,0.02,-1.36,638.0,23.4,48.0,5
1.03,0.04,-1.37,639.0,23.4,48.0,5
0.99,-0.01,-1.36,633.5,23.4,48.0,5
1.0,0.0,-1.36,633.5,23.5,48.0,5
1.0,0.04,-1.35,627.0,23.4,48.0,5
1.02,0.02,-1.36,642.0,23.4,48.0,5
1.01,-0.02,-1.35,649.0,23.4,48.0,5
1.0,0.02,-1.36,644.0,23.4,48.0,5
1.01,0.01,-1.39,630.0,23.5,48.0,5
1.03,0.04,-1.36,633.5,23.45,48.0,5
1.02,0.02,-1.34,646.0,23.45,48.0,5
1.0,0.04,-1.36,644.0,23.5,48.0,5
1.0,0.04,-1.37,645.0,23.5,48.0,5
1.01,0.01,-1.35,641.0,23.5,48.0,5
1.0,-0.01,-1.35,639.5,23.5,48.0,5
1.01,0.01,-1.36,651.0,23.5,48.0,5
1.02,0.02,-1.38,636.5,23.4,48.0,5
1.0,0.02,-1.36,641.5,23.5,48.0,5
1.01,0.02,-1.37,651.0,23.5,48.0,5
1.0,0.0,-1.36,643.0,23.5,48.0,5
1.0,-0.02,-1.35,644.0,23.5,48.0,5
1.04,0.01,-1.36,644.5,23.4,48.0,5
1.0,-0.01,-1.34,645.0,23.5,48.0,5
1.0,0.02,-1.38,646.5,23.5,48.0,5
1.0,0.02,-1.36,646.0,23.5,48.0,5
1.01,0.02,-1.36,638.0,23.5,48.0,5
1.0,-0.01,-1.36,646.0,23.5,48.0,5
1.0,0.02,-1.35,640.5,23.5,48.0,5
0.99,-0.02,-1.36,649.0,23.5,48.0,5
0.99,0.02,-1.37,651.0,23.5,48.0,5
1.01,0.01,-1.34,644.0,23.5,48.0,5
1.01,0.02,-1.36,644.5,23.4,48.0,5
1.01,0.02,-1.37,641.0,23.5,48.0,5
1.02,-0.0,-1.38,639.5,23.5,48.0,5
0.99,0.01,-1.34,647.0,23.5,48.0,5
1.01,0.04,-1.34,641.5,23.5,48.0,5
1.0,-0.01,-1.35,648.0,23.5,48.0,5
1.03,-0.02,-1.34,633.0,23.5,48.0,5
1.0,0.02,-1.36,635.0,23.5,48.0,5
1.0,-0.01,-1.37,652.0,23.5,48.0,5
1.0,-0.0,-1.36,638.5,23.5,48.0,5
1.0,0.02,-1.35,649.0,23.5,48.0,5
1.0,0.0,-1.36,637.0,23.5,48.0,5
1.0,-0.02,-1.36,644.5,23.5,48.0,5
1.03,0.01,-1.35,635.0,23.5,48.0,5
1.0,0.01,-1.36,646.5,23.5,48.0,5
1.0,0.01,-1.39,648.0,23.5,48.0,5
1.0,0.01,-1.35,644.0,23.5,48.0,5
0.99,0.02,-1.34,650.0,23.5,48.0,5
1.0,0.02,-1.36,638.5,23.5,48.0,5
1.0,-0.01,-1.36,632.5,23.5,48.0,5
1.0,0.04,-1.36,634.0,23.5,48.0,5
1.0,0.04,-1.36,647.5,23.5,48.0,5
1.01,0.01,-1.39,634.0,23.5,48.0,5
1.0,0.02,-1.36,645.0,23.5,48.0,5
1.0,-0.02,-1.36,647.0,23.5,48.0,5
1.0,0.04,-1.36,636.0,23.5,48.0,5
1.0,0.0,-1.36,648.5,23.5,48.0,5
1.01,-0.02,-1.36,648.0,23.5,48.0,5
1.02,0.01,-1.36,636.0,23.5,48.0,5
1.0,0.04,-1.31,630.0,23.5,48.0,5
1.02,0.02,-1.36,633.0,23.5,48.0,5
1.0,0.02,-1.34,630.0,23.5,48.0,5
1.0,0.01,-1.36,638.5,23.5,48.0,5
1.0,0.03,-1.36,631.5,23.5,48.0,5
1.01,-0.01,-1.34,644.0,23.5,48.0,5
1.0,0.04,-1.36,635.5,23.5,48.0,5
0.99,-0.02,-1.35,645.0,23.5,48.0,5
1.0,0.01,-1.36,643.5,23.5,48.0,5
1.01,0.04,-1.27,631.0,23.5,48.0,5
1.0,0.04,-1.35,638.5,23.5,48.0,5
1.0,-0.01,-1.35,636.5,23.5,48.0,5
1.01,-0.02,-1.36,650.0,23.5,48.0,5
0.99,0.04,-1.35,643.0,23.5,48.0,5
1.0,-0.01,-1.36,640.0,23.5,48.0,5
1.01,0.0,-1.4,633.0,23.5,48.0,5
0.99,-0.02,-1.37,640.0,23.5,48.0,5
1.01,0.0,-1.38,634.5,23.5,48.0,5
1.0,-0.01,-1.35,632.0,23.5,48.0,5
1.0,-0.02,-1.36,650.0,23.5,48.0,5
1.01,0.01,-1.37,644.0,23.5,48.0,5
1.0,0.04,-1.37,632.0,23.5,48.0,5
1.02,-0.01,-1.36,645.0,23.4,48.0,5
1.0,-0.02,-1.36,638.5,23.5,48.0,5
1.01,-0.05,-1.37,642.0,23.4,48.0,5
1.02,0.01,-1.36,640.0,23.45,48.0,5
1.01,0.1,-1.37,648.0,23.5,48.0,5
1.0,0.02,-1.38,638.0,23.5,48.0,5
1.0,0.02,-1.37,636.0,23.4,48.0,5
1.01,-0.01,-1.36,643.0,23.45,48.0,5
1.02,0.03,-1.37,649.0,23.5,48.0,5
0.99,0.04,-1.37,641.0,23.5,48.0,5
0.99,0.02,-1.35,636.5,23.4,48.0,5
1.0,-0.01,-1.35,646.0,23.4,48.0,5
1.01,0.02,-1.36,632.5,23.4,48.0,5
1.03,0.04,-1.36,632.0,23.4,48.0,5
1.0,0.04,-1.36,643.0,23.4,48.0,5
1.01,0.04,-1.36,642.5,23.3,48.0,5
1.0,0.02,-1.32,636.0,23.4,48.0,5
1.0,-0.01,-1.36,639.0,23.4,48.0,5
1.01,0.01,-1.36,643.0,23.4,48.0,5
1.0,-0.0,-1.35,630.5,23.4,48.0,5
1.0,0.02,-1.36,631.0,23.4,48.0,5
1.0,0.0,-1.37,636.0,23.4,48.0,5
1.0,0.0,-1.35,635.5,23.4,48.0,5
1.01,0.02,-1.34,636.0,23.4,48.0,5
1.0,0.0,-1.34,634.5,23.4,48.0,5
1.0,0.04,-1.4,633.0,23.4,48.0,5
1.02,0.02,-1.38,642.0,23.4,48.0,5
1.0,0.06,-1.35,641.0,23.4,48.0,5
1.01,0.01,-1.36,644.0,23.4,48.0,5
1.0,0.02,-1.36,645.0,23.4,48.0,5
1.01,0.06,-1.35,642.0,23.4,48.0,5
0.9,0.0,-1.36,650.5,23.4,48.0,5
1.0,0.04,-1.34,640.0,23.4,48.0,5
1.0,0.02,-1.36,644.5,23.4,48.0,5
1.0,0.01,-1.31,640.0,23.4,48.0,5
1.0,0.02,-1.36,635.5,23.4,48.0,5
1.01,0.02,-1.35,643.5,23.4,48.0,5
1.0,0.01,-1.37,633.0,23.4,48.0,5
1.0,0.01,-1.37,641.0,23.4,48.0,5
1.0,-0.01,-1.36,633.0,23.4,48.0,5
1.02,0.02,-1.36,641.5,23.4,48.0,5
0.01,-0.02,-0.01,745.2222222222222,23.47619047619049,46.04761904761905,1
0.0,-0.01,-0.02,743.0,20.4,27.0,1
0.03,-0.05,-0.02,742.0,20.4,27.0,1
0.0,-0.04,-0.01,741.0,20.4,27.0,1
0.0,-0.02,-0.02,741.0,20.4,27.0,1
0.04,-0.02,0.0,742.0,20.4,27.0,1
0.01,-0.04,0.01,742.5,20.4,27.0,1
0.0,0.01,0.01,741.0,20.4,27.0,1
0.0,-0.05,-0.01,742.5,20.4,27.0,1
0.03,0.01,-0.02,743.0,20.4,27.0,1
0.0,-0.02,0.0,742.5,20.45,27.0,1
0.01,-0.01,0.01,742.0,20.45,26.5,1
0.0,-0.01,-0.01,743.0,20.4,26.0,1
0.0,-0.02,-0.03,742.5,20.5,26.0,1
0.0,-0.05,0.0,741.0,20.4,26.0,1
0.0,-0.06,-0.01,742.0,20.4,26.0,1
0.01,-0.04,0.02,742.0,20.4,26.0,1
0.0,-0.02,-0.01,742.0,20.4,26.0,1
0.0,-0.02,0.0,742.0,20.4,26.0,1
0.0,-0.08,-0.01,742.0,20.4,26.0,1
0.02,-0.04,0.0,741.5,20.4,26.0,1
0.0,-0.05,-0.01,742.0,20.4,26.0,1
0.0,-0.04,0.03,743.0,20.4,26.0,1
0.0,-0.02,0.0,742.5,20.5,26.0,1
0.02,-0.05,-0.01,742.0,20.3,26.0,1
-0.0,0.0,-0.01,742.0,20.35,26.0,1
-0.01,-0.02,0.19,742.0,20.4,26.0,1
0.08,-0.05,-0.01,742.0,20.4,26.0,1
0.03,-0.02,-0.02,742.0,20.3,26.0,1
0.0,-0.06,-0.01,742.0,20.3,26.0,1
0.02,0.0,0.02,742.0,20.3,26.0,1
0.0,-0.02,0.01,743.0,20.3,26.0,1
0.02,-0.04,0.02,742.5,20.3,26.0,1
0.0,-0.02,-0.01,743.0,20.3,26.0,1
0.0,-0.02,-0.01,742.5,20.3,26.0,1
-0.01,-0.06,-0.05,742.0,20.3,26.0,1
-0.0,-0.01,-0.02,742.0,20.3,26.0,1
0.0,-0.02,0.0,742.5,20.3,26.0,1
-0.01,-0.02,-0.01,742.0,20.3,26.0,1
0.0,-0.02,0.01,743.0,20.3,26.0,1
0.0,-0.02,-0.04,742.0,20.3,26.0,1
0.0,-0.04,-0.01,743.0,20.3,26.0,1
0.0,0.01,0.01,743.0,20.3,26.0,1
0.02,-0.04,0.01,742.5,20.25,26.0,1
0.0,-0.02,0.0,743.0,20.25,26.0,1
0.0,-0.05,0.01,742.0,20.3,26.0,1
-0.0,-0.04,0.09,742.0,20.3,26.0,1
0.02,-0.05,0.01,743.0,20.2,26.0,1
0.0,-0.02,-0.02,742.0,20.2,26.0,1
0.0,-0.02,-0.02,742.0,20.2,26.0,1
0.01,-0.03,0.0,742.5,20.2,27.0,1
0.01,-0.04,0.03,742.5,20.3,27.0,1
0.0,0.02,0.0,742.0,20.2,27.0,1
0.01,-0.03,-0.01,742.5,20.2,27.0,1
0.02,-0.02,0.0,743.0,20.2,27.0,1
0.01,-0.05,0.01,742.0,20.2,27.0,1
0.04,-0.05,-0.02,742.0,20.2,27.0,1
0.0,-0.05,-0.01,742.5,20.2,27.0,1
-0.0,-0.04,-0.02,742.0,20.2,27.0,1
0.02,-0.01,-0.06,743.0,20.2,27.0,1
0.02,-0.04,0.0,742.5,20.2,27.0,1
0.0,-0.05,0.02,742.0,20.2,26.0,1
0.0,-0.03,-0.03,742.0,20.2,26.0,1
0.0,-0.0,-0.01,743.0,20.2,26.0,1
0.02,-0.05,-0.19,743.0,20.2,26.0,1
0.01,-0.04,0.0,743.0,20.2,26.0,1
0.02,-0.06,-0.01,743.0,20.2,26.0,1
0.0,-0.04,-0.02,742.0,20.2,26.0,1
-0.01,-0.05,0.0,742.0,20.2,26.0,1
