acex,acey,acez,gyrox,gyroy,gyroz,timestamp
0.34375,0.00781,0.95703,1.25217,1.87826,-1.04348,19:41.6
0.34766,0.00781,0.96094,1.18261,2.08696,-0.76522,19:41.6
0.34375,0.01172,0.96484,1.18261,1.87826,-0.69565,19:41.7
0.33984,0.01172,0.96484,1.32174,1.94783,-0.76522,19:41.7
0.33984,0.01563,0.96094,1.6,1.94783,-0.76522,19:41.8
0.34766,0.01563,0.96094,1.25217,1.87826,-0.76522,19:41.8
0.34375,0.01172,0.96484,1.46087,1.94783,-0.55652,19:41.9
0.34375,0.01172,0.96094,1.25217,2.15652,-0.69565,19:41.9
0.34375,0.01172,0.96484,1.18261,1.73913,-0.69565,19:41.9
0.33984,0.01563,0.96875,1.46087,2.01739,-0.55652,19:42.0
0.33984,0.01172,0.96094,1.18261,1.66957,-0.76522,19:42.0
0.34375,0.01563,0.95703,1.25217,1.8087,-0.76522,19:42.1
0.33984,0.01172,0.96484,1.25217,1.6,-0.76522,19:42.1
0.33984,0.01172,0.96484,1.11304,1.8087,-0.76522,19:42.1
0.34375,0.00781,0.95703,1.18261,1.87826,-0.69565,19:42.2
0.34375,0.01172,0.96094,1.25217,1.66957,-0.90435,19:42.2
0.34375,0.01563,0.96875,1.6,2.08696,-0.76522,19:42.3
0.34766,0.01172,0.96484,1.25217,1.87826,-0.62609,19:42.3
0.33984,0.01172,0.96875,1.25217,1.87826,-0.69565,19:42.4
0.34375,0.01563,0.96875,1.32174,1.73913,-0.83478,19:42.4
0.34375,0.00781,0.96094,1.18261,2.15652,-0.62609,19:42.5
0.34375,0.01172,0.96484,1.04348,1.94783,-0.76522,19:42.5
0.34766,0.00781,0.95703,1.04348,1.87826,-0.90435,19:42.5
0.33984,0.01172,0.96094,1.11304,1.87826,-0.97391,19:42.6
0.34375,0.00781,0.96094,0.97391,1.73913,-0.97391,19:42.6
0.34375,0.01563,0.96094,1.18261,1.87826,-0.90435,19:42.7
0.34375,0.01563,0.96484,1.32174,1.73913,-0.69565,19:42.7
0.34375,0.01172,0.96094,1.11304,1.87826,-0.83478,19:42.7
0.34766,0.00391,0.95703,1.18261,1.87826,-0.90435,19:42.8
0.34375,0.01172,0.96484,1.25217,1.87826,-0.69565,19:42.8
0.34766,0.01172,0.96094,1.18261,2.01739,-0.55652,19:42.9
0.33594,0.01172,0.96094,1.46087,1.94783,-0.83478,19:42.9
0.34375,0.01172,0.96484,0.97391,1.66957,-0.76522,19:43.0
0.34375,0.01172,0.96094,1.3913,1.87826,-0.83478,19:43.0
0.33594,0.00781,0.96094,1.3913,1.8087,-0.69565,19:43.0
0.33984,0.01172,0.96094,1.25217,1.87826,-0.62609,19:43.1
0.34375,0.00781,0.96094,1.18261,2.01739,-0.76522,19:43.1
0.33984,0.01563,0.96094,1.3913,2.01739,-0.62609,19:43.2
0.34766,0.01172,0.96484,0.90435,1.87826,-0.62609,19:43.2
0.34375,0.01172,0.96094,1.18261,1.8087,-0.62609,19:43.2
0.34375,0.00781,0.95703,1.18261,1.87826,-0.76522,19:43.3
0.34766,0.01172,0.95703,1.25217,1.94783,-0.76522,19:43.3
0.34375,0.01172,0.96484,1.25217,1.73913,-0.69565,19:43.4
0.34375,0.00781,0.95703,1.25217,1.73913,-0.69565,19:43.4
0.34375,0.01172,0.96094,1.3913,2.01739,-0.69565,19:43.5
0.34375,0.01172,0.96094,1.11304,1.8087,-0.76522,19:43.5
0.34375,0.01563,0.96484,1.11304,1.94783,-0.83478,19:43.6
0.34766,0.00781,0.95703,1.25217,2.01739,-0.62609,19:43.6
0.34375,0.01172,0.95703,1.25217,1.73913,-0.69565,19:43.6
0.33984,0.01172,0.96484,1.32174,1.8087,-0.83478,19:43.7
0.34766,0.00781,0.96094,1.18261,1.8087,-0.69565,19:43.7
0.33984,0.00781,0.96094,1.25217,2.01739,-0.76522,19:43.8
0.33984,0.01172,0.96094,1.25217,1.73913,-0.69565,19:43.8
0.34375,0.01563,0.96094,1.25217,2.01739,-0.69565,19:43.9
0.34375,0.01563,0.96484,1.11304,1.73913,-0.69565,19:43.9
0.34766,0.01172,0.96094,1.25217,1.73913,-0.69565,19:43.9
0.34375,0.01172,0.95703,1.3913,1.73913,-0.76522,19:44.0
0.34766,0.01172,0.96094,1.32174,2.15652,-0.97391,19:44.0
0.34375,0.01172,0.96094,1.32174,1.66957,-0.90435,19:44.1
0.34375,0.01172,0.95703,1.25217,2.08696,-0.97391,19:44.1
0.34766,0.01563,0.96484,1.25217,1.94783,-0.76522,19:44.1
0.34766,0.01172,0.96484,1.18261,1.6,-0.83478,19:44.2
0.33984,0.00781,0.96484,1.46087,1.94783,-0.76522,19:44.2
0.34375,0.01563,0.96484,1.32174,1.94783,-0.69565,19:44.3
0.33984,0.01563,0.96094,1.32174,2.01739,-0.76522,19:44.3
0.34375,0.01172,0.96484,1.18261,1.73913,-0.76522,19:44.4
0.34375,0.01172,0.96484,1.3913,1.8087,-0.69565,19:44.4
0.34375,0.01563,0.96094,1.32174,1.8087,-0.55652,19:44.4
0.34375,0.01172,0.96484,1.3913,1.8087,-0.83478,19:44.5
0.33594,0.01172,0.96484,1.25217,1.73913,-0.76522,19:44.5
0.34375,0.00781,0.96484,1.04348,2.15652,-0.62609,19:44.6
0.34375,0.01172,0.96484,1.11304,1.94783,-0.83478,19:44.6
0.34375,0.01172,0.95703,1.32174,1.94783,-0.76522,19:44.7
0.33984,0.01172,0.96484,1.32174,2.15652,-0.90435,19:44.7
0.34766,0.00781,0.96484,1.04348,2.15652,-0.62609,19:44.7
0.34375,0.01172,0.96094,1.18261,1.87826,-0.76522,19:44.8
0.34375,0.01563,0.96484,1.32174,1.94783,-0.69565,19:44.8
0.34375,0.01172,0.95703,1.32174,2.08696,-0.76522,19:44.9
0.34375,0.01563,0.96094,1.18261,1.94783,-0.97391,19:44.9
0.33984,0.01172,0.96094,1.3913,1.94783,-0.83478,19:44.9
0.33984,0.01172,0.95703,1.25217,2.15652,-0.83478,19:45.0
0.34766,0.01172,0.96484,1.11304,2.01739,-0.55652,19:45.0
0.34375,0.00781,0.96094,1.18261,1.87826,-0.69565,19:45.1
0.34375,0.01172,0.96484,1.32174,1.94783,-0.76522,19:45.1
0.33984,0.01563,0.95703,1.3913,2.08696,-0.83478,19:45.2
0.34766,0.01172,0.96094,1.25217,1.73913,-0.55652,19:45.2
0.34375,0.00781,0.95703,1.25217,1.94783,-0.55652,19:45.2
0.34375,0.01172,0.95313,1.53043,1.73913,-0.69565,19:45.3
0.34375,0.01563,0.95703,1.11304,1.87826,-0.62609,19:45.3
0.34375,0.01563,0.96094,1.3913,2.01739,-0.83478,19:45.4
0.34375,0.00781,0.96484,1.18261,1.8087,-0.76522,19:45.4
0.33984,0.01172,0.96094,1.04348,1.87826,-0.76522,19:45.4
0.34375,0.01172,0.96484,1.3913,2.01739,-0.76522,19:45.5
0.34375,0.01172,0.96094,1.3913,1.66957,-0.69565,19:45.5
0.34375,0.00781,0.95703,1.18261,1.66957,-0.76522,19:45.6
0.34766,0.01172,0.96875,1.11304,1.94783,-0.62609,19:45.6
0.34375,0.01172,0.96094,1.18261,1.87826,-0.48696,19:45.7
0.34375,0.01172,0.96094,1.18261,1.87826,-0.83478,19:45.7
0.34375,0.01563,0.96484,1.46087,2.08696,-0.69565,19:45.8
0.34766,0.01172,0.96094,1.11304,2.01739,-0.76522,19:45.8
0.34766,0.01172,0.95703,1.18261,2.08696,-0.69565,19:45.8
0.34375,0.01172,0.95703,1.18261,1.8087,-0.48696,19:45.9
0.34375,0.01172,0.95703,1.25217,1.8087,-0.62609,19:45.9
0.33984,0.01563,0.96094,1.32174,1.94783,-0.83478,19:46.0
0.34375,0.01563,0.95703,1.04348,1.87826,-0.76522,19:46.0
0.34375,0.01563,0.96484,1.3913,1.94783,-0.90435,19:46.0
0.33984,0.01172,0.95703,1.25217,2.15652,-0.90435,19:46.1
0.34375,0.01172,0.95703,1.32174,1.94783,-0.48696,19:46.1
0.33984,0.01172,0.96094,1.3913,1.87826,-0.76522,19:46.2
0.33984,0.01563,0.96484,1.18261,1.73913,-1.04348,19:46.2
0.34375,0.01172,0.96484,1.11304,1.94783,-0.83478,19:46.3
0.33984,0.01172,0.96484,1.32174,1.66957,-0.62609,19:46.3
0.34375,0.01172,0.95313,1.18261,2.15652,-0.83478,19:46.3
0.34766,0.01172,0.96094,1.32174,1.87826,-0.97391,19:46.4
0.34766,0.01172,0.96094,1.32174,1.94783,-0.62609,19:46.4
0.34375,0.01172,0.95703,1.32174,1.87826,-0.76522,19:46.5
0.34766,0.00781,0.96094,1.3913,1.87826,-0.83478,19:46.5
0.34375,0.01172,0.95703,1.32174,1.8087,-0.90435,19:46.5
0.34375,0.01563,0.95703,1.04348,1.8087,-0.62609,19:46.6
0.34375,0.00781,0.96094,1.18261,1.6,-0.76522,19:46.6
0.34375,0.01172,0.95703,1.25217,2.01739,-0.90435,19:46.7
0.34375,0.00781,0.96484,1.32174,2.01739,-0.62609,19:46.7
0.34375,0.01172,0.96094,1.46087,1.87826,-0.83478,19:46.8
0.34766,0.00781,0.96484,1.25217,1.8087,-0.90435,19:46.8
0.34375,0.01172,0.96094,1.11304,1.87826,-0.69565,19:46.8
0.34375,0.01172,0.95703,1.25217,1.73913,-0.62609,19:46.9
0.34375,0.01172,0.96094,1.11304,1.73913,-0.69565,19:46.9
0.33984,0.01563,0.96094,1.46087,1.87826,-0.76522,19:47.0
0.34766,0.00781,0.96094,1.18261,2.08696,-0.83478,19:47.0
0.34766,0.00781,0.95313,1.25217,1.8087,-0.55652,19:47.1
0.34375,0.00781,0.96094,1.18261,2.01739,-0.76522,19:47.1
0.34766,0.01172,0.96484,1.11304,2.01739,-0.83478,19:47.1
0.33984,0.01172,0.96094,1.32174,2.01739,-0.83478,19:47.2
0.34375,0.01172,0.96484,1.25217,1.94783,-0.90435,19:47.2
0.33984,0.01172,0.96094,1.32174,2.08696,-1.04348,19:47.3
0.34375,0.01172,0.95703,1.46087,1.8087,-0.83478,19:47.3
0.34375,0.01172,0.96484,1.11304,1.73913,-0.55652,19:47.3
0.34375,0.00781,0.96094,1.32174,1.8087,-0.76522,19:47.4
0.33984,0.01563,0.96094,1.04348,1.8087,-0.62609,19:47.4
0.33984,0.01172,0.95703,1.18261,1.8087,-0.48696,19:47.5
0.34766,0.01172,0.96094,1.53043,1.87826,-0.76522,19:47.5
0.34766,0.01563,0.96875,1.11304,1.8087,-0.76522,19:47.6
0.33984,0.01172,0.96484,1.04348,1.87826,-0.69565,19:47.6
0.34375,0.01172,0.96875,1.25217,2.01739,-0.62609,19:47.7
0.34375,0.01563,0.96484,1.04348,2.01739,-0.83478,19:47.7
0.33984,0.01563,0.96094,0.97391,1.94783,-0.76522,19:47.7
0.34375,0.00781,0.96484,1.18261,2.01739,-0.55652,19:47.8
0.34375,0.01172,0.96094,1.04348,1.87826,-0.90435,19:47.8
0.33984,0.00781,0.96484,1.11304,1.73913,-0.55652,19:47.9
0.33984,0.01172,0.96484,1.18261,1.94783,-1.11304,19:47.9
0.34375,0.01172,0.96484,1.11304,1.8087,-0.76522,19:47.9
0.34375,0.01172,0.96094,1.11304,1.94783,-0.69565,19:48.0
0.34375,0.00781,0.96094,1.53043,2.01739,-0.83478,19:48.0
0.34375,0.01172,0.96875,1.11304,1.87826,-0.76522,19:48.1
0.33984,0.00781,0.95703,1.18261,2.01739,-0.69565,19:48.1
0.34766,0.01172,0.96484,1.11304,2.01739,-0.69565,19:48.2
0.34375,0.01563,0.95703,1.25217,1.66957,-0.55652,19:48.2
0.34375,0.00781,0.96094,1.25217,1.8087,-0.90435,19:48.2
0.33984,0.01172,0.96094,1.18261,1.73913,-0.69565,19:48.3
0.34375,0.01172,0.96484,1.25217,1.73913,-0.76522,19:48.3
0.34375,0.01172,0.96484,1.25217,2.01739,-0.83478,19:48.4
0.34766,0.00781,0.96484,1.18261,1.73913,-0.83478,19:48.4
0.34375,0.01172,0.96094,1.25217,1.87826,-0.83478,19:48.5
0.34375,0.01563,0.96484,1.32174,2.01739,-0.83478,19:48.5
0.33984,0.01172,0.96094,1.18261,1.94783,-0.76522,19:48.5
0.34375,0.00781,0.96094,1.11304,1.73913,-0.69565,19:48.6
0.33984,0.00781,0.96094,1.18261,1.94783,-0.69565,19:48.6
0.34766,0.00781,0.96484,1.25217,2.01739,-0.83478,19:48.7
0.33984,0.01172,0.96094,1.18261,1.94783,-0.90435,19:48.7
0.33984,0.01172,0.95703,1.25217,2.01739,-0.83478,19:48.8
0.33984,0.01563,0.96484,1.32174,1.73913,-0.69565,19:48.8
0.33984,0.01172,0.96484,1.18261,2.08696,-0.83478,19:48.8
0.34375,0.00781,0.95313,1.3913,2.08696,-1.04348,19:48.9
0.34375,0.01563,0.96484,1.25217,2.08696,-0.76522,19:48.9
0.34375,0.01172,0.96094,1.32174,2.01739,-0.83478,19:49.0
0.33984,0.01172,0.96094,1.32174,1.8087,-0.62609,19:49.0
0.34375,0.01172,0.95703,1.25217,1.87826,-0.69565,19:49.0
0.34375,0.01172,0.96094,1.25217,1.94783,-1.04348,19:49.1
0.34375,0.01172,0.96094,1.25217,2.01739,-0.69565,19:49.1
0.34375,0.01172,0.96094,1.18261,1.73913,-0.97391,19:49.2
0.33984,0.01172,0.96484,1.18261,1.87826,-0.62609,19:49.2
0.33984,0.01172,0.95703,1.3913,1.94783,-0.69565,19:49.3
0.34766,0.00781,0.95313,1.25217,2.08696,-0.97391,19:49.3
0.34375,0.01563,0.95703,1.53043,2.08696,-0.90435,19:49.3
0.34766,0.01172,0.95703,1.32174,1.66957,-0.83478,19:49.4
0.34375,0.01172,0.96094,1.25217,2.01739,-0.83478,19:49.4
0.34375,0.01172,0.96094,1.32174,1.87826,-0.76522,19:49.5
0.34766,0.00781,0.95703,1.32174,2.01739,-0.69565,19:49.5
0.34766,0.00781,0.96484,1.53043,1.8087,-0.83478,19:49.6
0.34375,0.00781,0.96094,1.25217,1.87826,-0.69565,19:49.6
0.33984,0.01172,0.95703,1.25217,1.53043,-0.69565,19:49.6
0.34375,0.01172,0.95703,1.32174,1.8087,-0.83478,19:49.7
0.34766,0.01172,0.95703,0.83478,1.66957,-0.83478,19:49.7
0.34375,0.01172,0.95313,1.18261,1.87826,-0.62609,19:49.8
0.34766,0.01172,0.96484,1.11304,1.73913,-0.62609,19:49.8
0.34766,0.00781,0.96484,1.11304,1.73913,-0.90435,19:49.9
0.34375,0.01563,0.96484,1.25217,2.01739,-0.83478,19:49.9
0.34375,0.00781,0.96484,1.32174,1.94783,-0.76522,19:49.9
0.34375,0.01172,0.96094,1.32174,1.8087,-0.69565,19:50.0
0.34375,0.00781,0.96094,1.46087,2.08696,-0.83478,19:50.0
0.33984,0.01172,0.95703,1.25217,2.08696,-0.76522,19:50.1
0.34766,0.00781,0.96094,1.25217,1.94783,-0.90435,19:50.1
0.34375,0.01172,0.96484,1.32174,1.66957,-0.69565,19:50.2
0.33984,0.01172,0.96094,1.18261,2.08696,-0.55652,19:50.2
0.34375,0.00781,0.96094,1.25217,2.08696,-0.83478,19:50.2
0.34375,0.00781,0.96094,1.46087,1.87826,-0.34783,19:50.3
0.34766,0.01172,0.96094,1.46087,1.8087,-0.69565,19:50.3
0.34375,0.01172,0.96094,1.32174,1.87826,-0.69565,19:50.4
0.34375,0.01563,0.96484,1.25217,1.73913,-0.83478,19:50.4
0.34766,0.01172,0.95703,1.32174,1.87826,-0.83478,19:50.5
0.34375,0.00781,0.95703,1.25217,1.87826,-0.76522,19:50.5
0.34375,0.01172,0.95313,1.18261,1.94783,-0.69565,19:50.5
0.34375,0.01172,0.96094,1.3913,1.8087,-0.83478,19:50.6
0.34375,0.01172,0.95703,1.32174,1.94783,-0.83478,19:50.6
0.34375,0.01172,0.95703,1.11304,1.87826,-0.83478,19:50.7
0.34766,0.01563,0.96484,1.11304,1.8087,-0.76522,19:50.7
0.34375,0.00781,0.96094,1.11304,2.01739,-0.83478,19:50.7
0.34375,0.00781,0.96094,1.32174,2.01739,-0.76522,19:50.8
0.34375,0.01172,0.96484,1.18261,1.8087,-0.62609,19:50.8
0.34375,0.01172,0.96484,1.25217,1.87826,-0.83478,19:50.9
0.34375,0.01563,0.96484,1.11304,1.87826,-0.83478,19:50.9
0.35156,0.00781,0.96094,1.25217,1.73913,-0.76522,19:51.0
0.34766,0.01172,0.96484,1.46087,2.08696,-0.62609,19:51.0
0.33984,0.01563,0.96484,0.97391,1.94783,-0.69565,19:51.0
0.34375,0.01172,0.96094,1.3913,1.87826,-0.83478,19:51.1
0.34375,0.01172,0.96094,1.25217,1.94783,-0.83478,19:51.1
0.33984,0.01172,0.96484,1.25217,1.73913,-0.90435,19:51.2
0.34375,0.01172,0.95703,1.18261,2.01739,-0.83478,19:51.2
0.34375,0.01172,0.96094,1.18261,2.08696,-0.69565,19:51.3
0.34766,0.00781,0.96094,1.18261,1.73913,-0.83478,19:51.3
0.33984,0.00781,0.96484,1.6,1.8087,-0.83478,19:51.3
0.34375,0.00781,0.96094,1.25217,1.94783,-0.55652,19:51.4
0.34766,0.01172,0.96094,1.32174,1.73913,-0.90435,19:51.4
0.34375,0.00781,0.96094,1.46087,1.8087,-0.83478,19:51.5
0.33984,0.00781,0.96484,1.04348,1.94783,-0.90435,19:51.5
0.33984,0.01172,0.95703,1.32174,1.94783,-0.83478,19:51.5
0.33984,0.01172,0.96484,1.25217,2.22609,-0.83478,19:51.6
0.33984,0.01172,0.96484,1.46087,1.94783,-0.48696,19:51.6
0.34375,0.00781,0.95703,1.04348,1.8087,-0.62609,19:51.7
0.33984,0.01172,0.95703,1.25217,1.8087,-0.83478,19:51.7
0.33984,0.01563,0.96094,1.11304,1.8087,-0.69565,19:51.8
0.33984,0.01172,0.95703,1.25217,2.01739,-0.83478,19:51.8
0.33984,0.00781,0.95703,1.11304,1.87826,-0.69565,19:51.8
0.34375,0.01172,0.95703,1.66957,2.08696,-0.76522,19:51.9
0.33984,0.01563,0.96484,1.25217,2.15652,-0.69565,19:51.9
0.34766,0.01172,0.96484,1.18261,1.87826,-0.76522,19:52.0
0.34375,0.00781,0.96094,1.04348,2.08696,-0.76522,19:52.0
0.34766,0.01172,0.96094,1.04348,1.8087,-0.69565,19:52.1
0.34375,0.00781,0.95703,1.32174,1.94783,-0.76522,19:52.1
0.34766,0.01172,0.96484,1.32174,2.01739,-0.83478,19:52.1
0.34766,0.01172,0.95703,1.32174,2.01739,-0.76522,19:52.2
0.34375,0.01172,0.95703,1.11304,1.87826,-0.76522,19:52.2
0.34375,0.00781,0.96875,1.46087,1.87826,-0.76522,19:52.3
0.33984,0.01172,0.96094,1.3913,2.15652,-0.90435,19:52.3
0.34375,0.01172,0.95703,1.3913,1.73913,-0.62609,19:52.4
0.34375,0.01172,0.96875,0.97391,1.87826,-0.76522,19:52.4
0.33984,0.01563,0.96094,1.11304,1.73913,-0.76522,19:52.4
0.34375,0.01563,0.96094,1.53043,1.73913,-0.76522,19:52.5
0.34375,0.01172,0.96094,1.18261,1.8087,-0.90435,19:52.5
0.34375,0.01563,0.96484,1.3913,2.08696,-0.69565,19:52.6
0.34375,0.01563,0.96094,1.32174,2.08696,-0.76522,19:52.6
0.33984,0.01563,0.96484,1.3913,2.08696,-0.76522,19:52.6
0.34766,0.01172,0.96484,1.46087,1.66957,-0.62609,19:52.7
0.34375,0.01172,0.96094,1.25217,2.08696,-0.55652,19:52.7
0.34375,0.01172,0.95703,1.18261,1.94783,-0.69565,19:52.8
0.33984,0.01172,0.96484,1.25217,2.08696,-0.90435,19:52.8
0.34375,0.01563,0.96484,1.46087,2.01739,-0.83478,19:52.9
0.34375,0.01172,0.96094,1.18261,2.08696,-1.04348,19:52.9
0.34375,0.00781,0.96094,1.32174,2.01739,-0.41739,19:52.9
0.34375,0.01563,0.96094,1.3913,1.94783,-0.62609,19:53.0
0.34766,0.01563,0.96484,1.18261,2.15652,-0.62609,19:53.0
0.33984,0.01172,0.96484,1.32174,1.87826,-0.62609,19:53.1
0.33984,0.00781,0.95703,1.3913,1.8087,-0.90435,19:53.1
0.33984,0.01563,0.96094,1.18261,1.87826,-0.83478,19:53.2
0.34766,0.00781,0.96094,1.46087,1.87826,-0.76522,19:53.2
0.34375,0.01172,0.96094,1.11304,1.87826,-0.90435,19:53.2
0.34766,0.01172,0.96484,1.25217,2.01739,-0.76522,19:53.3
0.34375,0.00781,0.96484,1.32174,1.87826,-0.69565,19:53.3
0.34766,0.01172,0.96094,1.3913,2.15652,-0.69565,19:53.4
0.34766,0.01172,0.96094,1.11304,1.87826,-0.55652,19:53.4
0.34375,0.01172,0.96094,1.18261,1.8087,-0.76522,19:53.5
0.33984,0.01172,0.96094,1.32174,1.87826,-0.76522,19:53.5
0.34375,0.01172,0.96094,1.32174,1.8087,-0.69565,19:53.5
0.34375,0.01172,0.96094,1.25217,2.01739,-0.69565,19:53.6
0.34375,0.01172,0.95703,1.25217,2.08696,-0.83478,19:53.6
0.33984,0.01563,0.95703,1.3913,1.87826,-0.76522,19:53.7
0.34375,0.01563,0.96094,1.11304,2.08696,-0.55652,19:53.7
0.34375,0.01172,0.95703,1.04348,2.08696,-0.69565,19:53.7
0.34375,0.01172,0.96484,1.11304,2.01739,-0.69565,19:53.8
0.33984,0.00781,0.95703,1.25217,1.73913,-0.83478,19:53.8
0.34375,0.01563,0.95703,1.18261,1.8087,-0.76522,19:53.9
0.34375,0.01563,0.95703,1.32174,2.01739,-0.62609,19:53.9
0.34375,0.01172,0.96484,1.04348,2.22609,-0.69565,19:54.0
0.34766,0.01172,0.96094,1.32174,1.8087,-1.11304,19:54.0
0.34375,0.01563,0.96484,1.32174,1.87826,-0.90435,19:54.0
0.34375,0.01172,0.96094,1.18261,1.94783,-0.62609,19:54.1
0.34375,0.01172,0.96094,1.11304,1.8087,-0.62609,19:54.1
0.34375,0.01172,0.96484,1.32174,1.8087,-0.76522,19:54.2
0.34766,0.00781,0.96094,1.18261,2.01739,-0.90435,19:54.2
0.34375,0.01563,0.96094,1.3913,1.87826,-0.76522,19:54.3
0.34766,0.00781,0.95703,1.46087,2.08696,-0.62609,19:54.3
0.33984,0.01172,0.95703,1.18261,1.87826,-0.69565,19:54.3
0.34375,0.00781,0.96094,1.3913,2.08696,-0.69565,19:54.4
0.34766,0.00781,0.96094,1.11304,2.01739,-0.62609,19:54.4
0.34766,0.01172,0.96094,1.04348,1.94783,-0.69565,19:54.5
0.34375,0.01172,0.96484,1.3913,1.8087,-0.69565,19:54.5
0.33984,0.01172,0.96094,1.46087,1.94783,-0.90435,19:54.6
0.34766,0.00781,0.96094,1.18261,1.8087,-0.90435,19:54.6
0.34375,0.01172,0.96484,1.32174,1.8087,-0.69565,19:54.6
0.33984,0.01172,0.96484,1.32174,1.8087,-0.69565,19:54.7
0.34375,0.01172,0.96094,1.25217,1.8087,-0.69565,19:54.7
0.34766,0.00781,0.96094,1.25217,1.94783,-0.90435,19:54.8
0.33984,0.01172,0.96094,1.32174,2.15652,-0.97391,19:54.8
0.34375,0.00781,0.95703,1.6,1.94783,-0.97391,19:54.8
0.33984,0.01172,0.95703,1.18261,1.8087,-0.90435,19:54.9
0.34375,0.00781,0.96484,1.25217,1.87826,-0.62609,19:54.9
0.34375,0.00781,0.96094,1.25217,2.08696,-0.76522,19:55.0
0.34375,0.00781,0.96484,1.18261,2.01739,-0.76522,19:55.0
0.34375,0.00781,0.96094,1.3913,1.66957,-0.69565,19:55.1
0.34766,0.01172,0.95703,1.53043,1.8087,-0.76522,19:55.1
0.34375,0.00781,0.96094,1.18261,1.73913,-0.90435,19:55.2
0.34766,0.01172,0.95703,1.11304,1.87826,-0.83478,19:55.2
0.33984,0.01563,0.95703,1.04348,1.73913,-0.90435,19:55.2
0.34375,0.01563,0.96094,1.46087,2.01739,-0.90435,19:55.3
0.34766,0.01172,0.96094,1.11304,2.08696,-0.83478,19:55.3
0.34375,0.01172,0.96094,1.46087,1.94783,-0.69565,19:55.4
0.34375,0.01563,0.96484,1.3913,1.94783,-0.76522,19:55.4
0.34375,0.01172,0.96094,0.90435,2.08696,-0.76522,19:55.4
0.34375,0.01172,0.96484,1.18261,1.73913,-0.69565,19:55.5
0.34375,0.01172,0.96094,1.3913,2.08696,-0.83478,19:55.5
0.34766,0.01172,0.96094,1.3913,2.01739,-0.90435,19:55.6
0.34375,0.01172,0.95703,1.25217,1.46087,-0.62609,19:55.6
0.34375,0.01172,0.96484,1.3913,2.22609,-0.69565,19:55.7
0.33984,0.01172,0.96094,1.3913,1.8087,-0.76522,19:55.7
0.33984,0.01172,0.96094,1.18261,2.08696,-0.90435,19:55.7
0.34375,0.01563,0.96484,1.3913,1.8087,-0.76522,19:55.8
0.34375,0.01172,0.96094,1.25217,1.73913,-0.97391,19:55.8
0.34375,0.01172,0.96484,1.11304,2.08696,-0.48696,19:55.9
0.33984,0.01172,0.95703,1.25217,1.8087,-0.62609,19:55.9
0.34766,0.00781,0.96484,1.25217,2.01739,-0.83478,19:55.9
0.34766,0.00781,0.95703,1.3913,2.01739,-0.83478,19:56.0
0.34375,0.01172,0.96094,1.53043,1.94783,-0.97391,19:56.0
0.34766,0.01563,0.96094,1.32174,1.8087,-0.76522,19:56.1
0.34375,0.01172,0.96484,1.32174,1.94783,-0.83478,19:56.1
0.34375,0.00781,0.96094,1.46087,1.94783,-0.48696,19:56.2
0.34766,0.01172,0.95703,1.3913,2.01739,-0.69565,19:56.2
0.35156,0.00781,0.96094,1.18261,2.08696,-0.69565,19:56.3
0.33984,0.01563,0.95703,1.18261,2.01739,-0.62609,19:56.3
0.34375,0.01172,0.96484,1.46087,2.15652,-0.76522,19:56.3
0.34375,0.01172,0.96484,1.3913,1.94783,-0.69565,19:56.4
0.34375,0.01172,0.96094,1.32174,1.73913,-0.62609,19:56.4
0.34766,0.00781,0.96484,1.11304,1.66957,-0.69565,19:56.5
0.33984,0.01172,0.95703,1.18261,1.8087,-0.69565,19:56.5
0.34375,0.01172,0.96094,1.25217,1.94783,-0.69565,19:56.5
0.34766,0.00781,0.95703,1.32174,1.94783,-0.62609,19:56.6
0.34375,0.01172,0.96094,1.3913,2.15652,-0.62609,19:56.6
0.34375,0.01172,0.96484,1.25217,1.87826,-0.83478,19:56.7
0.34375,0.01172,0.96094,1.46087,2.01739,-1.11304,19:56.7
0.34375,0.01172,0.96094,1.25217,1.94783,-0.97391,19:56.8
0.33984,0.00781,0.96875,1.18261,1.94783,-0.48696,19:56.8
0.34375,0.01563,0.96484,0.97391,1.87826,-0.69565,19:56.8
0.34375,0.01172,0.95703,1.25217,1.8087,-0.97391,19:56.9
0.34766,0.00781,0.96094,1.25217,1.94783,-0.76522,19:56.9
0.34766,0.01172,0.96484,1.04348,1.87826,-0.62609,19:57.0
0.34766,0.01172,0.96094,1.11304,1.66957,-0.69565,19:57.0
0.34375,0.01172,0.96484,1.3913,1.87826,-0.55652,19:57.1
0.34375,0.01172,0.96484,1.25217,1.94783,-0.69565,19:57.1
0.34375,0.01172,0.95313,1.18261,1.8087,-0.69565,19:57.1
0.34375,0.00781,0.96094,1.25217,2.08696,-0.69565,19:57.2
0.34375,0.01172,0.96094,1.32174,2.15652,-0.76522,19:57.2
0.34375,0.00781,0.96094,0.90435,2.01739,-0.90435,19:57.3
0.33984,0.01172,0.96484,1.11304,1.8087,-0.69565,19:57.3
0.34375,0.01172,0.96094,1.25217,1.87826,-0.62609,19:57.4
0.34375,0.00781,0.96484,1.32174,1.73913,-0.62609,19:57.4
0.34375,0.00781,0.95703,1.04348,1.87826,-0.55652,19:57.4
0.33984,0.01172,0.96094,1.32174,1.87826,-0.62609,19:57.5
0.34766,0.01563,0.96484,1.3913,1.6,-0.69565,19:57.5
