Fecha,NMT,Nombre,Ld,Le,Ln,LAeq24,LAS01,LAS10,LAS50,LAS90,LAS99
sep-22,19,Alto Extremadura,"60,8","59,4","53,4","59,1","68,4","61,3",54,"42,7","36,3"
sep-22,20,Avda de Moratalaz,"61,2","61,1","53,9","59,8","68,1","61,9","55,2",44,"38,2"
sep-22,24,Casa de Campo,"49,3","48,3","45,6","48,2","55,7","50,1","44,8",42,"41,5"
sep-22,25,Santa Eugenia,"68,3","67,6","63,7","67,1","71,5","69,2","66,9","59,5","51,4"
sep-22,26,Embajada,"61,9","60,5","57,4","60,6","67,7","63,8","58,6","52,4","44,8"
sep-22,27,Barajas Pueblo,61,"58,9","55,9","59,5","69,4","62,9",53,"44,3",39
sep-22,28,Cuatro Vientos,"63,7","61,7","55,5","61,8","70,8",65,"56,7","39,8","33,3"
sep-22,29,El Pardo,"57,9",56,59,"58,1","65,4","59,7","49,9","36,8","31,1"
sep-22,30,Campo de las Naciones,60,"59,3","52,4","58,5","65,9","61,1","56,9","43,2","38,9"
sep-22,31,Sanchinarro,"63,1","62,8","54,4","61,6","72,6","65,3","52,5","43,1","40,3"
sep-22,47,Méndez Álvaro,"63,8","56,5",51,"61,2","68,9","55,7","48,6","40,5","37,2"
sep-22,48,Castellana,"60,5","58,9",55,59,"65,9","60,8","56,7","49,7","44,4"
sep-22,50,Pza de Castilla,"66,2","65,2","61,3","64,9","71,6","66,2","62,3","54,4","49,4"
sep-22,54,Ensanche de Vallecas,"60,6","60,3","56,8","59,6","66,5","62,3","56,7","48,1","47,2"
sep-22,55,Urbanización Embajada II,"56,4","54,6","51,9","55,1","63,9","57,2","50,1",43,"38,4"
sep-22,86,Tres Olivos,"59,8","54,8","49,6","57,4","64,9","57,6","48,3","37,1","34,5"
oct-22,1,Paseo de Recoletos,"64,3","64,3","61,4","63,6","70,9","65,9","60,5","52,8","47,1"
oct-22,2,Carlos V,"68,5","68,6","66,1","67,9","75,9","69,1","65,1","59,9","55,4"
oct-22,3,Plaza del Carmen,"63,1","63,4","59,8","62,3","71,2","64,5","58,2","50,6","46,4"
oct-22,4,Plaza de España,"63,1","66,9","59,9","63,3","72,5","64,9","59,8","54,1","49,6"
oct-22,5,Barrio del Pilar,"63,1","68,7","64,1",65,"70,5","65,4","58,4","44,5","38,2"
oct-22,6,Gregorio Marañón,"69,5","69,1","65,5","68,5","76,5","71,1","64,8","57,1","50,3"
oct-22,8,Escuelas Aguirre,"66,3","66,3","62,8","65,4","73,4","68,1","62,4","54,8","45,9"
oct-22,10,Cuatro Caminos,69,"63,9","58,5","66,7","74,1","66,7","58,3","47,9","44,7"
oct-22,11,Ramón y Cajal,"69,6","69,9","63,5","68,4","75,1","70,8","65,7","50,6","42,7"
oct-22,12,Plaza Manuel Becerra,"63,6","63,8","57,7","62,4","71,1","63,8",59,"49,8","42,7"
oct-22,13,Vallecas,"61,1","57,8","50,5","58,9",67,"60,2",53,"41,8","39,1"
oct-22,14,Glorieta Fdez. Ladreda,"63,5","63,3","59,1","62,4","69,1","63,8","60,3","53,3","47,6"
oct-22,16,Arturo Soria,"60,5","59,5","53,4","58,9","66,8","60,9","54,5","40,4","35,7"
oct-22,17,Villaverde,"58,2","59,1",49,"56,9",66,"58,1",51,"41,7","38,9"
oct-22,18,Farolillo,"56,5","58,7","49,1","55,7","65,3",57,"49,3","41,8","40,7"
oct-22,19,Alto Extremadura,"59,9","59,6","53,6","58,6","67,7","61,2",54,"42,9","36,9"
oct-22,20,Avda de Moratalaz,"61,8","61,4","53,8","60,3","68,5","62,4","55,7","43,6","38,4"
oct-22,24,Casa de Campo,"50,5","48,9","44,5","48,9","56,7","50,9","45,6","42,7",42
oct-22,25,Santa Eugenia,"68,9","68,5","64,4","67,7","71,7","69,8","67,6","60,1","52,1"
oct-22,26,Embajada,"62,5","61,5","58,2","61,3","68,4","64,5","59,4","53,1","45,8"
oct-22,27,Barajas Pueblo,"61,1","59,4","55,8","59,6","69,5","63,2","53,3","44,1","39,4"
oct-22,28,Cuatro Vientos,"63,6","61,9","55,6","61,8","70,7","65,4",57,"39,8","34,4"
oct-22,29,El Pardo,"57,8","55,8","50,1",56,"64,9","59,7","48,8","32,6","28,6"
oct-22,30,Campo de las Naciones,"59,9","60,1","56,6","59,1","66,6","61,1",57,"44,7","40,7"
oct-22,31,Sanchinarro,"63,7","63,2","53,1",62,"73,1","65,8",53,"42,9",40
oct-22,47,Méndez Álvaro,"63,7","55,6","49,8",61,"70,2","58,2","48,2","40,6","38,8"
oct-22,48,Castellana,"60,6","59,4","55,6","59,3",66,"60,9",57,"49,8","44,2"
oct-22,50,Pza de Castilla,"66,5","65,8","61,4","65,2","71,9","66,5","62,6","54,4","49,2"
oct-22,54,Ensanche de Vallecas,61,"60,7","54,4","59,6","66,9","62,8","57,4","48,3","47,2"
oct-22,55,Urbanización Embajada II,"59,7","54,6","53,7","57,7","64,9","57,6","50,5","43,6","39,3"
oct-22,86,Tres Olivos,"58,9","55,2","47,5","56,7","64,8","57,7","47,9","36,1",34
nov-22,1,Paseo de Recoletos,"65,6","64,8","62,3","64,6","72,3","66,9","61,3","53,4","47,5"
nov-22,2,Carlos V,"69,7","68,1","64,6","68,2","76,1","69,1","64,6","58,9","54,4"
nov-22,3,Plaza del Carmen,"64,6","62,1","59,9","63,1","71,9","65,3","57,9","50,5","46,6"
nov-22,4,Plaza de España,64,"65,4","59,7","63,3","72,7","63,9","59,8","54,5","50,1"
nov-22,5,Barrio del Pilar,63,"61,1","53,9","61,1","68,5","63,7","57,7",44,"37,8"
nov-22,6,Gregorio Marañón,"70,2","69,6","65,8",69,"76,9","71,9","65,6","57,7","50,5"
nov-22,8,Escuelas Aguirre,"67,2","66,5","63,4","66,1",74,69,"63,2","55,7","46,7"
nov-22,10,Cuatro Caminos,"65,2","64,3","59,5","63,8","72,4",67,"59,2","48,6","45,3"
nov-22,11,Ramón y Cajal,"71,6","69,7","63,9","69,8","76,6","72,2","66,7","51,7","42,8"
nov-22,12,Plaza Manuel Becerra,"63,9","63,2",58,"62,5","71,1",64,"59,5","50,9","44,1"
nov-22,13,Vallecas,"61,8","56,6","50,6","59,4","67,4","60,7",54,42,"39,3"
nov-22,14,Glorieta Fdez. Ladreda,"64,2","63,1","59,2","62,8","69,6","64,4","60,9","53,9","48,3"
nov-22,16,Arturo Soria,"61,4","59,8","54,5","59,7","67,2","62,3",56,"42,1","37,4"
nov-22,17,Villaverde,62,"56,9","48,7","59,6","67,1","59,1","51,3","42,5","39,9"
nov-22,18,Farolillo,"57,4","57,1",50,56,"65,3","56,9","49,4","41,9","40,9"
nov-22,19,Alto Extremadura,"71,7","59,6","53,6","68,8","69,1","62,3","55,2","44,4","38,7"
nov-22,20,Avda de Moratalaz,"62,5","61,6","55,2","60,9","69,6","63,2","56,1","44,2","39,5"
nov-22,24,Casa de Campo,"50,2","47,5","45,6","48,7","56,5","50,8","45,9","43,3","42,6"
nov-22,25,Santa Eugenia,"70,1","69,5","65,2","68,8","72,8",71,"68,7","60,8","52,7"
nov-22,26,Embajada,"63,5","62,2","58,6","62,1","69,3","65,5","60,3","52,6","44,9"
nov-22,27,Barajas Pueblo,"61,9","60,1","55,9","60,3","70,2",64,"53,7","44,4","40,5"
nov-22,28,Cuatro Vientos,"72,5","62,7","57,1","69,7","72,8","67,1","58,7","42,3",37
nov-22,29,El Pardo,"58,9","55,6","51,2","56,9","66,2","60,8","49,6","33,5",29
nov-22,30,Campo de las Naciones,"68,6","58,2","53,3","65,8","66,9",61,"56,4","45,5","42,5"
nov-22,31,Sanchinarro,"64,8","64,2",55,"63,1",74,"67,1","54,9","45,3","42,2"
nov-22,47,Méndez Álvaro,"65,4","54,7","49,9","62,6","70,3","56,6","48,1","41,2","39,4"
nov-22,48,Castellana,"60,8","60,3","56,2","59,7","66,3",62,58,"50,6","44,7"
nov-22,50,Pza de Castilla,"66,8","66,5","61,8","65,6",72,"67,3","63,4","55,2","49,7"
nov-22,54,Ensanche de Vallecas,62,"61,9",55,"60,6","67,7","63,9","58,4","48,8","47,8"
nov-22,55,Urbanización Embajada II,"56,1","55,4","49,1","54,6","63,5","56,8","50,2","42,8","38,6"
nov-22,86,Tres Olivos,"58,7",55,"49,1","56,6","65,2","58,5","49,6","37,3","34,2"
dic-22,1,Paseo de Recoletos,"65,2","64,2","62,1","64,2","71,9","66,7","61,3","53,8","48,3"
dic-22,2,Carlos V,"70,3","70,6","65,5","69,2","76,2","69,8",65,"58,9","54,2"
dic-22,3,Plaza del Carmen,64,"62,5",60,"62,8",72,"64,4","57,5","50,6",47
dic-22,4,Plaza de España,"63,7","65,2","60,2","63,2","71,9","64,6","60,6","54,7","50,4"
dic-22,5,Barrio del Pilar,"62,5","61,8",55,"60,9","68,4","63,7","57,8","45,2","38,5"
dic-22,6,Gregorio Marañón,"70,7",70,"66,4","69,5","76,9","72,4","66,1","58,8","52,2"
dic-22,8,Escuelas Aguirre,"67,9","66,9","63,8","66,7","74,3","69,4","63,6",56,47
dic-22,10,Cuatro Caminos,"65,6","64,4","59,2","64,1","72,8","67,2",59,"48,4","44,1"
dic-22,11,Ramón y Cajal,"70,7","69,9","63,9","69,2","75,5","71,9","66,2",52,43
dic-22,12,Plaza Manuel Becerra,"64,2","63,4",59,"62,9","71,4","64,1","59,5","51,4","44,6"
dic-22,13,Vallecas,"61,6",58,"53,7","59,6","67,9","60,4","53,4","42,2","39,7"
dic-22,14,Glorieta Fdez. Ladreda,"64,5","65,2","59,8","63,6","69,8","64,8","61,4","54,6","49,5"
dic-22,16,Arturo Soria,"62,2","60,7","55,5","60,6","67,6",63,"56,3","42,3","37,5"
dic-22,17,Villaverde,"58,7","66,5","50,3","60,7","64,3","56,8","50,1","41,4","38,6"
dic-22,18,Farolillo,"58,5","59,9","49,3","57,4",66,57,"49,3","41,4","40,5"
dic-22,19,Alto Extremadura,"61,1","60,6","54,5","59,7",68,"62,1","55,3","45,3","39,8"
dic-22,20,Avda de Moratalaz,"63,1","61,6","55,6","61,4","69,9","63,5","56,2",45,"39,7"
dic-22,24,Casa de Campo,"50,2","48,9","45,7","48,9","55,7",51,47,"43,7",43
dic-22,25,Santa Eugenia,"70,9","70,3","65,9","69,6","73,3","71,7","69,4","61,7","54,1"
dic-22,26,Embajada,"64,3","62,8",59,"62,8","69,9",66,"60,7","53,3","45,9"
dic-22,27,Barajas Pueblo,"62,2","60,7","56,1","60,6","70,9","64,3","52,7","44,2","40,6"
dic-22,28,Cuatro Vientos,"65,6","63,8","57,4","63,8","72,1","67,5","58,8","42,3","36,9"
dic-22,29,El Pardo,"61,4","56,8","51,4","59,1","67,4","61,9","49,9","34,4","29,6"
dic-22,30,Campo de las Naciones,"60,7","58,2","53,3","58,8","65,4",61,"55,9","46,6","44,5"
dic-22,31,Sanchinarro,"65,8","65,3","54,7","64,1","74,8",68,"54,7","44,9","41,8"
dic-22,47,Méndez Álvaro,"61,2","55,1","50,3","58,7","67,2","55,1","48,1","41,7",40
dic-22,48,Castellana,62,"60,4","56,9","60,5","66,8","62,5","58,6","51,5","45,8"
dic-22,50,Pza de Castilla,"67,1","66,5","62,1","65,8","72,1","67,7","63,6","55,9","50,4"
dic-22,54,Ensanche de Vallecas,"62,4",62,"55,4",61,68,"64,2","58,5","49,2","48,2"
dic-22,55,Urbanización Embajada II,"56,9","54,9","49,9","55,2",64,"57,4","50,3","43,2","39,1"
dic-22,86,Tres Olivos,"57,9","56,4",49,"56,1","65,2","58,3","48,8","37,2","34,1"
