_id;text;B;T;C
1317977784627679233;@criminaltrump41 @JoeBiden @POTUS Go Trump 2020 with a landslide stay asleep you ?? sheep!!! Only criminals are the BIDENS , CLINTONS,OBAMA....wake up you sound really stupid right now...;-1;0;Ángela
1319108491907420161;@TrumpWarRoom No he is not he won't make it out of his basement. The only house he will go to is the big house. @JoeBiden;0;0;Ángela
1317872169880346624;@JoeBiden #Bidenbelieves in China!;-1;0;Ángela
1318835330305458177;"@JoeBiden Go out and Vote! and listen to this great summary 

 https://t.co/LOZNu8AVJ0";0;0;Ángela
1317005247210954752;"@ABC @JoeBiden is for all rights #LGBTQIA #LGBTQ  and Joe takes care of his family  even @TuckerCarlson had to admit it here

https://t.co/a6GcIen6DT";1;0;Ángela
1318943296379621383;@Dalmatio @jgoffshore @RaheemKassam @JoeBiden Only 8 YEARS of CSPAN vids https://t.co/MvqWi8Qk1J;0;0;Ángela
1319220307715031040;@imjdsharp @JoeBiden https://t.co/WevztUxHsi;0;0;Ángela
1318485511065935872;"@JoeBiden 

https://t.co/ODGxb4QUZ9";0;0;Ángela
1319099736989814784;"@m16239678 @MariannaNBCNews @TruthObagam @BarackObama @JoeBiden Honestly, I live in Philly and they didn’t announce location until this afternoon. 

Today was a ticketed event, so maybe reach out to the Biden campaign to see how you can get in.";0;0;Ángela
1317624345217372165;@Wackylizard @JulioRa21258913 @JoeBiden https://t.co/GmyxD50jXs;0;0;Ángela
1318648720062357504;@JoeBiden @KamalaHarris Former Biden Business Associate Flips, Confirms Hunter Traded on His Dad's Influence https://t.co/zcik3aFce4;-1;0;Ángela
1317210235560448002;@JoeBiden So you’re tweeting about nothing? ??????? Oh dear Lord just go eat your pudding old man. #WheresHunter https://t.co/RICYNumfTL;-1;0;Ángela
1319229782165458944;@Jim_Jordan @Angelmdunn1961 @DrBiden @JoeBiden any comment;0;0;Ángela
1318253849606488064;@joe_warmington @JoeBiden @KamalaHarris @WhiteHouse @HillaryClinton @BernieSanders @JoeBiden is exactly the same as our @JustinTrudeau. Both are corrupt, dishonest and rotten to the absolute core. Both are also about as bright as a nightlight.;-1;0;Ángela
1318960692398071814;"The Republicans requested that Amtrak CEO William Flynn provide the total cost of Amtrak hosting the @JoeBiden campaign, and also “whether the Biden campaign’s charter train delayed any Amtrak trains or disrupted any Amtrak services.”

 https://t.co/Fv92wlcNj6";-1;0;Ángela
1316593393573810176;Dementia is worst!   @JoeBiden;0;0;Ángela
1316546900875767808;@JoeBiden Remember, Biden is far more racist than trump, even tho trump isnt racist https://t.co/WnBrrkiguI;-1;0;Ángela
1320041597552164864;"@JoeBiden Joe Biden (and FAM) is corrupt!
https://t.co/JtzMlK9Zf8";-1;0;Ángela
1320138481428029443;"@otequilas @BarackObama @JoeBiden @taylorswift13 https://t.co/RWQSw2vN8I

https://t.co/jD68tEAjIl

https://t.co/PL6fi6K6Lo

https://t.co/f4nAIxRlSE";0;0;Ángela
1316576671181549568;@JoeBiden @KamalaHarris https://t.co/dk0pSU3uR5;0;0;Ángela
1318701144647127042;@alicek3591 @lydon_hank @JoeBiden https://t.co/VF0jyUSe1X;0;0;Ángela
1318959344629809153;"@tomselliott @JoeBiden @RonJohnsonWI This journalist is giving a “love” look and a softball question to Sniffy. Of course, he fumbled! I think Sniffy has a cold; could that be Covid? Asking for a friend! ????";0;0;Ángela
1318106298068606977;@JoeBiden Forces of Darkness https://t.co/C2hGOUAJRY;-1;0;Ángela
1318620358698819584;@JoeBiden @KamalaHarris ??????;1;0;Ángela
1320036791928393729;@JoeBiden You will  surely win this year election;1;0;Ángela
1320116570170052608;@JoeBiden;0;0;Ángela
1317617327257649157;@BretBaier @JoeBiden That’s because there is no one in DC besides democrats;0;0;Ángela
1318356097153986562;@JoeBiden Which ones?;0;0;Ángela
1319195565427572737;@rose_grae @bmialeja @ProjectLincoln @JoeBiden We did!! We voted early, and tracked our votes. We have ALL been counted ?? https://t.co/4mjO897MGg;0;0;Ángela
1316981311798603776;@mercedesschlapp @JoeBiden @ABCPolitics Fun fact: President George W. Bush awarded Fred Rogers the Presidential Medal of Freedom. https://t.co/I0Ui25UjQm;0;0;Ángela
1318045098236612609;@JonahBlank @donwinslow @JoeBiden Boycott Trump supporters.  https://t.co/K3vBUd99FW;0;0;Ángela
1318849743196442625;@BarackObama @JoeBiden @KamalaHarris Obama you are just wonderful;1;0;Ángela
1318206289915334656;@JoeBiden Will you play call of duty warzone with me;0;0;Ángela
1318012056885432322;@Plungingforward @AnthonyLeeVoice @MalcolmNance @JoeBiden @HamillHimself @politico Yet you say the left is somehow on the light side and the rights in the dark. Would the right side support abortion? The murdering of kids? How about the Euthanization of disabled kids at any age?;0;0;Ángela
1317856652108963840;"YUP... I’VE disliked @JoeBiden since the 1980s and watched his bs while me and the American Citizens PAID HIS $alary for almost 50 years. 

I WANTED #GaryHart88
after that I knew that all POLITICIANS were/are scammers, always a FAKE #FACADE/charade with NO progress for the People https://t.co/UZngl0eKi2";-1;0;Ángela
1317772400134598656;@ValarieeDawns @tipsokay @howardfineman @JoeBiden @nypost @ValarieeDawns if you are truly interested in the verified part, check @adamhousley He has been posting answers to your questions for the last few days.;0;0;Ángela
1318037870637187072;@JoeBiden He was obviously thinking about the black woman stacking his grocery shelf. https://t.co/BKzpPjfbU3;0;0;Ángela
1316557220147064833;@JoeBiden How about altzeimers? unconscionable, buddy.;-1;0;Ángela
1318933129516765184;@RichardGrenell @DFBHarvard @BarackObama @JoeBiden https://t.co/msQq1ZtiOX;-1;0;Ángela
1317289371691675649;@JoeBiden Those who wear a mask are more likely to get C-19. The government shouldn't have the right to tell you what you put on or in your body. https://t.co/ilvkXMG7os;0;0;Ángela
1320119095472381954;@BellaRed20 @MAGA_Mom_KAG @JoeBiden Man I wish liars' pants really did catch on fire.;0;0;Ángela
1319117356636012544;@77SunnyAndClear @JoeBiden LOL!!!!!!;0;0;Ángela
1316569494731579393;@Trump_owo @JoeBiden OuO;0;0;Ángela
1318235134026420224;@JoeBiden https://t.co/4Mt6XrUHew;0;0;Ángela
1319263729607798786;Tell the truth @JoeBiden @DrBiden;0;0;Ángela
1318155240693260289;@JoeBiden Rinse.. repeat;0;0;Ángela
1318627425375408130;Finally got to vote today! @JoeBiden @DonnaDeegan @JimmyMidyette;1;0;Ángela
1318700457771020288;Hey @JoeBiden!  Where's Hunter?  The police are looking for him!;-1;0;Ángela
1317982680345059329;Nothing is ever erased??????? @JoeBiden #CorruptBiden;-1;0;Ángela
1318406572490526720;@Doctor_Z @JoeBiden They gotta dope him up;0;0;Ángela
1317251281203986434;@joncoopertweets @JoeBiden Get those kids out of those cages and return them to their parents!;0;0;Ángela
1319007682943090689;@JoeBiden *plays despacito*;0;0;Ángela
1318036218475614209;@JoeBiden @LaKitKat I’ll do the first two. But not the last lol;0;0;Ángela
1317942190451101696;@JoeBiden As Breitbart News noted, the Boilermakers Local 154 union endorsed Trump, as they did in 2016, last month. Union leader John Hughes called out Biden for the lie in a press call on Saturday.;0;0;Ángela
1318222867767521280;@JoeBiden https://t.co/4Vqk6XXoXT;0;0;Ángela
1317749498563547136;Here you go @JoeBiden I guess the city is just fine with zero police presence! People just beating each other up, broad daylight, downtown, middle of the street. You notice no one is around to right? That's great for business! @glennbeck @JudgeJeanine @seanhannity @BillOReilly;0;0;Ángela
1319144842757361664;#BidenHarris2020 #VoteBiden #Election2020  #ByeDon #vote  #VoteBidenHarrisToSaveAmerica #VoteHimOut @JoeBiden @KamalaHarris https://t.co/HvsnmlW7vY;1;0;Ángela
1318737688627941379;@ihatethemedia @Rifleman4WVU @JoeBiden must have just finished his warm milk!;0;0;Ángela
1317873868703322112;I have no doubt that Beau is deeply proud of you, @JoeBiden.;1;0;Ángela
1318654657556672512;@JoeBiden Lock Biden up????????????;-1;0;Ángela
1317361286833864704;"@CloudGleanDmain @MollyNagle3 @JoeBiden Who cares?
I don't.

Besides, it's not a requirement to submit your tax returns. It NEVER was. 

#SnapOutOfItYouHack";0;0;Ángela
1319078939957088258;@JoeBiden President should be confronted if he wants to discuss Hunter biden. He should be reminded that it is his children who are under investigation by SD and it is his children who are caught stealing money from the charity and selling presidency.;-1;0;Ángela
1318134783860498432;@jaketapper ENDS interview with #LaraTrump over disgusting @JoeBiden smear campaign https://t.co/5k3YqkRHqE @LaraLeaTrump embarrass herself on NATIONAL TV they question #Biden Mental Competence  @realDonaldTrump I say ??disinfectant watch @briantylercohen break it all down #Vote;0;0;Ángela
1319022400122437633;@JoeBiden @JoeBiden what did she pay you for the endorsement? Is she part of your Crime Family? Tell the truth https://t.co/65eOoVLfR1;-1;0;Ángela
1319134237614813184;@Aussieriffic1 @donnyonyea @sabrina68 @JoeBiden Nonsense.;0;0;Ángela
1318405332440281089;@JoeBiden I've been angry at you since 1991. All who know me know I said I will never support you for anything until you tell me to my face why you suddenly stopped the AH CT hearing. You know what that means.;-1;0;Ángela
1318292892088107008;@MichelleObama @ValerieJarrett @JoeBiden https://t.co/FOGmYPZi7I;-1;0;Ángela
1318607460681371657;@kort_ian @50cent @JoeBiden in respect to income earned vs. taxes paid, the 1% have made out incredibly better than the average working class blue collar Americans the last several decades.;0;0;Ángela
1319065671976865792;@JoeBiden https://t.co/bpOLBlcGW4;-1;0;Ángela
1317823429723258881;@eric_stutzman5 @huemane @JoeBiden Wow Trump is definitely the more peaceful option;0;0;Ángela
1318304343624482819;@JoeBiden https://t.co/gdgsEVexGA;1;0;Ángela
1317653921087848448;@JoeBiden How about coming clean about China and Ukraine;-1;0;Ángela
1318025098994061312;@JoeBiden Your dropping in the polls like a lead brick.;-1;0;Ángela
1317671229722140672;@Schwarzenegger @JoeBiden @_miniszterelnok Don't get me wrong @Schwarzenegger and please don't take my comments personal. My comments are not about you or against you. I respect your ideas but let's be honest ok. I don't care about the bullshit of Democrats. They didn't do 10% of what promised. Trump did 110% in 4 years. https://t.co/pRiz2i0x5Y;0;0;Ángela
1318613124359094272;"@JoeBiden You know that even if your crooked friends get you elected they won't let you stay very long right?
I mean you know this right?";-1;0;Ángela
1317135127391109122;@JoeBiden It depends;0;0;Ángela
1318566951623577601;@JoeBiden @KamalaHarris Joe channels Joe??;0;0;Ángela
1322946808465760257;@JoeBiden https://t.co/3dobKR8f0R;0;0;Ángela
1320817433876131840;@RichardGrenell @JoeBiden https://t.co/HdqP8yjDwh;0;0;Ángela
1321521990658887680;@JoeBiden @HamillHimself Hamill has always been slightly off.??;0;0;Ángela
1323047012808355840;@JoeBiden Shut up already. People from Scranton wouldn’t take $1.5 Billion dollars from Ukraine. You’re a lying pos.;-1;0;Ángela
1321990005657604096;@JoeBiden Says the pedöphile https://t.co/EvyrUyuYYA;-1;0;Ángela
1320739176686538753;@kami_no_chinko @RealCandaceO @JoeBiden Joe is connected https://t.co/47W7mSUTzJ;0;0;Ángela
1320796538658959360;@ThePubliusUSA @JoeBiden @KamalaHarris I already voted for Biden/ Harris;1;0;Ángela
1322036983447736320;@pattilawson60 @ResisterDude @JoeBiden He called a lid today.;0;0;Ángela
1322226536611721222;"@Conor93770370 @JasonRobergeVA @JoeBiden Really, covid. Its a new disease &amp; people aren't dying, plus the positive test are wrong. How about get healthy. How about worrying about Biden ruining this country when he raises taxes, forces companies to leave the country &amp; sell us out to the Chinese. Media has done us wrong.";0;0;Ángela
1323555484553650176;"@kayleetomczak_ @Tdizzle61965713 @tfri18 @PinkPrincessRem @MarkHigbee @JoeBiden wdym he handled it like garbage u know it’s state governors who do mask mandates n lockdowns right

and lockdowns aren’t recommended by the WHO";0;0;Ángela
1320828348201918466;@mmpadellan @Julidooty @JoeBiden #ComeOn said President Obama;0;0;Ángela
1322751525320470530;@erinschaff @BarackObama @JoeBiden #NoShowJoe;0;0;Ángela
1323554964367691776;@JoeBiden https://t.co/BEYlOA4P6i;0;0;Ángela
1322533477485596676;@JoeBiden https://t.co/tCV5seMXRu;-1;0;Ángela
1321589715041136641;@BrettT18349489 @OthersJosh @JoeBiden New Zealand has a fraction of the population.  They shut down the borders around the same time we did.  China lied.  This virus was here in December and nobody knew.  Trump relied on Dr Fauci and even went further than Fauci wanted with shutdowns.;0;0;Ángela
1320242310047694854;@Buckeye4Ever45 @JoeBiden @KamalaHarris Sit your ass down. https://t.co/DUk7K4iUCF;0;0;Ángela
1320928811702276101;@alicetweet @JoeBiden Still waiting for you to sit tf down and stfu.;0;0;Ángela
1323114685605044224;@rapid_rar @MedTechGuru @KamalaHarris @JoeBiden The left LOVES to take from others, distribute it to the underprivileged to reinforce their own privilege.  It feels good and right to them but ultimately this results in more inequality as those served become more dependent and those in power want to hold it. #walkaaway;0;0;Ángela
1323123112347602944;@BobPersis @JoeBiden @DougJones Call them and tell them not to vote for the person who put more African Americans behind bars!;0;0;Ángela
1323220910984278017;@JoeBiden When you gonna own up to ur fucken bs with ur family and all this money your getting from other countries.  You sold America Out. Your a DISGRACE TO THIS COUNTRY. GO LIVE OVER THERE SINCE YOU WANT THEIR MONEY. YOUR FAKE A COMPLETE PIECE OF SHIT. YOU SUCK DONKEY BALLS;-1;0;Ángela
1323388062307635203;@JoeBiden Do you have to plagiarize every sentence you say every f*cking day?! You literally quoted general Flynn. Nobody wants to vote for your old wrinkly a$$!;-1;0;Ángela
1320447684755546112;@JoeBiden All lies.;-1;0;Ángela
1322746718878838784;@mmsERRN @JoeBiden Putin loves what the Democrats have done for him.;0;0;Ángela
1320886261725450242;PACK THE COURTS @JoeBiden @KamalaHarris;0;0;Ángela
1323584190890217472;"@katherineOma @JoeBiden @FaithCampbellJ1 @ChantelMarsaw @LarryDaniels4u @Ginger_Ass @mikiyo_am Good, cause those words are true!
They come from my lived experience, and heart!

Lolll ;]  yeah shucks it sure is loll  ;] a big day lollll ;] loll  ;] aye ;]";0;0;Ángela
1320891688651526145;@JoeBiden, grow some b*lls! End lifetime appointments for SC justices! Do u want to lose ur base?;0;0;Ángela
1320183730787418112;@TheJusticeDept @SecPompeo @WhiteHouse @JoeBiden @KamalaHarris @MikieSherrill @SenatorMenendez @CoryBooker @RepMcCarter @GOPLeader Azerbaijan/Turkey using Cluster bombs their deployment in residential areas is absolutely appalling and war crimes #PeaceforArmenians #StopAliyev https://t.co/wlikSJCT9v;0;0;Ángela
1323258681966923776;@JoeBiden https://t.co/xiKrFdOjrP;0;0;Ángela
1321533112212336640;@JoeBiden https://t.co/rugcqM1NOw;-1;0;Ángela
1320873268400640000;@nbc6 ?????? oh no, a dark winter?  Please @JoeBiden , let us in the basement.  ??????????;0;0;Ángela
1323239685813112832;@PeteButtigieg @JoeBiden Yes there should be universal background checks.;0;0;Ángela
1320370077569568768;@SmithJohnL @shortman5427 @tCineParro7Chri @tomselliott @JoeBiden I #TrustThePlan  #TheBestIsYetToCome;0;0;Ángela
1320341659368947713;@TN47996541 @girlfrmempanada @JoeBiden Why do Americans think the slightest bit of socialism will bring a dictatorship to the US and cause millions of deaths? Still programmed to hate it since the Cold War? You don’t know what socialism is.;0;0;Ángela
1321884743940657153;@edokeefe @Acosta @CBSThisMorning @JoeBiden Why does he need to form a taskforce? Can he just make a decision on his own. #alltalknoaction;0;0;Ángela
1320937798216552450;@Phoenix08972389 @jakkiisaid @JoeBiden YOU AINT BLACK LMAOO;0;0;Ángela
1320453698770841600;@nedfulmer @JoeBiden Okay, hear me out.. if dont successfully get Trump out of office (which I sincerely hope we do kick him out..) will the Try Guys try bean boozled again? Just to ready ourselves with another vomit worthy four years?;0;0;Ángela
1320207710764367874;@JoeBiden ??;0;0;Ángela
1322131899624673280;@JoeBiden Sorry Joe you're not the one for the job.;-1;0;Ángela
1323063649007783936;@JoeBiden https://t.co/nxkRuE2wb6;-1;0;Ángela
1323481260052930560;@JoeBiden #VoteForTrump;0;1;Ángela
1323239228206141441;@JohnGaramendi @JoeBiden Your insane;0;0;Ángela
1323120431889412096;@Celtsfan33 @JoeBiden ?????????????? ?????? ???????????????? ???????? ?? ??????????!!!;0;0;Ángela
1320488917523664899;@thebigL01 @IrvingFisher16 @JoeBiden Do you want a president who raised a scum bag?;0;0;Ángela
1321837139894673408;@dinodadino @JoeBiden Trump will tell you hell get you a million dollar a year job. Just like he promsied that the Chevy plant wont close. He told people not to sell their homes. Guess how that turned out;0;0;Ángela
1321904177249923074;@JoeBiden Right joe;0;0;Ángela
1321613623157018626;@JoeBiden And that it why I will never vote for you.  You will take away religious freedom because of your scientific ideas.;-1;0;Ángela
1323242518025306112;@JoeBiden https://t.co/vipXaSXlG5;-1;0;Ángela
1322029908504268800;@cnnbrk @MSNBC @maddow @Morning_Joe @SRuhle @AC360 @TeamPelosi @JoeBiden @KamalaHarris @ProjectLincoln @ChrisCuomo @donlemon @SpeakerPelosi;0;0;Ángela
1320674327189196800;What time today will @JoeBiden call a lid?;0;0;Ángela
1322950805360648197;@SpeakerPelosi @JoeBiden YOU JUST LOST 500000 VOTES OF AZERBAIJANI AND TURKISH AMERICANS! Corrupted gangs!;-1;0;Ángela
1322375346344337409;@MatthewJshow @JoeBiden No this is America after the most incompetent president in our history drove our country off a cliff by his catastrophic failure to protect the country from Covid19 using the federal powers that only a president has.;0;0;Ángela
1320268529292079104;@M109M11 @JoeBiden Hasn’t said a word to anyone after this tweet;0;0;Ángela
1320615611764912128;"#BidenCrimeFamilly 

@JoeBiden is...

#TheGodfatherOfTheSwampMafia
#WhereIsHunter https://t.co/0fOU9EeERy";-1;0;Ángela
1320221672402751488;"@johncarneyforde @johncarneyforde @DE_DOJ

When are you going to arrest #HunterBiden and @JoeBiden for their #crimes?  #pedophelia #treason #sextapes 

@FBI @POTUS @realDonaldTrump #Trump #Trump2020";-1;0;Ángela
1320525814438469634;@HillaryClinton @JoeBiden We couldn't beat an over run of stray dogs with Joe Biden as potus!;-1;0;Ángela
1323088220972875777;@JoeBiden https://t.co/5IWDBJRr6R;0;0;Ángela
1322719765136318464;"@JoeBiden Inadequate and stockpile depleted. And theres that pesky little visit of Fauci &amp; Obama to the wuhan lab with a research grant to study bat virus. What a coincident";-1;0;Ángela
1321795245345067008;"@DWholihan @edokeefe @CBSThisMorning @JoeBiden Many task forces have been effective (save the COVID Task Force). And you yourself should know and believe that the President has little sole power outside of executive orders to do such a thing.

At least it's (sadly) significantly more than President COVID has offered.";0;0;Ángela
1320387919555670017;@RealBasedMAGA @angeliserain @JoeBiden Whoa;0;0;Ángela
1320939032298332161;@JoeBiden https://t.co/uT1PKyh5oD;-1;0;Ángela
1323086145018908672;@pcccoombs @JoeBiden Idiot. We are The United STATES Of America. Letting those that live in big cities dictate life for everyone is wrong. Abolishing Electoral College means the end of the Union of States. Moron. Say it with me Democratic Republic.;0;0;Ángela
1320515037484716032;@JisRESISTing @KamalaHarris @Ythrift @JoeBiden Nah, I’m good.;0;0;Ángela
1321879814068858880;@JoeBiden #BidenCrimeFamiily #BidenFamilyCorruption;-1;0;Ángela
1320453379894771715;@JoeBiden #BidenHarrisLandslide2020 Let’s do this!;1;0;Ángela
1322128055247265792;@TheDIsSi13nt @cenkuygur @JoeBiden Not saying Trump can’t win, he can. Biden is just in a far stronger position 4 days out than Hillary was.;0;0;Ángela
1323344434021498881;"@JoeBiden Pathetic how many people are voting against Trump and don't realize they are voting for socialism/communism of the left.
Joes crime family rakes in millions, screws taxpayers 6 different ways and these folks are not concerned?
Insanely gullible does not begin to describe them.";-1;0;Ángela
1322122641248079877;@Laura__Fox @TheDemCoalition @JoeBiden And what are we? Do you have a voice?;0;0;Ángela
1320895690361446400;@KamalaHarris @JoeBiden Fck kamala Harris;-1;0;Ángela
1322781819947962373;@JoeBiden #VoteBlue2020;1;0;Ángela
1322708828849205248;@BidenStopHiding @BorisEP @BarackObama @JoeBiden When you rely on conspiracy theories it's pretty easy to feel smart. Don't worry we are all laughing at you https://t.co/AsFdS6WjaR;0;0;Ángela
1323395105139687425;@BillyCorben @JoeBiden @KamalaHarris Chicken Kitchen is still in business?;0;0;Ángela
1320498920192180224;@JoeBiden https://t.co/1rkaXDmpjv;0;0;Ángela
1320817875259691008;"@RichardGrenell @JoeBiden I just saw him being rushed out of there because it was a court packing question..??
He couldn't answer";0;0;Ángela
1322710876885983233;"@CharlieBarkin6 @johnnygriffiths @LisaSan59942532 @ShonHarris9 @JohnHeuer3 @Dmv12448146 @JoeBiden @iamwill @IAMJHUD Dude, u dont want to interact and leave this convo having learned anything?  U dont wanna answer any of my questions. That's y I dont deal with ppl like u. U just want to be right and u cant be more wrong than ""wronger"". Good day!";0;0;Ángela
1322791890920628224;"@JoeBiden @KamalaHarris
@ProjectLincoln @MeidasTouch
@donwinslow @chipfranklin
#VoteBlueToEndTheNightmare
https://t.co/zk778esH4H";1;0;Ángela
1320171154066329600;"@KamalaHarris @JoeBiden Your propaganda is damaging. You’re sick in the head. You’re against this country of the free &amp; the brave, it’s obvious. Why don’t you just stay on your knees &amp; do what you do best.";-1;0;Ángela
1323501649638445058;@clarkwilliams1 @JoeBiden No, I'd rather the millions of Americans in abject poverty, and millions homeless, most of whom are mentally ill, are taken care of first. These people have been displaced by 22 million+ illegal aliens. Twenty Two MILLION PLUS in the country.;0;0;Ángela
1320923998406885381;@JPMediaBoss @T_S_P_O_O_K_Y @JoeBiden Revenge is SWEET~??;0;0;Ángela
1320932449233313795;@chelseahandler @50cent @jimmyfallon @JoeBiden Sorry to tell you doll, but he was trolling your poor talent, poorly informed ass, he was trolling you. He quoted verbatim a line from Scarface. If only you watched this and a few older movies you could see what real talent is.;0;0;Ángela
1323401633586446343;"@JoeBiden Joe, 

1 more day, 80% of the ballots are in as we speak. https://t.co/QRh8wNzKt8";0;0;Ángela
1323399600040861696;@JoeBiden https://t.co/maVbXG03w6;-1;0;Ángela
1320566285537890304;I’m voting for Joe! @JoeBiden;1;0;Ángela
1320269570515652608;Joe is such a good man. Please vote for @JoeBiden. ????????;1;0;Ángela
1323516332109930497;@BeanToast @n1kirby @meeda56 @JoeBiden We do have it better than the states do but due to Boris coping Trump's tactics on everything we stand out as the worst performing country in Europe.;0;0;Ángela
1323107585868898304;@JoeBiden Good bye jobs;0;0;Ángela
1322782035996528640;"?????In Tampa....""Hello Minnesota"" ????? 
Go back to the basement @JoeBiden";0;0;Ángela
1322187337602912257;Damn even the hood is ripping @JoeBiden down https://t.co/UhpJNAiRJm;0;0;Ángela
1322806491682922501;@JoeBiden Trump talks all this bs concerning delayed election results erroneously assuming Americans are not aware of the fact that he and his Postmaster General Dejoy intentionally handicapped our postal institutions. And it is Trump whom refused to assist financially strapped States...;0;0;Ángela
1322661417032380417;@Freedomtorule @hollandcourtney @JoeBiden Cringe level 100+ https://t.co/G76ezxz5dp;-1;0;Ángela
1320490349236801536;"@ananavarro @JoeBiden Joe Biden's Corruption Exposed on OAN's The Biden Bribe Tapes Part 2 -  Biden is Done, he's finished!! The whole country and the entire world now know!! Can you hear how quiet the democrat chatter is becoming. They be like oh no, i voted early. Arrggghhh??
https://t.co/2fEGtgavIz";-1;0;Ángela
1320325586254966786;@BidenForFL @JoeBiden https://t.co/OVA69N97ZL;0;0;Ángela
1321315485628178432;@RepDougCollins @JoeBiden Where are the serious investigative reporters? Can someone please track down #CNN, #MSNBC, etc reporters and ask them point blank, camera rolling, why they won’t report on the story?  Make them the news.;0;0;Ángela
1322609440139468801;"As a former Republican, I already voted for @JoeBiden because I know democracy is on the ballot.

Retweet if you agree.";1;0;Ángela
1320805241017765894;@JoeBiden https://t.co/zv4EhCvvHb;-1;0;Ángela
1321451968267718656;@JoeBiden Treason... https://t.co/iDGwhvl9la;-1;0;Ángela
1320696701884182528;@StephenMattiso3 @UNCLE88450079 @JoeBiden @BarackObama @IvankaTrump Trump did say if Ivanka wasn't his daughter he would date her, even Trumpists know that, they just see it as a good thing for some stupid reason;0;0;Ángela
1323292813950373889;@RichardGrenell @JoeBiden Who's the phony? on the outside you're a Christian but on the inside you don't give a crap about people dying.;0;0;Ángela
1323498098946121729;@JoeBiden LOVE this MAN!!!!;0;0;Ángela
1321871416631926784;@JoeBiden Good luck joe from us in wales .;0;0;Ángela
1320937396507168768;@JoeBiden Tic tok Joe you can hide in your basement but you can’t hide from the American public and the truth and we know you and your family’s history now and we learn more every day.The laptop from hell justice from above. https://t.co/f2dxaKEcKl;-1;0;Ángela
1320796525757370369;@JoeBiden Ok Big Guy! Dirty filthy Joe;-1;0;Ángela
1321834549723205633;@JoeBiden Lol your going in to a home;0;0;Ángela
1322958145942097922;@JoeBiden You never reached out to Pelosi or Schumer. To pass the stimulus bill...or call the democrat governor states to call trump to send in the national guards.   Have you?;-1;0;Ángela
1320915505096486912;@robbagels @JoeBiden Trump is a disaster. DON THE CON;0;0;Ángela
1322542723115737089;@MATTerOfAKt907 @JoeBiden #NeverForget;0;0;Ángela
1322038920238886914;"@JoeBiden Not for you &amp; your fellow traitors...forecast is nothing but PAIN for the rest of your lives https://t.co/M0h6EziEod";-1;0;Ángela
1320411060122357763;@JoeBiden https://t.co/Cqx618WA4e;0;0;Ángela
1320957179126398977;@alicetweet @JoeBiden https://t.co/Q16P43NYD0;0;0;Ángela
1322581359337054217;@TerryMcAuliffe @JoeBiden @KamalaHarris ??????????;0;0;Ángela
1321619739429474310;@RepublicanSwine @JoeBiden How for there self https://t.co/MvA6nMHo9k;0;0;Ángela
1320796550256275457;@JoeBiden It's unconstitutional.;0;0;Ángela
1320195179639431168;#VoterFraud @JoeBiden;0;0;Ángela
1321702396356136960;"@JoeBiden Nigeria where there is no president 

People dying every day. Killed by Army and police 

America come for our rescue https://t.co/oT4ZUeQAEc";0;0;Ángela
1320561779118780417;@Mktresearch01 @JoeBiden Will you please take me out of this absurd  conflict?;0;0;Ángela
1321601723622952961;"@JoeBiden I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV
I CANT BREEV";0;0;Ángela
1320394973993488385;@KamalaHarris @JoeBiden Cant wait till you are VP !! ??;1;0;Ángela
1320177286503686146;@JoeBiden https://t.co/9YNNoL6xq4;0;0;Ángela
1320717264996364288;@SUBRATA30016572 @JoeBiden Trump killed far more americans than any democrat would have!;0;0;Ángela
1321509415011405825;@Hauwertsr @Baba9773 @JoeBiden Pope Frances seems to deliberately trying to convince Catholics with his statements that it’s OK to vote for Candidates who support Non- Catholic truth. True Catholics see this clearly! We can’t vote Biden when he advocates death in the womb!;0;0;Ángela
1322752108605616129;@PoliSockPuppet @BlhReal @thehill @JoeBiden It was removed two governors ago. What exactly is your point? Digging up old and dead stories to own people you dislike?;0;0;Ángela
1322688957285621767;"@JoeBiden How?

We have had various flu strains for centuries and we have yet to 'shut down' any of them. Why do you believe you can shut down this virus?";0;0;Ángela
1323053927508647936;"@Teresa03338902 @TrumpWarRoom @JoeBiden Trump’s numerous China financial ties include Chinese state-owned firms constructing two luxury Trump projects in United Arab Emirates &amp; Indonesia-Trump &amp; Ivanka awarded China trademarks &amp; Jared Kushner courted Chinese investors in real estate deals https://t.co/069AQrW9NX";0;0;Ángela
1320753844540690432;@JoeBiden : ‘This Is The Most Consequential Election’ Due To Possibility Of ‘Four More Years Of George’ https://t.co/RZO2Al6RQt;0;0;Ángela
1320535772760547328;@carbar @chelseahandler @MalcolmNance @50cent @jimmyfallon @JoeBiden Why do the left feel as if they own an individual. That's some crazy thinking. Whats wrong with y'all ????????I remember what y'all did to Kanye??????whats with you people.;0;0;Ángela
1321556169081716738;@JoeBiden #Trump2020 https://t.co/lw5uKBzmGA;0;0;Ángela
